policy,scenario,episodes,tasks,semantic_success_rate,task_success_rate,average_accuracy,average_accuracy_mean,average_uncertainty,average_delay,average_energy,average_payload_kb,average_semantic_payload_kb,average_semantic_quality_gap,average_epsilon_k,failed_epsilon_k_mean,failed_epsilon_k_min,failed_epsilon_k_max,average_q_quality,average_q_deadline,average_q_energy,average_q_risk,average_q_utm,average_mobility_energy_j,average_arrival_delay_s,average_coverage_gain,average_utm_conflict_risk,payload_reduction_vs_always_image,quality_violation_rate,deadline_violation_rate,battery_violation_rate,resource_violation_rate,airspace_conflict_rate,utm_constraint_violation_rate,utm_conflict_violation_rate,service_level_0_ratio,service_level_1_ratio,service_level_2_ratio,service_level_3_ratio,semantic_path_cache_ratio,semantic_path_token_ratio,semantic_path_image_ratio,semantic_path_defer_ratio,semantic_path_cache_update_ratio,cache_eligible_ratio,average_q_defer,average_q_cache_stale,average_reward,seed,benchmark_policy,variant_kind
always_semantic_token,low_snr_soft,50,397,0.654912,0.0,0.615483,0.665571,0.112675,18.349571,2532.170903,0.985716,0.985716,0.200247,0.778665,0.777372,0.65,0.82,0.944167,59.643716,8806.497943,0.070529,0.0,2490.542704,16.471843,0.016499,0.116017,0.973242,0.345088,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,0.0,-6.014729,2,always_semantic_token,heuristic
always_image,low_snr_soft,50,397,0.654912,0.0,0.609998,0.64435,0.096576,55.697905,2742.140567,36.837994,36.837994,0.245781,0.778665,0.777372,0.65,0.82,1.184286,210.705306,9725.992349,0.115869,0.0,2490.542704,16.471843,0.016499,0.116017,0.0,0.345088,1.0,0.075567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,0.0,-13.637569,2,always_image,heuristic
semantic_greedy,low_snr_soft,50,397,0.947103,0.231738,0.821309,0.866737,0.107128,14.774202,1910.46742,2.410552,2.410552,0.01233,0.778363,0.658095,0.65,0.82,0.013304,43.65701,6338.99705,0.047859,0.0,1865.031026,12.210116,0.014926,0.088611,0.934563,0.052897,0.768262,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.284635,0.0,0.871537,-4.575726,2,semantic_greedy,heuristic
lyapunov_greedy,low_snr_soft,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509443,2,lyapunov_greedy,heuristic
ppo,low_snr_soft,50,397,0.821159,0.277078,0.752197,0.790304,0.10133,16.964622,113.212064,0.560902,0.560902,0.072342,0.775592,0.730704,0.65,0.82,0.210796,56.770862,0.0,0.0,0.0,78.0,0.0,0.0,0.068549,0.0,0.178841,0.602015,0.0,0.0,0.0,0.0,0.0,0.43073,0.56927,0.0,0.0,0.43073,0.56927,0.0,0.0,0.0,0.279597,0.0,1.433249,-4.167501,2,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509544,0,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.639798,0.0,0.605775,0.655957,0.112945,18.181345,2513.840224,0.986161,0.986161,0.209328,0.778766,0.777972,0.65,0.82,0.987673,58.714274,8657.656419,0.06801,0.0,2472.23802,16.350781,0.014593,0.115748,0.973323,0.360202,1.0,0.042821,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,0.0,-5.988866,0,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.639798,0.0,0.597701,0.631818,0.096518,54.473652,2722.732187,36.966317,36.966317,0.256842,0.778766,0.777972,0.65,0.82,1.238722,211.262141,9578.621891,0.118388,0.0,2472.23802,16.350781,0.014593,0.115748,0.0,0.360202,1.0,0.073048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,0.0,-13.400325,0,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.944584,0.241814,0.82044,0.865704,0.107082,14.946022,1873.328852,2.4793,2.4793,0.013063,0.778463,0.657727,0.65,0.82,0.014037,42.710482,6101.774822,0.04534,0.0,1827.321023,11.954214,0.012941,0.085882,0.932931,0.055416,0.758186,0.027708,0.0,0.0,0.0,0.0,0.254408,0.690176,0.055416,0.0,0.254408,0.690176,0.055416,0.0,0.0,0.284635,0.0,0.937028,-4.60041,0,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509544,0,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.831234,0.289673,0.758186,0.796217,0.100822,10.998786,107.926694,0.557566,0.557566,0.067551,0.777531,0.729104,0.65,0.82,0.190101,35.082885,0.0,0.0,0.0,78.0,0.0,0.0,0.066357,0.0,0.168766,0.599496,0.0,0.0,0.0,0.0,0.0,0.433249,0.566751,0.0,0.0,0.433249,0.566751,0.0,0.0,0.0,0.267003,0.0,1.465995,-2.992803,0,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.510045,1,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.657431,0.0,0.61705,0.6672,0.112785,18.198491,2520.251065,0.985565,0.985565,0.198862,0.778766,0.777647,0.65,0.82,0.933936,58.920205,8705.236029,0.070529,0.0,2478.661189,16.393262,0.014117,0.11578,0.973209,0.342569,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.360202,0.0,0.0,-5.977226,1,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.657431,0.0,0.61248,0.64693,0.096701,53.990748,2728.630463,36.787224,36.787224,0.243917,0.778766,0.777647,0.65,0.82,1.170936,207.253171,9621.976111,0.118388,0.0,2478.661189,16.393262,0.014117,0.11578,0.0,0.342569,1.0,0.078086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.360202,0.0,0.0,-13.288113,1,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.229219,0.821051,0.866539,0.107226,14.491942,1897.16919,2.410415,2.410415,0.01233,0.778463,0.658095,0.65,0.82,0.013304,43.281651,6245.209594,0.047859,0.0,1851.91957,12.1234,0.011923,0.087813,0.934477,0.052897,0.770781,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.292191,0.0,0.881612,-4.527853,1,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.510045,1,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.813602,0.261965,0.750389,0.789167,0.102551,14.58951,111.401515,0.573028,0.573028,0.073597,0.77738,0.731351,0.65,0.82,0.213814,48.320913,0.0,0.0,0.0,78.0,0.0,0.0,0.068305,0.0,0.186398,0.622166,0.0,0.0,0.0,0.0,0.0,0.418136,0.581864,0.0,0.0,0.418136,0.581864,0.0,0.0,0.0,0.284635,0.0,1.347607,-3.71535,1,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509443,2,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.654912,0.0,0.615483,0.665571,0.112675,18.349571,2532.170903,0.985716,0.985716,0.200247,0.778665,0.777372,0.65,0.82,0.944167,59.643716,8806.497943,0.070529,0.0,2490.542704,16.471843,0.016499,0.116017,0.973242,0.345088,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,0.0,-6.014729,2,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.654912,0.0,0.609998,0.64435,0.096576,55.697905,2742.140567,36.837994,36.837994,0.245781,0.778665,0.777372,0.65,0.82,1.184286,210.705306,9725.992349,0.115869,0.0,2490.542704,16.471843,0.016499,0.116017,0.0,0.345088,1.0,0.075567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,0.0,-13.637569,2,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.231738,0.821309,0.866737,0.107128,14.774202,1910.46742,2.410552,2.410552,0.01233,0.778363,0.658095,0.65,0.82,0.013304,43.65701,6338.99705,0.047859,0.0,1865.031026,12.210116,0.014926,0.088611,0.934563,0.052897,0.768262,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.284635,0.0,0.871537,-4.575726,2,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509443,2,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.821159,0.277078,0.752197,0.790304,0.10133,16.964622,113.212064,0.560902,0.560902,0.072342,0.775592,0.730704,0.65,0.82,0.210796,56.770862,0.0,0.0,0.0,78.0,0.0,0.0,0.068549,0.0,0.178841,0.602015,0.0,0.0,0.0,0.0,0.0,0.43073,0.56927,0.0,0.0,0.43073,0.56927,0.0,0.0,0.0,0.279597,0.0,1.433249,-4.167501,2,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111729,0,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.408,0.004,0.566052,0.885935,0.573518,4.445756,709.475924,0.985626,0.985626,0.127184,0.63132,0.639122,0.62,0.64,0.818756,1.963696,1618.061688,0.0,0.0,656.163864,3.254781,0.075347,0.404823,0.993891,0.592,0.892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.0,-1.69375,0,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816827,777.153913,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.839537,1927.062487,5.5,0.0,564.065885,2.797946,0.064866,0.400388,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.404886,0,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.589331,762.958049,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.674541,1905.001761,5.37,0.0,564.065885,2.797946,0.064866,0.400388,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,0.0,-3.32971,0,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111729,0,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.35,0.032,0.501718,0.776945,0.561316,4.693599,808.553966,0.789044,0.789044,0.178289,0.63144,0.6376,0.62,0.64,1.173918,3.646558,2193.610691,0.0,0.0,780.017443,3.794075,0.044291,0.31444,0.0,0.65,0.7,0.0,0.0,0.0,0.0,0.0,0.202,0.798,0.0,0.0,0.202,0.798,0.0,0.0,0.0,0.032,0.0,1.436,-1.774519,0,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111627,1,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.392,0.004,0.562124,0.887573,0.581907,4.424841,706.139839,0.991631,0.991631,0.129262,0.63164,0.639145,0.62,0.64,0.828369,1.950671,1604.856483,0.0,0.0,653.506689,3.241601,0.075223,0.403097,0.993853,0.608,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.0,-1.708245,1,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816066,777.093349,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.947399,1922.862906,5.5,0.0,564.005273,2.797645,0.065167,0.400935,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.404709,1,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.588578,762.897494,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.782447,1900.802227,5.37,0.0,564.005273,2.797645,0.065167,0.400935,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,0.0,-3.329535,1,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111627,1,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.564,0.242,0.59509,0.780968,0.385478,1.059493,120.627253,0.708109,0.708109,0.111541,0.6254,0.632385,0.62,0.64,0.87555,0.073128,47.761881,0.0,0.0,89.882742,0.065133,0.001253,0.332319,0.0,0.436,0.402,0.0,0.0,0.0,0.0,0.0,0.184,0.816,0.0,0.0,0.184,0.776,0.0,0.0,0.04,0.14,0.0,1.24,0.316508,1,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111605,2,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.398,0.004,0.565904,0.889416,0.577533,4.44477,709.829681,0.989133,0.989133,0.126388,0.63152,0.639136,0.62,0.64,0.810053,1.965784,1609.986454,0.0,0.0,656.941944,3.258641,0.075222,0.410496,0.993867,0.602,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.0,-1.713702,2,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.054,0.0,0.32749,0.59164,0.746966,6.8355,780.829047,161.285091,161.285091,0.323033,0.63828,0.639323,0.62,0.64,1.875629,6.999894,1927.935866,5.5,0.0,567.440529,2.814685,0.065167,0.408334,0.0,0.946,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.400002,2,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.084,0.0,0.33007,0.594203,0.74691,6.59019,765.541053,148.363288,148.363288,0.321098,0.63828,0.639956,0.62,0.64,1.872405,6.820757,1903.69095,5.358,0.0,567.440529,2.814685,0.065167,0.408334,0.080118,0.916,1.0,0.0,0.916,0.0,0.0,0.0,0.0,0.084,0.916,0.0,0.0,0.084,0.916,0.0,0.0,0.0,0.0,0.0,-3.318981,2,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111605,2,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.238,0.038,0.427239,0.664519,0.549653,3.762444,637.480576,0.593971,0.593971,0.236138,0.63168,0.635328,0.62,0.64,1.437886,2.455246,1673.361641,0.0,0.0,622.741302,2.944292,0.036919,0.231722,0.0,0.762,0.568,0.0,0.0,0.0,0.0,0.0,0.412,0.588,0.0,0.0,0.408,0.562,0.0,0.004,0.026,0.03,0.036,2.37,-1.609469,2,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.388154,0.483692,0.373654,0.203222,85.85,0.0,0.0,0.431846,0.82,0.82,0.82,0.82,1.147853,0.0,0.0,1.176,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074984,0,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.581895,0.824616,0.419956,9.80864,1387.686929,1.188238,1.188238,0.238105,0.82,0.82,0.82,0.82,0.754315,20.915728,2743.997561,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.994048,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.426379,0,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.419913,0.544,0.391401,12.581812,1561.920188,199.620645,199.620645,0.400087,0.82,0.82,0.82,0.82,1.274365,29.156304,3266.699532,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.0,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.447572,0,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.419913,0.544,0.391401,12.581812,1561.920188,199.620645,199.620645,0.400087,0.82,0.82,0.82,0.82,1.274365,29.156304,3266.699532,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.0,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.447572,0,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.388154,0.483692,0.373654,0.203222,85.85,0.0,0.0,0.431846,0.82,0.82,0.82,0.82,1.147853,0.0,0.0,1.176,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074984,0,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.584059,0.735692,0.386035,11.385866,1520.309785,80.628944,80.628944,0.235941,0.82,0.82,0.82,0.82,0.651628,23.849786,3110.070559,1.22,0.536,1389.82101,9.099081,0.095929,0.015145,0.0,1.0,0.696,0.0,0.0,0.184,0.184,0.184,0.344,0.256,0.4,0.0,0.344,0.256,0.4,0.0,0.0,0.02,0.0,1.176,-4.464155,0,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.385329,0.480615,0.373547,0.202508,85.85,0.0,0.0,0.434671,0.82,0.82,0.82,0.82,1.152091,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074842,1,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.585228,0.827692,0.419455,9.829722,1391.979522,1.188235,1.188235,0.234772,0.82,0.82,0.82,0.82,0.749315,21.047777,2751.698839,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.994051,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.395513,1,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.426088,0.552,0.391401,12.603943,1566.213829,199.746048,199.746048,0.393912,0.82,0.82,0.82,0.82,1.265102,29.292613,3274.405071,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.0,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.417166,1,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.426088,0.552,0.391401,12.603943,1566.213829,199.746048,199.746048,0.393912,0.82,0.82,0.82,0.82,1.265102,29.292613,3274.405071,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.0,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.417166,1,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.385329,0.480615,0.373547,0.202508,85.85,0.0,0.0,0.434671,0.82,0.82,0.82,0.82,1.152091,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074842,1,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.619616,0.779385,0.385598,9.491683,1299.297235,46.974911,46.974911,0.200384,0.82,0.82,0.82,0.82,0.588039,20.663442,2741.659695,1.22,0.54,1214.155018,7.922824,0.078866,0.011694,0.0,1.0,0.684,0.0,0.0,0.172,0.172,0.172,0.392,0.376,0.232,0.0,0.392,0.376,0.232,0.0,0.0,0.016,0.0,1.244,-3.916805,1,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.388079,0.483385,0.373436,0.202488,85.85,0.0,0.0,0.431921,0.82,0.82,0.82,0.82,1.141834,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074838,2,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.580228,0.823077,0.420206,9.828927,1391.530178,1.188239,1.188239,0.239772,0.82,0.82,0.82,0.82,0.769316,21.038222,2749.604102,0.556,0.556,1356.633275,8.972442,0.129898,0.019359,0.994046,1.0,1.0,0.0,0.0,0.18,0.18,0.18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.416774,2,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.416825,0.54,0.391401,12.602365,1565.763702,199.557943,199.557943,0.403175,0.82,0.82,0.82,0.82,1.302153,29.278341,3272.305617,0.556,0.556,1356.633275,8.972442,0.129898,0.019359,0.0,1.0,1.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.437894,2,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.416825,0.54,0.391401,12.602365,1565.763702,199.557943,199.557943,0.403175,0.82,0.82,0.82,0.82,1.302153,29.278341,3272.305617,0.556,0.556,1356.633275,8.972442,0.129898,0.019359,0.0,1.0,1.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.437894,2,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.388079,0.483385,0.373436,0.202488,85.85,0.0,0.0,0.431921,0.82,0.82,0.82,0.82,1.141834,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074838,2,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.602281,0.755385,0.385132,9.050837,1260.167706,54.706024,54.706024,0.217719,0.82,0.82,0.82,0.82,0.625111,18.276075,2519.835445,1.04,0.56,1212.786175,7.897263,0.082638,0.011742,0.0,1.0,0.656,0.0,0.0,0.18,0.18,0.18,0.384,0.344,0.272,0.0,0.384,0.344,0.272,0.0,0.0,0.016,0.0,1.248,-3.791646,2,semantic_path_two_timescale_ppo,rl
