scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std,semantic_path_cache_ratio_mean,semantic_path_cache_ratio_std,semantic_path_token_ratio_mean,semantic_path_token_ratio_std,semantic_path_image_ratio_mean,semantic_path_image_ratio_std,semantic_path_defer_ratio_mean,semantic_path_defer_ratio_std,semantic_path_cache_update_ratio_mean,semantic_path_cache_update_ratio_std,cache_eligible_ratio_mean,cache_eligible_ratio_std,average_q_defer_mean,average_q_defer_std,average_q_cache_stale_mean,average_q_cache_stale_std
low_snr_blockage,always_semantic_token,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.612769,0.006108,0.662909,0.006076,0.112802,0.000136,0.202812,0.005685,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,0.955259,0.028534,59.092732,0.488149,8723.13013,76.017097,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,18.243136,0.092574,2522.087397,9.302287,0.985814,0.00031,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.0,0.0,3.438287,0.0
low_snr_blockage,semantic_greedy,"0,1,2",3,50,1191,heuristic,0.946263,0.001454,0.234257,0.006665,0.820933,0.000446,0.866327,0.000548,0.107145,7.4e-05,0.012574,0.000423,0.77843,5.8e-05,0.657972,0.000212,0.65,0.0,0.82,0.0,0.013548,0.000423,43.216381,0.476628,6228.660489,119.473851,0.0,0.0,1848.09054,19.144377,12.09591,0.130147,0.013263,0.001527,0.087435,0.001403,14.737389,0.229267,1893.655154,18.817004,2.433422,0.039731,0.765743,0.006665,0.0,0.0,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.0,0.0,0.0,0.0,0.287154,0.004362,0.0,0.0,0.896726,0.035265
low_snr_blockage,semantic_path_two_timescale_ppo,"0,1,2",3,50,1191,rl,0.821998,0.008846,0.276239,0.013873,0.753591,0.004081,0.791896,0.003785,0.101568,0.000889,0.071163,0.003191,0.776834,0.001079,0.730386,0.001157,0.65,0.0,0.82,0.0,0.204904,0.012908,46.724887,10.931723,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.067737,0.001201,14.184306,3.003488,110.846758,2.686001,0.563832,0.008137,0.607892,0.012425,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.0,0.0,0.0,0.0,0.277078,0.009082,0.0,0.0,1.415617,0.061132
low_snr_soft,always_cache,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.0,0.0,3.438287,0.0
low_snr_soft,always_image,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.606726,0.007914,0.641033,0.008084,0.096598,9.4e-05,0.248847,0.006987,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,1.197981,0.035908,209.740206,2.171756,9642.196784,75.737505,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,54.720768,0.879998,2731.167739,9.949856,36.863845,0.092303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,0.0,0.0
low_snr_soft,always_semantic_token,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.612769,0.006108,0.662909,0.006076,0.112802,0.000136,0.202812,0.005685,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,0.955259,0.028534,59.092732,0.488149,8723.13013,76.017097,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,18.243136,0.092574,2522.087397,9.302287,0.985814,0.00031,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,0.0,0.0
low_snr_soft,lyapunov_greedy,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.0,0.0,3.438287,0.0
low_snr_soft,semantic_greedy,"0,1,2",3,50,1191,heuristic,0.946263,0.001454,0.234257,0.006665,0.820933,0.000446,0.866327,0.000548,0.107145,7.4e-05,0.012574,0.000423,0.77843,5.8e-05,0.657972,0.000212,0.65,0.0,0.82,0.0,0.013548,0.000423,43.216381,0.476628,6228.660489,119.473851,0.0,0.0,1848.09054,19.144377,12.09591,0.130147,0.013263,0.001527,0.087435,0.001403,14.737389,0.229267,1893.655154,18.817004,2.433422,0.039731,0.765743,0.006665,0.0,0.0,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.0,0.0,0.0,0.0,0.287154,0.004362,0.0,0.0,0.896726,0.035265
low_snr_soft,semantic_path_two_timescale_ppo,"0,1,2",3,50,1191,rl,0.821998,0.008846,0.276239,0.013873,0.753591,0.004081,0.791896,0.003785,0.101568,0.000889,0.071163,0.003191,0.776834,0.001079,0.730386,0.001157,0.65,0.0,0.82,0.0,0.204904,0.012908,46.724887,10.931723,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.067737,0.001201,14.184306,3.003488,110.846758,2.686001,0.563832,0.008137,0.607892,0.012425,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.0,0.0,0.0,0.0,0.277078,0.009082,0.0,0.0,1.415617,0.061132
normal_patrol,always_cache,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,0.0
normal_patrol,always_image,"0,1,2",3,50,1488,heuristic,0.432123,0.008394,0.002016,0.0,0.47377,0.002222,0.597497,0.003057,0.365668,0.000291,0.310803,0.002456,0.762816,0.000291,0.782162,0.00033,0.65,0.0,0.82,0.0,1.963027,0.027015,15.292806,0.144892,1515.440267,9.272462,0.0,0.0,548.262011,2.809768,3.626072,0.018583,0.057599,0.000324,0.080039,8.9e-05,7.204922,0.020063,765.28086,2.926063,192.81859,0.127329,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,always_semantic_token,"0,1,2",3,50,1488,heuristic,0.386425,0.008148,0.05914,0.002328,0.601472,0.001246,0.814326,0.001478,0.375713,0.000306,0.181199,0.001365,0.760061,0.000474,0.789735,0.000351,0.65,0.0,0.82,0.0,1.142716,0.014526,7.796434,0.065336,1259.690726,8.548062,0.0,0.0,660.094735,2.556803,4.365706,0.01691,0.068295,0.000552,0.079173,0.000261,5.210493,0.018017,705.913014,2.655512,1.078509,0.001042,0.765457,0.002328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051747,0.001164,0.0,0.0,0.0,0.0
normal_patrol,lyapunov_greedy,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,0.0
normal_patrol,semantic_greedy,"0,1,2",3,50,1488,heuristic,0.416667,0.008148,0.05914,0.002328,0.459456,0.002398,0.570964,0.003418,0.351669,0.000495,0.324718,0.002519,0.760665,0.000474,0.788788,0.000379,0.65,0.0,0.82,0.0,2.035822,0.027101,15.605632,0.21032,1700.180781,16.647393,0.0,0.0,654.54075,2.556803,4.327933,0.01691,0.067721,0.000552,0.08118,0.000261,6.900021,0.039074,808.414674,3.900144,117.579335,1.591777,0.94086,0.002328,0.0,0.0,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.0,0.0,0.0,0.0,0.043683,0.001164,0.0,0.0,0.018145,0.0
normal_patrol,semantic_path_two_timescale_ppo,"0,1,2",3,50,1476,rl,0.275068,0.003104,0.275068,0.003104,0.597463,0.001124,0.741248,0.000461,0.332408,0.000858,0.177239,0.00094,0.752507,0.0002,0.776393,0.0003,0.65,0.0,0.82,0.0,0.965371,0.002082,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.038754,0.000784,0.501428,0.002074,94.896088,0.044592,0.548445,0.003758,0.0,0.0,0.0,0.0,0.433604,0.003105,0.566396,0.003105,0.0,0.0,0.433604,0.003105,0.566396,0.003105,0.0,0.0,0.0,0.0,0.0,0.0,0.098238,0.003105,0.0,0.0,2.252032,0.030352
utm_conflict,always_cache,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
utm_conflict,always_image,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_semantic_token,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.58245,0.002546,0.825128,0.00235,0.419872,0.000382,0.23755,0.002546,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,0.757649,0.010409,21.000576,0.073635,2748.433501,3.981853,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,9.82243,0.011949,1390.398876,2.359337,1.188237,2e-06,1.0,0.0,0.181333,0.00611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,lyapunov_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
utm_conflict,semantic_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
