scenario,env_scenario,seed,step,task_id,selected_path,selected_joint_feasible,success,deadline_violation,utm_violation,quality_violation,delay_s,remaining_deadline_s,semantic_accuracy_lcb,epsilon_k
low_snr_blockage,low_snr_blockage,0,2,0000330_00001_d_0000800_5,cache,False,False,False,False,True,0.150222,2.3,0.0,0.82
low_snr_blockage,low_snr_blockage,0,3,0000330_00001_d_0000800_5,cache,False,False,False,False,True,0.127289,1.3,0.0,0.82
low_snr_blockage,low_snr_blockage,0,4,0000330_00001_d_0000800_5,cache,False,False,False,False,True,0.112383,0.3,0.0,0.82
low_snr_blockage,low_snr_blockage,0,5,0000276_04201_d_0000528_9,token,False,False,True,False,False,29.703887,1.5,0.855712,0.78
low_snr_blockage,low_snr_blockage,0,6,0000276_04201_d_0000528_9,token,False,False,True,False,False,29.862747,0.5,0.855712,0.78
low_snr_blockage,low_snr_blockage,0,7,0000244_00500_d_0000002_13,cache,False,False,False,False,True,0.201046,0.5,0.0,0.78
low_snr_blockage,low_snr_blockage,0,8,0000289_05801_d_0000840_17,cache,False,False,False,False,True,0.160325,0.5,0.0,0.78
low_snr_blockage,low_snr_blockage,1,0,0000280_02401_d_0000624_1,cache,True,True,False,False,False,0.148255,3.3,0.82,0.82
low_snr_blockage,low_snr_blockage,1,1,0000356_02353_d_0000641_5,cache,False,False,False,False,True,0.126011,3.3,0.0,0.82
low_snr_blockage,low_snr_blockage,1,2,0000356_02353_d_0000641_5,cache,False,False,False,False,True,0.111552,2.3,0.0,0.82
low_snr_blockage,low_snr_blockage,1,3,0000356_02353_d_0000641_5,cache,False,False,False,False,True,0.102154,1.3,0.0,0.82
low_snr_blockage,low_snr_blockage,1,4,0000356_02353_d_0000641_5,cache,False,False,False,False,True,0.096045,0.3,0.0,0.82
low_snr_blockage,low_snr_blockage,1,5,0000213_02965_d_0000241_17,token,False,False,True,False,False,48.5387,1.3,0.855712,0.82
low_snr_blockage,low_snr_blockage,1,6,0000213_02965_d_0000241_17,token,False,False,True,False,False,40.698076,0.3,0.855712,0.82
low_snr_blockage,low_snr_blockage,1,7,0000001_03499_d_0000006_13,token,False,False,True,False,False,28.103297,0.5,0.855712,0.78
low_snr_blockage,low_snr_blockage,1,8,0000287_00601_d_0000762_15,token,False,False,True,False,False,20.760172,0.5,0.66567,0.65
low_snr_blockage,low_snr_blockage,2,0,0000194_00000_d_0000119_1,cache,True,True,False,False,False,0.264039,5.5,0.78,0.78
low_snr_blockage,low_snr_blockage,2,1,0000289_05401_d_0000838_5,token,False,False,True,False,False,15.840121,5.5,0.855712,0.78
low_snr_blockage,low_snr_blockage,2,2,0000313_06401_d_0000468_13,cache,False,False,False,False,True,0.226376,3.3,0.0,0.82
low_snr_blockage,low_snr_blockage,2,3,0000313_06401_d_0000468_13,cache,False,False,False,False,True,0.176789,2.3,0.0,0.82
low_snr_blockage,low_snr_blockage,2,4,0000313_06401_d_0000468_13,cache,False,False,False,False,True,0.144558,1.3,0.0,0.82
low_snr_blockage,low_snr_blockage,2,5,0000313_06401_d_0000468_13,cache,False,False,False,False,True,0.123608,0.3,0.0,0.82
low_snr_blockage,low_snr_blockage,2,6,0000289_05401_d_0000838_5,token,False,False,True,False,False,14.530311,0.5,0.855712,0.78
low_snr_blockage,low_snr_blockage,2,7,0000086_01443_d_0000004_17,token,False,False,True,False,False,37.023783,1.5,0.855712,0.78
low_snr_blockage,low_snr_blockage,2,8,0000086_01443_d_0000004_17,token,False,False,True,False,False,35.855605,0.5,0.855712,0.78
edge_overload,edge_overload,0,0,0000360_06273_d_0000745_3,token,False,False,False,False,True,5.691711,7.75,0.5101,0.64
edge_overload,edge_overload,0,1,0000360_06273_d_0000745_3,token,False,False,False,False,True,4.532669,6.75,0.5101,0.64
edge_overload,edge_overload,0,2,0000360_06273_d_0000745_3,token,False,False,False,False,True,3.42929,5.75,0.5101,0.64
edge_overload,edge_overload,0,3,0000360_06273_d_0000745_3,token,False,False,False,False,True,2.362092,4.75,0.5101,0.64
edge_overload,edge_overload,0,4,0000360_06273_d_0000745_3,token,False,False,False,False,True,1.318414,3.75,0.5101,0.64
edge_overload,edge_overload,0,5,0000356_02353_d_0000641_21,cache,False,False,False,False,True,0.472709,4.65,0.0,0.64
edge_overload,edge_overload,0,6,0000356_02353_d_0000641_21,cache,False,False,False,False,True,0.354791,3.65,0.0,0.64
edge_overload,edge_overload,0,7,0000356_02353_d_0000641_21,cache,False,False,False,False,True,0.278144,2.65,0.0,0.64
edge_overload,edge_overload,0,8,0000356_02353_d_0000641_21,cache,False,False,False,False,True,0.228324,1.65,0.0,0.64
edge_overload,edge_overload,0,9,0000356_02353_d_0000641_21,cache,False,False,False,False,True,0.19594,0.65,0.0,0.64
edge_overload,edge_overload,0,10,0000280_01401_d_0000619_15,cache,False,False,False,False,True,0.174891,0.75,0.0,0.64
edge_overload,edge_overload,0,11,0000289_05801_d_0000840_17,token,False,False,True,False,False,5.762339,0.75,0.743786,0.62
edge_overload,edge_overload,1,0,0000360_00001_d_0000713_3,cache,False,False,False,False,True,0.794815,4.65,0.0,0.64
edge_overload,edge_overload,1,1,0000360_00001_d_0000713_3,cache,False,False,False,False,True,0.56416,3.65,0.0,0.64
edge_overload,edge_overload,1,2,0000360_00001_d_0000713_3,cache,False,False,False,False,True,0.414234,2.65,0.0,0.64
edge_overload,edge_overload,1,3,0000360_00001_d_0000713_3,cache,False,False,False,False,True,0.316782,1.65,0.0,0.64
edge_overload,edge_overload,1,4,0000360_00001_d_0000713_3,cache,False,False,False,False,True,0.253438,0.65,0.0,0.64
edge_overload,edge_overload,1,5,0000359_00785_d_0000703_9,cache,False,False,False,False,True,0.212265,4.75,0.0,0.64
edge_overload,edge_overload,1,6,0000359_00785_d_0000703_9,cache,False,False,False,False,True,0.185502,3.75,0.0,0.64
edge_overload,edge_overload,1,7,0000359_00785_d_0000703_9,cache,False,False,False,False,True,0.168106,2.75,0.0,0.64
edge_overload,edge_overload,1,8,0000359_00785_d_0000703_9,cache,False,False,False,False,True,0.156799,1.75,0.0,0.64
edge_overload,edge_overload,1,9,0000359_00785_d_0000703_9,cache,False,False,False,False,True,0.149449,0.75,0.0,0.64
edge_overload,edge_overload,1,10,0000287_00601_d_0000762_15,cache,False,False,False,False,True,0.144672,0.75,0.0,0.64
edge_overload,edge_overload,1,11,0000026_04978_d_0000034_21,cache,False,False,False,False,True,0.141567,1.75,0.0,0.64
edge_overload,edge_overload,2,0,0000301_01201_d_0000162_3,token,False,False,False,False,True,5.94846,7.75,0.300636,0.64
edge_overload,edge_overload,2,1,0000301_01201_d_0000162_3,token,False,False,False,False,True,4.778175,6.75,0.300636,0.64
edge_overload,edge_overload,2,2,0000301_01201_d_0000162_3,token,False,False,False,False,True,3.667482,5.75,0.300636,0.64
edge_overload,edge_overload,2,3,0000301_01201_d_0000162_3,token,False,False,False,False,True,2.59554,4.75,0.300636,0.64
edge_overload,edge_overload,2,4,0000301_01201_d_0000162_3,token,False,False,False,False,True,1.548772,3.75,0.300636,0.64
edge_overload,edge_overload,2,5,0000291_00001_d_0000868_21,cache,False,False,False,False,True,0.47643,4.65,0.0,0.64
edge_overload,edge_overload,2,6,0000291_00001_d_0000868_21,cache,False,False,False,False,True,0.357209,3.65,0.0,0.64
edge_overload,edge_overload,2,7,0000291_00001_d_0000868_21,cache,False,False,False,False,True,0.279716,2.65,0.0,0.64
edge_overload,edge_overload,2,8,0000291_00001_d_0000868_21,cache,False,False,False,False,True,0.229345,1.65,0.0,0.64
edge_overload,edge_overload,2,9,0000291_00001_d_0000868_21,cache,False,False,False,False,True,0.196604,0.65,0.0,0.64
edge_overload,edge_overload,2,10,0000360_02745_d_0000727_15,cache,False,False,False,False,True,0.175323,0.75,0.0,0.64
edge_overload,edge_overload,2,11,0000287_01001_d_0000764_16,token,False,False,True,False,False,6.049033,0.75,0.791011,0.62
utm_conflict,utm_conflict,0,0,0000244_03500_d_0000008_16,cache,False,False,False,False,True,0.239782,2.55,0.0,0.82
utm_conflict,utm_conflict,0,1,0000244_03500_d_0000008_16,cache,False,False,False,False,True,0.185503,1.55,0.0,0.82
utm_conflict,utm_conflict,0,2,0000244_03500_d_0000008_16,cache,False,False,False,False,True,0.150222,0.55,0.0,0.82
utm_conflict,utm_conflict,0,3,0000330_04001_d_0000820_0,cache,False,False,False,False,True,0.127289,1.25,0.0,0.82
utm_conflict,utm_conflict,0,4,0000330_04001_d_0000820_0,cache,False,False,False,False,True,0.112383,0.25,0.0,0.82
utm_conflict,utm_conflict,1,0,0000154_00401_d_0000001_0,cache,False,False,False,False,True,0.148255,2.55,0.0,0.82
utm_conflict,utm_conflict,1,1,0000154_00401_d_0000001_0,cache,False,False,False,False,True,0.126011,1.55,0.0,0.82
utm_conflict,utm_conflict,1,2,0000154_00401_d_0000001_0,cache,False,False,False,False,True,0.111552,0.55,0.0,0.82
utm_conflict,utm_conflict,1,3,0000335_03921_d_0000063_4,cache,False,False,False,False,True,0.102154,1.25,0.0,0.82
utm_conflict,utm_conflict,1,4,0000335_03921_d_0000063_4,cache,False,False,False,False,True,0.096045,0.25,0.0,0.82
utm_conflict,utm_conflict,2,0,0000153_00401_d_0000001_0,cache,False,False,False,False,True,0.264039,2.55,0.0,0.82
utm_conflict,utm_conflict,2,1,0000153_00401_d_0000001_0,cache,False,False,False,False,True,0.201271,1.55,0.0,0.82
utm_conflict,utm_conflict,2,2,0000153_00401_d_0000001_0,cache,False,False,False,False,True,0.160471,0.55,0.0,0.82
utm_conflict,utm_conflict,2,3,0000193_01705_d_0000112_2,cache,False,False,False,False,True,0.133951,1.25,0.0,0.82
utm_conflict,utm_conflict,2,4,0000193_01705_d_0000112_2,cache,False,False,False,False,True,0.116713,0.25,0.0,0.82
