scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std
edge_overload,ppo_without_projection,"0,1,2",3,50,1800,rl,0.381111,0.331903,0.235,0.204946,0.501244,0.234604,0.722268,0.253116,0.528629,0.182345,0.18607,0.193459,0.630778,0.008026,0.636227,0.003341,0.626667,0.011547,0.64,0.0,1.328219,1.033291,6.865896,5.440288,2209.016407,360.601708,0.0,0.0,570.731698,324.663958,2.722032,1.799192,0.069854,0.046458,0.31071,0.220421,4.219607,1.596789,651.668784,295.347734,0.651113,0.408915,0.333889,0.157492,0.0,0.0,0.281667,0.487861,0.718333,0.487861,0.0,0.0
edge_overload,semantic_greedy,"0,1,2",3,50,1800,heuristic,0.0,0.0,0.0,0.0,0.287357,0.00589,0.563334,0.011547,0.79495,0.0,0.352643,0.00589,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,2.300686,0.038286,6.392396,0.053114,1540.897903,8.918215,0.0,0.0,263.707026,1.158019,1.30807,0.005744,0.030317,5.2e-05,0.436655,0.005603,5.269146,0.006656,472.768675,1.158638,161.893799,0.0,0.33,0.001667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
low_snr_blockage,always_cache,"0,1,2",3,50,1800,heuristic,0.053333,0.001667,0.053333,0.001667,0.342821,0.00064,0.365022,0.000621,0.083976,4.1e-05,0.464909,0.000877,0.803133,0.000405,0.803286,0.000432,0.78,0.0,0.82,0.0,2.751873,0.007896,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172964,0.000195,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_image,"0,1,2",3,50,1800,heuristic,0.672778,0.011097,0.001667,0.0,0.623409,0.010106,0.643881,0.010479,0.073454,0.000393,0.264611,0.009078,0.808222,3.9e-05,0.808652,0.000327,0.78,0.0,0.82,0.0,1.719667,0.057115,240.069616,2.472855,11632.298002,190.560148,0.0,0.0,1808.992843,31.243078,11.964238,0.206634,0.012331,0.001614,0.143603,0.000875,35.055616,0.654375,2037.673937,31.650012,53.87244,1.421941,0.988333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
low_snr_blockage,always_semantic_token,"0,1,2",3,50,1800,heuristic,0.660556,0.012057,0.017778,0.000962,0.634156,0.007149,0.672895,0.00721,0.091524,0.000123,0.210345,0.006968,0.808089,3.8e-05,0.80847,0.000368,0.78,0.0,0.82,0.0,1.357589,0.043338,71.951559,1.210569,10452.793423,179.539975,0.0,0.0,1873.970819,24.85376,12.393987,0.164377,0.014852,0.001421,0.143795,0.00091,13.674115,0.173635,1909.434522,24.86289,1.047477,0.001548,0.955,0.001667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,50,1800,heuristic,0.053333,0.001667,0.053333,0.001667,0.342821,0.00064,0.365022,0.000621,0.083976,4.1e-05,0.464909,0.000877,0.803133,0.000405,0.803286,0.000432,0.78,0.0,0.82,0.0,2.751873,0.007896,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172964,0.000195,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,ppo_without_projection,"0,1,2",3,50,1800,rl,0.482222,0.075835,0.033333,0.010138,0.540677,0.042829,0.573103,0.045985,0.087653,0.001914,0.291932,0.038136,0.805844,0.000681,0.804597,0.000576,0.78,0.0,0.82,0.0,1.675486,0.199166,135.858957,66.980795,14160.249533,4458.528032,0.0,0.0,1478.992621,111.49786,9.60716,0.694657,0.021315,0.014031,0.090281,0.027022,18.496799,6.074264,2040.14742,423.89561,1.701451,1.614866,0.658889,0.145003,0.0,0.0,0.338334,0.147507,0.633889,0.190877,0.027778,0.048112
low_snr_blockage,semantic_greedy,"0,1,2",3,50,1800,heuristic,0.95,0.0,0.087222,0.002546,0.856044,0.000296,0.897491,0.000208,0.097484,0.000106,0.004896,0.0,0.802806,0.000423,0.814333,0.0,0.65,0.0,0.82,0.0,0.021245,0.0,74.50004,0.81239,9851.361666,122.892147,0.0,0.0,1849.872363,17.887666,12.20222,0.11834,0.025953,0.001685,0.13926,0.000696,15.411408,0.388795,1896.657889,17.465041,2.557237,0.001319,0.912778,0.002546,0.0,0.0,0.062778,0.001924,0.887222,0.001924,0.05,0.0
nominal_patrol,always_cache,"0,1,2",3,50,1800,heuristic,0.0,0.0,0.0,0.0,0.339639,0.000161,0.432735,0.000148,0.373604,2e-05,0.449628,0.000673,0.789267,0.000577,0.789267,0.000577,0.76,0.0,0.82,0.0,2.461359,0.004217,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184914,0.000129,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nominal_patrol,always_image,"0,1,2",3,50,1800,heuristic,0.110555,0.009477,0.012778,0.002546,0.349875,0.007865,0.453296,0.010165,0.391246,0.000269,0.45424,0.007632,0.8028,0.000346,0.808123,0.000562,0.76,0.0,0.82,0.0,2.797256,0.050067,15.066065,0.030702,1244.854774,5.03516,0.0,0.0,247.117955,3.591484,1.634378,0.023753,0.037911,0.000436,0.128073,0.000481,5.106347,0.024278,456.307099,3.77597,198.090857,0.293476,0.897222,0.005853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nominal_patrol,always_semantic_token,"0,1,2",3,50,1800,heuristic,0.105555,0.004811,0.061111,0.002546,0.494877,0.002371,0.732189,0.001885,0.415352,0.000967,0.303927,0.002238,0.797384,0.000115,0.802001,0.00031,0.76,0.0,0.82,0.0,1.775796,0.017552,6.887188,0.103602,1044.519948,16.252482,0.0,0.0,367.882935,5.625603,2.433088,0.037206,0.048463,0.000521,0.099908,0.00144,3.200711,0.040402,407.329177,5.909665,1.142354,0.002648,0.358333,0.004409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nominal_patrol,lyapunov_greedy,"0,1,2",3,50,1800,heuristic,0.0,0.0,0.0,0.0,0.339639,0.000161,0.432735,0.000148,0.373604,2e-05,0.449628,0.000673,0.789267,0.000577,0.789267,0.000577,0.76,0.0,0.82,0.0,2.461359,0.004217,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184914,0.000129,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nominal_patrol,ppo_without_projection,"0,1,2",3,50,1800,rl,0.218889,0.000962,0.094445,0.003849,0.520967,0.007692,0.690375,0.018021,0.361077,0.003058,0.274252,0.008534,0.791284,0.000961,0.797211,0.001229,0.65,0.0,0.82,0.0,1.597625,0.071367,245.095766,17.630008,19424.254471,1524.024214,0.0,0.0,449.493905,63.07319,2.866803,0.385419,0.053921,0.002659,0.049434,0.003628,29.996519,2.252021,2514.530299,217.078476,51.549287,1.901566,0.387222,0.008553,0.0,0.0,0.205556,0.061584,0.517778,0.070323,0.276667,0.00928
nominal_patrol,semantic_greedy,"0,1,2",3,50,1800,heuristic,0.087222,0.004811,0.036111,0.002546,0.338338,0.0037,0.436637,0.004748,0.388271,0.000471,0.466535,0.003587,0.803617,0.000173,0.807548,0.000226,0.76,0.0,0.82,0.0,2.882346,0.032238,14.948896,0.151102,1314.695838,20.586647,0.0,0.0,269.325066,5.890418,1.780391,0.038958,0.040767,0.00054,0.106262,0.001144,5.051514,0.039016,465.27434,5.933708,180.499893,1.16681,0.865555,0.002546,0.0,0.0,0.001667,0.0,0.078889,0.004812,0.919445,0.004811
utm_conflict,always_cache,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.312757,0.000193,0.404872,0.000178,0.37393,2.4e-05,0.507243,0.000193,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.619422,0.00193,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177971,0.000233,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_image,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.365365,0.008913,0.473333,0.011547,0.391401,0.0,0.454635,0.008913,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.500492,0.049022,43.700603,0.156084,4214.531076,2.735231,0.988,0.086,827.393206,0.519048,5.472178,0.003433,0.076013,0.000543,0.017394,0.00086,9.137321,0.005918,1036.494639,0.519881,198.512916,0.181004,1.0,0.0,0.176,0.007211,0.0,0.0,0.0,0.0,1.0,0.0
utm_conflict,always_semantic_token,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.551061,0.005069,0.796154,0.004679,0.42459,0.000761,0.268939,0.005069,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.472913,0.026707,28.629266,0.158428,3321.933651,3.774067,0.988667,0.089047,838.952084,2.243949,5.548625,0.014841,0.077863,0.000459,0.017358,0.001191,6.424285,0.017552,873.848821,2.243954,1.18826,3e-06,0.882667,0.001155,0.176,0.010583,0.0,0.0,1.0,0.0,0.0,0.0
utm_conflict,lyapunov_greedy,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.312757,0.000193,0.404872,0.000178,0.37393,2.4e-05,0.507243,0.000193,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.619422,0.00193,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177971,0.000233,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,ppo_without_projection,"0,1,2",3,50,1500,rl,0.0,0.0,0.0,0.0,0.393806,0.046258,0.521436,0.073323,0.389391,0.008884,0.426194,0.046258,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.303972,0.276249,204.98456,15.828109,16945.388942,1228.642803,0.567333,0.233635,641.993312,257.029734,3.977046,1.824546,0.058484,0.025547,0.007273,0.00387,26.453145,4.671736,2368.954951,455.572737,54.641738,18.159452,0.478667,0.24216,0.074667,0.03885,0.521333,0.24216,0.204,0.18256,0.274667,0.092398
utm_conflict,semantic_greedy,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.365365,0.008913,0.473333,0.011547,0.391401,0.0,0.454635,0.008913,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.500492,0.049022,43.700603,0.156084,4214.531076,2.735231,0.988,0.086,827.393206,0.519048,5.472178,0.003433,0.076013,0.000543,0.017394,0.00086,9.137321,0.005918,1036.494639,0.519881,198.512916,0.181004,1.0,0.0,0.176,0.007211,0.0,0.0,0.0,0.0,1.0,0.0
