scenario,seed,step,task_id,semantic_path,mobility_mode,utm_feasible,arrival_delay_s,tx_delay_s,total_delay_s,deadline_slack_s,semantic_feasible,deadline_feasible,energy_feasible,resource_feasible,joint_feasible,semantic_accuracy_lcb,utm_conflict_risk
normal_patrol,0,3,0000289_04601_d_0000834_6,image,reposition,1,1.0,0.139742,4.249584,-2.2495839999999996,1,0,1,1,0,0.771898,0.230769
normal_patrol,0,3,0000289_04601_d_0000834_6,cache_update,stay,1,0.0,0.000803,0.587534,1.412466,1,1,1,1,1,0.771898,0.230769
normal_patrol,0,3,0000289_04601_d_0000834_6,cache_update,serve_task,1,7.255139,0.000803,7.842673,-5.842673,1,0,1,1,0,0.771898,0.230769
normal_patrol,0,3,0000289_04601_d_0000834_6,cache_update,avoid_conflict,1,1.037863,0.000803,1.625397,0.374603,1,1,1,1,1,0.771898,0.0
normal_patrol,0,3,0000289_04601_d_0000834_6,cache_update,reposition,1,1.0,0.000803,1.587534,0.412466,1,1,1,1,1,0.771898,0.230769
normal_patrol,0,4,0000289_04601_d_0000834_6,cache,stay,1,0.0,0.0,0.11722,0.88278,0,1,1,1,0,0.0,0.0
normal_patrol,0,4,0000289_04601_d_0000834_6,cache,serve_task,1,7.255139,0.0,7.372359,-6.372359,0,0,1,1,0,0.0,0.0
normal_patrol,0,4,0000289_04601_d_0000834_6,cache,avoid_conflict,1,1.037863,0.0,1.155083,-0.15508300000000008,0,0,1,1,0,0.0,0.0
normal_patrol,0,4,0000289_04601_d_0000834_6,cache,reposition,1,1.0,0.0,1.11722,-0.1172200000000001,0,0,1,1,0,0.0,0.0
normal_patrol,0,4,0000289_04601_d_0000834_6,token,stay,1,0.0,0.000816,0.570036,0.429964,1,1,1,1,1,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,token,serve_task,1,7.255139,0.000816,7.825175,-6.825175,1,0,1,1,0,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,token,avoid_conflict,1,1.037863,0.000816,1.607899,-0.607899,1,0,1,1,0,0.771898,0.0
normal_patrol,0,4,0000289_04601_d_0000834_6,token,reposition,1,1.0,0.000816,1.570036,-0.570036,1,0,1,1,0,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,image,stay,1,0.0,0.141938,3.234269,-2.234269,1,0,1,1,0,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,image,serve_task,1,7.255139,0.141938,10.489408,-9.489408,1,0,1,1,0,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,image,avoid_conflict,1,1.037863,0.141938,4.272133,-3.272133,1,0,1,1,0,0.771898,0.0
normal_patrol,0,4,0000289_04601_d_0000834_6,image,reposition,1,1.0,0.141938,4.234269,-3.2342690000000003,1,0,1,1,0,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,cache_update,stay,1,0.0,0.000816,0.570036,0.429964,1,1,1,1,1,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,cache_update,serve_task,1,7.255139,0.000816,7.825175,-6.825175,1,0,1,1,0,0.771898,0.266667
normal_patrol,0,4,0000289_04601_d_0000834_6,cache_update,avoid_conflict,1,1.037863,0.000816,1.607899,-0.607899,1,0,1,1,0,0.771898,0.0
normal_patrol,0,4,0000289_04601_d_0000834_6,cache_update,reposition,1,1.0,0.000816,1.570036,-0.570036,1,0,1,1,0,0.771898,0.266667
normal_patrol,0,5,0000280_03201_d_0000628_2,cache,stay,1,0.0,0.0,0.105838,1.894162,0,1,1,1,0,0.0,0.0
normal_patrol,0,5,0000280_03201_d_0000628_2,cache,serve_task,1,4.845877,0.0,4.951715,-2.951715,0,0,1,1,0,0.0,0.0
normal_patrol,0,5,0000280_03201_d_0000628_2,cache,avoid_conflict,1,1.037863,0.0,1.143701,0.8562989999999999,0,1,1,1,0,0.0,0.0
normal_patrol,0,5,0000280_03201_d_0000628_2,cache,reposition,1,1.0,0.0,1.105838,0.8941619999999999,0,1,1,1,0,0.0,0.0
normal_patrol,0,5,0000280_03201_d_0000628_2,token,stay,1,0.0,0.000652,0.55849,1.44151,1,1,1,1,1,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,token,serve_task,1,4.845877,0.000652,5.404366,-3.4043659999999996,1,0,1,1,0,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,token,avoid_conflict,1,1.037863,0.000652,1.596353,0.4036470000000001,1,1,1,1,1,0.771898,0.0
normal_patrol,0,5,0000280_03201_d_0000628_2,token,reposition,1,1.0,0.000652,1.55849,0.44151000000000007,1,1,1,1,1,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,image,stay,1,0.0,0.113444,3.194393,-1.1943929999999998,1,0,1,1,0,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,image,serve_task,1,4.845877,0.113444,8.04027,-6.04027,1,0,1,1,0,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,image,avoid_conflict,1,1.037863,0.113444,4.232257,-2.2322569999999997,1,0,1,1,0,0.771898,0.0
normal_patrol,0,5,0000280_03201_d_0000628_2,image,reposition,1,1.0,0.113444,4.194393,-2.194393,1,0,1,1,0,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,cache_update,stay,1,0.0,0.000652,0.55849,1.44151,1,1,1,1,1,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,cache_update,serve_task,1,4.845877,0.000652,5.404366,-3.4043659999999996,1,0,1,1,0,0.771898,0.142857
normal_patrol,0,5,0000280_03201_d_0000628_2,cache_update,avoid_conflict,1,1.037863,0.000652,1.596353,0.4036470000000001,1,1,1,1,1,0.771898,0.0
normal_patrol,0,5,0000280_03201_d_0000628_2,cache_update,reposition,1,1.0,0.000652,1.55849,0.44151000000000007,1,1,1,1,1,0.771898,0.142857
normal_patrol,0,6,0000280_03201_d_0000628_2,cache,stay,1,0.0,0.0,0.09844,0.90156,0,1,1,1,0,0.0,0.0
normal_patrol,0,6,0000280_03201_d_0000628_2,cache,serve_task,1,4.845877,0.0,4.944316,-3.9443159999999997,0,0,1,1,0,0.0,0.0
normal_patrol,0,6,0000280_03201_d_0000628_2,cache,avoid_conflict,1,1.037863,0.0,1.136303,-0.13630300000000006,0,0,1,1,0,0.0,0.0
normal_patrol,0,6,0000280_03201_d_0000628_2,cache,reposition,1,1.0,0.0,1.09844,-0.09844000000000008,0,0,1,1,0,0.0,0.0
normal_patrol,0,6,0000280_03201_d_0000628_2,token,stay,1,0.0,0.000653,0.551092,0.448908,1,1,1,1,1,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,token,serve_task,1,4.845877,0.000653,5.396969,-4.396969,1,0,1,1,0,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,token,avoid_conflict,1,1.037863,0.000653,1.588956,-0.588956,1,0,1,1,0,0.771898,0.0
normal_patrol,0,6,0000280_03201_d_0000628_2,token,reposition,1,1.0,0.000653,1.551092,-0.5510919999999999,1,0,1,1,0,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,image,stay,1,0.0,0.113582,3.187133,-2.187133,1,0,1,1,0,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,image,serve_task,1,4.845877,0.113582,8.033009,-7.033009,1,0,1,1,0,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,image,avoid_conflict,1,1.037863,0.113582,4.224996,-3.224996,1,0,1,1,0,0.771898,0.0
normal_patrol,0,6,0000280_03201_d_0000628_2,image,reposition,1,1.0,0.113582,4.187133,-3.187133,1,0,1,1,0,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,cache_update,stay,1,0.0,0.000653,0.551092,0.448908,1,1,1,1,1,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,cache_update,serve_task,1,4.845877,0.000653,5.396969,-4.396969,1,0,1,1,0,0.771898,0.181818
normal_patrol,0,6,0000280_03201_d_0000628_2,cache_update,avoid_conflict,1,1.037863,0.000653,1.588956,-0.588956,1,0,1,1,0,0.771898,0.0
normal_patrol,0,6,0000280_03201_d_0000628_2,cache_update,reposition,1,1.0,0.000653,1.551092,-0.5510919999999999,1,0,1,1,0,0.771898,0.181818
normal_patrol,0,7,0000360_03137_d_0000729_10,cache,stay,1,0.0,0.0,0.093631,1.906369,0,1,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,cache,serve_task,1,6.495219,0.0,6.58885,-4.58885,0,0,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,cache,avoid_conflict,1,1.037863,0.0,1.131494,0.868506,0,1,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,cache,reposition,1,1.0,0.0,1.093631,0.906369,0,1,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,token,stay,1,0.0,0.0007,0.546331,1.453669,0,1,1,1,0,0.355225,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,token,serve_task,1,6.495219,0.0007,7.04155,-5.04155,0,0,1,1,0,0.355225,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,token,avoid_conflict,1,1.037863,0.0007,1.584194,0.4158059999999999,0,1,1,1,0,0.355225,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,token,reposition,1,1.0,0.0007,1.546331,0.4536690000000001,0,1,1,1,0,0.355225,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,image,stay,1,0.0,0.112564,3.181306,-1.1813060000000002,0,0,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,image,serve_task,1,6.495219,0.112564,9.676525,-7.676525,0,0,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,image,avoid_conflict,1,1.037863,0.112564,4.219169,-2.219169,0,0,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,image,reposition,1,1.0,0.112564,4.181306,-2.181306,0,0,1,1,0,0.0,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,cache_update,stay,1,0.0,0.0007,0.546331,1.453669,0,1,1,1,0,0.355225,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,cache_update,serve_task,1,6.495219,0.0007,7.04155,-5.04155,0,0,1,1,0,0.355225,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,cache_update,avoid_conflict,1,1.037863,0.0007,1.584194,0.4158059999999999,0,1,1,1,0,0.355225,0.0
normal_patrol,0,7,0000360_03137_d_0000729_10,cache_update,reposition,1,1.0,0.0007,1.546331,0.4536690000000001,0,1,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache,stay,1,0.0,0.0,0.090505,0.9094949999999999,0,1,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache,serve_task,1,6.495219,0.0,6.585724,-5.585724,0,0,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache,avoid_conflict,1,1.037863,0.0,1.128368,-0.12836800000000004,0,0,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache,reposition,1,1.0,0.0,1.090505,-0.09050500000000006,0,0,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,token,stay,1,0.0,0.000707,0.543212,0.45678799999999997,0,1,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,token,serve_task,1,6.495219,0.000707,7.038431,-6.038431,0,0,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,token,avoid_conflict,1,1.037863,0.000707,1.581076,-0.5810759999999999,0,0,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,token,reposition,1,1.0,0.000707,1.543212,-0.543212,0,0,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,image,stay,1,0.0,0.113758,3.179375,-2.179375,0,0,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,image,serve_task,1,6.495219,0.113758,9.674593,-8.674593,0,0,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,image,avoid_conflict,1,1.037863,0.113758,4.217238,-3.217238,0,0,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,image,reposition,1,1.0,0.113758,4.179375,-3.1793750000000003,0,0,1,1,0,0.0,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache_update,stay,1,0.0,0.000707,0.543212,0.45678799999999997,0,1,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache_update,serve_task,1,6.495219,0.000707,7.038431,-6.038431,0,0,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache_update,avoid_conflict,1,1.037863,0.000707,1.581076,-0.5810759999999999,0,0,1,1,0,0.355225,0.0
normal_patrol,0,8,0000360_03137_d_0000729_10,cache_update,reposition,1,1.0,0.000707,1.543212,-0.543212,0,0,1,1,0,0.355225,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache,stay,1,0.0,0.0,0.088473,0.911527,0,1,1,1,0,0.0,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache,serve_task,1,11.78644,0.0,11.874914,-10.874914,0,0,1,1,0,0.0,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache,avoid_conflict,1,1.037863,0.0,1.126337,-0.12633699999999992,0,0,1,1,0,0.0,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache,reposition,1,1.0,0.0,1.088473,-0.08847300000000002,0,0,1,1,0,0.0,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,token,stay,1,0.0,0.001326,1.085799,-0.08579899999999996,1,0,1,1,0,0.743786,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,token,serve_task,1,11.78644,0.001326,12.87224,-11.87224,1,0,1,1,0,0.743786,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,token,avoid_conflict,1,1.037863,0.001326,2.123663,-1.123663,1,0,1,1,0,0.743786,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,token,reposition,1,1.0,0.001326,2.085799,-1.0857990000000002,1,0,1,1,0,0.743786,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,image,stay,1,0.0,0.116304,3.824206,-2.824206,0,0,1,1,0,0.555517,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,image,serve_task,1,11.78644,0.116304,15.610646,-14.610646,0,0,1,1,0,0.555517,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,image,avoid_conflict,1,1.037863,0.116304,4.862069,-3.862069,0,0,1,1,0,0.555517,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,image,reposition,1,1.0,0.116304,4.824206,-3.824206,0,0,1,1,0,0.555517,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache_update,stay,1,0.0,0.001326,1.085799,-0.08579899999999996,1,0,1,1,0,0.743786,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache_update,serve_task,1,11.78644,0.001326,12.87224,-11.87224,1,0,1,1,0,0.743786,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache_update,avoid_conflict,1,1.037863,0.001326,2.123663,-1.123663,1,0,1,1,0,0.743786,0.0
normal_patrol,0,9,0000244_00001_d_0000001_11,cache_update,reposition,1,1.0,0.001326,2.085799,-1.0857990000000002,1,0,1,1,0,0.743786,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,cache,stay,1,0.0,0.0,0.212513,4.787487,0,1,1,1,0,0.0,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,cache,serve_task,1,4.291667,0.0,4.504181,0.495819,0,1,1,1,0,0.0,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,cache,avoid_conflict,1,1.037863,0.0,1.250377,3.7496229999999997,0,1,1,1,0,0.0,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,cache,reposition,1,1.0,0.0,1.212513,3.787487,0,1,1,1,0,0.0,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,token,stay,1,0.0,0.000626,0.66514,4.33486,0,1,1,1,0,0.355225,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,token,serve_task,1,4.291667,0.000626,4.956807,0.04319299999999959,0,1,1,1,0,0.355225,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,token,avoid_conflict,1,1.037863,0.000626,1.703003,3.296997,0,1,1,1,0,0.355225,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,token,reposition,1,1.0,0.000626,1.66514,3.33486,0,1,1,1,0,0.355225,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,image,stay,1,0.0,0.100699,3.288324,1.7116760000000002,0,1,1,1,0,0.0,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,image,serve_task,1,4.291667,0.100699,7.579991,-2.5799909999999997,0,0,1,1,0,0.0,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,image,avoid_conflict,1,1.037863,0.100699,4.326187,0.673813,0,1,1,1,0,0.0,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,image,reposition,1,1.0,0.100699,4.288324,0.7116759999999998,0,1,1,1,0,0.0,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,cache_update,stay,1,0.0,0.000626,0.66514,4.33486,0,1,1,1,0,0.355225,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,cache_update,serve_task,1,4.291667,0.000626,4.956807,0.04319299999999959,0,1,1,1,0,0.355225,0.333333
normal_patrol,1,0,0000316_00801_d_0000523_6,cache_update,avoid_conflict,1,1.037863,0.000626,1.703003,3.296997,0,1,1,1,0,0.355225,0.0
normal_patrol,1,0,0000316_00801_d_0000523_6,cache_update,reposition,1,1.0,0.000626,1.66514,3.33486,0,1,1,1,0,0.355225,0.333333
normal_patrol,1,1,0000316_00801_d_0000523_6,cache,stay,1,0.0,0.0,0.233684,3.7663159999999998,0,1,1,1,0,0.0,0.0
normal_patrol,1,1,0000316_00801_d_0000523_6,cache,serve_task,1,3.291667,0.0,3.525351,0.4746489999999999,0,1,1,1,0,0.0,0.0
normal_patrol,1,1,0000316_00801_d_0000523_6,cache,avoid_conflict,1,1.037863,0.0,1.271547,2.728453,0,1,1,1,0,0.0,0.0
normal_patrol,1,1,0000316_00801_d_0000523_6,cache,reposition,1,1.0,0.0,1.233684,2.7663159999999998,0,1,1,1,0,0.0,0.0
