scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std,semantic_path_cache_ratio_mean,semantic_path_cache_ratio_std,semantic_path_token_ratio_mean,semantic_path_token_ratio_std,semantic_path_image_ratio_mean,semantic_path_image_ratio_std,semantic_path_defer_ratio_mean,semantic_path_defer_ratio_std,semantic_path_cache_update_ratio_mean,semantic_path_cache_update_ratio_std,cache_eligible_ratio_mean,cache_eligible_ratio_std,joint_feasible_selection_ratio_mean,joint_feasible_selection_ratio_std,deadline_infeasible_selection_ratio_mean,deadline_infeasible_selection_ratio_std,utm_infeasible_selection_ratio_mean,utm_infeasible_selection_ratio_std,average_selected_path_deadline_slack_s_mean,average_selected_path_deadline_slack_s_std,average_q_defer_mean,average_q_defer_std,average_q_cache_stale_mean,average_q_cache_stale_std,expert_path_agreement_rate_mean,expert_path_agreement_rate_std,expert_path_cache_ratio_mean,expert_path_cache_ratio_std,expert_path_token_ratio_mean,expert_path_token_ratio_std,expert_path_image_ratio_mean,expert_path_image_ratio_std,expert_path_defer_ratio_mean,expert_path_defer_ratio_std,expert_path_cache_update_ratio_mean,expert_path_cache_update_ratio_std,expert_mobility_agreement_rate_mean,expert_mobility_agreement_rate_std,mobility_stay_ratio_mean,mobility_stay_ratio_std,mobility_serve_task_ratio_mean,mobility_serve_task_ratio_std,mobility_reposition_ratio_mean,mobility_reposition_ratio_std,mobility_avoid_conflict_ratio_mean,mobility_avoid_conflict_ratio_std,mobility_return_base_ratio_mean,mobility_return_base_ratio_std,utm_safe_service_ratio_mean,utm_safe_service_ratio_std,oracle_path_feasible_ratio_mean,oracle_path_feasible_ratio_std,oracle_mobility_feasible_ratio_mean,oracle_mobility_feasible_ratio_std,infeasible_oracle_ratio_mean,infeasible_oracle_ratio_std,selected_mobility_deadline_infeasible_ratio_mean,selected_mobility_deadline_infeasible_ratio_std,selected_mobility_utm_infeasible_ratio_mean,selected_mobility_utm_infeasible_ratio_std,bottleneck_none_ratio_mean,bottleneck_none_ratio_std,bottleneck_semantic_quality_ratio_mean,bottleneck_semantic_quality_ratio_std,bottleneck_queue_delay_ratio_mean,bottleneck_queue_delay_ratio_std,bottleneck_tx_delay_ratio_mean,bottleneck_tx_delay_ratio_std,bottleneck_resource_ratio_mean,bottleneck_resource_ratio_std,bottleneck_mobility_ratio_mean,bottleneck_mobility_ratio_std,bottleneck_utm_ratio_mean,bottleneck_utm_ratio_std,bottleneck_expired_ratio_mean,bottleneck_expired_ratio_std,average_defer_count_mean,average_defer_count_std,bc_loss_mean,bc_loss_std
edge_overload,semantic_greedy,"0,1,2",3,50,1500,heuristic,0.08,0.003464,0.0,0.0,0.325545,0.003918,0.587974,0.005395,0.74928,0.002052,0.325019,0.003395,0.63836,6.9e-05,0.639957,1e-06,0.62,0.0,0.64,0.0,1.90065,0.024461,6.759248,0.075818,1903.164979,2.148605,0.0,0.0,565.170562,1.966082,2.803425,0.009752,0.065067,0.000174,0.403219,0.004438,6.589366,0.000807,763.798865,1.509083,149.007902,0.558252,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.574766,0.019136,0.0,0.0,0.0,0.0,0.08,0.003464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.284667,0.008083,0.718,0.003464,0.282,0.003464,1.0,0.0,0.0,0.0,0.0,0.0,0.404667,0.005774,0.0,0.0,0.0,0.0,0.519333,0.002309,0.076,0.003464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload,semantic_path_two_timescale_ppo,"0,1,2",3,50,1500,rl,0.44,0.127389,0.102667,0.027592,0.535285,0.059609,0.703904,0.068296,0.366392,0.00214,0.152131,0.040802,0.624987,9.2e-05,0.629236,0.002186,0.62,0.0,0.64,0.0,1.001319,0.148964,0.0,0.0,0.0,0.0,0.0,0.0,147.42255,0.781656,0.554318,0.006241,-0.014291,0.0005,0.161452,0.028256,1.472922,0.067363,176.273047,4.876224,0.579702,0.100848,0.517333,0.039004,0.0,0.0,0.344,0.132288,0.656,0.132288,0.0,0.0,0.344,0.132288,0.656,0.132288,0.0,0.0,0.0,0.0,0.0,0.0,0.077333,0.007572,0.174667,0.033486,0.536,0.1403,0.0,0.0,-1.659828,0.77094,0.0,0.0,1.789333,0.385919,0.680667,0.065432,0.07,0.008718,0.93,0.008718,0.0,0.0,0.0,0.0,0.0,0.0,0.434667,0.015275,0.457333,0.00611,0.0,0.0,0.0,0.0,0.542667,0.00611,0.0,0.0,1.0,0.0,0.197333,0.005774,0.561333,0.001155,0.438667,0.001155,0.494,0.048539,0.0,0.0,0.174667,0.033486,0.296667,0.102652,0.000667,0.001155,0.0,0.0,0.0,0.0,0.528,0.134179,0.0,0.0,0.0,0.0,0.0,0.0,0.112083,0.00247
low_snr_blockage,always_cache,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.130982,0.0,0.0,0.0,0.0,0.0,2.132047,0.011817,0.0,0.0,3.438287,0.0,0.130982,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823678,0.007557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.374475,0.005817,0.625525,0.005817,0.0,0.0,0.0,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_image,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.606726,0.007914,0.641033,0.008084,0.096598,9.4e-05,0.248847,0.006987,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,1.197981,0.035908,209.740206,2.171756,9642.196784,75.737505,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,54.720768,0.879998,2731.167739,9.949856,36.863845,0.092303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,1.0,0.0,0.0,0.0,-52.92589,0.874832,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.644836,0.004363,0.0,0.0,0.0,0.0,0.0,0.0,0.010915,0.003847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.314022,0.002908,0.406381,0.005243,0.593619,0.005243,1.0,0.0,0.0,0.0,0.0,0.0,0.331654,0.009536,0.0,0.0,0.293871,0.040171,0.0,0.0,0.321578,0.031696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_semantic_token,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.612769,0.006108,0.662909,0.006076,0.112802,0.000136,0.202812,0.005685,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,0.955259,0.028534,59.092732,0.488149,8723.13013,76.017097,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,18.243136,0.092574,2522.087397,9.302287,0.985814,0.00031,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,1.0,0.0,0.0,0.0,-16.448258,0.088222,0.0,0.0,0.0,0.0,0.644836,0.004363,0.355164,0.004363,0.644836,0.004363,0.0,0.0,0.0,0.0,0.0,0.0,0.20403,0.009082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.355164,0.004363,0.4534,0.006664,0.5466,0.006664,1.0,0.0,0.0,0.0,0.0,0.0,0.334173,0.009536,0.0,0.0,0.0,0.0,0.0,0.0,0.633921,0.008097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.130982,0.0,0.0,0.0,0.0,0.0,2.132047,0.011817,0.0,0.0,3.438287,0.0,0.130982,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823678,0.007557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.374475,0.005817,0.625525,0.005817,0.0,0.0,0.0,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,semantic_greedy,"0,1,2",3,50,1191,heuristic,0.946263,0.001454,0.234257,0.006665,0.820933,0.000446,0.866327,0.000548,0.107145,7.4e-05,0.012574,0.000423,0.77843,5.8e-05,0.657972,0.000212,0.65,0.0,0.82,0.0,0.013548,0.000423,43.216381,0.476628,6228.660489,119.473851,0.0,0.0,1848.09054,19.144377,12.09591,0.130147,0.013263,0.001527,0.087435,0.001403,14.737389,0.229267,1893.655154,18.817004,2.433422,0.039731,0.765743,0.006665,0.0,0.0,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.0,0.0,0.0,0.0,0.287154,0.004362,0.041981,0.001454,0.753988,0.007271,0.0,0.0,-12.798732,0.224363,0.0,0.0,0.896726,0.035265,0.497061,0.008097,0.287154,0.004362,0.712846,0.004362,0.0,0.0,0.0,0.0,0.0,0.0,0.193955,0.005038,0.246012,0.007271,0.753988,0.007271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.287154,0.004362,0.429891,0.005817,0.570109,0.005817,0.753988,0.007271,0.0,0.0,0.041981,0.001454,0.240134,0.008097,0.0,0.0,0.006717,0.002909,0.0,0.0,0.686818,0.006339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,semantic_path_two_timescale_ppo,"0,1,2",3,50,1191,rl,0.821998,0.008846,0.276239,0.013873,0.753591,0.004081,0.791896,0.003785,0.101568,0.000889,0.071163,0.003191,0.776834,0.001079,0.730386,0.001157,0.65,0.0,0.82,0.0,0.204904,0.012908,46.730115,10.931723,0.0,0.0,0.0,0.0,78.397607,0.0,0.005229,0.0,-2.1e-05,0.0,0.066856,0.001202,14.189535,3.003488,111.244365,2.686001,0.563832,0.008137,0.610411,0.012425,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.0,0.0,0.0,0.0,0.277078,0.009082,0.047019,0.001454,0.5911,0.011904,0.0,0.0,-8.804415,0.258432,0.0,0.0,1.415617,0.061132,0.392947,0.002519,0.277078,0.009082,0.722922,0.009082,0.0,0.0,0.0,0.0,0.0,0.0,0.86482,0.006339,0.994962,0.0,0.0,0.0,0.0,0.0,0.005038,0.0,0.0,0.0,1.0,0.0,0.251889,0.006665,0.396306,0.011904,0.603694,0.011904,0.287154,0.007557,0.0,0.0,0.047019,0.001454,0.382872,0.005038,0.001679,0.001454,0.0,0.0,0.0,0.0,0.56843,0.005243,0.0,0.0,0.0,0.0,0.0,0.0,0.083538,0.004521
low_snr_soft,always_cache,"0,1,2",3,50,1650,heuristic,0.078788,0.00105,0.078788,0.00105,0.401332,0.002576,0.48884,0.002855,0.330556,0.001664,0.215343,0.002091,0.608345,0.00139,0.607455,0.001254,0.52,0.0,0.697,0.0,1.126428,0.009833,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175264,0.000213,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206061,0.0021,0.206061,0.0021,0.0,0.0,0.0,0.0,4.44716,0.013433,0.0,0.0,4.454545,0.0,0.135151,0.00105,0.135151,0.00105,0.864849,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.828485,0.002777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230303,0.00105,0.52606,0.007569,0.47394,0.007569,0.0,0.0,0.0,0.0,0.206061,0.0021,0.793939,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,always_image,"0,1,2",3,50,1650,heuristic,0.650909,0.009621,0.0,0.0,0.502436,0.007426,0.650909,0.009621,0.391401,0.0,0.219393,0.005762,0.629,0.000915,0.628484,0.000987,0.595,0.0,0.697,0.0,1.266592,0.039431,6.915386,0.12644,6759.401419,43.255219,0.0,0.0,1037.930607,6.060679,3.634211,0.021221,0.076107,0.0001,0.141676,0.0,7.281794,0.025793,1247.174049,6.065045,144.027315,1.279732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.509067,0.025793,0.0,0.0,0.0,0.0,0.0,0.0,0.263636,0.004811,0.730909,0.00481,0.0,0.0,0.005455,0.0,0.0,0.0,0.085455,0.003149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.457576,0.004199,0.621212,0.002777,0.378788,0.002777,1.0,0.0,0.0,0.0,0.0,0.0,0.349091,0.009621,0.0,0.0,0.0,0.0,0.284849,0.005845,0.366061,0.006385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,always_semantic_token,"0,1,2",3,50,1650,heuristic,0.544849,0.008198,0.058182,0.001818,0.550554,0.001884,0.770029,0.002987,0.408515,0.000493,0.156503,0.000949,0.625144,0.00106,0.636185,0.001298,0.52,0.0,0.697,0.0,1.044838,0.020162,0.654694,0.0156,6221.443451,27.078586,0.0,0.0,1116.464299,6.560114,3.909189,0.02297,0.077868,0.000176,0.131067,0.001819,4.671183,0.025314,1155.50424,6.71181,1.109053,0.002923,0.771515,0.013647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.069091,0.003149,0.771515,0.013647,0.0,0.0,-0.709971,0.043426,0.0,0.0,0.0,0.0,0.729091,0.004811,0.265454,0.004811,0.729091,0.004811,0.0,0.0,0.005455,0.0,0.0,0.0,0.290909,0.014201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.334545,0.003637,0.533939,0.005555,0.466061,0.005555,0.771515,0.013647,0.0,0.0,0.069091,0.003149,0.428485,0.007348,0.0,0.0,0.0,0.0,0.01697,0.00105,0.485455,0.009621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,lyapunov_greedy,"0,1,2",3,50,1650,heuristic,0.078788,0.00105,0.078788,0.00105,0.401332,0.002576,0.48884,0.002855,0.330556,0.001664,0.215343,0.002091,0.608345,0.00139,0.607455,0.001254,0.52,0.0,0.697,0.0,1.126428,0.009833,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175264,0.000213,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206061,0.0021,0.206061,0.0021,0.0,0.0,0.0,0.0,4.44716,0.013433,0.0,0.0,4.454545,0.0,0.135151,0.00105,0.135151,0.00105,0.864849,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.828485,0.002777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230303,0.00105,0.52606,0.007569,0.47394,0.007569,0.0,0.0,0.0,0.0,0.206061,0.0021,0.793939,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,semantic_greedy,"0,1,2",3,50,1650,heuristic,0.71697,0.00105,0.135758,0.00105,0.549565,0.000881,0.691621,0.001227,0.368845,0.000106,0.181354,0.00076,0.623735,0.000964,0.643443,0.000199,0.52,0.0,0.697,0.0,0.863435,0.001491,1.352638,0.02647,5857.975201,23.992964,0.0,0.0,1068.964503,4.63212,3.724996,0.016045,0.064806,0.000292,0.095904,0.000869,5.26722,0.019664,1156.069588,4.787025,42.048773,0.254987,0.855151,0.00105,0.0,0.0,0.065455,0.001819,0.651515,0.002099,0.28303,0.00105,0.065455,0.001819,0.651515,0.002099,0.28303,0.00105,0.0,0.0,0.0,0.0,0.277576,0.002778,0.12303,0.00105,0.855151,0.00105,0.0,0.0,-0.931681,0.027801,0.0,0.0,0.185455,0.0,0.549091,0.00481,0.217576,0.006385,0.77697,0.006385,0.0,0.0,0.005455,0.0,0.0,0.0,0.192727,0.001818,0.065455,0.001819,0.934545,0.001819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.299394,0.005555,0.593939,0.002777,0.406061,0.002777,0.855151,0.00105,0.0,0.0,0.12303,0.00105,0.293939,0.00105,0.001818,0.0,0.0,0.0,0.021818,0.001818,0.559394,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,semantic_path_two_timescale_ppo,"0,1,2",3,50,1650,rl,0.372121,0.008592,0.318182,0.011355,0.460044,0.009799,0.590808,0.0123,0.337617,0.001729,0.18351,0.009893,0.586018,0.001593,0.590317,0.001748,0.52,0.0,0.697,0.0,0.950691,0.056225,0.0,0.0,0.0,0.0,0.0,0.0,77.858182,0.0,0.0,0.0,0.0,0.0,0.078978,0.000478,0.576993,0.000999,96.716979,0.049285,0.601031,0.001741,0.145454,0.003149,0.0,0.0,0.349091,0.001818,0.650909,0.001818,0.0,0.0,0.347273,0.001818,0.650909,0.001818,0.0,0.0,0.001818,0.0,0.0,0.0,0.287273,0.006555,0.196969,0.005845,0.544242,0.002778,0.0,0.0,-0.774482,0.02391,0.012727,0.0,1.457576,0.002099,0.643636,0.003637,0.212727,0.003149,0.785455,0.003149,0.0,0.0,0.001818,0.0,0.0,0.0,0.856364,0.001819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30606,0.005845,0.493333,0.024819,0.506667,0.024819,0.126061,0.0021,0.0,0.0,0.196969,0.005845,0.486061,0.017845,0.0,0.0,0.0,0.0,0.0,0.0,0.31697,0.012106,0.0,0.0,0.0,0.0,0.005455,0.0,0.14079,0.019652
normal_patrol,always_cache,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148215,0.001256,0.0,0.0,5.465726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014113,0.0,0.472446,0.004197,0.527554,0.004197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,always_image,"0,1,2",3,50,1488,heuristic,0.432123,0.008394,0.002016,0.0,0.47377,0.002222,0.597497,0.003057,0.365668,0.000291,0.310803,0.002456,0.762816,0.000291,0.782162,0.00033,0.65,0.0,0.82,0.0,1.963027,0.027015,15.292806,0.144892,1515.440267,9.272462,0.0,0.0,548.262011,2.809768,3.626072,0.018583,0.057599,0.000324,0.080039,8.9e-05,7.204922,0.020063,765.28086,2.926063,192.81859,0.127329,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002016,0.0,0.997984,0.0,0.0,0.0,-4.948202,0.021221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989919,0.0,0.0,0.0,0.010081,0.0,0.0,0.0,0.066532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18078,0.004656,0.468414,0.004197,0.531586,0.004197,0.997984,0.0,0.0,0.0,0.002016,0.0,0.393145,0.003492,0.0,0.0,0.0,0.0,0.264113,0.004032,0.340726,0.005334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,always_semantic_token,"0,1,2",3,50,1488,heuristic,0.386425,0.008148,0.05914,0.002328,0.601472,0.001246,0.814326,0.001478,0.375713,0.000306,0.181199,0.001365,0.760061,0.000474,0.789735,0.000351,0.65,0.0,0.82,0.0,1.142716,0.014526,7.796434,0.065336,1259.690726,8.548062,0.0,0.0,660.094735,2.556803,4.365706,0.01691,0.068295,0.000552,0.079173,0.000261,5.210493,0.018017,705.913014,2.655512,1.078509,0.001042,0.765457,0.002328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051747,0.001164,0.065188,0.002328,0.765457,0.002328,0.0,0.0,-2.94638,0.018218,0.0,0.0,0.0,0.0,0.959677,0.0,0.038306,0.0,0.959677,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,0.236559,0.002328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.103495,0.002328,0.391129,0.005334,0.608871,0.005334,0.765457,0.002328,0.0,0.0,0.065188,0.002328,0.399866,0.00308,0.0,0.0,0.0,0.0,0.0,0.0,0.534946,0.005074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,lyapunov_greedy,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148215,0.001256,0.0,0.0,5.465726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014113,0.0,0.472446,0.004197,0.527554,0.004197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,semantic_greedy,"0,1,2",3,50,1488,heuristic,0.416667,0.008148,0.05914,0.002328,0.459456,0.002398,0.570964,0.003418,0.351669,0.000495,0.324718,0.002519,0.760665,0.000474,0.788788,0.000379,0.65,0.0,0.82,0.0,2.035822,0.027101,15.605632,0.21032,1700.180781,16.647393,0.0,0.0,654.54075,2.556803,4.327933,0.01691,0.067721,0.000552,0.08118,0.000261,6.900021,0.039074,808.414674,3.900144,117.579335,1.591777,0.94086,0.002328,0.0,0.0,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.0,0.0,0.0,0.0,0.043683,0.001164,0.057124,0.002328,0.94086,0.002328,0.0,0.0,-4.641795,0.039885,0.0,0.0,0.018145,0.0,0.362231,0.008148,0.034274,0.0,0.96371,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,0.084677,0.0,0.002016,0.0,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.109543,0.002328,0.397178,0.005334,0.602822,0.005334,0.94086,0.002328,0.0,0.0,0.057124,0.002328,0.441532,0.003492,0.002016,0.0,0.0,0.0,0.056452,0.003492,0.442877,0.006481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
