scenario,semantic_path,mobility_mode,samples,joint_feasible_ratio,semantic_feasible_ratio,deadline_feasible_ratio,utm_feasible_ratio,avg_arrival_delay_s,avg_tx_delay_s,avg_total_delay_s,avg_deadline_slack_s,avg_utm_conflict_risk
low_snr_soft,token,reposition,36,0.3611111111111111,0.5555555555555556,0.5833333333333334,1.0,0.8333333333333334,0.006865388888888889,1.5774602222222223,2.755873111111111,0.1249555
low_snr_soft,token,serve_task,36,0.16666666666666666,0.5555555555555556,0.2222222222222222,1.0,5.178840194444445,0.006865388888888889,5.922967111111111,-1.5896337777777778,0.1249555
low_snr_soft,token,stay,36,0.4722222222222222,0.5555555555555556,0.75,1.0,0.0,0.006865388888888889,0.7441268888888889,3.5892064444444443,0.1249555
normal_patrol,cache,avoid_conflict,36,0.0,0.0,0.4166666666666667,1.0,0.49010197222222224,0.0,0.6107613611111111,1.1392386388888889,0.0
normal_patrol,cache,reposition,36,0.0,0.0,0.4166666666666667,1.0,0.4722222222222222,0.0,0.5928811388888888,1.1571188611111112,0.0
normal_patrol,cache,serve_task,36,0.0,0.0,0.08333333333333333,1.0,2.50421625,0.0,2.624875388888889,-0.8748753888888888,0.0
normal_patrol,cache,stay,36,0.0,0.0,0.4722222222222222,1.0,0.0,0.0,0.12065891666666667,1.6293410833333333,0.0
normal_patrol,cache_update,avoid_conflict,36,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,0.49010197222222224,0.00034269444444444446,0.8547705277777777,0.8952294722222223,0.0
normal_patrol,cache_update,reposition,36,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,0.4722222222222222,0.00034269444444444446,0.8368906666666667,0.9131093333333333,0.056000666666666664
normal_patrol,cache_update,serve_task,36,0.0,0.16666666666666666,0.027777777777777776,1.0,2.50421625,0.00034269444444444446,2.8688846944444446,-1.1188846944444444,0.056000666666666664
normal_patrol,cache_update,stay,36,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,0.0,0.00034269444444444446,0.36466844444444446,1.3853315555555556,0.056000666666666664
normal_patrol,image,avoid_conflict,36,0.05555555555555555,0.16666666666666666,0.1388888888888889,1.0,0.49010197222222224,0.05261236111111111,2.104082527777778,-0.35408252777777777,0.0
normal_patrol,image,reposition,36,0.05555555555555555,0.16666666666666666,0.1388888888888889,1.0,0.4722222222222222,0.05261236111111111,2.086202611111111,-0.33620261111111116,0.056000666666666664
normal_patrol,image,serve_task,36,0.0,0.16666666666666666,0.0,1.0,2.50421625,0.05261236111111111,4.118196694444444,-2.3681966944444444,0.056000666666666664
normal_patrol,image,stay,36,0.16666666666666666,0.16666666666666666,0.3055555555555556,1.0,0.0,0.05261236111111111,1.6139803888888888,0.13601961111111113,0.056000666666666664
normal_patrol,token,avoid_conflict,36,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,0.49010197222222224,0.00034269444444444446,0.8547705277777777,0.8952294722222223,0.0
normal_patrol,token,reposition,36,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,0.4722222222222222,0.00034269444444444446,0.8368906666666667,0.9131093333333333,0.056000666666666664
normal_patrol,token,serve_task,36,0.0,0.16666666666666666,0.027777777777777776,1.0,2.50421625,0.00034269444444444446,2.8688846944444446,-1.1188846944444444,0.056000666666666664
normal_patrol,token,stay,36,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,0.0,0.00034269444444444446,0.36466844444444446,1.3853315555555556,0.056000666666666664
utm_conflict,cache,avoid_conflict,30,0.0,0.0,0.23333333333333334,1.0,0.4377272,0.0,0.5277214666666666,0.10894519999999998,0.0
utm_conflict,cache,reposition,30,0.0,0.0,0.26666666666666666,1.0,0.4,0.0,0.4899943666666666,0.1466723,0.0
utm_conflict,cache,serve_task,30,0.0,0.0,0.0,1.0,3.9676514333333333,0.0,4.057645833333333,-3.4209791666666667,0.0
utm_conflict,cache,stay,30,0.0,0.0,0.36666666666666664,1.0,0.0,0.0,0.08999436666666667,0.5466723,0.0
utm_conflict,cache_update,avoid_conflict,30,0.0,0.0,0.13333333333333333,0.8333333333333334,0.4377272,0.0003889,0.8325769666666667,-0.1959103,0.0
utm_conflict,cache_update,reposition,30,0.0,0.0,0.13333333333333333,0.8333333333333334,0.4,0.0003889,0.7948499333333333,-0.15818326666666668,0.009282266666666667
utm_conflict,cache_update,serve_task,30,0.0,0.0,0.0,0.8333333333333334,3.9676514333333333,0.0003889,4.3625014,-3.725834733333333,0.009282266666666667
utm_conflict,cache_update,stay,30,0.0,0.0,0.26666666666666666,0.8333333333333334,0.0,0.0003889,0.39484993333333335,0.2418167333333333,0.009282266666666667
utm_conflict,image,avoid_conflict,30,0.0,0.0,0.0,0.8333333333333334,0.4377272,0.065082,1.9065144666666667,-1.2698478,0.0
utm_conflict,image,reposition,30,0.0,0.0,0.0,0.8333333333333334,0.4,0.065082,1.8687875,-1.2321208333333333,0.009282266666666667
utm_conflict,image,serve_task,30,0.0,0.0,0.0,0.8333333333333334,3.9676514333333333,0.065082,5.436438933333333,-4.7997722666666665,0.009282266666666667
utm_conflict,image,stay,30,0.0,0.0,0.0,0.8333333333333334,0.0,0.065082,1.4687875000000001,-0.8321208333333334,0.009282266666666667
utm_conflict,token,avoid_conflict,30,0.0,0.0,0.13333333333333333,0.8333333333333334,0.4377272,0.0003889,0.8325769666666667,-0.1959103,0.0
utm_conflict,token,reposition,30,0.0,0.0,0.13333333333333333,0.8333333333333334,0.4,0.0003889,0.7948499333333333,-0.15818326666666668,0.009282266666666667
utm_conflict,token,serve_task,30,0.0,0.0,0.0,0.8333333333333334,3.9676514333333333,0.0003889,4.3625014,-3.725834733333333,0.009282266666666667
utm_conflict,token,stay,30,0.0,0.0,0.26666666666666666,0.8333333333333334,0.0,0.0003889,0.39484993333333335,0.2418167333333333,0.009282266666666667
utm_conflict_soft,cache,avoid_conflict,36,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6054200833333333,0.0,0.6889935555555555,2.477673111111111,0.0
utm_conflict_soft,cache,reposition,36,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5833333333333334,0.0,0.6669065,2.4997601666666664,0.0
utm_conflict_soft,cache,serve_task,36,0.0,0.3333333333333333,0.0,1.0,6.111332861111111,0.0,6.1949060000000005,-3.0282393333333335,0.0
utm_conflict_soft,cache,stay,36,0.3333333333333333,0.3333333333333333,0.5833333333333334,1.0,0.0,0.0,0.08357316666666667,3.0830935,0.0
utm_conflict_soft,cache_update,avoid_conflict,36,0.0,0.16666666666666666,0.4166666666666667,1.0,0.6054200833333333,0.0006229444444444444,1.0672832222222222,2.0993834444444444,0.0
utm_conflict_soft,cache_update,reposition,36,0.0,0.16666666666666666,0.4166666666666667,1.0,0.5833333333333334,0.0006229444444444444,1.0451962222222222,2.1214704444444443,0.0
utm_conflict_soft,cache_update,serve_task,36,0.0,0.16666666666666666,0.0,1.0,6.111332861111111,0.0006229444444444444,6.573195694444444,-3.4065290277777778,0.0
utm_conflict_soft,cache_update,stay,36,0.08333333333333333,0.16666666666666666,0.5,1.0,0.0,0.0006229444444444444,0.4618628888888889,2.704803777777778,0.0
utm_conflict_soft,image,avoid_conflict,36,0.0,0.1388888888888889,0.4166666666666667,1.0,0.6054200833333333,0.07660758333333333,2.6318021666666667,0.5348645,0.0
utm_conflict_soft,image,reposition,36,0.0,0.1388888888888889,0.4166666666666667,1.0,0.5833333333333334,0.07660758333333333,2.609715138888889,0.5569515277777778,0.0
utm_conflict_soft,image,serve_task,36,0.0,0.1388888888888889,0.0,1.0,6.111332861111111,0.07660758333333333,8.137714694444444,-4.971048027777778,0.0
utm_conflict_soft,image,stay,36,0.0,0.1388888888888889,0.4166666666666667,1.0,0.0,0.07660758333333333,2.0263818055555554,1.1402848611111112,0.0
utm_conflict_soft,token,avoid_conflict,36,0.0,0.16666666666666666,0.4166666666666667,1.0,0.6054200833333333,0.0006229444444444444,1.0672832222222222,2.0993834444444444,0.0
utm_conflict_soft,token,reposition,36,0.0,0.16666666666666666,0.4166666666666667,1.0,0.5833333333333334,0.0006229444444444444,1.0451962222222222,2.1214704444444443,0.0
utm_conflict_soft,token,serve_task,36,0.0,0.16666666666666666,0.0,1.0,6.111332861111111,0.0006229444444444444,6.573195694444444,-3.4065290277777778,0.0
utm_conflict_soft,token,stay,36,0.08333333333333333,0.16666666666666666,0.5,1.0,0.0,0.0006229444444444444,0.4618628888888889,2.704803777777778,0.0
