episode,raw_return,semantic_return,shaped_return,return,success_rate,mean_reward,mean_semantic_reward,mean_shaped_reward,mean_semantic_accuracy_lcb,mean_semantic_uncertainty,mean_semantic_payload_kb,mean_semantic_quality_gap,mean_q_quality,mean_q_deadline,mean_q_energy,mean_q_risk,mean_q_utm,max_q_quality,max_q_deadline,max_q_energy,max_q_risk,max_q_utm,non_cache_ratio,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,bc_loss,demo_samples,entropy_weight,service_prior_weight,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_quality,lambda_deadline
10.0,-30.514491,-30.514491,-30.514491,-30.514491,0.0,-3.0514491,-3.0514491,-3.0514491,0.39951159999999997,0.3782622,21.033293299999997,0.4204884,2.0644286000000003,28.1748783,2386.9068903,4.5,2.2,4.204884,40.784099000000005,3450.457008,6.0,3.0,0.4,1.0,0.4,0.0,1.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.04625,0.2375,0.8073447552919386,0.2223992116051674,0.12752933864295485,0.14746271017193796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,-24.397622,-24.397622,-24.397622,-24.397622,0.0,-2.4397621999999997,-2.4397621999999997,-2.4397621999999997,0.42377239999999994,0.377722,0.35643030000000003,0.3962276,1.8649832,16.389792200000002,1447.154696,3.3,1.4,3.962276,29.276846,2582.995872,6.0,2.0,0.3,1.0,0.3,0.0,1.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.045875,0.23625,0.8448398219943047,0.17212715381689067,0.1001507814526558,0.10057223118841649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,-20.597078000000003,-20.597078000000003,-20.597078000000003,-20.597078000000003,0.0,-2.0597078000000004,-2.0597078000000004,-2.0597078000000004,0.361708,0.3755322,20.7956731,0.45829200000000003,2.4235628,8.662684299999999,773.2957209,0.6,0.3,4.5829200000000005,24.334055,2170.100967,3.0,1.0,0.2,1.0,0.2,0.0,1.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0455,0.235,0.9011644142866135,0.11740772973136901,0.09092245036363603,0.10060515356063844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,-12.273768,-12.273768,-12.273768,-12.273768,0.0,-1.2273768,-1.2273768,-1.2273768,0.27319949999999993,0.37046149999999994,0.1188101,0.5468004999999999,2.5207124,10.375002900000002,940.8658949999999,4.5,0.9,5.468004999999999,11.527781000000001,1045.40655,9.0,1.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.045125,0.23375,0.9367067084908485,0.05508259382810595,0.036865499556064614,0.06641805005073548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,-17.408164000000003,-17.408164000000003,-17.408164000000003,-17.408164000000003,0.0,-1.7408164000000004,-1.7408164000000004,-1.7408164000000004,0.4895059,0.39000580000000007,0.1188401,0.33049409999999985,1.8699378999999994,10.038617100000003,907.2864098999999,5.5,0.9,3.3049409999999986,11.154019000000002,1008.0960110000001,10.0,1.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.044750000000000005,0.23249999999999998,0.9431497735977172,0.039513250112199756,0.05383901011943818,0.05626218050718308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,-10.723203999999999,-10.723203999999999,-10.723203999999999,-10.723203999999999,0.0,-1.0723204,-1.0723204,-1.0723204,0.151254,0.36950299999999997,0.0,0.6687459999999998,3.6781029999999992,0.0,0.0,5.5,0.0,6.687459999999998,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044375000000000005,0.23125,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,-10.69005,-10.69005,-10.69005,-10.69005,0.0,-1.069005,-1.069005,-1.069005,0.23757919999999996,0.37115259999999994,0.0,0.5824208,2.8580136,0.0,0.0,0.0,0.0,5.824208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.23,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,-22.047186,-22.047186,-22.047186,-22.047186,0.0,-2.2047186,-2.2047186,-2.2047186,0.361708,0.3755322,0.2376202,0.45829200000000003,2.6097560000000004,4.5034041,406.7425943,0.6,0.4,4.5829200000000005,22.148847,1983.109199,3.0,2.0,0.2,1.0,0.2,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.043625000000000004,0.22875,0.8949302937984467,0.07978195990757941,0.054746286496520045,0.10393292281031608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,-17.704489000000002,-17.704489000000002,-17.704489000000002,-17.704489000000002,0.0,-1.7704489000000003,-1.7704489000000003,-1.7704489000000003,0.2133184,0.37169279999999993,20.676863,0.6066815999999998,3.1195233999999994,13.5611748,1163.7955683,5.5,0.9,6.066815999999998,15.067972000000001,1293.106187,10.0,1.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.043250000000000004,0.2275,0.9747841249704361,0.046674392342233625,0.04218492406606675,0.04459431594610215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,-10.722375999999999,-10.722375999999999,-10.722375999999999,-10.722375999999999,0.0,-1.0722375999999998,-1.0722375999999998,-1.0722375999999998,0.151254,0.36950299999999997,0.0,0.6687459999999998,3.6781029999999992,0.0,0.0,5.5,0.0,6.687459999999998,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042875,0.22625,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,-15.091092000000002,-15.091092000000002,-15.091092000000002,-15.091092000000002,0.0,-1.5091092000000002,-1.5091092000000002,-1.5091092000000002,0.48950590000000005,0.39000580000000007,0.1188401,0.33049409999999985,1.7505770999999992,1.134873,109.07743789999999,5.4,0.0,3.3049409999999986,11.34873,1090.774379,9.0,0.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0425,0.225,0.9346774827241898,0.02086028811302185,0.029712332695722578,0.057987518161535266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,-16.688868,-16.688868,-16.688868,-16.688868,0.0,-1.6688868,-1.6688868,-1.6688868,0.2996435999999999,0.37334239999999996,0.1188101,0.5203564,2.4856272,7.4833938,680.7648096,2.1,0.6,5.203564,12.472323,1134.608016,6.0,1.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.042125,0.22375,0.9307112149596215,0.03596737560596465,0.01828964222222567,0.028652492538094525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,-18.329263,-18.329263,-18.329263,-18.329263,0.0,-1.8329263,-1.8329263,-1.8329263,0.2996435999999999,0.37334239999999996,20.676863,0.5203564,2.4856272,10.5976902,883.6407810000001,2.1,0.6,5.203564,17.662817,1472.734635,6.0,1.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.04175,0.2225,0.9366910539269447,0.028735989376568783,0.023679048717021946,0.052022542536258695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,-10.745697000000002,-10.745697000000002,-10.745697000000002,-10.745697000000002,0.0,-1.0745697,-1.0745697,-1.0745697,0.23757919999999996,0.37115259999999994,0.0,0.5824208,2.8580136,0.0,0.0,0.0,0.0,5.824208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041375,0.22125,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,-10.726556,-10.726556,-10.726556,-10.726556,0.0,-1.0726556,-1.0726556,-1.0726556,0.5044260000000002,0.38289300000000004,0.0,0.31557399999999985,1.7356569999999991,0.0,0.0,5.5,0.0,3.1557399999999984,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.22,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,-19.018854,-19.018854,-19.018854,-19.018854,0.0,-1.9018854,-1.9018854,-1.9018854,0.4539834000000001,0.3837438000000001,19.1093224,0.36601659999999986,1.8365421999999991,3.3165106,278.9187976,5.5,0.2,3.6601659999999985,16.582553,1394.593988,10.0,1.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.040625,0.21875,0.9502212613821029,0.026762372374200816,0.041929767936468125,0.031375789508223534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,-10.711831999999998,-10.711831999999998,-10.711831999999998,-10.711831999999998,0.0,-1.0711831999999997,-1.0711831999999997,-1.0711831999999997,0.5044260000000002,0.38289300000000004,0.0,0.31557399999999985,1.7356569999999991,0.0,0.0,5.5,0.0,3.1557399999999984,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04025,0.2175,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,-10.717917,-10.717917,-10.717917,-10.717917,0.0,-1.0717917,-1.0717917,-1.0717917,0.5044260000000002,0.38289300000000004,0.0,0.31557399999999985,1.7356569999999991,0.0,0.0,5.5,0.0,3.1557399999999984,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039875,0.21625,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,-23.553278999999996,-23.553278999999996,-23.553278999999996,-23.553278999999996,0.0,-2.3553279,-2.3553279,-2.3553279,0.4281047,0.38202430000000004,38.2186448,0.3918952999999999,1.9944439999999992,17.871868,1472.5263899999998,4.5,1.0,3.918952999999999,35.250624,2898.048334,9.0,2.0,0.2,1.0,0.2,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0395,0.215,0.8822595949172974,0.06648541110889912,0.05455361899733544,0.08183511736989021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,-10.700577000000001,-10.700577000000001,-10.700577000000001,-10.700577000000001,0.0,-1.0700577,-1.0700577,-1.0700577,0.23757919999999996,0.37115259999999994,0.0,0.5824208,2.8580136,0.0,0.0,0.0,0.0,5.824208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039125,0.21375,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,-10.698344,-10.698344,-10.698344,-10.698344,0.0,-1.0698344,-1.0698344,-1.0698344,0.23757919999999996,0.37115259999999994,0.0,0.5824208,2.8580136,0.0,0.0,0.0,0.0,5.824208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03875,0.2125,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,-6.431274,-6.431274,-6.431274,-6.431274,0.0,-0.6431274,-0.6431274,-0.6431274,0.2111351,0.3682716999999999,0.0,0.6088648999999998,3.0792919999999997,0.0,0.0,4.5,0.0,6.088648999999998,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038375,0.21125,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,-10.661147000000001,-10.661147000000001,-10.661147000000001,-10.661147000000001,0.0,-1.0661147000000002,-1.0661147000000002,-1.0661147000000002,0.5044260000000002,0.38289300000000004,0.0,0.31557399999999985,1.7356569999999991,0.0,0.0,5.5,0.0,3.1557399999999984,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.21,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,-10.710083000000001,-10.710083000000001,-10.710083000000001,-10.710083000000001,0.0,-1.0710083000000001,-1.0710083000000001,-1.0710083000000001,0.151254,0.36950299999999997,0.0,0.6687459999999998,3.6781029999999992,0.0,0.0,5.5,0.0,6.687459999999998,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037625,0.20875,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,-10.705663,-10.705663,-10.705663,-10.705663,0.0,-1.0705662999999999,-1.0705662999999999,-1.0705662999999999,0.151254,0.36950299999999997,0.0,0.6687459999999998,3.6781029999999992,0.0,0.0,5.5,0.0,6.687459999999998,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037250000000000005,0.2075,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,-10.711664,-10.711664,-10.711664,-10.711664,0.0,-1.0711664,-1.0711664,-1.0711664,0.23757919999999996,0.37115259999999994,0.0,0.5824208,2.8580136,0.0,0.0,0.0,0.0,5.824208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036875,0.20625,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,-10.701270000000001,-10.701270000000001,-10.701270000000001,-10.701270000000001,0.0,-1.070127,-1.070127,-1.070127,0.23757919999999996,0.37115259999999994,0.0,0.5824208,2.8580136,0.0,0.0,0.0,0.0,5.824208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036500000000000005,0.20500000000000002,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,-2.2595199999999998,-2.2595199999999998,-2.2595199999999998,-2.2595199999999998,0.0,-0.225952,-0.225952,-0.225952,0.5535538000000001,0.37775240000000004,0.0,0.26644619999999986,1.2689428999999994,0.0,0.0,3.6,0.0,2.6644619999999986,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036125000000000004,0.20375,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,-10.709799,-10.709799,-10.709799,-10.709799,0.0,-1.0709799,-1.0709799,-1.0709799,0.151254,0.36950299999999997,0.0,0.6687459999999998,3.6781029999999992,0.0,0.0,5.5,0.0,6.687459999999998,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035750000000000004,0.2025,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,-24.128363000000004,-24.128363000000004,-24.128363000000004,-24.128363000000004,0.0,-2.4128363000000004,-2.4128363000000004,-2.4128363000000004,0.4745858,0.39711860000000004,0.2376802,0.3454141999999999,1.8400976999999994,7.9537881,713.412753,5.5,0.7,3.4541419999999987,22.589601000000002,2021.511734,10.0,2.0,0.2,1.0,0.2,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.035375000000000004,0.20124999999999998,0.8825224075913429,0.07089451770620346,0.03943776991963387,0.09380674934387208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-10.708283,-10.708283,-10.708283,-10.708283,0.0,-1.0708283,-1.0708283,-1.0708283,0.151254,0.36950299999999997,0.0,0.6687459999999998,3.6781029999999992,0.0,0.0,5.5,0.0,6.687459999999998,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.2,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,-10.684721000000003,-10.684721000000003,-10.684721000000003,-10.684721000000003,0.0,-1.0684721000000004,-1.0684721000000004,-1.0684721000000004,0.151254,0.36950299999999997,0.0,0.6687459999999998,3.6781029999999992,0.0,0.0,5.5,0.0,6.687459999999998,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034625,0.19875,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,-10.698773,-10.698773,-10.698773,-10.698773,0.0,-1.0698773,-1.0698773,-1.0698773,0.5044260000000002,0.38289300000000004,0.0,0.31557399999999985,1.7356569999999991,0.0,0.0,5.5,0.0,3.1557399999999984,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03425,0.1975,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,-6.449203,-6.449203,-6.449203,-6.449203,0.0,-0.6449203,-0.6449203,-0.6449203,0.2111351,0.3682716999999999,0.0,0.6088648999999998,3.0792919999999997,0.0,0.0,4.5,0.0,6.088648999999998,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033875,0.19625,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,-10.695306,-10.695306,-10.695306,-10.695306,0.0,-1.0695306,-1.0695306,-1.0695306,0.23757919999999996,0.37115259999999994,0.0,0.5824208,2.8580136,0.0,0.0,0.0,0.0,5.824208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335,0.195,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-10.683435,-10.683435,-10.683435,-10.683435,0.0,-1.0683435,-1.0683435,-1.0683435,0.5044260000000002,0.38289300000000004,0.0,0.31557399999999985,1.7356569999999991,0.0,0.0,5.5,0.0,3.1557399999999984,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033125,0.19375,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,-10.727943,-10.727943,-10.727943,-10.727943,0.0,-1.0727943,-1.0727943,-1.0727943,0.5044260000000002,0.38289300000000004,0.0,0.31557399999999985,1.7356569999999991,0.0,0.0,5.5,0.0,3.1557399999999984,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03275,0.1925,1.0,1.0000000000000002e-06,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,-18.876524,-18.876524,-18.876524,-18.876524,0.0,-1.8876524,-1.8876524,-1.8876524,0.4539834000000001,0.3837438000000001,19.1093224,0.36601659999999986,1.7860995999999993,1.6071388,136.5433673,5.5,0.1,3.6601659999999985,16.071388,1365.433673,10.0,1.0,0.1,1.0,0.1,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.032375,0.19125,0.9566420625448228,0.034111810594463346,0.03850877100229263,0.03438409653306007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
