question_type,service_level,channel_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,sample_count,std_or_ci,avg_payload_bytes,avg_payload_kb
counting,1,medium,medium,stale,critical,0.25,12,0.245,1073.25,1.048096
counting,1,medium,medium,stale,normal,0.263158,19,0.198004,786.211,0.767784
counting,1,medium,poor,expired,critical,0.444444,9,0.324644,1179.0,1.151367
counting,1,medium,poor,expired,normal,0.26087,46,0.126896,814.522,0.795431
counting,1,medium,poor,fresh,critical,0.444444,9,0.324644,1179.0,1.151367
counting,1,medium,poor,fresh,normal,0.26087,46,0.126896,814.522,0.795431
counting,1,medium,poor,stale,critical,0.444444,9,0.324644,1179.0,1.151367
counting,1,medium,poor,stale,normal,0.26087,46,0.126896,814.522,0.795431
counting,2,bad,good,expired,critical,0.0,15,0.0,45969.0,44.891602
counting,2,bad,good,expired,normal,0.630435,46,0.13949,31183.935,30.453061
counting,2,bad,good,fresh,critical,0.0,15,0.0,45969.0,44.891602
counting,2,bad,good,fresh,normal,0.630435,46,0.13949,31183.935,30.453061
counting,2,bad,good,stale,critical,0.0,15,0.0,45969.0,44.891602
counting,2,bad,good,stale,normal,0.630435,46,0.13949,31183.935,30.453061
counting,2,bad,medium,expired,critical,0.0,12,0.0,36140.083,35.29305
counting,2,bad,medium,expired,normal,0.526316,19,0.224516,30119.474,29.413549
counting,2,bad,medium,fresh,critical,0.0,12,0.0,36140.083,35.29305
counting,2,bad,medium,fresh,normal,0.526316,19,0.224516,30119.474,29.413549
counting,2,bad,medium,stale,critical,0.0,12,0.0,36140.083,35.29305
counting,2,bad,medium,stale,normal,0.526316,19,0.224516,30119.474,29.413549
counting,2,bad,poor,expired,critical,0.0,9,0.0,30106.556,29.400933
counting,2,bad,poor,expired,normal,0.456522,46,0.143946,22257.239,21.735585
counting,2,bad,poor,fresh,critical,0.0,9,0.0,30106.556,29.400933
counting,2,bad,poor,fresh,normal,0.456522,46,0.143946,22257.239,21.735585
counting,2,bad,poor,stale,critical,0.0,9,0.0,30106.556,29.400933
counting,2,bad,poor,stale,normal,0.456522,46,0.143946,22257.239,21.735585
counting,2,good,good,expired,critical,0.0,15,0.0,231968.933,226.532161
counting,2,good,good,expired,normal,0.652174,46,0.137639,154563.239,150.940663
counting,2,good,good,fresh,critical,0.0,15,0.0,231968.933,226.532161
counting,2,good,good,fresh,normal,0.652174,46,0.137639,154563.239,150.940663
counting,2,good,good,stale,critical,0.0,15,0.0,231968.933,226.532161
counting,2,good,good,stale,normal,0.652174,46,0.137639,154563.239,150.940663
counting,2,good,medium,expired,critical,0.0,12,0.0,178743.417,174.554118
counting,2,good,medium,expired,normal,0.526316,19,0.224516,153491.684,149.894223
counting,2,good,medium,fresh,critical,0.0,12,0.0,178743.417,174.554118
counting,2,good,medium,fresh,normal,0.526316,19,0.224516,153491.684,149.894223
counting,2,good,medium,stale,critical,0.0,12,0.0,178743.417,174.554118
counting,2,good,medium,stale,normal,0.526316,19,0.224516,153491.684,149.894223
counting,2,good,poor,expired,critical,0.0,9,0.0,154912.111,151.281359
counting,2,good,poor,expired,normal,0.5,46,0.144493,110505.935,107.915952
counting,2,good,poor,fresh,critical,0.0,9,0.0,154912.111,151.281359
counting,2,good,poor,fresh,normal,0.5,46,0.144493,110505.935,107.915952
counting,2,good,poor,stale,critical,0.0,9,0.0,154912.111,151.281359
counting,2,good,poor,stale,normal,0.5,46,0.144493,110505.935,107.915952
counting,2,medium,good,expired,critical,0.0,15,0.0,93504.4,91.312891
counting,2,medium,good,expired,normal,0.652174,46,0.137639,63121.804,61.642387
counting,2,medium,good,fresh,critical,0.0,15,0.0,93504.4,91.312891
counting,2,medium,good,fresh,normal,0.652174,46,0.137639,63121.804,61.642387
counting,2,medium,good,stale,critical,0.0,15,0.0,93504.4,91.312891
counting,2,medium,good,stale,normal,0.652174,46,0.137639,63121.804,61.642387
counting,2,medium,medium,expired,critical,0.0,12,0.0,73240.583,71.524007
counting,2,medium,medium,expired,normal,0.526316,19,0.224516,61878.579,60.4283
counting,2,medium,medium,fresh,critical,0.0,12,0.0,73240.583,71.524007
counting,2,medium,medium,fresh,normal,0.526316,19,0.224516,61878.579,60.4283
counting,2,medium,medium,stale,critical,0.0,12,0.0,73240.583,71.524007
counting,2,medium,medium,stale,normal,0.526316,19,0.224516,61878.579,60.4283
counting,2,medium,poor,expired,critical,0.0,9,0.0,62831.111,61.358507
counting,2,medium,poor,expired,normal,0.478261,46,0.144356,45385.891,44.322159
counting,2,medium,poor,fresh,critical,0.0,9,0.0,62831.111,61.358507
counting,2,medium,poor,fresh,normal,0.478261,46,0.144356,45385.891,44.322159
counting,2,medium,poor,stale,critical,0.0,9,0.0,62831.111,61.358507
counting,2,medium,poor,stale,normal,0.478261,46,0.144356,45385.891,44.322159
counting,3,bad,good,expired,critical,0.0,15,0.0,28482.267,27.814714
counting,3,bad,good,expired,normal,0.543478,46,0.143946,15267.326,14.909498
counting,3,bad,good,fresh,critical,0.0,15,0.0,28482.267,27.814714
counting,3,bad,good,fresh,normal,0.543478,46,0.143946,15267.326,14.909498
counting,3,bad,good,stale,critical,0.0,15,0.0,28482.267,27.814714
counting,3,bad,good,stale,normal,0.543478,46,0.143946,15267.326,14.909498
counting,3,bad,medium,expired,critical,0.0,12,0.0,26067.417,25.456462
counting,3,bad,medium,expired,normal,0.526316,19,0.224516,13976.474,13.6489
counting,3,bad,medium,fresh,critical,0.0,12,0.0,26067.417,25.456462
counting,3,bad,medium,fresh,normal,0.526316,19,0.224516,13976.474,13.6489
counting,3,bad,medium,stale,critical,0.0,12,0.0,26067.417,25.456462
counting,3,bad,medium,stale,normal,0.526316,19,0.224516,13976.474,13.6489
counting,3,bad,poor,expired,critical,0.0,9,0.0,14352.222,14.015842
counting,3,bad,poor,expired,normal,0.5,46,0.144493,11284.565,11.020083
counting,3,bad,poor,fresh,critical,0.0,9,0.0,14352.222,14.015842
counting,3,bad,poor,fresh,normal,0.5,46,0.144493,11284.565,11.020083
counting,3,bad,poor,stale,critical,0.0,9,0.0,14352.222,14.015842
counting,3,bad,poor,stale,normal,0.5,46,0.144493,11284.565,11.020083
counting,3,good,good,expired,critical,0.0,15,0.0,167094.733,163.178451
counting,3,good,good,expired,normal,0.565217,46,0.143259,81294.565,79.389224
counting,3,good,good,fresh,critical,0.0,15,0.0,167094.733,163.178451
counting,3,good,good,fresh,normal,0.565217,46,0.143259,81294.565,79.389224
counting,3,good,good,stale,critical,0.0,15,0.0,167094.733,163.178451
counting,3,good,good,stale,normal,0.565217,46,0.143259,81294.565,79.389224
counting,3,good,medium,expired,critical,0.0,12,0.0,150020.417,146.504313
counting,3,good,medium,expired,normal,0.473684,19,0.224516,70772.158,69.113435
counting,3,good,medium,fresh,critical,0.0,12,0.0,150020.417,146.504313
counting,3,good,medium,fresh,normal,0.473684,19,0.224516,70772.158,69.113435
counting,3,good,medium,stale,critical,0.0,12,0.0,150020.417,146.504313
counting,3,good,medium,stale,normal,0.473684,19,0.224516,70772.158,69.113435
counting,3,good,poor,expired,critical,0.0,9,0.0,96370.0,94.111328
counting,3,good,poor,expired,normal,0.5,46,0.144493,60376.152,58.961086
counting,3,good,poor,fresh,critical,0.0,9,0.0,96370.0,94.111328
counting,3,good,poor,fresh,normal,0.5,46,0.144493,60376.152,58.961086
counting,3,good,poor,stale,critical,0.0,9,0.0,96370.0,94.111328
counting,3,good,poor,stale,normal,0.5,46,0.144493,60376.152,58.961086
counting,3,medium,good,expired,critical,0.0,15,0.0,57493.533,56.146029
counting,3,medium,good,expired,normal,0.543478,46,0.143946,30709.13,29.989385
counting,3,medium,good,fresh,critical,0.0,15,0.0,57493.533,56.146029
counting,3,medium,good,fresh,normal,0.543478,46,0.143946,30709.13,29.989385
counting,3,medium,good,stale,critical,0.0,15,0.0,57493.533,56.146029
counting,3,medium,good,stale,normal,0.543478,46,0.143946,30709.13,29.989385
counting,3,medium,medium,expired,critical,0.0,12,0.0,52373.5,51.145996
counting,3,medium,medium,expired,normal,0.526316,19,0.224516,28005.789,27.349404
counting,3,medium,medium,fresh,critical,0.0,12,0.0,52373.5,51.145996
counting,3,medium,medium,fresh,normal,0.526316,19,0.224516,28005.789,27.349404
counting,3,medium,medium,stale,critical,0.0,12,0.0,52373.5,51.145996
counting,3,medium,medium,stale,normal,0.526316,19,0.224516,28005.789,27.349404
counting,3,medium,poor,expired,critical,0.0,9,0.0,29415.667,28.726237
counting,3,medium,poor,expired,normal,0.5,46,0.144493,22969.217,22.430876
counting,3,medium,poor,fresh,critical,0.0,9,0.0,29415.667,28.726237
counting,3,medium,poor,fresh,normal,0.5,46,0.144493,22969.217,22.430876
counting,3,medium,poor,stale,critical,0.0,9,0.0,29415.667,28.726237
counting,3,medium,poor,stale,normal,0.5,46,0.144493,22969.217,22.430876
presence,0,bad,good,expired,critical,0.5,22,0.208937,0.0,0.0
presence,0,bad,good,expired,normal,0.366197,71,0.112063,0.0,0.0
presence,0,bad,good,fresh,critical,0.681818,22,0.194633,0.0,0.0
presence,0,bad,good,fresh,normal,0.619718,71,0.112922,0.0,0.0
presence,0,bad,good,stale,critical,0.636364,22,0.201016,0.0,0.0
presence,0,bad,good,stale,normal,0.676056,71,0.108856,0.0,0.0
presence,0,bad,medium,expired,critical,0.25,20,0.189776,0.0,0.0
presence,0,bad,medium,expired,normal,0.344828,29,0.172996,0.0,0.0
presence,0,bad,medium,fresh,critical,0.5,20,0.219135,0.0,0.0
presence,0,bad,medium,fresh,normal,0.551724,29,0.181005,0.0,0.0
presence,0,bad,medium,stale,critical,0.5,20,0.219135,0.0,0.0
presence,0,bad,medium,stale,normal,0.413793,29,0.179256,0.0,0.0
presence,0,bad,poor,expired,critical,0.407407,27,0.185339,0.0,0.0
presence,0,bad,poor,expired,normal,0.423077,78,0.109642,0.0,0.0
presence,0,bad,poor,fresh,critical,0.62963,27,0.182152,0.0,0.0
presence,0,bad,poor,fresh,normal,0.74359,78,0.096904,0.0,0.0
presence,0,bad,poor,stale,critical,0.37037,27,0.182152,0.0,0.0
presence,0,bad,poor,stale,normal,0.487179,78,0.110927,0.0,0.0
presence,0,good,good,expired,critical,0.363636,22,0.201016,0.0,0.0
presence,0,good,good,expired,normal,0.366197,71,0.112063,0.0,0.0
presence,0,good,good,fresh,critical,0.772727,22,0.175118,0.0,0.0
presence,0,good,good,fresh,normal,0.71831,71,0.104633,0.0,0.0
presence,0,good,good,stale,critical,0.545455,22,0.208072,0.0,0.0
presence,0,good,good,stale,normal,0.450704,71,0.115738,0.0,0.0
presence,0,good,medium,expired,critical,0.3,20,0.20084,0.0,0.0
presence,0,good,medium,expired,normal,0.310345,29,0.168382,0.0,0.0
presence,0,good,medium,fresh,critical,0.75,20,0.189776,0.0,0.0
presence,0,good,medium,fresh,normal,0.689655,29,0.168382,0.0,0.0
presence,0,good,medium,stale,critical,0.35,20,0.209041,0.0,0.0
presence,0,good,medium,stale,normal,0.551724,29,0.181005,0.0,0.0
presence,0,good,poor,expired,critical,0.407407,27,0.185339,0.0,0.0
presence,0,good,poor,expired,normal,0.346154,78,0.10558,0.0,0.0
presence,0,good,poor,fresh,critical,0.666667,27,0.177815,0.0,0.0
presence,0,good,poor,fresh,normal,0.730769,78,0.098438,0.0,0.0
presence,0,good,poor,stale,critical,0.407407,27,0.185339,0.0,0.0
presence,0,good,poor,stale,normal,0.653846,78,0.10558,0.0,0.0
presence,0,medium,good,expired,critical,0.727273,22,0.186105,0.0,0.0
presence,0,medium,good,expired,normal,0.352113,71,0.111101,0.0,0.0
presence,0,medium,good,fresh,critical,0.681818,22,0.194633,0.0,0.0
presence,0,medium,good,fresh,normal,0.732394,71,0.102979,0.0,0.0
presence,0,medium,good,stale,critical,0.681818,22,0.194633,0.0,0.0
presence,0,medium,good,stale,normal,0.535211,71,0.116016,0.0,0.0
presence,0,medium,medium,expired,critical,0.55,20,0.218036,0.0,0.0
presence,0,medium,medium,expired,normal,0.482759,29,0.181873,0.0,0.0
presence,0,medium,medium,fresh,critical,0.55,20,0.218036,0.0,0.0
presence,0,medium,medium,fresh,normal,0.793103,29,0.147434,0.0,0.0
presence,0,medium,medium,stale,critical,0.6,20,0.214707,0.0,0.0
presence,0,medium,medium,stale,normal,0.448276,29,0.181005,0.0,0.0
presence,0,medium,poor,expired,critical,0.407407,27,0.185339,0.0,0.0
presence,0,medium,poor,expired,normal,0.397436,78,0.108604,0.0,0.0
presence,0,medium,poor,fresh,critical,0.444444,27,0.187433,0.0,0.0
presence,0,medium,poor,fresh,normal,0.74359,78,0.096904,0.0,0.0
presence,0,medium,poor,stale,critical,0.407407,27,0.185339,0.0,0.0
presence,0,medium,poor,stale,normal,0.5,78,0.110963,0.0,0.0
presence,1,bad,good,expired,critical,1.0,22,0.0,1033.364,1.009144
presence,1,bad,good,expired,normal,1.0,71,0.0,734.07,0.716866
presence,1,bad,good,fresh,critical,1.0,22,0.0,1033.364,1.009144
presence,1,bad,good,fresh,normal,1.0,71,0.0,734.07,0.716866
presence,1,bad,good,stale,critical,1.0,22,0.0,1033.364,1.009144
presence,1,bad,good,stale,normal,1.0,71,0.0,734.07,0.716866
presence,1,bad,medium,expired,critical,1.0,20,0.0,944.6,0.922461
presence,1,bad,medium,expired,normal,1.0,29,0.0,740.31,0.722959
presence,1,bad,medium,fresh,critical,1.0,20,0.0,944.6,0.922461
presence,1,bad,medium,fresh,normal,1.0,29,0.0,740.31,0.722959
presence,1,bad,medium,stale,critical,1.0,20,0.0,944.6,0.922461
presence,1,bad,medium,stale,normal,1.0,29,0.0,740.31,0.722959
presence,1,bad,poor,expired,critical,1.0,27,0.0,970.074,0.947338
presence,1,bad,poor,expired,normal,1.0,78,0.0,740.141,0.722794
presence,1,bad,poor,fresh,critical,1.0,27,0.0,970.074,0.947338
presence,1,bad,poor,fresh,normal,1.0,78,0.0,740.141,0.722794
presence,1,bad,poor,stale,critical,1.0,27,0.0,970.074,0.947338
presence,1,bad,poor,stale,normal,1.0,78,0.0,740.141,0.722794
presence,1,good,good,expired,critical,1.0,22,0.0,1177.182,1.149592
presence,1,good,good,expired,normal,1.0,71,0.0,794.127,0.775514
presence,1,good,good,fresh,critical,1.0,22,0.0,1177.182,1.149592
presence,1,good,good,fresh,normal,1.0,71,0.0,794.127,0.775514
presence,1,good,good,stale,critical,1.0,22,0.0,1177.182,1.149592
presence,1,good,good,stale,normal,1.0,71,0.0,794.127,0.775514
presence,1,good,medium,expired,critical,1.0,20,0.0,1142.3,1.115527
presence,1,good,medium,expired,normal,1.0,29,0.0,795.103,0.776468
presence,1,good,medium,fresh,critical,1.0,20,0.0,1142.3,1.115527
presence,1,good,medium,fresh,normal,1.0,29,0.0,795.103,0.776468
presence,1,good,medium,stale,critical,1.0,20,0.0,1142.3,1.115527
presence,1,good,medium,stale,normal,1.0,29,0.0,795.103,0.776468
presence,1,good,poor,expired,critical,1.0,27,0.0,1175.333,1.147786
presence,1,good,poor,expired,normal,1.0,78,0.0,809.731,0.790753
presence,1,good,poor,fresh,critical,1.0,27,0.0,1175.333,1.147786
presence,1,good,poor,fresh,normal,1.0,78,0.0,809.731,0.790753
presence,1,good,poor,stale,critical,1.0,27,0.0,1175.333,1.147786
presence,1,good,poor,stale,normal,1.0,78,0.0,809.731,0.790753
presence,1,medium,good,expired,critical,1.0,22,0.0,1154.364,1.127308
presence,1,medium,good,expired,normal,1.0,71,0.0,785.732,0.767317
presence,1,medium,good,fresh,critical,1.0,22,0.0,1154.364,1.127308
presence,1,medium,good,fresh,normal,1.0,71,0.0,785.732,0.767317
presence,1,medium,good,stale,critical,1.0,22,0.0,1154.364,1.127308
presence,1,medium,good,stale,normal,1.0,71,0.0,785.732,0.767317
presence,1,medium,medium,expired,critical,1.0,20,0.0,1113.95,1.087842
presence,1,medium,medium,expired,normal,1.0,29,0.0,786.241,0.767814
presence,1,medium,medium,fresh,critical,1.0,20,0.0,1113.95,1.087842
presence,1,medium,medium,fresh,normal,1.0,29,0.0,786.241,0.767814
presence,1,medium,medium,stale,critical,1.0,20,0.0,1113.95,1.087842
presence,1,medium,medium,stale,normal,1.0,29,0.0,786.241,0.767814
presence,1,medium,poor,expired,critical,1.0,27,0.0,1155.111,1.128038
presence,1,medium,poor,expired,normal,1.0,78,0.0,796.641,0.77797
presence,1,medium,poor,fresh,critical,1.0,27,0.0,1155.111,1.128038
presence,1,medium,poor,fresh,normal,1.0,78,0.0,796.641,0.77797
presence,1,medium,poor,stale,critical,1.0,27,0.0,1155.111,1.128038
presence,1,medium,poor,stale,normal,1.0,78,0.0,796.641,0.77797
presence,2,bad,good,expired,critical,0.954545,22,0.087043,51248.318,50.047186
presence,2,bad,good,expired,normal,0.746479,71,0.101191,34579.394,33.76894
presence,2,bad,good,fresh,critical,0.954545,22,0.087043,51248.318,50.047186
presence,2,bad,good,fresh,normal,0.746479,71,0.101191,34579.394,33.76894
presence,2,bad,good,stale,critical,0.954545,22,0.087043,51248.318,50.047186
presence,2,bad,good,stale,normal,0.746479,71,0.101191,34579.394,33.76894
presence,2,bad,medium,expired,critical,0.9,20,0.131481,44001.5,42.970215
presence,2,bad,medium,expired,normal,0.586207,29,0.179256,36227.0,35.37793
presence,2,bad,medium,fresh,critical,0.9,20,0.131481,44001.5,42.970215
presence,2,bad,medium,fresh,normal,0.586207,29,0.179256,36227.0,35.37793
presence,2,bad,medium,stale,critical,0.9,20,0.131481,44001.5,42.970215
presence,2,bad,medium,stale,normal,0.586207,29,0.179256,36227.0,35.37793
presence,2,bad,poor,expired,critical,1.0,27,0.0,26778.815,26.151186
presence,2,bad,poor,expired,normal,0.576923,78,0.109642,24575.641,23.999649
presence,2,bad,poor,fresh,critical,1.0,27,0.0,26778.815,26.151186
presence,2,bad,poor,fresh,normal,0.576923,78,0.109642,24575.641,23.999649
presence,2,bad,poor,stale,critical,1.0,27,0.0,26778.815,26.151186
presence,2,bad,poor,stale,normal,0.576923,78,0.109642,24575.641,23.999649
presence,2,good,good,expired,critical,0.954545,22,0.087043,259002.455,252.932085
presence,2,good,good,expired,normal,0.887324,71,0.07355,173009.535,168.954624
presence,2,good,good,fresh,critical,0.954545,22,0.087043,259002.455,252.932085
presence,2,good,good,fresh,normal,0.887324,71,0.07355,173009.535,168.954624
presence,2,good,good,stale,critical,0.954545,22,0.087043,259002.455,252.932085
presence,2,good,good,stale,normal,0.887324,71,0.07355,173009.535,168.954624
presence,2,good,medium,expired,critical,1.0,20,0.0,222758.9,217.537988
presence,2,good,medium,expired,normal,0.758621,29,0.155747,185701.069,181.3487
presence,2,good,medium,fresh,critical,1.0,20,0.0,222758.9,217.537988
presence,2,good,medium,fresh,normal,0.758621,29,0.155747,185701.069,181.3487
presence,2,good,medium,stale,critical,1.0,20,0.0,222758.9,217.537988
presence,2,good,medium,stale,normal,0.758621,29,0.155747,185701.069,181.3487
presence,2,good,poor,expired,critical,1.0,27,0.0,134241.556,131.095269
presence,2,good,poor,expired,normal,0.74359,78,0.096904,121544.615,118.695913
presence,2,good,poor,fresh,critical,1.0,27,0.0,134241.556,131.095269
presence,2,good,poor,fresh,normal,0.74359,78,0.096904,121544.615,118.695913
presence,2,good,poor,stale,critical,1.0,27,0.0,134241.556,131.095269
presence,2,good,poor,stale,normal,0.74359,78,0.096904,121544.615,118.695913
presence,2,medium,good,expired,critical,0.954545,22,0.087043,104861.227,102.403542
presence,2,medium,good,expired,normal,0.830986,71,0.087174,70271.408,68.624422
presence,2,medium,good,fresh,critical,0.954545,22,0.087043,104861.227,102.403542
presence,2,medium,good,fresh,normal,0.830986,71,0.087174,70271.408,68.624422
presence,2,medium,good,stale,critical,0.954545,22,0.087043,104861.227,102.403542
presence,2,medium,good,stale,normal,0.830986,71,0.087174,70271.408,68.624422
presence,2,medium,medium,expired,critical,0.9,20,0.131481,90529.9,88.408105
presence,2,medium,medium,expired,normal,0.689655,29,0.168382,74926.276,73.170191
presence,2,medium,medium,fresh,critical,0.9,20,0.131481,90529.9,88.408105
presence,2,medium,medium,fresh,normal,0.689655,29,0.168382,74926.276,73.170191
presence,2,medium,medium,stale,critical,0.9,20,0.131481,90529.9,88.408105
presence,2,medium,medium,stale,normal,0.689655,29,0.168382,74926.276,73.170191
presence,2,medium,poor,expired,critical,1.0,27,0.0,55047.704,53.757523
