question_type,service_level,channel_bin,snr_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,sample_count,std_or_ci,avg_payload_bytes,avg_payload_kb
counting,1,bad,0dB,good,stale,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,bad,0dB,good,stale,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,bad,0dB,medium,expired,critical,1.0,3,0.0,1248.667,1.219401
counting,1,bad,0dB,medium,expired,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,bad,0dB,medium,fresh,critical,1.0,3,0.0,1248.667,1.219401
counting,1,bad,0dB,medium,fresh,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,bad,0dB,medium,stale,critical,1.0,3,0.0,1248.667,1.219401
counting,1,bad,0dB,medium,stale,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,bad,0dB,poor,expired,critical,0.285714,35,0.149666,1178.886,1.151256
counting,1,bad,0dB,poor,expired,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,bad,0dB,poor,fresh,critical,0.285714,35,0.149666,1178.886,1.151256
counting,1,bad,0dB,poor,fresh,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,bad,0dB,poor,stale,critical,0.285714,35,0.149666,1178.886,1.151256
counting,1,bad,0dB,poor,stale,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,good,15dB,good,expired,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,good,15dB,good,expired,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,good,15dB,good,fresh,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,good,15dB,good,fresh,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,good,15dB,good,stale,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,good,15dB,good,stale,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,good,15dB,medium,expired,critical,1.0,3,0.0,1248.667,1.219401
counting,1,good,15dB,medium,expired,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,good,15dB,medium,fresh,critical,1.0,3,0.0,1248.667,1.219401
counting,1,good,15dB,medium,fresh,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,good,15dB,medium,stale,critical,1.0,3,0.0,1248.667,1.219401
counting,1,good,15dB,medium,stale,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,good,15dB,poor,expired,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,good,15dB,poor,expired,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,good,15dB,poor,fresh,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,good,15dB,poor,fresh,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,good,15dB,poor,stale,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,good,15dB,poor,stale,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,good,20dB,good,expired,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,good,20dB,good,expired,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,good,20dB,good,fresh,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,good,20dB,good,fresh,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,good,20dB,good,stale,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,good,20dB,good,stale,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,good,20dB,medium,expired,critical,1.0,3,0.0,1248.667,1.219401
counting,1,good,20dB,medium,expired,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,good,20dB,medium,fresh,critical,1.0,3,0.0,1248.667,1.219401
counting,1,good,20dB,medium,fresh,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,good,20dB,medium,stale,critical,1.0,3,0.0,1248.667,1.219401
counting,1,good,20dB,medium,stale,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,good,20dB,poor,expired,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,good,20dB,poor,expired,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,good,20dB,poor,fresh,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,good,20dB,poor,fresh,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,good,20dB,poor,stale,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,good,20dB,poor,stale,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,medium,10dB,good,expired,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,medium,10dB,good,expired,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,medium,10dB,good,fresh,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,medium,10dB,good,fresh,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,medium,10dB,good,stale,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,medium,10dB,good,stale,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,medium,10dB,medium,expired,critical,1.0,3,0.0,1248.667,1.219401
counting,1,medium,10dB,medium,expired,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,medium,10dB,medium,fresh,critical,1.0,3,0.0,1248.667,1.219401
counting,1,medium,10dB,medium,fresh,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,medium,10dB,medium,stale,critical,1.0,3,0.0,1248.667,1.219401
counting,1,medium,10dB,medium,stale,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,medium,10dB,poor,expired,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,medium,10dB,poor,expired,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,medium,10dB,poor,fresh,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,medium,10dB,poor,fresh,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,medium,10dB,poor,stale,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,medium,10dB,poor,stale,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,medium,5dB,good,expired,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,medium,5dB,good,expired,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,medium,5dB,good,fresh,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,medium,5dB,good,fresh,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,medium,5dB,good,stale,critical,0.666667,3,0.533444,1201.333,1.173177
counting,1,medium,5dB,good,stale,normal,0.913043,23,0.115157,828.696,0.809273
counting,1,medium,5dB,medium,expired,critical,1.0,3,0.0,1248.667,1.219401
counting,1,medium,5dB,medium,expired,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,medium,5dB,medium,fresh,critical,1.0,3,0.0,1248.667,1.219401
counting,1,medium,5dB,medium,fresh,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,medium,5dB,medium,stale,critical,1.0,3,0.0,1248.667,1.219401
counting,1,medium,5dB,medium,stale,normal,0.666667,9,0.307984,830.667,0.811198
counting,1,medium,5dB,poor,expired,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,medium,5dB,poor,expired,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,medium,5dB,poor,fresh,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,medium,5dB,poor,fresh,normal,0.466667,45,0.145765,794.822,0.776194
counting,1,medium,5dB,poor,stale,critical,0.285714,35,0.149666,1178.257,1.150642
counting,1,medium,5dB,poor,stale,normal,0.466667,45,0.145765,794.822,0.776194
counting,2,bad,-5dB,good,expired,critical,0.0,3,0.0,126829.333,123.856771
counting,2,bad,-5dB,good,expired,normal,0.695652,23,0.18805,169324.043,165.355511
counting,2,bad,-5dB,good,fresh,critical,0.0,3,0.0,126829.333,123.856771
counting,2,bad,-5dB,good,fresh,normal,0.695652,23,0.18805,169324.043,165.355511
counting,2,bad,-5dB,good,stale,critical,0.0,3,0.0,126829.333,123.856771
counting,2,bad,-5dB,good,stale,normal,0.695652,23,0.18805,169324.043,165.355511
counting,2,bad,-5dB,medium,expired,critical,0.0,3,0.0,194977.667,190.407878
counting,2,bad,-5dB,medium,expired,normal,0.333333,9,0.307984,122790.333,119.912435
counting,2,bad,-5dB,medium,fresh,critical,0.0,3,0.0,194977.667,190.407878
counting,2,bad,-5dB,medium,fresh,normal,0.333333,9,0.307984,122790.333,119.912435
counting,2,bad,-5dB,medium,stale,critical,0.0,3,0.0,194977.667,190.407878
counting,2,bad,-5dB,medium,stale,normal,0.333333,9,0.307984,122790.333,119.912435
counting,2,bad,-5dB,poor,expired,critical,0.0,35,0.0,221932.457,216.730915
counting,2,bad,-5dB,poor,expired,normal,0.377778,45,0.141658,171930.978,167.901345
counting,2,bad,-5dB,poor,fresh,critical,0.0,35,0.0,221932.457,216.730915
counting,2,bad,-5dB,poor,fresh,normal,0.377778,45,0.141658,171930.978,167.901345
counting,2,bad,-5dB,poor,stale,critical,0.0,35,0.0,221932.457,216.730915
counting,2,bad,-5dB,poor,stale,normal,0.377778,45,0.141658,171930.978,167.901345
counting,2,bad,0dB,good,expired,critical,0.0,3,0.0,95818.0,93.572266
counting,2,bad,0dB,good,expired,normal,0.695652,23,0.18805,92308.913,90.145423
counting,2,bad,0dB,good,fresh,critical,0.0,3,0.0,95818.0,93.572266
counting,2,bad,0dB,good,fresh,normal,0.695652,23,0.18805,92308.913,90.145423
counting,2,bad,0dB,good,stale,critical,0.0,3,0.0,95818.0,93.572266
counting,2,bad,0dB,good,stale,normal,0.695652,23,0.18805,92308.913,90.145423
counting,2,bad,0dB,medium,expired,critical,0.0,3,0.0,94873.333,92.64974
counting,2,bad,0dB,medium,expired,normal,0.666667,9,0.307984,95441.778,93.204861
counting,2,bad,0dB,medium,fresh,critical,0.0,3,0.0,94873.333,92.64974
counting,2,bad,0dB,medium,fresh,normal,0.666667,9,0.307984,95441.778,93.204861
counting,2,bad,0dB,medium,stale,critical,0.0,3,0.0,94873.333,92.64974
counting,2,bad,0dB,medium,stale,normal,0.666667,9,0.307984,95441.778,93.204861
counting,2,bad,0dB,poor,expired,critical,0.0,35,0.0,254159.6,248.202734
counting,2,bad,0dB,poor,expired,normal,0.4,45,0.143138,159627.244,155.885981
counting,2,bad,0dB,poor,fresh,critical,0.0,35,0.0,254159.6,248.202734
counting,2,bad,0dB,poor,fresh,normal,0.4,45,0.143138,159627.244,155.885981
counting,2,bad,0dB,poor,stale,critical,0.0,35,0.0,254159.6,248.202734
counting,2,bad,0dB,poor,stale,normal,0.4,45,0.143138,159627.244,155.885981
counting,2,good,15dB,good,expired,critical,0.0,3,0.0,282846.667,276.217448
counting,2,good,15dB,good,expired,normal,0.695652,23,0.18805,241560.304,235.898735
counting,2,good,15dB,good,fresh,critical,0.0,3,0.0,282846.667,276.217448
counting,2,good,15dB,good,fresh,normal,0.695652,23,0.18805,241560.304,235.898735
counting,2,good,15dB,good,stale,critical,0.0,3,0.0,282846.667,276.217448
counting,2,good,15dB,good,stale,normal,0.695652,23,0.18805,241560.304,235.898735
counting,2,good,15dB,medium,expired,critical,0.0,3,0.0,287733.667,280.989909
counting,2,good,15dB,medium,expired,normal,0.555556,9,0.324644,207408.111,202.546984
counting,2,good,15dB,medium,fresh,critical,0.0,3,0.0,287733.667,280.989909
counting,2,good,15dB,medium,fresh,normal,0.555556,9,0.324644,207408.111,202.546984
counting,2,good,15dB,medium,stale,critical,0.0,3,0.0,287733.667,280.989909
counting,2,good,15dB,medium,stale,normal,0.555556,9,0.324644,207408.111,202.546984
counting,2,good,15dB,poor,expired,critical,0.0,35,0.0,295599.286,288.671177
counting,2,good,15dB,poor,expired,normal,0.422222,45,0.144311,234685.222,229.184787
counting,2,good,15dB,poor,fresh,critical,0.0,35,0.0,295599.286,288.671177
counting,2,good,15dB,poor,fresh,normal,0.422222,45,0.144311,234685.222,229.184787
counting,2,good,15dB,poor,stale,critical,0.0,35,0.0,295599.286,288.671177
counting,2,good,15dB,poor,stale,normal,0.422222,45,0.144311,234685.222,229.184787
counting,2,good,20dB,good,expired,critical,0.0,3,0.0,289655.0,282.866211
counting,2,good,20dB,good,expired,normal,0.695652,23,0.18805,242588.435,236.902768
counting,2,good,20dB,good,fresh,critical,0.0,3,0.0,289655.0,282.866211
counting,2,good,20dB,good,fresh,normal,0.695652,23,0.18805,242588.435,236.902768
counting,2,good,20dB,good,stale,critical,0.0,3,0.0,289655.0,282.866211
counting,2,good,20dB,good,stale,normal,0.695652,23,0.18805,242588.435,236.902768
counting,2,good,20dB,medium,expired,critical,0.0,3,0.0,290703.0,283.889648
counting,2,good,20dB,medium,expired,normal,0.555556,9,0.324644,208276.778,203.395291
counting,2,good,20dB,medium,fresh,critical,0.0,3,0.0,290703.0,283.889648
counting,2,good,20dB,medium,fresh,normal,0.555556,9,0.324644,208276.778,203.395291
counting,2,good,20dB,medium,stale,critical,0.0,3,0.0,290703.0,283.889648
counting,2,good,20dB,medium,stale,normal,0.555556,9,0.324644,208276.778,203.395291
counting,2,good,20dB,poor,expired,critical,0.0,35,0.0,323343.086,315.764732
counting,2,good,20dB,poor,expired,normal,0.4,45,0.143138,244353.644,238.626606
counting,2,good,20dB,poor,fresh,critical,0.0,35,0.0,323343.086,315.764732
counting,2,good,20dB,poor,fresh,normal,0.4,45,0.143138,244353.644,238.626606
counting,2,good,20dB,poor,stale,critical,0.0,35,0.0,323343.086,315.764732
counting,2,good,20dB,poor,stale,normal,0.4,45,0.143138,244353.644,238.626606
counting,2,medium,10dB,good,expired,critical,0.0,3,0.0,283385.333,276.74349
counting,2,medium,10dB,good,expired,normal,0.695652,23,0.18805,224143.391,218.890031
counting,2,medium,10dB,good,fresh,critical,0.0,3,0.0,283385.333,276.74349
counting,2,medium,10dB,good,fresh,normal,0.695652,23,0.18805,224143.391,218.890031
counting,2,medium,10dB,good,stale,critical,0.0,3,0.0,283385.333,276.74349
counting,2,medium,10dB,good,stale,normal,0.695652,23,0.18805,224143.391,218.890031
counting,2,medium,10dB,medium,expired,critical,0.0,3,0.0,274264.333,267.836263
counting,2,medium,10dB,medium,expired,normal,0.666667,9,0.307984,204963.889,200.160048
counting,2,medium,10dB,medium,fresh,critical,0.0,3,0.0,274264.333,267.836263
counting,2,medium,10dB,medium,fresh,normal,0.666667,9,0.307984,204963.889,200.160048
counting,2,medium,10dB,medium,stale,critical,0.0,3,0.0,274264.333,267.836263
counting,2,medium,10dB,medium,stale,normal,0.666667,9,0.307984,204963.889,200.160048
counting,2,medium,10dB,poor,expired,critical,0.0,35,0.0,242748.8,237.059375
counting,2,medium,10dB,poor,expired,normal,0.422222,45,0.144311,207752.044,202.882856
counting,2,medium,10dB,poor,fresh,critical,0.0,35,0.0,242748.8,237.059375
counting,2,medium,10dB,poor,fresh,normal,0.422222,45,0.144311,207752.044,202.882856
counting,2,medium,10dB,poor,stale,critical,0.0,35,0.0,242748.8,237.059375
counting,2,medium,10dB,poor,stale,normal,0.422222,45,0.144311,207752.044,202.882856
counting,2,medium,5dB,good,expired,critical,0.0,3,0.0,185876.667,181.520182
counting,2,medium,5dB,good,expired,normal,0.695652,23,0.18805,166435.304,162.534477
counting,2,medium,5dB,good,fresh,critical,0.0,3,0.0,185876.667,181.520182
counting,2,medium,5dB,good,fresh,normal,0.695652,23,0.18805,166435.304,162.534477
counting,2,medium,5dB,good,stale,critical,0.0,3,0.0,185876.667,181.520182
counting,2,medium,5dB,good,stale,normal,0.695652,23,0.18805,166435.304,162.534477
counting,2,medium,5dB,medium,expired,critical,0.0,3,0.0,175625.333,171.509115
counting,2,medium,5dB,medium,expired,normal,0.666667,9,0.307984,155993.556,152.337457
counting,2,medium,5dB,medium,fresh,critical,0.0,3,0.0,175625.333,171.509115
counting,2,medium,5dB,medium,fresh,normal,0.666667,9,0.307984,155993.556,152.337457
counting,2,medium,5dB,medium,stale,critical,0.0,3,0.0,175625.333,171.509115
counting,2,medium,5dB,medium,stale,normal,0.666667,9,0.307984,155993.556,152.337457
counting,2,medium,5dB,poor,expired,critical,0.0,35,0.0,308710.171,301.474777
counting,2,medium,5dB,poor,expired,normal,0.422222,45,0.144311,215853.022,210.793967
counting,2,medium,5dB,poor,fresh,critical,0.0,35,0.0,308710.171,301.474777
counting,2,medium,5dB,poor,fresh,normal,0.422222,45,0.144311,215853.022,210.793967
counting,2,medium,5dB,poor,stale,critical,0.0,35,0.0,308710.171,301.474777
counting,2,medium,5dB,poor,stale,normal,0.422222,45,0.144311,215853.022,210.793967
presence,1,bad,-5dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,-5dB,good,expired,normal,0.897959,49,0.084757,774.0,0.755859
presence,1,bad,-5dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,-5dB,good,fresh,normal,0.897959,49,0.084757,774.0,0.755859
presence,1,bad,-5dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,-5dB,good,stale,normal,0.897959,49,0.084757,774.0,0.755859
presence,1,bad,-5dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,-5dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,-5dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,-5dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,-5dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,-5dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,-5dB,poor,expired,critical,0.882353,17,0.153159,1119.353,1.093118
presence,1,bad,-5dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,bad,-5dB,poor,fresh,critical,0.882353,17,0.153159,1119.353,1.093118
presence,1,bad,-5dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,bad,-5dB,poor,stale,critical,0.882353,17,0.153159,1119.353,1.093118
presence,1,bad,-5dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,bad,0dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,0dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,bad,0dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,0dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,bad,0dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,0dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,bad,0dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,0dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,0dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,0dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,0dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,0dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,0dB,poor,expired,critical,0.882353,17,0.153159,1120.765,1.094497
presence,1,bad,0dB,poor,expired,normal,0.678322,143,0.076563,748.923,0.73137
presence,1,bad,0dB,poor,fresh,critical,0.882353,17,0.153159,1120.765,1.094497
presence,1,bad,0dB,poor,fresh,normal,0.678322,143,0.076563,748.923,0.73137
presence,1,bad,0dB,poor,stale,critical,0.882353,17,0.153159,1120.765,1.094497
presence,1,bad,0dB,poor,stale,normal,0.678322,143,0.076563,748.923,0.73137
presence,1,good,15dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,15dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,15dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,15dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,15dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,15dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,15dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,15dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,15dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,15dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,15dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,15dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,15dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,15dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,15dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,15dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,15dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,15dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,20dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,20dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,20dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,20dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,20dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,20dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,20dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,20dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,20dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,20dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,20dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,20dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,20dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,20dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,20dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,20dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,20dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,20dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,10dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,10dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,10dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,10dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,10dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,10dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,10dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,10dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,10dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,10dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,10dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,10dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,10dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,10dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,10dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,10dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,10dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,10dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,5dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,5dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,5dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,5dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,5dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,5dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,5dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,5dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,5dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,5dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,5dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,5dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,5dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,5dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,5dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,5dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,5dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,5dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,2,bad,-5dB,good,expired,critical,0.666667,3,0.533444,126829.333,123.856771
presence,2,bad,-5dB,good,expired,normal,0.877551,49,0.091785,166722.327,162.814772
presence,2,bad,-5dB,good,fresh,critical,0.666667,3,0.533444,126829.333,123.856771
presence,2,bad,-5dB,good,fresh,normal,0.877551,49,0.091785,166722.327,162.814772
presence,2,bad,-5dB,good,stale,critical,0.666667,3,0.533444,126829.333,123.856771
presence,2,bad,-5dB,good,stale,normal,0.877551,49,0.091785,166722.327,162.814772
