channel,service,snr_db,traffic_class,sigma_band,upload_airtime_s,queue_wait_W_s,T4_comm_mean_s,load,c2_mode,comm_latency_s,T4_mean_s,T4_s,d_TC_m,d_TC_default_m,rel_capacity,N_ref_illustrative
rayleigh,M3_token,15.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0512,7.823,7.823,228.78,228.75,0.9998,4.789
rayleigh,M3_token,15.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0512,7.823,12.06,299.65,299.62,0.9999,4.79
rayleigh,M3_token,15.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0512,7.823,16.297,370.52,370.49,0.9999,4.79
rayleigh,M4_adaptive,15.0,SAIL I-II,0,0.3396,0.0715,1.8715,nominal,dedicated,0.3524,7.891,7.891,229.6,228.75,0.9963,4.776
rayleigh,M4_adaptive,15.0,SAIL I-II,1,0.3396,0.0715,1.8715,nominal,dedicated,0.3524,7.891,12.128,300.47,299.62,0.9971,4.779
rayleigh,M4_adaptive,15.0,SAIL I-II,2,0.3396,0.0715,1.8715,nominal,dedicated,0.3524,7.891,16.365,371.34,370.49,0.9977,4.781
rayleigh,M1_image,20.0,SAIL I-II,0,0.3806,0.0801,1.8801,nominal,dedicated,0.3806,7.9,7.9,229.71,228.75,0.9958,4.774
rayleigh,M1_image,20.0,SAIL I-II,1,0.3806,0.0801,1.8801,nominal,dedicated,0.3806,7.9,12.137,300.58,299.62,0.9968,4.778
rayleigh,M1_image,20.0,SAIL I-II,2,0.3806,0.0801,1.8801,nominal,dedicated,0.3806,7.9,16.374,371.45,370.49,0.9974,4.78
rayleigh,M3_token,20.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0512,7.823,7.823,228.78,228.75,0.9998,4.789
rayleigh,M3_token,20.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0512,7.823,12.06,299.65,299.62,0.9999,4.79
rayleigh,M3_token,20.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0512,7.823,16.297,370.52,370.49,0.9999,4.79
rayleigh,M4_adaptive,20.0,SAIL I-II,0,0.2555,0.0538,1.8538,nominal,dedicated,0.2683,7.874,7.874,229.39,228.75,0.9972,4.779
rayleigh,M4_adaptive,20.0,SAIL I-II,1,0.2555,0.0538,1.8538,nominal,dedicated,0.2683,7.874,12.111,300.26,299.62,0.9979,4.782
rayleigh,M4_adaptive,20.0,SAIL I-II,2,0.2555,0.0538,1.8538,nominal,dedicated,0.2683,7.874,16.347,371.13,370.49,0.9983,4.783
rayleigh,M2_analog,-5.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rayleigh,M2_analog,-5.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rayleigh,M2_analog,-5.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rayleigh,M2_analog,0.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rayleigh,M2_analog,0.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rayleigh,M2_analog,0.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rayleigh,M2_analog,5.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rayleigh,M2_analog,5.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rayleigh,M2_analog,5.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rayleigh,M2_analog,10.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rayleigh,M2_analog,10.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rayleigh,M2_analog,10.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rayleigh,M2_analog,15.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rayleigh,M2_analog,15.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rayleigh,M2_analog,15.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rayleigh,M2_analog,20.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rayleigh,M2_analog,20.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rayleigh,M2_analog,20.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rayleigh,M0_naive,-5.0,SAIL I-II,0,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,8.932,242.09,228.75,0.9449,4.581
rayleigh,M0_naive,-5.0,SAIL I-II,1,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,13.169,312.96,299.62,0.9574,4.628
rayleigh,M0_naive,-5.0,SAIL I-II,2,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,17.406,383.83,370.49,0.9652,4.658
rayleigh,M0_naive,0.0,SAIL I-II,0,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,8.932,242.09,228.75,0.9449,4.581
rayleigh,M0_naive,0.0,SAIL I-II,1,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,13.169,312.96,299.62,0.9574,4.628
rayleigh,M0_naive,0.0,SAIL I-II,2,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,17.406,383.83,370.49,0.9652,4.658
rayleigh,M0_naive,5.0,SAIL I-II,0,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,8.932,242.09,228.75,0.9449,4.581
rayleigh,M0_naive,5.0,SAIL I-II,1,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,13.169,312.96,299.62,0.9574,4.628
rayleigh,M0_naive,5.0,SAIL I-II,2,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,17.406,383.83,370.49,0.9652,4.658
rayleigh,M0_naive,10.0,SAIL I-II,0,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,8.932,242.09,228.75,0.9449,4.581
rayleigh,M0_naive,10.0,SAIL I-II,1,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,13.169,312.96,299.62,0.9574,4.628
rayleigh,M0_naive,10.0,SAIL I-II,2,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,17.406,383.83,370.49,0.9652,4.658
rayleigh,M0_naive,15.0,SAIL I-II,0,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,8.932,242.09,228.75,0.9449,4.581
rayleigh,M0_naive,15.0,SAIL I-II,1,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,13.169,312.96,299.62,0.9574,4.628
rayleigh,M0_naive,15.0,SAIL I-II,2,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,17.406,383.83,370.49,0.9652,4.658
rayleigh,M0_naive,20.0,SAIL I-II,0,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,8.932,242.09,228.75,0.9449,4.581
rayleigh,M0_naive,20.0,SAIL I-II,1,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,13.169,312.96,299.62,0.9574,4.628
rayleigh,M0_naive,20.0,SAIL I-II,2,5.2828,1.1122,2.9122,nominal,dedicated,5.2828,8.932,17.406,383.83,370.49,0.9652,4.658
rician,M1_image,-5.0,SAIL I-II,0,4.123,0.868,2.668,nominal,dedicated,4.123,8.688,8.688,239.16,228.75,0.9564,4.625
rician,M1_image,-5.0,SAIL I-II,1,4.123,0.868,2.668,nominal,dedicated,4.123,8.688,12.925,310.03,299.62,0.9664,4.663
rician,M1_image,-5.0,SAIL I-II,2,4.123,0.868,2.668,nominal,dedicated,4.123,8.688,17.162,380.9,370.49,0.9727,4.686
rician,M3_token,-5.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,7.823,228.78,228.75,0.9998,4.789
rician,M3_token,-5.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,12.06,299.65,299.62,0.9999,4.79
rician,M3_token,-5.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,16.297,370.52,370.49,0.9999,4.79
rician,M4_adaptive,-5.0,SAIL I-II,0,2.716,0.5718,2.3718,nominal,dedicated,2.7295,8.392,8.392,235.61,228.75,0.9709,4.68
rician,M4_adaptive,-5.0,SAIL I-II,1,2.716,0.5718,2.3718,nominal,dedicated,2.7295,8.392,12.629,306.48,299.62,0.9776,4.705
rician,M4_adaptive,-5.0,SAIL I-II,2,2.716,0.5718,2.3718,nominal,dedicated,2.7295,8.392,16.865,377.35,370.49,0.9818,4.721
rician,M1_image,0.0,SAIL I-II,0,1.3703,0.2885,2.0885,nominal,dedicated,1.3703,8.108,8.108,232.21,228.75,0.9851,4.733
rician,M1_image,0.0,SAIL I-II,1,1.3703,0.2885,2.0885,nominal,dedicated,1.3703,8.108,12.345,303.08,299.62,0.9886,4.747
rician,M1_image,0.0,SAIL I-II,2,1.3703,0.2885,2.0885,nominal,dedicated,1.3703,8.108,16.582,373.95,370.49,0.9907,4.755
rician,M3_token,0.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,7.823,228.78,228.75,0.9998,4.789
rician,M3_token,0.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,12.06,299.65,299.62,0.9999,4.79
rician,M3_token,0.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,16.297,370.52,370.49,0.9999,4.79
rician,M4_adaptive,0.0,SAIL I-II,0,0.9034,0.1902,1.9902,nominal,dedicated,0.9169,8.01,8.01,231.03,228.75,0.9901,4.753
rician,M4_adaptive,0.0,SAIL I-II,1,0.9034,0.1902,1.9902,nominal,dedicated,0.9169,8.01,12.247,301.9,299.62,0.9924,4.761
rician,M4_adaptive,0.0,SAIL I-II,2,0.9034,0.1902,1.9902,nominal,dedicated,0.9169,8.01,16.484,372.77,370.49,0.9939,4.767
rician,M1_image,5.0,SAIL I-II,0,0.7838,0.165,1.965,nominal,dedicated,0.7838,7.985,7.985,230.73,228.75,0.9914,4.757
rician,M1_image,5.0,SAIL I-II,1,0.7838,0.165,1.965,nominal,dedicated,0.7838,7.985,12.222,301.6,299.62,0.9934,4.765
rician,M1_image,5.0,SAIL I-II,2,0.7838,0.165,1.965,nominal,dedicated,0.7838,7.985,16.459,372.47,370.49,0.9947,4.77
rician,M3_token,5.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,7.823,228.78,228.75,0.9998,4.789
rician,M3_token,5.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,12.06,299.65,299.62,0.9999,4.79
rician,M3_token,5.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,16.297,370.52,370.49,0.9999,4.79
rician,M4_adaptive,5.0,SAIL I-II,0,0.5208,0.1096,1.9096,nominal,dedicated,0.5343,7.93,7.93,230.06,228.75,0.9943,4.768
rician,M4_adaptive,5.0,SAIL I-II,1,0.5208,0.1096,1.9096,nominal,dedicated,0.5343,7.93,12.166,300.93,299.62,0.9956,4.773
rician,M4_adaptive,5.0,SAIL I-II,2,0.5208,0.1096,1.9096,nominal,dedicated,0.5343,7.93,16.403,371.8,370.49,0.9965,4.777
rician,M1_image,10.0,SAIL I-II,0,0.6074,0.1279,1.9279,nominal,dedicated,0.6074,7.948,7.948,230.28,228.75,0.9933,4.765
rician,M1_image,10.0,SAIL I-II,1,0.6074,0.1279,1.9279,nominal,dedicated,0.6074,7.948,12.185,301.15,299.62,0.9949,4.771
rician,M1_image,10.0,SAIL I-II,2,0.6074,0.1279,1.9279,nominal,dedicated,0.6074,7.948,16.421,372.02,370.49,0.9959,4.774
rician,M3_token,10.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,7.823,228.78,228.75,0.9998,4.789
rician,M3_token,10.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,12.06,299.65,299.62,0.9999,4.79
rician,M3_token,10.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,16.297,370.52,370.49,0.9999,4.79
rician,M4_adaptive,10.0,SAIL I-II,0,0.4044,0.0851,1.8851,nominal,dedicated,0.4179,7.905,7.905,229.77,228.75,0.9956,4.773
rician,M4_adaptive,10.0,SAIL I-II,1,0.4044,0.0851,1.8851,nominal,dedicated,0.4179,7.905,12.142,300.64,299.62,0.9966,4.777
rician,M4_adaptive,10.0,SAIL I-II,2,0.4044,0.0851,1.8851,nominal,dedicated,0.4179,7.905,16.379,371.51,370.49,0.9973,4.78
rician,M1_image,15.0,SAIL I-II,0,0.4679,0.0985,1.8985,nominal,dedicated,0.4679,7.919,7.919,229.93,228.75,0.9949,4.771
rician,M1_image,15.0,SAIL I-II,1,0.4679,0.0985,1.8985,nominal,dedicated,0.4679,7.919,12.155,300.8,299.62,0.9961,4.775
rician,M1_image,15.0,SAIL I-II,2,0.4679,0.0985,1.8985,nominal,dedicated,0.4679,7.919,16.392,371.67,370.49,0.9968,4.778
rician,M3_token,15.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,7.823,228.78,228.75,0.9998,4.789
rician,M3_token,15.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,12.06,299.65,299.62,0.9999,4.79
rician,M3_token,15.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,16.297,370.52,370.49,0.9999,4.79
rician,M4_adaptive,15.0,SAIL I-II,0,0.3127,0.0658,1.8658,nominal,dedicated,0.3262,7.886,7.886,229.54,228.75,0.9966,4.777
rician,M4_adaptive,15.0,SAIL I-II,1,0.3127,0.0658,1.8658,nominal,dedicated,0.3262,7.886,12.123,300.41,299.62,0.9974,4.78
rician,M4_adaptive,15.0,SAIL I-II,2,0.3127,0.0658,1.8658,nominal,dedicated,0.3262,7.886,16.359,371.28,370.49,0.9979,4.782
rician,M1_image,20.0,SAIL I-II,0,0.3527,0.0743,1.8743,nominal,dedicated,0.3527,7.894,7.894,229.64,228.75,0.9961,4.775
rician,M1_image,20.0,SAIL I-II,1,0.3527,0.0743,1.8743,nominal,dedicated,0.3527,7.894,12.131,300.51,299.62,0.997,4.779
rician,M1_image,20.0,SAIL I-II,2,0.3527,0.0743,1.8743,nominal,dedicated,0.3527,7.894,16.368,371.38,370.49,0.9976,4.781
rician,M3_token,20.0,SAIL I-II,0,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,7.823,228.78,228.75,0.9998,4.789
rician,M3_token,20.0,SAIL I-II,1,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,12.06,299.65,299.62,0.9999,4.79
rician,M3_token,20.0,SAIL I-II,2,0.0139,0.0029,1.8029,nominal,dedicated,0.0532,7.823,16.297,370.52,370.49,0.9999,4.79
rician,M4_adaptive,20.0,SAIL I-II,0,0.2371,0.0499,1.8499,nominal,dedicated,0.2506,7.87,7.87,229.34,228.75,0.9974,4.78
rician,M4_adaptive,20.0,SAIL I-II,1,0.2371,0.0499,1.8499,nominal,dedicated,0.2506,7.87,12.107,300.21,299.62,0.998,4.782
rician,M4_adaptive,20.0,SAIL I-II,2,0.2371,0.0499,1.8499,nominal,dedicated,0.2506,7.87,16.343,371.08,370.49,0.9984,4.784
rician,M2_analog,-5.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rician,M2_analog,-5.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rician,M2_analog,-5.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rician,M2_analog,0.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rician,M2_analog,0.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rician,M2_analog,0.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rician,M2_analog,5.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rician,M2_analog,5.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rician,M2_analog,5.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rician,M2_analog,10.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rician,M2_analog,10.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rician,M2_analog,10.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rician,M2_analog,15.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rician,M2_analog,15.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rician,M2_analog,15.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rician,M2_analog,20.0,SAIL I-II,0,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,7.883,229.5,228.75,0.9967,4.777
rician,M2_analog,20.0,SAIL I-II,1,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,12.12,300.37,299.62,0.9975,4.78
rician,M2_analog,20.0,SAIL I-II,2,0.3,0.0632,1.8632,nominal,dedicated,0.3,7.883,16.357,371.24,370.49,0.998,4.782
rician,M0_naive,-5.0,SAIL I-II,0,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,8.94,242.19,228.75,0.9445,4.58
rician,M0_naive,-5.0,SAIL I-II,1,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,13.177,313.06,299.62,0.9571,4.627
rician,M0_naive,-5.0,SAIL I-II,2,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,17.414,383.93,370.49,0.965,4.657
rician,M0_naive,0.0,SAIL I-II,0,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,8.94,242.19,228.75,0.9445,4.58
rician,M0_naive,0.0,SAIL I-II,1,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,13.177,313.06,299.62,0.9571,4.627
rician,M0_naive,0.0,SAIL I-II,2,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,17.414,383.93,370.49,0.965,4.657
rician,M0_naive,5.0,SAIL I-II,0,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,8.94,242.19,228.75,0.9445,4.58
rician,M0_naive,5.0,SAIL I-II,1,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,13.177,313.06,299.62,0.9571,4.627
rician,M0_naive,5.0,SAIL I-II,2,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,17.414,383.93,370.49,0.965,4.657
rician,M0_naive,10.0,SAIL I-II,0,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,8.94,242.19,228.75,0.9445,4.58
rician,M0_naive,10.0,SAIL I-II,1,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,13.177,313.06,299.62,0.9571,4.627
rician,M0_naive,10.0,SAIL I-II,2,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,17.414,383.93,370.49,0.965,4.657
rician,M0_naive,15.0,SAIL I-II,0,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,8.94,242.19,228.75,0.9445,4.58
rician,M0_naive,15.0,SAIL I-II,1,5.3206,1.1201,2.9201,nominal,dedicated,5.3206,8.94,13.177,313.06,299.62,0.9571,4.627
