channel,service,snr_db,traffic_class,sigma_band,upload_airtime_s,queue_wait_W_s,T4_comm_mean_s,load,c2_mode,comm_latency_s,T4_mean_s,T4_s,d_TC_m,d_TC_default_m,rel_capacity,N_ref_illustrative
rayleigh,M2_analog,-5.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rayleigh,M2_analog,-5.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rayleigh,M2_analog,-5.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rayleigh,M2_analog,0.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rayleigh,M2_analog,0.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rayleigh,M2_analog,0.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rayleigh,M2_analog,5.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rayleigh,M2_analog,5.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rayleigh,M2_analog,5.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rayleigh,M2_analog,10.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rayleigh,M2_analog,10.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rayleigh,M2_analog,10.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rayleigh,M2_analog,15.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rayleigh,M2_analog,15.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rayleigh,M2_analog,15.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rayleigh,M2_analog,20.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rayleigh,M2_analog,20.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rayleigh,M2_analog,20.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rayleigh,M0_naive,-5.0,SAIL I-II,0,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,9.858,253.2,228.75,0.9034,4.424
rayleigh,M0_naive,-5.0,SAIL I-II,1,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,14.094,324.07,299.62,0.9245,4.504
rayleigh,M0_naive,-5.0,SAIL I-II,2,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,18.331,394.94,370.49,0.9381,4.555
rayleigh,M0_naive,0.0,SAIL I-II,0,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,9.858,253.2,228.75,0.9034,4.424
rayleigh,M0_naive,0.0,SAIL I-II,1,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,14.094,324.07,299.62,0.9245,4.504
rayleigh,M0_naive,0.0,SAIL I-II,2,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,18.331,394.94,370.49,0.9381,4.555
rayleigh,M0_naive,5.0,SAIL I-II,0,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,9.858,253.2,228.75,0.9034,4.424
rayleigh,M0_naive,5.0,SAIL I-II,1,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,14.094,324.07,299.62,0.9245,4.504
rayleigh,M0_naive,5.0,SAIL I-II,2,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,18.331,394.94,370.49,0.9381,4.555
rayleigh,M0_naive,10.0,SAIL I-II,0,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,9.858,253.2,228.75,0.9034,4.424
rayleigh,M0_naive,10.0,SAIL I-II,1,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,14.094,324.07,299.62,0.9245,4.504
rayleigh,M0_naive,10.0,SAIL I-II,2,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,18.331,394.94,370.49,0.9381,4.555
rayleigh,M0_naive,15.0,SAIL I-II,0,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,9.858,253.2,228.75,0.9034,4.424
rayleigh,M0_naive,15.0,SAIL I-II,1,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,14.094,324.07,299.62,0.9245,4.504
rayleigh,M0_naive,15.0,SAIL I-II,2,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,18.331,394.94,370.49,0.9381,4.555
rayleigh,M0_naive,20.0,SAIL I-II,0,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,9.858,253.2,228.75,0.9034,4.424
rayleigh,M0_naive,20.0,SAIL I-II,1,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,14.094,324.07,299.62,0.9245,4.504
rayleigh,M0_naive,20.0,SAIL I-II,2,5.2828,2.0377,3.8377,peak,dedicated,5.2828,9.858,18.331,394.94,370.49,0.9381,4.555
rician,M1_image,-5.0,SAIL I-II,0,4.123,1.5903,3.3903,peak,dedicated,4.123,9.41,9.41,247.83,228.75,0.923,4.498
rician,M1_image,-5.0,SAIL I-II,1,4.123,1.5903,3.3903,peak,dedicated,4.123,9.41,13.647,318.7,299.62,0.9401,4.563
rician,M1_image,-5.0,SAIL I-II,2,4.123,1.5903,3.3903,peak,dedicated,4.123,9.41,17.884,389.57,370.49,0.951,4.604
rician,M3_token,-5.0,SAIL I-II,0,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,7.825,228.81,228.75,0.9997,4.789
rician,M3_token,-5.0,SAIL I-II,1,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,12.062,299.68,299.62,0.9998,4.789
rician,M3_token,-5.0,SAIL I-II,2,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,16.299,370.55,370.49,0.9998,4.789
rician,M4_adaptive,-5.0,SAIL I-II,0,2.716,1.0476,2.8476,peak,dedicated,2.7295,8.868,8.868,241.32,228.75,0.9479,4.593
rician,M4_adaptive,-5.0,SAIL I-II,1,2.716,1.0476,2.8476,peak,dedicated,2.7295,8.868,13.104,312.19,299.62,0.9597,4.637
rician,M4_adaptive,-5.0,SAIL I-II,2,2.716,1.0476,2.8476,peak,dedicated,2.7295,8.868,17.341,383.06,370.49,0.9672,4.666
rician,M1_image,0.0,SAIL I-II,0,1.3703,0.5285,2.3285,peak,dedicated,1.3703,8.349,8.349,235.09,228.75,0.973,4.688
rician,M1_image,0.0,SAIL I-II,1,1.3703,0.5285,2.3285,peak,dedicated,1.3703,8.349,12.585,305.96,299.62,0.9793,4.711
rician,M1_image,0.0,SAIL I-II,2,1.3703,0.5285,2.3285,peak,dedicated,1.3703,8.349,16.822,376.83,370.49,0.9832,4.726
rician,M3_token,0.0,SAIL I-II,0,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,7.825,228.81,228.75,0.9997,4.789
rician,M3_token,0.0,SAIL I-II,1,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,12.062,299.68,299.62,0.9998,4.789
rician,M3_token,0.0,SAIL I-II,2,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,16.299,370.55,370.49,0.9998,4.789
rician,M4_adaptive,0.0,SAIL I-II,0,0.9034,0.3485,2.1485,peak,dedicated,0.9169,8.168,8.168,232.93,228.75,0.982,4.722
rician,M4_adaptive,0.0,SAIL I-II,1,0.9034,0.3485,2.1485,peak,dedicated,0.9169,8.168,12.405,303.8,299.62,0.9862,4.738
rician,M4_adaptive,0.0,SAIL I-II,2,0.9034,0.3485,2.1485,peak,dedicated,0.9169,8.168,16.642,374.67,370.49,0.9888,4.748
rician,M1_image,5.0,SAIL I-II,0,0.7838,0.3023,2.1023,peak,dedicated,0.7838,8.122,8.122,232.37,228.75,0.9844,4.731
rician,M1_image,5.0,SAIL I-II,1,0.7838,0.3023,2.1023,peak,dedicated,0.7838,8.122,12.359,303.24,299.62,0.988,4.745
rician,M1_image,5.0,SAIL I-II,2,0.7838,0.3023,2.1023,peak,dedicated,0.7838,8.122,16.596,374.11,370.49,0.9903,4.753
rician,M3_token,5.0,SAIL I-II,0,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,7.825,228.81,228.75,0.9997,4.789
rician,M3_token,5.0,SAIL I-II,1,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,12.062,299.68,299.62,0.9998,4.789
rician,M3_token,5.0,SAIL I-II,2,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,16.299,370.55,370.49,0.9998,4.789
rician,M4_adaptive,5.0,SAIL I-II,0,0.5208,0.2009,2.0009,peak,dedicated,0.5343,8.021,8.021,231.16,228.75,0.9896,4.75
rician,M4_adaptive,5.0,SAIL I-II,1,0.5208,0.2009,2.0009,peak,dedicated,0.5343,8.021,12.258,302.03,299.62,0.992,4.76
rician,M4_adaptive,5.0,SAIL I-II,2,0.5208,0.2009,2.0009,peak,dedicated,0.5343,8.021,16.494,372.9,370.49,0.9935,4.765
rician,M1_image,10.0,SAIL I-II,0,0.6074,0.2343,2.0343,peak,dedicated,0.6074,8.054,8.054,231.56,228.75,0.9879,4.744
rician,M1_image,10.0,SAIL I-II,1,0.6074,0.2343,2.0343,peak,dedicated,0.6074,8.054,12.291,302.43,299.62,0.9907,4.755
rician,M1_image,10.0,SAIL I-II,2,0.6074,0.2343,2.0343,peak,dedicated,0.6074,8.054,16.528,373.3,370.49,0.9925,4.761
rician,M3_token,10.0,SAIL I-II,0,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,7.825,228.81,228.75,0.9997,4.789
rician,M3_token,10.0,SAIL I-II,1,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,12.062,299.68,299.62,0.9998,4.789
rician,M3_token,10.0,SAIL I-II,2,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,16.299,370.55,370.49,0.9998,4.789
rician,M4_adaptive,10.0,SAIL I-II,0,0.4044,0.156,1.956,peak,dedicated,0.4179,7.976,7.976,230.62,228.75,0.9919,4.759
rician,M4_adaptive,10.0,SAIL I-II,1,0.4044,0.156,1.956,peak,dedicated,0.4179,7.976,12.213,301.49,299.62,0.9938,4.766
rician,M4_adaptive,10.0,SAIL I-II,2,0.4044,0.156,1.956,peak,dedicated,0.4179,7.976,16.45,372.36,370.49,0.995,4.771
rician,M1_image,15.0,SAIL I-II,0,0.4679,0.1805,1.9805,peak,dedicated,0.4679,8.0,8.0,230.91,228.75,0.9906,4.754
rician,M1_image,15.0,SAIL I-II,1,0.4679,0.1805,1.9805,peak,dedicated,0.4679,8.0,12.237,301.78,299.62,0.9928,4.763
rician,M1_image,15.0,SAIL I-II,2,0.4679,0.1805,1.9805,peak,dedicated,0.4679,8.0,16.474,372.65,370.49,0.9942,4.768
rician,M3_token,15.0,SAIL I-II,0,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,7.825,228.81,228.75,0.9997,4.789
rician,M3_token,15.0,SAIL I-II,1,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,12.062,299.68,299.62,0.9998,4.789
rician,M3_token,15.0,SAIL I-II,2,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,16.299,370.55,370.49,0.9998,4.789
rician,M4_adaptive,15.0,SAIL I-II,0,0.3127,0.1206,1.9206,peak,dedicated,0.3262,7.941,7.941,230.19,228.75,0.9937,4.766
rician,M4_adaptive,15.0,SAIL I-II,1,0.3127,0.1206,1.9206,peak,dedicated,0.3262,7.941,12.177,301.06,299.62,0.9952,4.772
rician,M4_adaptive,15.0,SAIL I-II,2,0.3127,0.1206,1.9206,peak,dedicated,0.3262,7.941,16.414,371.93,370.49,0.9961,4.775
rician,M1_image,20.0,SAIL I-II,0,0.3527,0.136,1.936,peak,dedicated,0.3527,7.956,7.956,230.38,228.75,0.9929,4.763
rician,M1_image,20.0,SAIL I-II,1,0.3527,0.136,1.936,peak,dedicated,0.3527,7.956,12.193,301.25,299.62,0.9946,4.769
rician,M1_image,20.0,SAIL I-II,2,0.3527,0.136,1.936,peak,dedicated,0.3527,7.956,16.43,372.12,370.49,0.9956,4.773
rician,M3_token,20.0,SAIL I-II,0,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,7.825,228.81,228.75,0.9997,4.789
rician,M3_token,20.0,SAIL I-II,1,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,12.062,299.68,299.62,0.9998,4.789
rician,M3_token,20.0,SAIL I-II,2,0.0139,0.0054,1.8054,peak,dedicated,0.0532,7.825,16.299,370.55,370.49,0.9998,4.789
rician,M4_adaptive,20.0,SAIL I-II,0,0.2371,0.0915,1.8915,peak,dedicated,0.2506,7.911,7.911,229.84,228.75,0.9952,4.772
rician,M4_adaptive,20.0,SAIL I-II,1,0.2371,0.0915,1.8915,peak,dedicated,0.2506,7.911,12.148,300.71,299.62,0.9964,4.776
rician,M4_adaptive,20.0,SAIL I-II,2,0.2371,0.0915,1.8915,peak,dedicated,0.2506,7.911,16.385,371.58,370.49,0.997,4.779
rician,M2_analog,-5.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rician,M2_analog,-5.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rician,M2_analog,-5.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rician,M2_analog,0.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rician,M2_analog,0.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rician,M2_analog,0.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rician,M2_analog,5.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rician,M2_analog,5.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rician,M2_analog,5.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rician,M2_analog,10.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rician,M2_analog,10.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rician,M2_analog,10.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rician,M2_analog,15.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rician,M2_analog,15.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rician,M2_analog,15.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rician,M2_analog,20.0,SAIL I-II,0,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,7.936,230.13,228.75,0.994,4.767
rician,M2_analog,20.0,SAIL I-II,1,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,12.173,301.0,299.62,0.9954,4.773
rician,M2_analog,20.0,SAIL I-II,2,0.3,0.1157,1.9157,peak,dedicated,0.3,7.936,16.409,371.87,370.49,0.9963,4.776
rician,M0_naive,-5.0,SAIL I-II,0,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,9.872,253.37,228.75,0.9028,4.422
rician,M0_naive,-5.0,SAIL I-II,1,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,14.109,324.24,299.62,0.924,4.502
rician,M0_naive,-5.0,SAIL I-II,2,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,18.346,395.11,370.49,0.9377,4.554
rician,M0_naive,0.0,SAIL I-II,0,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,9.872,253.37,228.75,0.9028,4.422
rician,M0_naive,0.0,SAIL I-II,1,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,14.109,324.24,299.62,0.924,4.502
rician,M0_naive,0.0,SAIL I-II,2,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,18.346,395.11,370.49,0.9377,4.554
rician,M0_naive,5.0,SAIL I-II,0,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,9.872,253.37,228.75,0.9028,4.422
rician,M0_naive,5.0,SAIL I-II,1,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,14.109,324.24,299.62,0.924,4.502
rician,M0_naive,5.0,SAIL I-II,2,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,18.346,395.11,370.49,0.9377,4.554
rician,M0_naive,10.0,SAIL I-II,0,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,9.872,253.37,228.75,0.9028,4.422
rician,M0_naive,10.0,SAIL I-II,1,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,14.109,324.24,299.62,0.924,4.502
rician,M0_naive,10.0,SAIL I-II,2,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,18.346,395.11,370.49,0.9377,4.554
rician,M0_naive,15.0,SAIL I-II,0,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,9.872,253.37,228.75,0.9028,4.422
rician,M0_naive,15.0,SAIL I-II,1,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,14.109,324.24,299.62,0.924,4.502
rician,M0_naive,15.0,SAIL I-II,2,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,18.346,395.11,370.49,0.9377,4.554
rician,M0_naive,20.0,SAIL I-II,0,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,9.872,253.37,228.75,0.9028,4.422
rician,M0_naive,20.0,SAIL I-II,1,5.3206,2.0522,3.8522,peak,dedicated,5.3206,9.872,14.109,324.24,299.62,0.924,4.502
