channel,service,snr_db,traffic_class,sigma_band,upload_airtime_s,queue_wait_W_s,T4_comm_mean_s,load,c2_mode,comm_latency_s,T4_mean_s,T4_s,d_TC_m,d_TC_default_m,rel_capacity,N_ref_illustrative
rayleigh,M2_analog,10.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,10.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M2_analog,15.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,15.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,15.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M2_analog,20.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,20.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,20.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M0_naive,-5.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,-5.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,-5.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,0.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,0.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,0.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,5.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,5.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,5.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,10.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,10.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,10.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,15.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,15.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,15.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,20.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,20.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,20.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rician,M1_image,-5.0,SAIL I-II,0,4.123,2.1989,3.9989,peak,shared,4.123,10.019,10.019,255.13,228.75,0.8966,4.398
rician,M1_image,-5.0,SAIL I-II,1,4.123,2.1989,3.9989,peak,shared,4.123,10.019,14.256,326.0,299.62,0.9191,4.483
rician,M1_image,-5.0,SAIL I-II,2,4.123,2.1989,3.9989,peak,shared,4.123,10.019,18.493,396.87,370.49,0.9335,4.538
rician,M3_token,-5.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,7.827,228.83,228.75,0.9996,4.789
rician,M3_token,-5.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,12.064,299.7,299.62,0.9997,4.789
rician,M3_token,-5.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,16.301,370.57,370.49,0.9998,4.789
rician,M4_adaptive,-5.0,SAIL I-II,0,2.716,1.4485,3.2485,peak,shared,2.7295,9.269,9.269,246.13,228.75,0.9294,4.522
rician,M4_adaptive,-5.0,SAIL I-II,1,2.716,1.4485,3.2485,peak,shared,2.7295,9.269,13.505,317.0,299.62,0.9452,4.582
rician,M4_adaptive,-5.0,SAIL I-II,2,2.716,1.4485,3.2485,peak,shared,2.7295,9.269,17.742,387.87,370.49,0.9552,4.62
rician,M1_image,0.0,SAIL I-II,0,1.3703,0.7308,2.5308,peak,shared,1.3703,8.551,8.551,237.52,228.75,0.9631,4.65
rician,M1_image,0.0,SAIL I-II,1,1.3703,0.7308,2.5308,peak,shared,1.3703,8.551,12.788,308.39,299.62,0.9716,4.682
rician,M1_image,0.0,SAIL I-II,2,1.3703,0.7308,2.5308,peak,shared,1.3703,8.551,17.024,379.26,370.49,0.9769,4.702
rician,M3_token,0.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,7.827,228.83,228.75,0.9996,4.789
rician,M3_token,0.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,12.064,299.7,299.62,0.9997,4.789
rician,M3_token,0.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,16.301,370.57,370.49,0.9998,4.789
rician,M4_adaptive,0.0,SAIL I-II,0,0.9034,0.4818,2.2818,peak,shared,0.9169,8.302,8.302,234.53,228.75,0.9753,4.697
rician,M4_adaptive,0.0,SAIL I-II,1,0.9034,0.4818,2.2818,peak,shared,0.9169,8.302,12.539,305.4,299.62,0.9811,4.718
rician,M4_adaptive,0.0,SAIL I-II,2,0.9034,0.4818,2.2818,peak,shared,0.9169,8.302,16.775,376.27,370.49,0.9846,4.732
rician,M1_image,5.0,SAIL I-II,0,0.7838,0.418,2.218,peak,shared,0.7838,8.238,8.238,233.76,228.75,0.9785,4.709
rician,M1_image,5.0,SAIL I-II,1,0.7838,0.418,2.218,peak,shared,0.7838,8.238,12.475,304.63,299.62,0.9835,4.728
rician,M1_image,5.0,SAIL I-II,2,0.7838,0.418,2.218,peak,shared,0.7838,8.238,16.712,375.5,370.49,0.9866,4.739
rician,M3_token,5.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,7.827,228.83,228.75,0.9996,4.789
rician,M3_token,5.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,12.064,299.7,299.62,0.9997,4.789
rician,M3_token,5.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,16.301,370.57,370.49,0.9998,4.789
rician,M4_adaptive,5.0,SAIL I-II,0,0.5208,0.2778,2.0778,peak,shared,0.5343,8.098,8.098,232.08,228.75,0.9856,4.736
rician,M4_adaptive,5.0,SAIL I-II,1,0.5208,0.2778,2.0778,peak,shared,0.5343,8.098,12.335,302.95,299.62,0.989,4.748
rician,M4_adaptive,5.0,SAIL I-II,2,0.5208,0.2778,2.0778,peak,shared,0.5343,8.098,16.571,373.82,370.49,0.9911,4.756
rician,M1_image,10.0,SAIL I-II,0,0.6074,0.3239,2.1239,peak,shared,0.6074,8.144,8.144,232.63,228.75,0.9833,4.727
rician,M1_image,10.0,SAIL I-II,1,0.6074,0.3239,2.1239,peak,shared,0.6074,8.144,12.381,303.5,299.62,0.9872,4.741
rician,M1_image,10.0,SAIL I-II,2,0.6074,0.3239,2.1239,peak,shared,0.6074,8.144,16.618,374.37,370.49,0.9896,4.751
rician,M3_token,10.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,7.827,228.83,228.75,0.9996,4.789
rician,M3_token,10.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,12.064,299.7,299.62,0.9997,4.789
rician,M3_token,10.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,16.301,370.57,370.49,0.9998,4.789
rician,M4_adaptive,10.0,SAIL I-II,0,0.4044,0.2157,2.0157,peak,shared,0.4179,8.036,8.036,231.33,228.75,0.9888,4.748
rician,M4_adaptive,10.0,SAIL I-II,1,0.4044,0.2157,2.0157,peak,shared,0.4179,8.036,12.272,302.2,299.62,0.9914,4.758
rician,M4_adaptive,10.0,SAIL I-II,2,0.4044,0.2157,2.0157,peak,shared,0.4179,8.036,16.509,373.07,370.49,0.9931,4.764
rician,M1_image,15.0,SAIL I-II,0,0.4679,0.2495,2.0495,peak,shared,0.4679,8.07,8.07,231.74,228.75,0.9871,4.741
rician,M1_image,15.0,SAIL I-II,1,0.4679,0.2495,2.0495,peak,shared,0.4679,8.07,12.306,302.61,299.62,0.9901,4.752
rician,M1_image,15.0,SAIL I-II,2,0.4679,0.2495,2.0495,peak,shared,0.4679,8.07,16.543,373.48,370.49,0.992,4.76
rician,M3_token,15.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,7.827,228.83,228.75,0.9996,4.789
rician,M3_token,15.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,12.064,299.7,299.62,0.9997,4.789
rician,M3_token,15.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,16.301,370.57,370.49,0.9998,4.789
rician,M4_adaptive,15.0,SAIL I-II,0,0.3127,0.1668,1.9668,peak,shared,0.3262,7.987,7.987,230.75,228.75,0.9913,4.757
rician,M4_adaptive,15.0,SAIL I-II,1,0.3127,0.1668,1.9668,peak,shared,0.3262,7.987,12.224,301.62,299.62,0.9934,4.765
rician,M4_adaptive,15.0,SAIL I-II,2,0.3127,0.1668,1.9668,peak,shared,0.3262,7.987,16.46,372.49,370.49,0.9946,4.77
rician,M1_image,20.0,SAIL I-II,0,0.3527,0.1881,1.9881,peak,shared,0.3527,8.008,8.008,231.0,228.75,0.9902,4.753
rician,M1_image,20.0,SAIL I-II,1,0.3527,0.1881,1.9881,peak,shared,0.3527,8.008,12.245,301.87,299.62,0.9925,4.762
rician,M1_image,20.0,SAIL I-II,2,0.3527,0.1881,1.9881,peak,shared,0.3527,8.008,16.482,372.74,370.49,0.9939,4.767
rician,M3_token,20.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,7.827,228.83,228.75,0.9996,4.789
rician,M3_token,20.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,12.064,299.7,299.62,0.9997,4.789
rician,M3_token,20.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0532,7.827,16.301,370.57,370.49,0.9998,4.789
rician,M4_adaptive,20.0,SAIL I-II,0,0.2371,0.1265,1.9265,peak,shared,0.2506,7.946,7.946,230.26,228.75,0.9934,4.765
rician,M4_adaptive,20.0,SAIL I-II,1,0.2371,0.1265,1.9265,peak,shared,0.2506,7.946,12.183,301.13,299.62,0.995,4.771
rician,M4_adaptive,20.0,SAIL I-II,2,0.2371,0.1265,1.9265,peak,shared,0.2506,7.946,16.42,372.0,370.49,0.9959,4.775
rician,M2_analog,-5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rician,M2_analog,-5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rician,M2_analog,-5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rician,M2_analog,0.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rician,M2_analog,0.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rician,M2_analog,0.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rician,M2_analog,5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rician,M2_analog,5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rician,M2_analog,5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rician,M2_analog,10.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rician,M2_analog,10.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rician,M2_analog,10.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rician,M2_analog,15.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rician,M2_analog,15.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rician,M2_analog,15.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rician,M2_analog,20.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rician,M2_analog,20.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rician,M2_analog,20.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rician,M0_naive,-5.0,SAIL I-II,0,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,10.658,262.8,228.75,0.8704,4.299
rician,M0_naive,-5.0,SAIL I-II,1,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,14.894,333.67,299.62,0.8979,4.403
rician,M0_naive,-5.0,SAIL I-II,2,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,19.131,404.54,370.49,0.9158,4.471
rician,M0_naive,0.0,SAIL I-II,0,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,10.658,262.8,228.75,0.8704,4.299
rician,M0_naive,0.0,SAIL I-II,1,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,14.894,333.67,299.62,0.8979,4.403
rician,M0_naive,0.0,SAIL I-II,2,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,19.131,404.54,370.49,0.9158,4.471
rician,M0_naive,5.0,SAIL I-II,0,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,10.658,262.8,228.75,0.8704,4.299
rician,M0_naive,5.0,SAIL I-II,1,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,14.894,333.67,299.62,0.8979,4.403
rician,M0_naive,5.0,SAIL I-II,2,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,19.131,404.54,370.49,0.9158,4.471
rician,M0_naive,10.0,SAIL I-II,0,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,10.658,262.8,228.75,0.8704,4.299
rician,M0_naive,10.0,SAIL I-II,1,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,14.894,333.67,299.62,0.8979,4.403
rician,M0_naive,10.0,SAIL I-II,2,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,19.131,404.54,370.49,0.9158,4.471
rician,M0_naive,15.0,SAIL I-II,0,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,10.658,262.8,228.75,0.8704,4.299
rician,M0_naive,15.0,SAIL I-II,1,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,14.894,333.67,299.62,0.8979,4.403
rician,M0_naive,15.0,SAIL I-II,2,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,19.131,404.54,370.49,0.9158,4.471
rician,M0_naive,20.0,SAIL I-II,0,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,10.658,262.8,228.75,0.8704,4.299
rician,M0_naive,20.0,SAIL I-II,1,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,14.894,333.67,299.62,0.8979,4.403
rician,M0_naive,20.0,SAIL I-II,2,5.3206,2.8377,4.6377,peak,shared,5.3206,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M1_image,-5.0,SAIL I-II,0,4.0124,2.1399,3.9399,peak,shared,4.0124,9.96,9.96,254.43,228.75,0.8991,4.407
awgn,M1_image,-5.0,SAIL I-II,1,4.0124,2.1399,3.9399,peak,shared,4.0124,9.96,14.197,325.3,299.62,0.9211,4.491
awgn,M1_image,-5.0,SAIL I-II,2,4.0124,2.1399,3.9399,peak,shared,4.0124,9.96,18.434,396.17,370.49,0.9352,4.544
awgn,M3_token,-5.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,7.827,228.83,228.75,0.9996,4.789
