channel,service,snr_db,traffic_class,sigma_band,upload_airtime_s,queue_wait_W_s,T4_comm_mean_s,load,c2_mode,comm_latency_s,T4_mean_s,T4_s,d_TC_m,d_TC_default_m,rel_capacity,N_ref_illustrative
rayleigh,M1_image,10.0,SAIL I-II,2,0.6421,0.1605,1.9605,nominal,shared,0.6421,7.981,16.454,372.41,370.49,0.9948,4.77
rayleigh,M3_token,10.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,7.823,228.79,228.75,0.9998,4.789
rayleigh,M3_token,10.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,12.06,299.66,299.62,0.9999,4.789
rayleigh,M3_token,10.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,16.297,370.53,370.49,0.9999,4.79
rayleigh,M4_adaptive,10.0,SAIL I-II,0,0.4272,0.1068,1.9068,nominal,shared,0.44,7.927,7.927,230.03,228.75,0.9944,4.769
rayleigh,M4_adaptive,10.0,SAIL I-II,1,0.4272,0.1068,1.9068,nominal,shared,0.44,7.927,12.164,300.9,299.62,0.9957,4.774
rayleigh,M4_adaptive,10.0,SAIL I-II,2,0.4272,0.1068,1.9068,nominal,shared,0.44,7.927,16.4,371.77,370.49,0.9966,4.777
rayleigh,M1_image,15.0,SAIL I-II,0,0.5091,0.1273,1.9273,nominal,shared,0.5091,7.947,7.947,230.27,228.75,0.9934,4.765
rayleigh,M1_image,15.0,SAIL I-II,1,0.5091,0.1273,1.9273,nominal,shared,0.5091,7.947,12.184,301.14,299.62,0.9949,4.771
rayleigh,M1_image,15.0,SAIL I-II,2,0.5091,0.1273,1.9273,nominal,shared,0.5091,7.947,16.421,372.01,370.49,0.9959,4.774
rayleigh,M3_token,15.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,7.823,228.79,228.75,0.9998,4.789
rayleigh,M3_token,15.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,12.06,299.66,299.62,0.9999,4.789
rayleigh,M3_token,15.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,16.297,370.53,370.49,0.9999,4.79
rayleigh,M4_adaptive,15.0,SAIL I-II,0,0.3396,0.0849,1.8849,nominal,shared,0.3524,7.905,7.905,229.76,228.75,0.9956,4.773
rayleigh,M4_adaptive,15.0,SAIL I-II,1,0.3396,0.0849,1.8849,nominal,shared,0.3524,7.905,12.142,300.63,299.62,0.9966,4.777
rayleigh,M4_adaptive,15.0,SAIL I-II,2,0.3396,0.0849,1.8849,nominal,shared,0.3524,7.905,16.378,371.5,370.49,0.9973,4.78
rayleigh,M1_image,20.0,SAIL I-II,0,0.3806,0.0951,1.8952,nominal,shared,0.3806,7.915,7.915,229.89,228.75,0.995,4.771
rayleigh,M1_image,20.0,SAIL I-II,1,0.3806,0.0951,1.8952,nominal,shared,0.3806,7.915,12.152,300.76,299.62,0.9962,4.776
rayleigh,M1_image,20.0,SAIL I-II,2,0.3806,0.0951,1.8952,nominal,shared,0.3806,7.915,16.389,371.63,370.49,0.9969,4.778
rayleigh,M3_token,20.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,7.823,228.79,228.75,0.9998,4.789
rayleigh,M3_token,20.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,12.06,299.66,299.62,0.9999,4.789
rayleigh,M3_token,20.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0512,7.823,16.297,370.53,370.49,0.9999,4.79
rayleigh,M4_adaptive,20.0,SAIL I-II,0,0.2555,0.0639,1.8639,nominal,shared,0.2683,7.884,7.884,229.51,228.75,0.9967,4.777
rayleigh,M4_adaptive,20.0,SAIL I-II,1,0.2555,0.0639,1.8639,nominal,shared,0.2683,7.884,12.121,300.38,299.62,0.9974,4.78
rayleigh,M4_adaptive,20.0,SAIL I-II,2,0.2555,0.0639,1.8639,nominal,shared,0.2683,7.884,16.357,371.25,370.49,0.9979,4.782
rayleigh,M2_analog,-5.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rayleigh,M2_analog,-5.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rayleigh,M2_analog,-5.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rayleigh,M2_analog,0.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rayleigh,M2_analog,0.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rayleigh,M2_analog,0.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rayleigh,M2_analog,5.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rayleigh,M2_analog,5.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rayleigh,M2_analog,5.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rayleigh,M2_analog,10.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rayleigh,M2_analog,10.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rayleigh,M2_analog,10.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rayleigh,M2_analog,15.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rayleigh,M2_analog,15.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rayleigh,M2_analog,15.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rayleigh,M2_analog,20.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rayleigh,M2_analog,20.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rayleigh,M2_analog,20.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rayleigh,M0_naive,-5.0,SAIL I-II,0,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,9.141,244.59,228.75,0.9352,4.544
rayleigh,M0_naive,-5.0,SAIL I-II,1,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,13.377,315.46,299.62,0.9498,4.6
rayleigh,M0_naive,-5.0,SAIL I-II,2,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,17.614,386.33,370.49,0.959,4.635
rayleigh,M0_naive,0.0,SAIL I-II,0,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,9.141,244.59,228.75,0.9352,4.544
rayleigh,M0_naive,0.0,SAIL I-II,1,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,13.377,315.46,299.62,0.9498,4.6
rayleigh,M0_naive,0.0,SAIL I-II,2,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,17.614,386.33,370.49,0.959,4.635
rayleigh,M0_naive,5.0,SAIL I-II,0,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,9.141,244.59,228.75,0.9352,4.544
rayleigh,M0_naive,5.0,SAIL I-II,1,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,13.377,315.46,299.62,0.9498,4.6
rayleigh,M0_naive,5.0,SAIL I-II,2,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,17.614,386.33,370.49,0.959,4.635
rayleigh,M0_naive,10.0,SAIL I-II,0,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,9.141,244.59,228.75,0.9352,4.544
rayleigh,M0_naive,10.0,SAIL I-II,1,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,13.377,315.46,299.62,0.9498,4.6
rayleigh,M0_naive,10.0,SAIL I-II,2,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,17.614,386.33,370.49,0.959,4.635
rayleigh,M0_naive,15.0,SAIL I-II,0,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,9.141,244.59,228.75,0.9352,4.544
rayleigh,M0_naive,15.0,SAIL I-II,1,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,13.377,315.46,299.62,0.9498,4.6
rayleigh,M0_naive,15.0,SAIL I-II,2,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,17.614,386.33,370.49,0.959,4.635
rayleigh,M0_naive,20.0,SAIL I-II,0,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,9.141,244.59,228.75,0.9352,4.544
rayleigh,M0_naive,20.0,SAIL I-II,1,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,13.377,315.46,299.62,0.9498,4.6
rayleigh,M0_naive,20.0,SAIL I-II,2,5.2828,1.3207,3.1207,nominal,shared,5.2828,9.141,17.614,386.33,370.49,0.959,4.635
rician,M1_image,-5.0,SAIL I-II,0,4.123,1.0308,2.8308,nominal,shared,4.123,8.851,8.851,241.11,228.75,0.9487,4.596
rician,M1_image,-5.0,SAIL I-II,1,4.123,1.0308,2.8308,nominal,shared,4.123,8.851,13.088,311.98,299.62,0.9604,4.64
rician,M1_image,-5.0,SAIL I-II,2,4.123,1.0308,2.8308,nominal,shared,4.123,8.851,17.324,382.85,370.49,0.9677,4.668
rician,M3_token,-5.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,7.823,228.79,228.75,0.9998,4.789
rician,M3_token,-5.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,12.06,299.66,299.62,0.9999,4.789
rician,M3_token,-5.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,16.297,370.53,370.49,0.9999,4.79
rician,M4_adaptive,-5.0,SAIL I-II,0,2.716,0.679,2.479,nominal,shared,2.7295,8.499,8.499,236.89,228.75,0.9656,4.66
rician,M4_adaptive,-5.0,SAIL I-II,1,2.716,0.679,2.479,nominal,shared,2.7295,8.499,12.736,307.76,299.62,0.9735,4.69
rician,M4_adaptive,-5.0,SAIL I-II,2,2.716,0.679,2.479,nominal,shared,2.7295,8.499,16.973,378.63,370.49,0.9785,4.708
rician,M1_image,0.0,SAIL I-II,0,1.3703,0.3426,2.1426,nominal,shared,1.3703,8.163,8.163,232.86,228.75,0.9823,4.723
rician,M1_image,0.0,SAIL I-II,1,1.3703,0.3426,2.1426,nominal,shared,1.3703,8.163,12.399,303.73,299.62,0.9865,4.739
rician,M1_image,0.0,SAIL I-II,2,1.3703,0.3426,2.1426,nominal,shared,1.3703,8.163,16.636,374.6,370.49,0.989,4.748
rician,M3_token,0.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,7.823,228.79,228.75,0.9998,4.789
rician,M3_token,0.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,12.06,299.66,299.62,0.9999,4.789
rician,M3_token,0.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,16.297,370.53,370.49,0.9999,4.79
rician,M4_adaptive,0.0,SAIL I-II,0,0.9034,0.2258,2.0259,nominal,shared,0.9169,8.046,8.046,231.46,228.75,0.9883,4.746
rician,M4_adaptive,0.0,SAIL I-II,1,0.9034,0.2258,2.0259,nominal,shared,0.9169,8.046,12.283,302.33,299.62,0.991,4.756
rician,M4_adaptive,0.0,SAIL I-II,2,0.9034,0.2258,2.0259,nominal,shared,0.9169,8.046,16.519,373.2,370.49,0.9927,4.762
rician,M1_image,5.0,SAIL I-II,0,0.7838,0.1959,1.996,nominal,shared,0.7838,8.016,8.016,231.1,228.75,0.9898,4.751
rician,M1_image,5.0,SAIL I-II,1,0.7838,0.1959,1.996,nominal,shared,0.7838,8.016,12.253,301.97,299.62,0.9922,4.76
rician,M1_image,5.0,SAIL I-II,2,0.7838,0.1959,1.996,nominal,shared,0.7838,8.016,16.49,372.84,370.49,0.9937,4.766
rician,M3_token,5.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,7.823,228.79,228.75,0.9998,4.789
rician,M3_token,5.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,12.06,299.66,299.62,0.9999,4.789
rician,M3_token,5.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,16.297,370.53,370.49,0.9999,4.79
rician,M4_adaptive,5.0,SAIL I-II,0,0.5208,0.1302,1.9302,nominal,shared,0.5343,7.95,7.95,230.31,228.75,0.9932,4.764
rician,M4_adaptive,5.0,SAIL I-II,1,0.5208,0.1302,1.9302,nominal,shared,0.5343,7.95,12.187,301.18,299.62,0.9948,4.77
rician,M4_adaptive,5.0,SAIL I-II,2,0.5208,0.1302,1.9302,nominal,shared,0.5343,7.95,16.424,372.05,370.49,0.9958,4.774
rician,M1_image,10.0,SAIL I-II,0,0.6074,0.1519,1.9519,nominal,shared,0.6074,7.972,7.972,230.57,228.75,0.9921,4.76
rician,M1_image,10.0,SAIL I-II,1,0.6074,0.1519,1.9519,nominal,shared,0.6074,7.972,12.209,301.44,299.62,0.994,4.767
rician,M1_image,10.0,SAIL I-II,2,0.6074,0.1519,1.9519,nominal,shared,0.6074,7.972,16.445,372.31,370.49,0.9951,4.771
rician,M3_token,10.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,7.823,228.79,228.75,0.9998,4.789
rician,M3_token,10.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,12.06,299.66,299.62,0.9999,4.789
rician,M3_token,10.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,16.297,370.53,370.49,0.9999,4.79
rician,M4_adaptive,10.0,SAIL I-II,0,0.4044,0.1011,1.9011,nominal,shared,0.4179,7.921,7.921,229.96,228.75,0.9947,4.77
rician,M4_adaptive,10.0,SAIL I-II,1,0.4044,0.1011,1.9011,nominal,shared,0.4179,7.921,12.158,300.83,299.62,0.996,4.775
rician,M4_adaptive,10.0,SAIL I-II,2,0.4044,0.1011,1.9011,nominal,shared,0.4179,7.921,16.395,371.7,370.49,0.9967,4.778
rician,M1_image,15.0,SAIL I-II,0,0.4679,0.117,1.917,nominal,shared,0.4679,7.937,7.937,230.15,228.75,0.9939,4.767
rician,M1_image,15.0,SAIL I-II,1,0.4679,0.117,1.917,nominal,shared,0.4679,7.937,12.174,301.02,299.62,0.9953,4.772
rician,M1_image,15.0,SAIL I-II,2,0.4679,0.117,1.917,nominal,shared,0.4679,7.937,16.411,371.89,370.49,0.9962,4.776
rician,M3_token,15.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,7.823,228.79,228.75,0.9998,4.789
rician,M3_token,15.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,12.06,299.66,299.62,0.9999,4.789
rician,M3_token,15.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,16.297,370.53,370.49,0.9999,4.79
rician,M4_adaptive,15.0,SAIL I-II,0,0.3127,0.0782,1.8782,nominal,shared,0.3262,7.898,7.898,229.68,228.75,0.9959,4.775
rician,M4_adaptive,15.0,SAIL I-II,1,0.3127,0.0782,1.8782,nominal,shared,0.3262,7.898,12.135,300.55,299.62,0.9969,4.778
rician,M4_adaptive,15.0,SAIL I-II,2,0.3127,0.0782,1.8782,nominal,shared,0.3262,7.898,16.372,371.42,370.49,0.9975,4.78
rician,M1_image,20.0,SAIL I-II,0,0.3527,0.0882,1.8882,nominal,shared,0.3527,7.908,7.908,229.8,228.75,0.9954,4.773
rician,M1_image,20.0,SAIL I-II,1,0.3527,0.0882,1.8882,nominal,shared,0.3527,7.908,12.145,300.67,299.62,0.9965,4.777
rician,M1_image,20.0,SAIL I-II,2,0.3527,0.0882,1.8882,nominal,shared,0.3527,7.908,16.382,371.54,370.49,0.9972,4.779
rician,M3_token,20.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,7.823,228.79,228.75,0.9998,4.789
rician,M3_token,20.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,12.06,299.66,299.62,0.9999,4.789
rician,M3_token,20.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0532,7.823,16.297,370.53,370.49,0.9999,4.79
rician,M4_adaptive,20.0,SAIL I-II,0,0.2371,0.0593,1.8593,nominal,shared,0.2506,7.879,7.879,229.46,228.75,0.9969,4.778
rician,M4_adaptive,20.0,SAIL I-II,1,0.2371,0.0593,1.8593,nominal,shared,0.2506,7.879,12.116,300.33,299.62,0.9976,4.781
rician,M4_adaptive,20.0,SAIL I-II,2,0.2371,0.0593,1.8593,nominal,shared,0.2506,7.879,16.353,371.2,370.49,0.9981,4.783
rician,M2_analog,-5.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rician,M2_analog,-5.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rician,M2_analog,-5.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rician,M2_analog,0.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rician,M2_analog,0.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rician,M2_analog,0.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rician,M2_analog,5.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rician,M2_analog,5.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rician,M2_analog,5.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rician,M2_analog,10.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rician,M2_analog,10.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rician,M2_analog,10.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rician,M2_analog,15.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rician,M2_analog,15.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rician,M2_analog,15.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rician,M2_analog,20.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
rician,M2_analog,20.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
rician,M2_analog,20.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
rician,M0_naive,-5.0,SAIL I-II,0,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,9.15,244.71,228.75,0.9348,4.543
rician,M0_naive,-5.0,SAIL I-II,1,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,13.387,315.58,299.62,0.9494,4.598
rician,M0_naive,-5.0,SAIL I-II,2,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,17.624,386.45,370.49,0.9587,4.633
rician,M0_naive,0.0,SAIL I-II,0,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,9.15,244.71,228.75,0.9348,4.543
rician,M0_naive,0.0,SAIL I-II,1,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,13.387,315.58,299.62,0.9494,4.598
rician,M0_naive,0.0,SAIL I-II,2,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,17.624,386.45,370.49,0.9587,4.633
rician,M0_naive,5.0,SAIL I-II,0,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,9.15,244.71,228.75,0.9348,4.543
rician,M0_naive,5.0,SAIL I-II,1,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,13.387,315.58,299.62,0.9494,4.598
rician,M0_naive,5.0,SAIL I-II,2,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,17.624,386.45,370.49,0.9587,4.633
rician,M0_naive,10.0,SAIL I-II,0,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,9.15,244.71,228.75,0.9348,4.543
rician,M0_naive,10.0,SAIL I-II,1,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,13.387,315.58,299.62,0.9494,4.598
rician,M0_naive,10.0,SAIL I-II,2,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,17.624,386.45,370.49,0.9587,4.633
rician,M0_naive,15.0,SAIL I-II,0,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,9.15,244.71,228.75,0.9348,4.543
rician,M0_naive,15.0,SAIL I-II,1,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,13.387,315.58,299.62,0.9494,4.598
rician,M0_naive,15.0,SAIL I-II,2,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,17.624,386.45,370.49,0.9587,4.633
rician,M0_naive,20.0,SAIL I-II,0,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,9.15,244.71,228.75,0.9348,4.543
rician,M0_naive,20.0,SAIL I-II,1,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,13.387,315.58,299.62,0.9494,4.598
rician,M0_naive,20.0,SAIL I-II,2,5.3206,1.3301,3.1301,nominal,shared,5.3206,9.15,17.624,386.45,370.49,0.9587,4.633
awgn,M1_image,-5.0,SAIL I-II,0,4.0124,1.0031,2.8031,nominal,shared,4.0124,8.823,8.823,240.78,228.75,0.95,4.601
awgn,M1_image,-5.0,SAIL I-II,1,4.0124,1.0031,2.8031,nominal,shared,4.0124,8.823,13.06,311.65,299.62,0.9614,4.644
