channel,service,snr_db,traffic_class,sigma_band,upload_airtime_s,queue_wait_W_s,T4_comm_mean_s,load,c2_mode,comm_latency_s,T4_mean_s,T4_s,d_TC_m,d_TC_default_m,rel_capacity,N_ref_illustrative
awgn,M3_token,0.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,12.065,299.71,299.62,0.9997,4.789
awgn,M3_token,0.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,16.301,370.58,370.49,0.9997,4.789
awgn,M4_adaptive,0.0,SAIL I-II,0,0.6895,0.3677,2.1677,peak,shared,0.7022,8.188,8.188,233.16,228.75,0.9811,4.718
awgn,M4_adaptive,0.0,SAIL I-II,1,0.6895,0.3677,2.1677,peak,shared,0.7022,8.188,12.425,304.03,299.62,0.9855,4.735
awgn,M4_adaptive,0.0,SAIL I-II,2,0.6895,0.3677,2.1677,peak,shared,0.7022,8.188,16.661,374.9,370.49,0.9882,4.745
awgn,M1_image,5.0,SAIL I-II,0,0.761,0.4059,2.2059,peak,shared,0.761,8.226,8.226,233.62,228.75,0.9792,4.711
awgn,M1_image,5.0,SAIL I-II,1,0.761,0.4059,2.2059,peak,shared,0.761,8.226,12.463,304.49,299.62,0.984,4.729
awgn,M1_image,5.0,SAIL I-II,2,0.761,0.4059,2.2059,peak,shared,0.761,8.226,16.699,375.36,370.49,0.987,4.741
awgn,M3_token,5.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,7.828,228.84,228.75,0.9996,4.788
awgn,M3_token,5.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,12.065,299.71,299.62,0.9997,4.789
awgn,M3_token,5.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,16.301,370.58,370.49,0.9997,4.789
awgn,M4_adaptive,5.0,SAIL I-II,0,0.4251,0.2267,2.0267,peak,shared,0.4378,8.047,8.047,231.47,228.75,0.9882,4.745
awgn,M4_adaptive,5.0,SAIL I-II,1,0.4251,0.2267,2.0267,peak,shared,0.4378,8.047,12.284,302.34,299.62,0.991,4.756
awgn,M4_adaptive,5.0,SAIL I-II,2,0.4251,0.2267,2.0267,peak,shared,0.4378,8.047,16.52,373.21,370.49,0.9927,4.762
awgn,M1_image,10.0,SAIL I-II,0,0.5866,0.3129,2.1129,peak,shared,0.5866,8.133,8.133,232.5,228.75,0.9839,4.729
awgn,M1_image,10.0,SAIL I-II,1,0.5866,0.3129,2.1129,peak,shared,0.5866,8.133,12.37,303.37,299.62,0.9876,4.743
awgn,M1_image,10.0,SAIL I-II,2,0.5866,0.3129,2.1129,peak,shared,0.5866,8.133,16.606,374.24,370.49,0.99,4.752
awgn,M3_token,10.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,7.828,228.84,228.75,0.9996,4.788
awgn,M3_token,10.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,12.065,299.71,299.62,0.9997,4.789
awgn,M3_token,10.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,16.301,370.58,370.49,0.9997,4.789
awgn,M4_adaptive,10.0,SAIL I-II,0,0.3294,0.1757,1.9757,peak,shared,0.3421,7.996,7.996,230.85,228.75,0.9909,4.755
awgn,M4_adaptive,10.0,SAIL I-II,1,0.3294,0.1757,1.9757,peak,shared,0.3421,7.996,12.232,301.72,299.62,0.993,4.764
awgn,M4_adaptive,10.0,SAIL I-II,2,0.3294,0.1757,1.9757,peak,shared,0.3421,7.996,16.469,372.59,370.49,0.9943,4.769
awgn,M1_image,15.0,SAIL I-II,0,0.4445,0.2371,2.0371,peak,shared,0.4445,8.057,8.057,231.59,228.75,0.9877,4.743
awgn,M1_image,15.0,SAIL I-II,1,0.4445,0.2371,2.0371,peak,shared,0.4445,8.057,12.294,302.46,299.62,0.9906,4.754
awgn,M1_image,15.0,SAIL I-II,2,0.4445,0.2371,2.0371,peak,shared,0.4445,8.057,16.531,373.33,370.49,0.9924,4.761
awgn,M3_token,15.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,7.828,228.84,228.75,0.9996,4.788
awgn,M3_token,15.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,12.065,299.71,299.62,0.9997,4.789
awgn,M3_token,15.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,16.301,370.58,370.49,0.9997,4.789
awgn,M4_adaptive,15.0,SAIL I-II,0,0.2035,0.1085,1.9085,peak,shared,0.2162,7.929,7.929,230.05,228.75,0.9943,4.769
awgn,M4_adaptive,15.0,SAIL I-II,1,0.2035,0.1085,1.9085,peak,shared,0.2162,7.929,12.165,300.92,299.62,0.9957,4.774
awgn,M4_adaptive,15.0,SAIL I-II,2,0.2035,0.1085,1.9085,peak,shared,0.2162,7.929,16.402,371.79,370.49,0.9965,4.777
awgn,M1_image,20.0,SAIL I-II,0,0.3383,0.1804,1.9804,peak,shared,0.3383,8.0,8.0,230.91,228.75,0.9906,4.754
awgn,M1_image,20.0,SAIL I-II,1,0.3383,0.1804,1.9804,peak,shared,0.3383,8.0,12.237,301.78,299.62,0.9928,4.763
awgn,M1_image,20.0,SAIL I-II,2,0.3383,0.1804,1.9804,peak,shared,0.3383,8.0,16.474,372.65,370.49,0.9942,4.768
awgn,M3_token,20.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,7.828,228.84,228.75,0.9996,4.788
awgn,M3_token,20.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,12.065,299.71,299.62,0.9997,4.789
awgn,M3_token,20.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0518,7.828,16.301,370.58,370.49,0.9997,4.789
awgn,M4_adaptive,20.0,SAIL I-II,0,0.157,0.0837,1.8837,peak,shared,0.1697,7.904,7.904,229.75,228.75,0.9956,4.773
awgn,M4_adaptive,20.0,SAIL I-II,1,0.157,0.0837,1.8837,peak,shared,0.1697,7.904,12.141,300.62,299.62,0.9967,4.777
awgn,M4_adaptive,20.0,SAIL I-II,2,0.157,0.0837,1.8837,peak,shared,0.1697,7.904,16.377,371.49,370.49,0.9973,4.78
awgn,M2_analog,-5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,-5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,-5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,0.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,0.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,0.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,10.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,10.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,10.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,15.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,15.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,15.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,20.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,20.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,20.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M0_naive,-5.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,-5.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,-5.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,0.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,0.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,0.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,5.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,5.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,5.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,10.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,10.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,10.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,15.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,15.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,15.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,20.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,20.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,20.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
rayleigh,M1_image,-5.0,SAIL I-II,0,3.7201,1.9841,3.7841,peak,shared,3.7201,9.804,9.804,252.55,228.75,0.9057,4.433
rayleigh,M1_image,-5.0,SAIL I-II,1,3.7201,1.9841,3.7841,peak,shared,3.7201,9.804,14.041,323.42,299.62,0.9264,4.511
rayleigh,M1_image,-5.0,SAIL I-II,2,3.7201,1.9841,3.7841,peak,shared,3.7201,9.804,18.278,394.29,370.49,0.9396,4.561
rayleigh,M3_token,-5.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,7.828,228.84,228.75,0.9996,4.788
rayleigh,M3_token,-5.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,12.065,299.71,299.62,0.9997,4.789
rayleigh,M3_token,-5.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,16.301,370.58,370.49,0.9997,4.789
rayleigh,M4_adaptive,-5.0,SAIL I-II,0,1.6443,0.877,2.677,peak,shared,1.6571,8.697,8.697,239.27,228.75,0.956,4.623
rayleigh,M4_adaptive,-5.0,SAIL I-II,1,1.6443,0.877,2.677,peak,shared,1.6571,8.697,12.934,310.14,299.62,0.9661,4.661
rayleigh,M4_adaptive,-5.0,SAIL I-II,2,1.6443,0.877,2.677,peak,shared,1.6571,8.697,17.171,381.01,370.49,0.9724,4.685
rayleigh,M1_image,0.0,SAIL I-II,0,1.6344,0.8717,2.6717,peak,shared,1.6344,8.692,8.692,239.21,228.75,0.9563,4.624
rayleigh,M1_image,0.0,SAIL I-II,1,1.6344,0.8717,2.6717,peak,shared,1.6344,8.692,12.928,310.08,299.62,0.9663,4.662
rayleigh,M1_image,0.0,SAIL I-II,2,1.6344,0.8717,2.6717,peak,shared,1.6344,8.692,17.165,380.95,370.49,0.9725,4.686
rayleigh,M3_token,0.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,7.828,228.84,228.75,0.9996,4.788
rayleigh,M3_token,0.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,12.065,299.71,299.62,0.9997,4.789
rayleigh,M3_token,0.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,16.301,370.58,370.49,0.9997,4.789
rayleigh,M4_adaptive,0.0,SAIL I-II,0,0.9042,0.4822,2.2822,peak,shared,0.917,8.302,8.302,234.53,228.75,0.9753,4.696
rayleigh,M4_adaptive,0.0,SAIL I-II,1,0.9042,0.4822,2.2822,peak,shared,0.917,8.302,12.539,305.4,299.62,0.9811,4.718
rayleigh,M4_adaptive,0.0,SAIL I-II,2,0.9042,0.4822,2.2822,peak,shared,0.917,8.302,16.776,376.27,370.49,0.9846,4.732
rayleigh,M1_image,5.0,SAIL I-II,0,0.8311,0.4433,2.2433,peak,shared,0.8311,8.263,8.263,234.06,228.75,0.9773,4.704
rayleigh,M1_image,5.0,SAIL I-II,1,0.8311,0.4433,2.2433,peak,shared,0.8311,8.263,12.5,304.93,299.62,0.9826,4.724
rayleigh,M1_image,5.0,SAIL I-II,2,0.8311,0.4433,2.2433,peak,shared,0.8311,8.263,16.737,375.8,370.49,0.9858,4.736
rayleigh,M3_token,5.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,7.828,228.84,228.75,0.9996,4.788
rayleigh,M3_token,5.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,12.065,299.71,299.62,0.9997,4.789
rayleigh,M3_token,5.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,16.301,370.58,370.49,0.9997,4.789
rayleigh,M4_adaptive,5.0,SAIL I-II,0,0.464,0.2475,2.0475,peak,shared,0.4768,8.067,8.067,231.72,228.75,0.9872,4.741
rayleigh,M4_adaptive,5.0,SAIL I-II,1,0.464,0.2475,2.0475,peak,shared,0.4768,8.067,12.304,302.59,299.62,0.9902,4.753
rayleigh,M4_adaptive,5.0,SAIL I-II,2,0.464,0.2475,2.0475,peak,shared,0.4768,8.067,16.541,373.46,370.49,0.992,4.76
rayleigh,M1_image,10.0,SAIL I-II,0,0.6421,0.3425,2.1425,peak,shared,0.6421,8.162,8.162,232.86,228.75,0.9824,4.723
rayleigh,M1_image,10.0,SAIL I-II,1,0.6421,0.3425,2.1425,peak,shared,0.6421,8.162,12.399,303.73,299.62,0.9865,4.739
rayleigh,M1_image,10.0,SAIL I-II,2,0.6421,0.3425,2.1425,peak,shared,0.6421,8.162,16.636,374.6,370.49,0.989,4.748
rayleigh,M3_token,10.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,7.828,228.84,228.75,0.9996,4.788
rayleigh,M3_token,10.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,12.065,299.71,299.62,0.9997,4.789
rayleigh,M3_token,10.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,16.301,370.58,370.49,0.9997,4.789
rayleigh,M4_adaptive,10.0,SAIL I-II,0,0.3597,0.1918,1.9918,peak,shared,0.3725,8.012,8.012,231.05,228.75,0.99,4.752
rayleigh,M4_adaptive,10.0,SAIL I-II,1,0.3597,0.1918,1.9918,peak,shared,0.3725,8.012,12.249,301.92,299.62,0.9924,4.761
rayleigh,M4_adaptive,10.0,SAIL I-II,2,0.3597,0.1918,1.9918,peak,shared,0.3725,8.012,16.485,372.79,370.49,0.9938,4.767
rayleigh,M1_image,15.0,SAIL I-II,0,0.5091,0.2715,2.0715,peak,shared,0.5091,8.092,8.092,232.0,228.75,0.986,4.737
rayleigh,M1_image,15.0,SAIL I-II,1,0.5091,0.2715,2.0715,peak,shared,0.5091,8.092,12.328,302.87,299.62,0.9892,4.749
rayleigh,M1_image,15.0,SAIL I-II,2,0.5091,0.2715,2.0715,peak,shared,0.5091,8.092,16.565,373.74,370.49,0.9913,4.757
rayleigh,M3_token,15.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,7.828,228.84,228.75,0.9996,4.788
rayleigh,M3_token,15.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,12.065,299.71,299.62,0.9997,4.789
rayleigh,M3_token,15.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,16.301,370.58,370.49,0.9997,4.789
rayleigh,M4_adaptive,15.0,SAIL I-II,0,0.2317,0.1236,1.9236,peak,shared,0.2445,7.944,7.944,230.23,228.75,0.9936,4.766
rayleigh,M4_adaptive,15.0,SAIL I-II,1,0.2317,0.1236,1.9236,peak,shared,0.2445,7.944,12.18,301.1,299.62,0.9951,4.771
rayleigh,M4_adaptive,15.0,SAIL I-II,2,0.2317,0.1236,1.9236,peak,shared,0.2445,7.944,16.417,371.97,370.49,0.996,4.775
rayleigh,M1_image,20.0,SAIL I-II,0,0.3806,0.203,2.003,peak,shared,0.3806,8.023,8.023,231.18,228.75,0.9895,4.75
rayleigh,M1_image,20.0,SAIL I-II,1,0.3806,0.203,2.003,peak,shared,0.3806,8.023,12.26,302.05,299.62,0.9919,4.759
rayleigh,M1_image,20.0,SAIL I-II,2,0.3806,0.203,2.003,peak,shared,0.3806,8.023,16.497,372.92,370.49,0.9935,4.765
rayleigh,M3_token,20.0,SAIL I-II,0,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,7.828,228.84,228.75,0.9996,4.788
rayleigh,M3_token,20.0,SAIL I-II,1,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,12.065,299.71,299.62,0.9997,4.789
rayleigh,M3_token,20.0,SAIL I-II,2,0.0146,0.0078,1.8078,peak,shared,0.0519,7.828,16.301,370.58,370.49,0.9997,4.789
rayleigh,M4_adaptive,20.0,SAIL I-II,0,0.1756,0.0937,1.8937,peak,shared,0.1884,7.914,7.914,229.87,228.75,0.9951,4.771
rayleigh,M4_adaptive,20.0,SAIL I-II,1,0.1756,0.0937,1.8937,peak,shared,0.1884,7.914,12.15,300.74,299.62,0.9963,4.776
rayleigh,M4_adaptive,20.0,SAIL I-II,2,0.1756,0.0937,1.8937,peak,shared,0.1884,7.914,16.387,371.61,370.49,0.997,4.779
rayleigh,M2_analog,-5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,-5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,-5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M2_analog,0.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,0.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,0.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M2_analog,5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M2_analog,10.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,10.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,10.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M2_analog,15.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,15.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,15.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M2_analog,20.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
rayleigh,M2_analog,20.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
rayleigh,M2_analog,20.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
rayleigh,M0_naive,-5.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,-5.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,-5.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,0.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,0.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,0.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,5.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,5.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,5.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,10.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,10.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,10.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,15.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,15.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,15.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rayleigh,M0_naive,20.0,SAIL I-II,0,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,10.637,262.56,228.75,0.8712,4.302
rayleigh,M0_naive,20.0,SAIL I-II,1,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,14.874,333.43,299.62,0.8986,4.406
rayleigh,M0_naive,20.0,SAIL I-II,2,5.2828,2.8175,4.6175,peak,shared,5.2828,10.637,19.111,404.3,370.49,0.9164,4.473
rician,M1_image,-5.0,SAIL I-II,0,4.123,2.1989,3.9989,peak,shared,4.123,10.019,10.019,255.13,228.75,0.8966,4.398
rician,M1_image,-5.0,SAIL I-II,1,4.123,2.1989,3.9989,peak,shared,4.123,10.019,14.256,326.0,299.62,0.9191,4.483
rician,M1_image,-5.0,SAIL I-II,2,4.123,2.1989,3.9989,peak,shared,4.123,10.019,18.493,396.87,370.49,0.9335,4.538
