channel,method,snr_db,qtype,split,accuracy,n,lcb,ucb,mean_payload_bytes,mean_channel_uses,cbr
awgn,M4_adaptive,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
awgn,M4_adaptive,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
awgn,M4_adaptive,10.0,threshold,test,0.625,104,0.5291,0.712,253662.2,586598.5,0.203476
awgn,M4_adaptive,15.0,all,test,0.6763,936,0.6456,0.7055,122905.2,203516.6,0.070595
awgn,M4_adaptive,15.0,presence,test,0.7732,410,0.7302,0.8111,279322.9,444444.9,0.154166
awgn,M4_adaptive,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
awgn,M4_adaptive,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
awgn,M4_adaptive,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
awgn,M4_adaptive,20.0,all,test,0.6795,936,0.6489,0.7086,123894.9,157033.8,0.054471
awgn,M4_adaptive,20.0,presence,test,0.7805,410,0.7379,0.8178,281582.4,338327.9,0.117357
awgn,M4_adaptive,20.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
awgn,M4_adaptive,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
awgn,M4_adaptive,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
awgn,M5_oracle,-5.0,all,test,0.7212,936,0.6916,0.7489,17944.1,358648.4,0.124406
awgn,M5_oracle,-5.0,presence,test,0.8,410,0.7586,0.8359,24490.8,491223.5,0.170393
awgn,M5_oracle,-5.0,counting,test,0.4579,214,0.3925,0.5249,1959.9,35487.9,0.01231
awgn,M5_oracle,-5.0,comparison,test,0.9135,104,0.8437,0.9538,14028.6,278942.7,0.096758
awgn,M5_oracle,-5.0,co_presence,test,0.75,104,0.6589,0.8233,17717.8,353953.6,0.122777
awgn,M5_oracle,-5.0,threshold,test,0.7308,104,0.6384,0.8067,29166.9,585361.7,0.203047
awgn,M5_oracle,0.0,all,test,0.7425,936,0.7136,0.7695,18003.5,150570.5,0.052229
awgn,M5_oracle,0.0,presence,test,0.8171,410,0.7768,0.8515,22354.0,184545.5,0.064014
awgn,M5_oracle,0.0,counting,test,0.4766,214,0.4107,0.5434,3299.8,34053.9,0.011812
awgn,M5_oracle,0.0,comparison,test,0.9231,104,0.8555,0.9605,19002.5,159971.3,0.05549
awgn,M5_oracle,0.0,co_presence,test,0.7788,104,0.69,0.8479,18470.7,154466.0,0.05358
awgn,M5_oracle,0.0,threshold,test,0.7788,104,0.69,0.8479,29642.3,243089.8,0.084322
awgn,M5_oracle,5.0,all,test,0.7532,936,0.7246,0.7798,24603.8,105470.5,0.036585
awgn,M5_oracle,5.0,presence,test,0.8366,410,0.7977,0.8692,32707.2,135646.9,0.047052
awgn,M5_oracle,5.0,counting,test,0.4766,214,0.4107,0.5434,4895.1,30628.2,0.010624
awgn,M5_oracle,5.0,comparison,test,0.9327,104,0.8675,0.967,18284.8,82990.2,0.028787
awgn,M5_oracle,5.0,co_presence,test,0.7885,104,0.7004,0.8559,29011.7,122869.9,0.04262
awgn,M5_oracle,5.0,threshold,test,0.7788,104,0.69,0.8479,35123.2,145588.4,0.050501
awgn,M5_oracle,10.0,all,test,0.7564,936,0.7279,0.7828,31807.5,84599.8,0.029345
awgn,M5_oracle,10.0,presence,test,0.839,410,0.8003,0.8714,41594.2,105734.0,0.036676
awgn,M5_oracle,10.0,counting,test,0.486,214,0.4199,0.5526,8217.9,32015.6,0.011105
awgn,M5_oracle,10.0,comparison,test,0.9327,104,0.8675,0.967,22891.2,66374.0,0.023023
awgn,M5_oracle,10.0,co_presence,test,0.7885,104,0.7004,0.8559,34847.3,91950.6,0.031895
awgn,M5_oracle,10.0,threshold,test,0.7788,104,0.69,0.8479,47642.2,120359.7,0.04175
awgn,M5_oracle,15.0,all,test,0.7532,936,0.7246,0.7798,34469.0,66529.3,0.023077
awgn,M5_oracle,15.0,presence,test,0.839,410,0.8003,0.8714,46248.8,83638.2,0.029012
awgn,M5_oracle,15.0,counting,test,0.4813,214,0.4153,0.548,8067.1,26585.0,0.009222
awgn,M5_oracle,15.0,comparison,test,0.9327,104,0.8675,0.967,27398.1,57740.4,0.020029
awgn,M5_oracle,15.0,co_presence,test,0.7981,104,0.711,0.864,41507.2,77905.8,0.027024
awgn,M5_oracle,15.0,threshold,test,0.75,104,0.6589,0.8233,42389.6,78685.9,0.027294
awgn,M5_oracle,20.0,all,test,0.7564,936,0.7279,0.7828,35557.1,54681.3,0.018968
awgn,M5_oracle,20.0,presence,test,0.8439,410,0.8056,0.8758,47315.9,67121.9,0.023283
awgn,M5_oracle,20.0,counting,test,0.4813,214,0.4153,0.548,7847.6,23549.9,0.008169
awgn,M5_oracle,20.0,comparison,test,0.9327,104,0.8675,0.967,28279.2,48506.5,0.016826
awgn,M5_oracle,20.0,co_presence,test,0.7981,104,0.711,0.864,42972.0,63814.2,0.022135
awgn,M5_oracle,20.0,threshold,test,0.7596,104,0.6692,0.8315,46081.6,66737.5,0.02315
awgn,M2_analog,-5.0,all,test,0.4984,624,0.4593,0.5375,0.0,300000.0,0.104062
awgn,M2_analog,-5.0,presence,test,0.6244,410,0.5766,0.6699,0.0,300000.0,0.104062
awgn,M2_analog,-5.0,counting,test,0.257,214,0.2031,0.3195,0.0,300000.0,0.104062
awgn,M2_analog,0.0,all,test,0.5369,624,0.4976,0.5756,0.0,300000.0,0.104062
awgn,M2_analog,0.0,presence,test,0.6902,410,0.6439,0.7331,0.0,300000.0,0.104062
awgn,M2_analog,0.0,counting,test,0.243,214,0.1904,0.3047,0.0,300000.0,0.104062
awgn,M2_analog,5.0,all,test,0.5593,624,0.5201,0.5978,0.0,300000.0,0.104062
awgn,M2_analog,5.0,presence,test,0.722,410,0.6767,0.7631,0.0,300000.0,0.104062
awgn,M2_analog,5.0,counting,test,0.2477,214,0.1946,0.3096,0.0,300000.0,0.104062
awgn,M2_analog,10.0,all,test,0.5833,624,0.5443,0.6214,0.0,300000.0,0.104062
awgn,M2_analog,10.0,presence,test,0.7439,410,0.6995,0.7838,0.0,300000.0,0.104062
awgn,M2_analog,10.0,counting,test,0.2757,214,0.2202,0.3391,0.0,300000.0,0.104062
awgn,M2_analog,15.0,all,test,0.5833,624,0.5443,0.6214,0.0,300000.0,0.104062
awgn,M2_analog,15.0,presence,test,0.7415,410,0.697,0.7815,0.0,300000.0,0.104062
awgn,M2_analog,15.0,counting,test,0.2804,214,0.2245,0.344,0.0,300000.0,0.104062
awgn,M2_analog,20.0,all,test,0.5946,624,0.5556,0.6324,0.0,300000.0,0.104062
awgn,M2_analog,20.0,presence,test,0.761,410,0.7174,0.7997,0.0,300000.0,0.104062
awgn,M2_analog,20.0,counting,test,0.2757,214,0.2202,0.3391,0.0,300000.0,0.104062
awgn,M0_naive,-5.0,all,test,0.3686,1872,0.347,0.3907,16003.5,5320859.4,1.845669
awgn,M0_naive,-5.0,presence,test,0.4488,1230,0.4212,0.4767,16029.5,5323747.2,1.84667
awgn,M0_naive,-5.0,counting,test,0.215,642,0.1849,0.2484,15953.6,5315326.7,1.843749
awgn,M0_naive,0.0,all,test,0.4952,1872,0.4726,0.5178,57130.5,5320859.4,1.845669
awgn,M0_naive,0.0,presence,test,0.6415,1230,0.6143,0.6678,57151.4,5323747.2,1.84667
awgn,M0_naive,0.0,counting,test,0.215,642,0.1849,0.2484,57090.7,5315326.7,1.843749
awgn,M0_naive,5.0,all,test,0.6074,1872,0.5851,0.6293,327867.3,5320859.4,1.845669
awgn,M0_naive,5.0,presence,test,0.7756,1230,0.7515,0.798,328037.6,5323747.2,1.84667
awgn,M0_naive,5.0,counting,test,0.285,642,0.2515,0.3212,327541.0,5315326.7,1.843749
awgn,M0_naive,10.0,all,test,0.609,1872,0.5867,0.6308,332276.2,5320859.4,1.845669
awgn,M0_naive,10.0,presence,test,0.7756,1230,0.7515,0.798,332452.7,5323747.2,1.84667
awgn,M0_naive,10.0,counting,test,0.2897,642,0.256,0.326,331938.2,5315326.7,1.843749
awgn,M0_naive,15.0,all,test,0.609,1872,0.5867,0.6308,332553.7,5320859.4,1.845669
awgn,M0_naive,15.0,presence,test,0.7756,1230,0.7515,0.798,332734.2,5323747.2,1.84667
awgn,M0_naive,15.0,counting,test,0.2897,642,0.256,0.326,332207.9,5315326.7,1.843749
awgn,M0_naive,20.0,all,test,0.609,1872,0.5867,0.6308,332553.7,5320859.4,1.845669
awgn,M0_naive,20.0,presence,test,0.7756,1230,0.7515,0.798,332734.2,5323747.2,1.84667
awgn,M0_naive,20.0,counting,test,0.2897,642,0.256,0.326,332207.9,5315326.7,1.843749
awgn,M0_errorfree,-5.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
awgn,M0_errorfree,-5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,-5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,-5.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
awgn,M0_errorfree,-5.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
awgn,M0_errorfree,-5.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
awgn,M0_errorfree,0.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
awgn,M0_errorfree,0.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,0.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,0.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
awgn,M0_errorfree,0.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
awgn,M0_errorfree,0.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
awgn,M0_errorfree,5.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
awgn,M0_errorfree,5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,5.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
awgn,M0_errorfree,5.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
awgn,M0_errorfree,5.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
awgn,M0_errorfree,10.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
awgn,M0_errorfree,10.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,10.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,10.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
awgn,M0_errorfree,10.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
awgn,M0_errorfree,10.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
awgn,M0_errorfree,15.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
awgn,M0_errorfree,15.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,15.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,15.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
awgn,M0_errorfree,15.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
awgn,M0_errorfree,15.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
awgn,M0_errorfree,20.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
awgn,M0_errorfree,20.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,20.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,20.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
awgn,M0_errorfree,20.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
awgn,M0_errorfree,20.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rayleigh,M1_image,-5.0,all,test,0.5609,936,0.5289,0.5924,168279.8,3720066.0,1.290395
rayleigh,M1_image,-5.0,presence,test,0.6878,410,0.6414,0.7307,168895.0,3733666.1,1.295112
rayleigh,M1_image,-5.0,counting,test,0.2477,214,0.1946,0.3096,167101.2,3694009.9,1.281357
rayleigh,M1_image,-5.0,comparison,test,0.625,104,0.5291,0.712,168279.8,3720066.0,1.290395
rayleigh,M1_image,-5.0,co_presence,test,0.5962,104,0.5001,0.6854,168279.8,3720066.0,1.290395
rayleigh,M1_image,-5.0,threshold,test,0.6058,104,0.5097,0.6943,168279.8,3720066.0,1.290395
rayleigh,M1_image,0.0,all,test,0.5972,936,0.5655,0.6282,175614.9,1634405.3,0.566933
rayleigh,M1_image,0.0,presence,test,0.7415,410,0.697,0.7815,175486.4,1633209.6,0.566518
rayleigh,M1_image,0.0,counting,test,0.271,214,0.2159,0.3342,175861.0,1636696.2,0.567728
rayleigh,M1_image,0.0,comparison,test,0.7019,104,0.6081,0.7814,175614.9,1634405.3,0.566933
rayleigh,M1_image,0.0,co_presence,test,0.5577,104,0.4619,0.6494,175614.9,1634405.3,0.566933
rayleigh,M1_image,0.0,threshold,test,0.6346,104,0.5388,0.7208,175614.9,1634405.3,0.566933
rayleigh,M1_image,5.0,all,test,0.6122,936,0.5806,0.6429,178103.5,831107.3,0.28829
rayleigh,M1_image,5.0,presence,test,0.7561,410,0.7123,0.7952,178310.4,832072.9,0.288625
rayleigh,M1_image,5.0,counting,test,0.2991,214,0.2417,0.3635,177707.1,829257.5,0.287648
rayleigh,M1_image,5.0,comparison,test,0.7115,104,0.6182,0.7898,178103.5,831107.3,0.28829
rayleigh,M1_image,5.0,co_presence,test,0.5577,104,0.4619,0.6494,178103.5,831107.3,0.28829
rayleigh,M1_image,5.0,threshold,test,0.6442,104,0.5486,0.7296,178103.5,831107.3,0.28829
rayleigh,M1_image,10.0,all,test,0.6132,936,0.5816,0.6439,233101.6,642086.3,0.222723
rayleigh,M1_image,10.0,presence,test,0.7634,410,0.72,0.802,233055.6,641959.7,0.222679
rayleigh,M1_image,10.0,counting,test,0.2991,214,0.2417,0.3635,233189.7,642328.9,0.222807
rayleigh,M1_image,10.0,comparison,test,0.6923,104,0.5981,0.7728,233101.6,642086.3,0.222723
rayleigh,M1_image,10.0,co_presence,test,0.5673,104,0.4714,0.6585,233101.6,642086.3,0.222723
rayleigh,M1_image,10.0,threshold,test,0.6346,104,0.5388,0.7208,233101.6,642086.3,0.222723
rayleigh,M1_image,15.0,all,test,0.6132,936,0.5816,0.6439,275404.4,509069.7,0.176583
rayleigh,M1_image,15.0,presence,test,0.7854,410,0.7431,0.8224,275234.6,508755.9,0.176474
rayleigh,M1_image,15.0,counting,test,0.285,214,0.2288,0.3489,275729.6,509670.9,0.176792
rayleigh,M1_image,15.0,comparison,test,0.7019,104,0.6081,0.7814,275404.4,509069.7,0.176583
rayleigh,M1_image,15.0,co_presence,test,0.5577,104,0.4619,0.6494,275404.4,509069.7,0.176583
rayleigh,M1_image,15.0,threshold,test,0.5769,104,0.4809,0.6675,275404.4,509069.7,0.176583
rayleigh,M1_image,20.0,all,test,0.6122,936,0.5806,0.6429,279853.3,380619.7,0.132027
rayleigh,M1_image,20.0,presence,test,0.7829,410,0.7405,0.8201,279887.7,380666.4,0.132043
rayleigh,M1_image,20.0,counting,test,0.2897,214,0.2331,0.3538,279787.5,380530.2,0.131996
rayleigh,M1_image,20.0,comparison,test,0.7019,104,0.6081,0.7814,279853.3,380619.7,0.132027
rayleigh,M1_image,20.0,co_presence,test,0.5288,104,0.4336,0.622,279853.3,380619.7,0.132027
rayleigh,M1_image,20.0,threshold,test,0.5962,104,0.5001,0.6854,279853.3,380619.7,0.132027
rayleigh,M3_token,-5.0,all,test,0.6368,936,0.6054,0.6669,911.9,14590.6,0.005061
rayleigh,M3_token,-5.0,presence,test,0.678,410,0.6313,0.7214,819.1,13105.2,0.004546
rayleigh,M3_token,-5.0,counting,test,0.4579,214,0.3925,0.5249,977.8,15644.6,0.005427
rayleigh,M3_token,-5.0,comparison,test,0.8462,104,0.7646,0.903,1073.4,17174.2,0.005957
rayleigh,M3_token,-5.0,co_presence,test,0.6635,104,0.5683,0.747,947.4,15158.5,0.005258
rayleigh,M3_token,-5.0,threshold,test,0.6058,104,0.5097,0.6943,945.4,15126.5,0.005247
rayleigh,M3_token,0.0,all,test,0.6303,936,0.5989,0.6607,910.4,14566.9,0.005053
rayleigh,M3_token,0.0,presence,test,0.678,410,0.6313,0.7214,817.5,13080.3,0.004537
rayleigh,M3_token,0.0,counting,test,0.4346,214,0.3699,0.5016,976.0,15615.3,0.005417
rayleigh,M3_token,0.0,comparison,test,0.8462,104,0.7646,0.903,1072.8,17164.9,0.005954
rayleigh,M3_token,0.0,co_presence,test,0.6635,104,0.5683,0.747,946.0,15135.5,0.00525
rayleigh,M3_token,0.0,threshold,test,0.5962,104,0.5001,0.6854,944.0,15103.5,0.005239
rayleigh,M3_token,5.0,all,test,0.6335,936,0.6022,0.6638,910.2,14563.1,0.005052
rayleigh,M3_token,5.0,presence,test,0.678,410,0.6313,0.7214,817.2,13075.7,0.004536
rayleigh,M3_token,5.0,counting,test,0.4486,214,0.3835,0.5156,975.9,15613.9,0.005416
rayleigh,M3_token,5.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.6,0.005953
rayleigh,M3_token,5.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.1,0.005249
rayleigh,M3_token,5.0,threshold,test,0.5962,104,0.5001,0.6854,943.7,15099.1,0.005237
