image_id,target_class,gt_count,detected_count,count_error,abs_count_error,error_bin,zero_detection,under_count,over_count,mean_confidence
0000001_04527_d_0000008,van,1,0,-1,1,1-2,True,True,False,0.000000
0000001_05249_d_0000009,car,76,102,26,26,>5,False,False,True,0.524796
0000001_05249_d_0000009,motor,27,5,-22,22,>5,False,True,False,0.347860
0000001_05249_d_0000009,pedestrian,8,10,2,2,1-2,False,False,True,0.409080
0000001_05249_d_0000009,people,1,3,2,2,1-2,False,False,True,0.300300
0000001_05249_d_0000009,van,1,2,1,1,1-2,False,False,True,0.546300
0000001_05499_d_0000010,awning-tricycle,11,1,-10,10,>5,False,True,False,0.275900
0000001_05499_d_0000010,car,68,78,10,10,>5,False,False,True,0.669978
0000001_05499_d_0000010,motor,31,2,-29,29,>5,False,True,False,0.435900
0000001_05499_d_0000010,pedestrian,10,3,-7,7,>5,False,True,False,0.399100
0000001_05499_d_0000010,people,13,0,-13,13,>5,True,True,False,0.000000
0000001_05499_d_0000010,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000001_05499_d_0000010,van,4,6,2,2,1-2,False,False,True,0.528033
0000001_05999_d_0000011,awning-tricycle,3,0,-3,3,3-5,True,True,False,0.000000
0000001_05999_d_0000011,car,37,57,20,20,>5,False,False,True,0.607702
0000001_05999_d_0000011,motor,19,1,-18,18,>5,False,True,False,0.389500
0000001_05999_d_0000011,pedestrian,39,14,-25,25,>5,False,True,False,0.385400
0000001_05999_d_0000011,people,13,1,-12,12,>5,False,True,False,0.317300
0000001_05999_d_0000011,van,2,2,0,0,0,False,False,False,0.437400
0000001_07999_d_0000012,car,10,11,1,1,1-2,False,False,True,0.489491
0000001_07999_d_0000012,motor,36,8,-28,28,>5,False,True,False,0.373675
0000001_07999_d_0000012,pedestrian,45,17,-28,28,>5,False,True,False,0.352276
0000001_07999_d_0000012,people,33,1,-32,32,>5,False,True,False,0.288400
0000001_07999_d_0000012,tricycle,9,0,-9,9,>5,True,True,False,0.000000
0000001_08414_d_0000013,awning-tricycle,1,1,0,0,0,False,False,False,0.364000
0000001_08414_d_0000013,car,20,17,-3,3,3-5,False,True,False,0.640165
0000001_08414_d_0000013,motor,43,15,-28,28,>5,False,True,False,0.343140
0000001_08414_d_0000013,pedestrian,33,19,-14,14,>5,False,True,False,0.412847
0000001_08414_d_0000013,people,54,4,-50,50,>5,False,True,False,0.328525
0000001_08414_d_0000013,tricycle,8,3,-5,5,3-5,False,True,False,0.418233
0000001_08414_d_0000013,van,1,2,1,1,1-2,False,False,True,0.530100
0000021_00000_d_0000001,motor,7,0,-7,7,>5,True,True,False,0.000000
0000021_00000_d_0000001,pedestrian,9,5,-4,4,3-5,False,True,False,0.450560
0000021_00000_d_0000001,people,12,2,-10,10,>5,False,True,False,0.293900
0000021_00000_d_0000001,tricycle,3,0,-3,3,3-5,True,True,False,0.000000
0000021_00500_d_0000002,motor,3,0,-3,3,3-5,True,True,False,0.000000
0000021_00500_d_0000002,pedestrian,7,6,-1,1,1-2,False,True,False,0.448817
0000021_00500_d_0000002,people,3,1,-2,2,1-2,False,True,False,0.262300
0000021_00500_d_0000002,tricycle,4,1,-3,3,3-5,False,True,False,0.256400
0000021_00800_d_0000003,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000021_00800_d_0000003,pedestrian,3,6,3,3,3-5,False,False,True,0.466767
0000021_00800_d_0000003,people,1,0,-1,1,1-2,True,True,False,0.000000
0000021_00800_d_0000003,tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000022_00000_d_0000004,motor,7,0,-7,7,>5,True,True,False,0.000000
0000022_00000_d_0000004,pedestrian,23,22,-1,1,1-2,False,True,False,0.437714
0000022_00000_d_0000004,people,10,6,-4,4,3-5,False,True,False,0.375900
0000022_00500_d_0000005,motor,6,3,-3,3,3-5,False,True,False,0.424500
0000022_00500_d_0000005,pedestrian,17,18,1,1,1-2,False,False,True,0.439767
0000022_00500_d_0000005,people,8,3,-5,5,3-5,False,True,False,0.487333
0000022_01036_d_0000006,motor,2,1,-1,1,1-2,False,True,False,0.418800
0000022_01036_d_0000006,pedestrian,8,9,1,1,1-2,False,False,True,0.423044
0000022_01036_d_0000006,people,5,4,-1,1,1-2,False,True,False,0.358775
0000022_01251_d_0000007,motor,2,0,-2,2,1-2,True,True,False,0.000000
0000022_01251_d_0000007,pedestrian,3,4,1,1,1-2,False,False,True,0.553450
0000022_01251_d_0000007,people,7,4,-3,3,3-5,False,True,False,0.403900
0000023_00000_d_0000008,awning-tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000023_00000_d_0000008,car,1,0,-1,1,1-2,True,True,False,0.000000
0000023_00000_d_0000008,motor,8,0,-8,8,>5,True,True,False,0.000000
0000023_00000_d_0000008,pedestrian,20,22,2,2,1-2,False,False,True,0.437714
0000023_00000_d_0000008,people,9,6,-3,3,3-5,False,True,False,0.375900
0000023_00300_d_0000009,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000023_00300_d_0000009,motor,7,1,-6,6,>5,False,True,False,0.415000
0000023_00300_d_0000009,pedestrian,14,18,4,4,3-5,False,False,True,0.412650
0000023_00300_d_0000009,people,7,1,-6,6,>5,False,True,False,0.456800
0000023_00868_d_0000010,motor,3,1,-2,2,1-2,False,True,False,0.555400
0000023_00868_d_0000010,pedestrian,10,6,-4,4,3-5,False,True,False,0.711517
0000023_00868_d_0000010,people,5,1,-4,4,3-5,False,True,False,0.294300
0000023_00868_d_0000010,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000023_01233_d_0000011,motor,2,1,-1,1,1-2,False,True,False,0.254100
0000023_01233_d_0000011,pedestrian,5,4,-1,1,1-2,False,True,False,0.690675
0000023_01233_d_0000011,people,7,6,-1,1,1-2,False,True,False,0.435583
0000024_00000_d_0000012,motor,4,2,-2,2,1-2,False,True,False,0.349850
0000024_00000_d_0000012,pedestrian,13,9,-4,4,3-5,False,True,False,0.409567
0000024_00000_d_0000012,people,2,5,3,3,3-5,False,False,True,0.402660
0000024_00500_d_0000013,motor,3,0,-3,3,3-5,True,True,False,0.000000
0000024_00500_d_0000013,pedestrian,3,4,1,1,1-2,False,False,True,0.582075
0000024_00500_d_0000013,people,4,3,-1,1,1-2,False,True,False,0.343167
0000024_01000_d_0000014,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000024_01000_d_0000014,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000024_01000_d_0000014,pedestrian,10,6,-4,4,3-5,False,True,False,0.417450
0000024_01543_d_0000015,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000024_01543_d_0000015,pedestrian,7,4,-3,3,3-5,False,True,False,0.568500
0000026_00000_d_0000024,car,6,6,0,0,0,False,False,False,0.831350
0000026_00000_d_0000024,pedestrian,1,1,0,0,0,False,False,False,0.398600
0000026_00000_d_0000024,van,1,1,0,0,0,False,False,False,0.760400
0000026_00500_d_0000025,car,10,13,3,3,3-5,False,False,True,0.749592
0000026_00500_d_0000025,pedestrian,5,4,-1,1,1-2,False,True,False,0.502850
0000026_01000_d_0000026,car,15,18,3,3,3-5,False,False,True,0.834306
0000026_01000_d_0000026,motor,3,1,-2,2,1-2,False,True,False,0.537900
0000026_01000_d_0000026,pedestrian,2,1,-1,1,1-2,False,True,False,0.466500
0000026_01000_d_0000026,van,4,2,-2,2,1-2,False,True,False,0.826850
0000026_01500_d_0000027,car,9,9,0,0,0,False,False,False,0.779544
0000026_01500_d_0000027,pedestrian,1,1,0,0,0,False,False,False,0.506800
0000026_02000_d_0000028,car,9,9,0,0,0,False,False,False,0.796944
0000026_02500_d_0000029,car,2,3,1,1,1-2,False,False,True,0.862933
0000026_02500_d_0000029,pedestrian,12,10,-2,2,1-2,False,True,False,0.475120
0000026_02500_d_0000029,van,2,0,-2,2,1-2,True,True,False,0.000000
0000026_03000_d_0000030,car,11,10,-1,1,1-2,False,True,False,0.842070
0000026_03000_d_0000030,tricycle,1,1,0,0,0,False,False,False,0.555300
0000026_03000_d_0000030,van,1,1,0,0,0,False,False,False,0.915200
0000026_03500_d_0000031,car,18,18,0,0,0,False,False,False,0.811133
0000026_03500_d_0000031,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000026_03500_d_0000031,pedestrian,2,1,-1,1,1-2,False,True,False,0.700700
0000026_03500_d_0000031,van,2,2,0,0,0,False,False,False,0.303950
0000026_04000_d_0000032,car,12,13,1,1,1-2,False,False,True,0.849862
0000026_04000_d_0000032,motor,1,1,0,0,0,False,False,False,0.370400
0000026_04000_d_0000032,van,1,1,0,0,0,False,False,False,0.514100
0000026_04500_d_0000033,car,35,31,-4,4,3-5,False,True,False,0.488097
0000026_04500_d_0000033,motor,2,0,-2,2,1-2,True,True,False,0.000000
0000026_04500_d_0000033,pedestrian,3,0,-3,3,3-5,True,True,False,0.000000
0000026_04500_d_0000033,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000026_04500_d_0000033,van,5,2,-3,3,3-5,False,True,False,0.810550
0000026_04978_d_0000034,car,26,26,0,0,0,False,False,False,0.708323
0000026_04978_d_0000034,motor,4,1,-3,3,3-5,False,True,False,0.539400
0000026_04978_d_0000034,pedestrian,2,4,2,2,1-2,False,False,True,0.332225
0000026_04978_d_0000034,people,6,2,-4,4,3-5,False,True,False,0.336800
0000026_04978_d_0000034,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000026_04978_d_0000034,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000026_04978_d_0000034,van,2,0,-2,2,1-2,True,True,False,0.000000
0000055_00000_d_0000109,motor,13,2,-11,11,>5,False,True,False,0.365900
0000055_00000_d_0000109,pedestrian,52,28,-24,24,>5,False,True,False,0.501814
0000055_00000_d_0000109,people,33,1,-32,32,>5,False,True,False,0.293300
0000055_00000_d_0000109,tricycle,3,0,-3,3,3-5,True,True,False,0.000000
0000055_00714_d_0000110,motor,13,6,-7,7,>5,False,True,False,0.387167
0000055_00714_d_0000110,pedestrian,45,39,-6,6,>5,False,True,False,0.441085
0000055_00714_d_0000110,people,23,1,-22,22,>5,False,True,False,0.251400
0000055_00714_d_0000110,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000069_00001_d_0000001,motor,5,3,-2,2,1-2,False,True,False,0.353800
0000069_00001_d_0000001,pedestrian,19,16,-3,3,3-5,False,True,False,0.666925
0000069_00001_d_0000001,people,6,1,-5,5,3-5,False,True,False,0.296800
0000069_00483_d_0000002,pedestrian,23,29,6,6,>5,False,False,True,0.535883
0000069_00483_d_0000002,people,3,2,-1,1,1-2,False,True,False,0.280550
0000069_00713_d_0000003,motor,4,3,-1,1,1-2,False,True,False,0.332300
0000069_00713_d_0000003,pedestrian,34,25,-9,9,>5,False,True,False,0.548520
0000069_00713_d_0000003,people,11,5,-6,6,>5,False,True,False,0.310600
0000069_01109_d_0000004,motor,2,1,-1,1,1-2,False,True,False,0.304900
0000069_01109_d_0000004,pedestrian,25,24,-1,1,1-2,False,True,False,0.464167
0000069_01109_d_0000004,people,1,0,-1,1,1-2,True,True,False,0.000000
0000069_01878_d_0000005,pedestrian,30,23,-7,7,>5,False,True,False,0.542209
0000069_01878_d_0000005,people,5,1,-4,4,3-5,False,True,False,0.323100
0000069_02163_d_0000006,car,6,1,-5,5,3-5,False,True,False,0.307700
0000069_02163_d_0000006,motor,3,0,-3,3,3-5,True,True,False,0.000000
0000069_02163_d_0000006,pedestrian,31,27,-4,4,3-5,False,True,False,0.539611
0000069_02163_d_0000006,people,6,1,-5,5,3-5,False,True,False,0.338000
0000069_02163_d_0000006,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000069_02480_d_0000007,car,18,4,-14,14,>5,False,True,False,0.410350
0000069_02480_d_0000007,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000069_02480_d_0000007,pedestrian,40,29,-11,11,>5,False,True,False,0.534345
0000069_02480_d_0000007,people,5,1,-4,4,3-5,False,True,False,0.573600
0000072_02834_d_0000003,car,1,1,0,0,0,False,False,False,0.917900
0000072_02834_d_0000003,motor,2,2,0,0,0,False,False,False,0.373450
0000072_02834_d_0000003,pedestrian,58,65,7,7,>5,False,False,True,0.589186
0000072_02834_d_0000003,people,11,0,-11,11,>5,True,True,False,0.000000
0000076_02142_d_0000009,pedestrian,3,6,3,3,3-5,False,False,True,0.389850
0000076_02142_d_0000009,people,1,0,-1,1,1-2,True,True,False,0.000000
0000076_02142_d_0000009,truck,6,7,1,1,1-2,False,False,True,0.772914
0000076_02142_d_0000009,van,1,0,-1,1,1-2,True,True,False,0.000000
0000081_00000_d_0000001,pedestrian,65,96,31,31,>5,False,False,True,0.404207
0000081_00000_d_0000001,people,18,2,-16,16,>5,False,True,False,0.311750
0000086_00000_d_0000001,motor,2,1,-1,1,1-2,False,True,False,0.253200
0000086_00000_d_0000001,pedestrian,24,29,5,5,3-5,False,False,True,0.564845
0000086_00000_d_0000001,people,11,0,-11,11,>5,True,True,False,0.000000
0000086_00592_d_0000002,motor,1,1,0,0,0,False,False,False,0.323400
0000086_00592_d_0000002,pedestrian,38,37,-1,1,1-2,False,True,False,0.473570
0000086_00592_d_0000002,people,25,1,-24,24,>5,False,True,False,0.385300
0000086_01084_d_0000003,motor,1,2,1,1,1-2,False,False,True,0.325150
0000086_01084_d_0000003,pedestrian,112,58,-54,54,>5,False,True,False,0.439591
0000086_01084_d_0000003,people,32,1,-31,31,>5,False,True,False,0.323600
0000086_01443_d_0000004,motor,3,0,-3,3,3-5,True,True,False,0.000000
0000086_01443_d_0000004,pedestrian,83,73,-10,10,>5,False,True,False,0.436221
0000086_01443_d_0000004,people,20,0,-20,20,>5,True,True,False,0.000000
0000086_01954_d_0000005,motor,5,1,-4,4,3-5,False,True,False,0.302400
0000086_01954_d_0000005,pedestrian,124,78,-46,46,>5,False,True,False,0.442024
0000086_01954_d_0000005,people,43,0,-43,43,>5,True,True,False,0.000000
0000103_00180_d_0000026,pedestrian,1,1,0,0,0,False,False,False,0.756900
0000103_00502_d_0000027,car,1,1,0,0,0,False,False,False,0.971500
0000103_00502_d_0000027,pedestrian,2,2,0,0,0,False,False,False,0.566350
0000103_01734_d_0000028,car,3,4,1,1,1-2,False,False,True,0.694350
0000103_01734_d_0000028,pedestrian,1,1,0,0,0,False,False,False,0.337000
0000103_02544_d_0000029,motor,7,4,-3,3,3-5,False,True,False,0.402925
0000103_02544_d_0000029,pedestrian,1,3,2,2,1-2,False,False,True,0.349767
0000103_02544_d_0000029,people,3,1,-2,2,1-2,False,True,False,0.284200
0000103_02544_d_0000029,van,1,0,-1,1,1-2,True,True,False,0.000000
0000103_02964_d_0000030,car,1,0,-1,1,1-2,True,True,False,0.000000
0000103_02964_d_0000030,motor,4,1,-3,3,3-5,False,True,False,0.342900
0000103_02964_d_0000030,pedestrian,1,3,2,2,1-2,False,False,True,0.388733
0000103_02964_d_0000030,people,1,1,0,0,0,False,False,False,0.273900
0000103_02964_d_0000030,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000103_02964_d_0000030,van,1,0,-1,1,1-2,True,True,False,0.000000
0000103_03349_d_0000031,car,2,2,0,0,0,False,False,False,0.612350
0000103_03349_d_0000031,pedestrian,1,1,0,0,0,False,False,False,0.727100
0000103_03349_d_0000031,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000103_03738_d_0000032,pedestrian,2,2,0,0,0,False,False,False,0.709500
0000103_03738_d_0000032,truck,1,1,0,0,0,False,False,False,0.977700
0000103_04122_d_0000033,pedestrian,3,2,-1,1,1-2,False,True,False,0.636100
0000103_04122_d_0000033,people,1,1,0,0,0,False,False,False,0.509700
0000103_04513_d_0000034,car,1,1,0,0,0,False,False,False,0.878300
0000103_04513_d_0000034,pedestrian,1,1,0,0,0,False,False,False,0.529500
0000103_04948_d_0000035,car,1,0,-1,1,1-2,True,True,False,0.000000
0000115_00315_d_0000080,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000115_00315_d_0000080,car,8,3,-5,5,3-5,False,True,False,0.871433
0000115_00315_d_0000080,motor,12,3,-9,9,>5,False,True,False,0.371733
0000115_00315_d_0000080,pedestrian,20,5,-15,15,>5,False,True,False,0.377740
0000115_00315_d_0000080,people,16,7,-9,9,>5,False,True,False,0.387971
0000115_00315_d_0000080,tricycle,1,1,0,0,0,False,False,False,0.265200
0000115_00315_d_0000080,van,1,1,0,0,0,False,False,False,0.675200
0000115_00796_d_0000081,awning-tricycle,3,1,-2,2,1-2,False,True,False,0.744000
0000115_00796_d_0000081,car,14,9,-5,5,3-5,False,True,False,0.543889
0000115_00796_d_0000081,motor,13,4,-9,9,>5,False,True,False,0.369700
0000115_00796_d_0000081,pedestrian,30,17,-13,13,>5,False,True,False,0.361506
0000115_00796_d_0000081,people,15,4,-11,11,>5,False,True,False,0.458425
0000115_00796_d_0000081,tricycle,1,1,0,0,0,False,False,False,0.509300
0000115_00796_d_0000081,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000115_01031_d_0000082,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000115_01031_d_0000082,car,11,13,2,2,1-2,False,False,True,0.639192
0000115_01031_d_0000082,motor,20,16,-4,4,3-5,False,True,False,0.373556
0000115_01031_d_0000082,pedestrian,15,6,-9,9,>5,False,True,False,0.306367
0000115_01031_d_0000082,people,14,5,-9,9,>5,False,True,False,0.364720
0000115_01031_d_0000082,tricycle,1,1,0,0,0,False,False,False,0.458600
0000116_00351_d_0000083,awning-tricycle,5,0,-5,5,3-5,True,True,False,0.000000
0000116_00351_d_0000083,car,16,16,0,0,0,False,False,False,0.604056
0000116_00351_d_0000083,motor,17,9,-8,8,>5,False,True,False,0.437133
0000116_00351_d_0000083,pedestrian,14,8,-6,6,>5,False,True,False,0.447062
0000116_00351_d_0000083,people,19,8,-11,11,>5,False,True,False,0.413775
0000116_00351_d_0000083,van,2,0,-2,2,1-2,True,True,False,0.000000
0000116_00819_d_0000084,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000116_00819_d_0000084,car,11,12,1,1,1-2,False,False,True,0.466317
0000116_00819_d_0000084,motor,8,4,-4,4,3-5,False,True,False,0.297575
0000116_00819_d_0000084,pedestrian,5,3,-2,2,1-2,False,True,False,0.451600
0000116_00819_d_0000084,people,7,1,-6,6,>5,False,True,False,0.322500
0000116_00819_d_0000084,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000116_00819_d_0000084,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000116_00819_d_0000084,van,2,2,0,0,0,False,False,False,0.698100
0000116_01059_d_0000085,awning-tricycle,1,1,0,0,0,False,False,False,0.342200
0000116_01059_d_0000085,car,9,9,0,0,0,False,False,False,0.610489
0000116_01059_d_0000085,motor,20,7,-13,13,>5,False,True,False,0.273100
0000116_01059_d_0000085,pedestrian,14,11,-3,3,3-5,False,True,False,0.367509
0000116_01059_d_0000085,people,20,3,-17,17,>5,False,True,False,0.363800
0000116_01059_d_0000085,tricycle,4,2,-2,2,1-2,False,True,False,0.375500
0000116_01059_d_0000085,van,2,2,0,0,0,False,False,False,0.593650
0000116_01338_d_0000086,awning-tricycle,1,1,0,0,0,False,False,False,0.356600
0000116_01338_d_0000086,car,9,6,-3,3,3-5,False,True,False,0.607733
0000116_01338_d_0000086,motor,12,3,-9,9,>5,False,True,False,0.358933
0000116_01338_d_0000086,pedestrian,16,0,-16,16,>5,True,True,False,0.000000
0000116_01338_d_0000086,people,11,10,-1,1,1-2,False,True,False,0.357920
0000116_01338_d_0000086,tricycle,1,1,0,0,0,False,False,False,0.391500
0000116_01338_d_0000086,truck,2,0,-2,2,1-2,True,True,False,0.000000
0000116_01338_d_0000086,van,2,2,0,0,0,False,False,False,0.705150
0000117_00112_d_0000087,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000117_00112_d_0000087,car,11,12,1,1,1-2,False,False,True,0.757833
0000117_00112_d_0000087,motor,7,2,-5,5,3-5,False,True,False,0.397750
0000117_00112_d_0000087,pedestrian,98,59,-39,39,>5,False,True,False,0.359222
0000117_00112_d_0000087,people,9,2,-7,7,>5,False,True,False,0.278300
0000117_00112_d_0000087,tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000117_00112_d_0000087,van,1,0,-1,1,1-2,True,True,False,0.000000
0000117_01326_d_0000088,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000117_01326_d_0000088,car,16,13,-3,3,3-5,False,True,False,0.668469
0000117_01326_d_0000088,motor,2,0,-2,2,1-2,True,True,False,0.000000
0000117_01326_d_0000088,pedestrian,34,81,47,47,>5,False,False,True,0.352920
0000117_01326_d_0000088,people,6,0,-6,6,>5,True,True,False,0.000000
0000117_01326_d_0000088,van,3,2,-1,1,1-2,False,True,False,0.603700
0000117_01731_d_0000089,car,16,17,1,1,1-2,False,False,True,0.677800
0000117_01731_d_0000089,motor,4,5,1,1,1-2,False,False,True,0.407880
0000117_01731_d_0000089,pedestrian,20,7,-13,13,>5,False,True,False,0.373529
0000117_01731_d_0000089,people,6,3,-3,3,3-5,False,True,False,0.282667
0000117_01731_d_0000089,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000117_02708_d_0000090,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000117_02708_d_0000090,car,15,19,4,4,3-5,False,False,True,0.503932
0000117_02708_d_0000090,motor,5,2,-3,3,3-5,False,True,False,0.324400
0000117_02708_d_0000090,pedestrian,68,28,-40,40,>5,False,True,False,0.496300
0000117_02708_d_0000090,people,7,3,-4,4,3-5,False,True,False,0.325467
0000117_02708_d_0000090,tricycle,2,1,-1,1,1-2,False,True,False,0.304700
0000117_02708_d_0000090,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000117_02708_d_0000090,van,1,2,1,1,1-2,False,False,True,0.632500
0000117_03096_d_0000091,car,9,13,4,4,3-5,False,False,True,0.591931
0000117_03096_d_0000091,motor,2,3,1,1,1-2,False,False,True,0.299167
0000117_03096_d_0000091,pedestrian,7,23,16,16,>5,False,False,True,0.340670
0000117_03096_d_0000091,people,2,3,1,1,1-2,False,False,True,0.318467
0000117_03096_d_0000091,truck,2,2,0,0,0,False,False,False,0.464600
0000117_03096_d_0000091,van,2,4,2,2,1-2,False,False,True,0.612000
0000129_02411_d_0000138,car,90,107,17,17,>5,False,False,True,0.687369
0000129_02411_d_0000138,motor,15,1,-14,14,>5,False,True,False,0.307300
0000129_02411_d_0000138,pedestrian,35,1,-34,34,>5,False,True,False,0.335800
0000129_02411_d_0000138,people,11,0,-11,11,>5,True,True,False,0.000000
0000129_02411_d_0000138,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000129_02411_d_0000138,truck,7,3,-4,4,3-5,False,True,False,0.350700
0000129_02411_d_0000138,van,19,9,-10,10,>5,False,True,False,0.609522
0000153_00001_d_0000001,awning-tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000153_00001_d_0000001,car,18,13,-5,5,3-5,False,True,False,0.609523
0000153_00001_d_0000001,motor,13,7,-6,6,>5,False,True,False,0.432829
0000153_00001_d_0000001,pedestrian,2,0,-2,2,1-2,True,True,False,0.000000
0000153_00001_d_0000001,people,16,8,-8,8,>5,False,True,False,0.453075
0000153_00001_d_0000001,tricycle,1,1,0,0,0,False,False,False,0.482300
0000153_00001_d_0000001,truck,2,0,-2,2,1-2,True,True,False,0.000000
0000153_00001_d_0000001,van,1,0,-1,1,1-2,True,True,False,0.000000
0000153_00401_d_0000001,awning-tricycle,7,0,-7,7,>5,True,True,False,0.000000
0000153_00401_d_0000001,car,15,13,-2,2,1-2,False,True,False,0.555331
0000153_00401_d_0000001,motor,17,7,-10,10,>5,False,True,False,0.398543
0000153_00401_d_0000001,pedestrian,1,0,-1,1,1-2,True,True,False,0.000000
0000153_00401_d_0000001,people,17,10,-7,7,>5,False,True,False,0.426680
0000153_00401_d_0000001,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000153_00801_d_0000001,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000153_00801_d_0000001,car,9,9,0,0,0,False,False,False,0.588067
0000153_00801_d_0000001,motor,14,3,-11,11,>5,False,True,False,0.431800
0000153_00801_d_0000001,pedestrian,13,0,-13,13,>5,True,True,False,0.000000
0000153_00801_d_0000001,people,1,3,2,2,1-2,False,False,True,0.447933
0000153_00801_d_0000001,tricycle,8,3,-5,5,3-5,False,True,False,0.477733
0000153_00801_d_0000001,van,3,1,-2,2,1-2,False,True,False,0.410800
0000153_01201_d_0000001,awning-tricycle,2,2,0,0,0,False,False,False,0.547300
0000153_01201_d_0000001,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000153_01201_d_0000001,car,3,5,2,2,1-2,False,False,True,0.477980
0000153_01201_d_0000001,motor,16,5,-11,11,>5,False,True,False,0.406480
0000153_01201_d_0000001,pedestrian,8,0,-8,8,>5,True,True,False,0.000000
0000153_01201_d_0000001,people,24,5,-19,19,>5,False,True,False,0.413280
0000153_01201_d_0000001,tricycle,2,1,-1,1,1-2,False,True,False,0.377200
0000153_01201_d_0000001,van,2,0,-2,2,1-2,True,True,False,0.000000
0000153_01601_d_0000001,bus,2,1,-1,1,1-2,False,True,False,0.915700
0000153_01601_d_0000001,car,10,6,-4,4,3-5,False,True,False,0.558033
0000153_01601_d_0000001,motor,21,7,-14,14,>5,False,True,False,0.432443
0000153_01601_d_0000001,pedestrian,3,1,-2,2,1-2,False,True,False,0.354100
0000153_01601_d_0000001,people,25,9,-16,16,>5,False,True,False,0.403967
0000153_01601_d_0000001,tricycle,1,1,0,0,0,False,False,False,0.622300
