scenario,policy,metric_group,dimension,category,service_level,count,ratio,mean,std,min,p25,median,p75,max,notes
nominal_patrol,always_image,service_semantic_utility,semantic_accuracy_mean,s=2,2,1800,1.000000,0.453296,0.497377,0.000000,0.000000,0.000000,1.000000,1.000000,
nominal_patrol,always_image,service_semantic_utility,semantic_accuracy_lcb,s=2,2,1800,1.000000,0.349875,0.383912,0.000000,0.000000,0.000000,0.771898,0.771898,
nominal_patrol,always_image,service_semantic_utility,semantic_uncertainty,s=2,2,1800,1.000000,0.391246,0.003292,0.321493,0.391401,0.391401,0.391401,0.391401,
nominal_patrol,always_image,service_semantic_utility,semantic_sample_count,s=2,2,1800,1.000000,13.037778,0.800497,13.000000,13.000000,13.000000,13.000000,30.000000,
nominal_patrol,always_image,service_semantic_utility,semantic_payload_kb,s=2,2,1800,1.000000,198.090857,8.066796,154.001790,191.093224,191.093224,206.768630,206.768630,
nominal_patrol,always_image,service_semantic_utility,semantic_quality_gap,s=2,2,1800,1.000000,0.454240,0.380946,0.000000,0.048102,0.760000,0.820000,0.820000,
nominal_patrol,always_image,service_semantic_utility,delay_s,s=2,2,1800,1.000000,5.106347,2.015884,3.185542,3.535972,3.923191,6.526701,13.064595,
nominal_patrol,always_image,service_semantic_utility,energy_j,s=2,2,1800,1.000000,456.307099,311.998625,209.064243,209.072768,270.076144,671.072677,1651.291434,
nominal_patrol,always_image,service_event_rate,semantic_success,s=2,2,1800,1.000000,0.110556,0.313581,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,always_image,service_event_rate,success,s=2,2,1800,1.000000,0.012778,0.112314,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,always_image,service_event_rate,quality_violation,s=2,2,1800,1.000000,0.889444,0.313581,0.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,always_image,service_event_rate,deadline_violation,s=2,2,1800,1.000000,0.897222,0.303668,0.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,always_image,service_event_rate,utm_conflict_violation,s=2,2,1800,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,always_image,service_event_rate,resource_violation,s=2,2,1800,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_accuracy_mean,s=0,0,3,0.001667,0.758621,0.000000,0.758621,0.758621,0.758621,0.758621,0.758621,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_accuracy_lcb,s=0,0,3,0.001667,0.720107,0.000000,0.720107,0.720107,0.720107,0.720107,0.720107,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_uncertainty,s=0,0,3,0.001667,0.143836,0.000000,0.143836,0.143836,0.143836,0.143836,0.143836,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_sample_count,s=0,0,3,0.001667,87.000000,0.000000,87.000000,87.000000,87.000000,87.000000,87.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_payload_kb,s=0,0,3,0.001667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_quality_gap,s=0,0,3,0.001667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,delay_s,s=0,0,3,0.001667,0.321458,0.000000,0.321458,0.321458,0.321458,0.321458,0.321458,
nominal_patrol,semantic_greedy,service_semantic_utility,energy_j,s=0,0,3,0.001667,7.850000,0.000000,7.850000,7.850000,7.850000,7.850000,7.850000,
nominal_patrol,semantic_greedy,service_event_rate,semantic_success,s=0,0,3,0.001667,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,success,s=0,0,3,0.001667,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,quality_violation,s=0,0,3,0.001667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_event_rate,deadline_violation,s=0,0,3,0.001667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_event_rate,utm_conflict_violation,s=0,0,3,0.001667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_event_rate,resource_violation,s=0,0,3,0.001667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_accuracy_mean,s=1,1,142,0.078889,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_accuracy_lcb,s=1,1,142,0.078889,0.771898,0.000000,0.771898,0.771898,0.771898,0.771898,0.771898,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_uncertainty,s=1,1,142,0.078889,0.391401,0.000000,0.391401,0.391401,0.391401,0.391401,0.391401,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_sample_count,s=1,1,142,0.078889,13.000000,0.000000,13.000000,13.000000,13.000000,13.000000,13.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_payload_kb,s=1,1,142,0.078889,1.188101,0.000000,1.188101,1.188101,1.188101,1.188101,1.188101,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_quality_gap,s=1,1,142,0.078889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,delay_s,s=1,1,142,0.078889,5.378873,1.251340,1.837340,4.477592,5.478402,6.241611,7.945724,
nominal_patrol,semantic_greedy,service_semantic_utility,energy_j,s=1,1,142,0.078889,743.415019,190.879861,204.715724,608.232903,755.348832,872.926311,1137.681029,
nominal_patrol,semantic_greedy,service_event_rate,semantic_success,s=1,1,142,0.078889,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,success,s=1,1,142,0.078889,0.436620,0.495967,0.000000,0.000000,0.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,quality_violation,s=1,1,142,0.078889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_event_rate,deadline_violation,s=1,1,142,0.078889,0.563380,0.495967,0.000000,0.000000,1.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,utm_conflict_violation,s=1,1,142,0.078889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_event_rate,resource_violation,s=1,1,142,0.078889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_accuracy_mean,s=2,2,1655,0.919444,0.387716,0.484287,0.000000,0.000000,0.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_accuracy_lcb,s=2,2,1655,0.919444,0.300446,0.375350,0.000000,0.000000,0.000000,0.771898,0.850023,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_uncertainty,s=2,2,1655,0.919444,0.388445,0.022669,0.173054,0.391401,0.391401,0.391401,0.391401,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_sample_count,s=2,2,1655,0.919444,13.815106,6.431297,13.000000,13.000000,13.000000,13.000000,87.000000,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_payload_kb,s=2,2,1655,0.919444,196.212144,9.438112,154.001790,191.093224,191.093224,206.768630,206.768630,
nominal_patrol,semantic_greedy,service_semantic_utility,semantic_quality_gap,s=2,2,1655,0.919444,0.507409,0.365814,0.000000,0.048102,0.760000,0.820000,0.820000,
nominal_patrol,semantic_greedy,service_semantic_utility,delay_s,s=2,2,1655,0.919444,5.032000,2.161373,3.442489,3.533796,3.547454,6.176053,15.935563,
nominal_patrol,semantic_greedy,service_semantic_utility,energy_j,s=2,2,1655,0.919444,442.097480,331.810681,209.064243,209.072107,211.320941,617.767315,2069.496875,
nominal_patrol,semantic_greedy,service_event_rate,semantic_success,s=2,2,1655,0.919444,0.007251,0.084842,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,success,s=2,2,1655,0.919444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_event_rate,quality_violation,s=2,2,1655,0.919444,0.992749,0.084842,0.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,deadline_violation,s=2,2,1655,0.919444,0.893051,0.309048,0.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,semantic_greedy,service_event_rate,utm_conflict_violation,s=2,2,1655,0.919444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,semantic_greedy,service_event_rate,resource_violation,s=2,2,1655,0.919444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_accuracy_mean,s=0,0,661,0.367222,0.608550,0.147547,0.366667,0.466667,0.615385,0.692308,0.846154,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_accuracy_lcb,s=0,0,661,0.367222,0.514431,0.134566,0.299737,0.395243,0.504426,0.582880,0.750065,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_uncertainty,s=0,0,661,0.367222,0.332602,0.076126,0.143836,0.252290,0.377751,0.382893,0.382893,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_sample_count,s=0,0,661,0.367222,22.741301,20.495627,13.000000,13.000000,13.000000,30.000000,87.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_payload_kb,s=0,0,661,0.367222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_quality_gap,s=0,0,661,0.367222,0.288928,0.146605,0.000000,0.237120,0.315574,0.424757,0.520263,
nominal_patrol,proposed_ppo,service_semantic_utility,delay_s,s=0,0,661,0.367222,0.229565,0.064648,0.148172,0.175155,0.215807,0.269879,0.509458,
nominal_patrol,proposed_ppo,service_semantic_utility,energy_j,s=0,0,661,0.367222,7.850000,0.000000,7.850000,7.850000,7.850000,7.850000,7.850000,
nominal_patrol,proposed_ppo,service_event_rate,semantic_success,s=0,0,661,0.367222,0.003026,0.054923,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,success,s=0,0,661,0.367222,0.003026,0.054923,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,quality_violation,s=0,0,661,0.367222,0.996974,0.054923,0.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,deadline_violation,s=0,0,661,0.367222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_event_rate,utm_conflict_violation,s=0,0,661,0.367222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_event_rate,resource_violation,s=0,0,661,0.367222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_accuracy_mean,s=1,1,811,0.450556,0.843489,0.181759,0.615385,0.615385,1.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_accuracy_lcb,s=1,1,811,0.450556,0.611260,0.198292,0.355225,0.355225,0.771898,0.771898,0.771898,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_uncertainty,s=1,1,811,0.450556,0.403611,0.053852,0.182008,0.391401,0.391401,0.454021,0.454021,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_sample_count,s=1,1,811,0.450556,16.076449,12.338588,13.000000,13.000000,13.000000,13.000000,87.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_payload_kb,s=1,1,811,0.450556,1.153575,0.113808,0.745409,1.188101,1.188101,1.188401,1.188401,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_quality_gap,s=1,1,811,0.450556,0.177921,0.187778,0.000000,0.000000,0.048102,0.404775,0.464775,
nominal_patrol,proposed_ppo,service_semantic_utility,delay_s,s=1,1,811,0.450556,3.654011,2.270761,0.701067,1.964143,3.564122,4.929464,13.440879,
nominal_patrol,proposed_ppo,service_semantic_utility,energy_j,s=1,1,811,0.450556,478.897651,340.950184,34.896539,218.478043,464.802449,677.311318,1897.301176,
nominal_patrol,proposed_ppo,service_event_rate,semantic_success,s=1,1,811,0.450556,0.266338,0.442043,0.000000,0.000000,0.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,success,s=1,1,811,0.450556,0.144266,0.351360,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,quality_violation,s=1,1,811,0.450556,0.733662,0.442043,0.000000,0.000000,1.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,deadline_violation,s=1,1,811,0.450556,0.392109,0.488221,0.000000,0.000000,0.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,utm_conflict_violation,s=1,1,811,0.450556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_event_rate,resource_violation,s=1,1,811,0.450556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_accuracy_mean,s=2,2,328,0.182222,0.973895,0.030824,0.937500,0.937500,1.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_accuracy_lcb,s=2,2,328,0.182222,0.804529,0.038529,0.771898,0.771898,0.771898,0.850023,0.850023,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_uncertainty,s=2,2,328,0.182222,0.306320,0.100459,0.187703,0.187703,0.391401,0.391401,0.391401,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_sample_count,s=2,2,328,0.182222,34.301829,25.152045,13.000000,13.000000,13.000000,64.000000,64.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_payload_kb,s=2,2,328,0.182222,184.934844,25.780150,154.495041,154.495041,206.768630,206.768630,206.768630,
nominal_patrol,proposed_ppo,service_semantic_utility,semantic_quality_gap,s=2,2,328,0.182222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_semantic_utility,delay_s,s=2,2,328,0.182222,8.811054,3.579085,3.796362,5.519372,8.007376,12.237476,16.136293,
nominal_patrol,proposed_ppo,service_semantic_utility,energy_j,s=2,2,328,0.182222,1016.226278,523.708206,291.194721,536.552905,920.370622,1495.534956,2098.061269,
nominal_patrol,proposed_ppo,service_event_rate,semantic_success,s=2,2,328,0.182222,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,success,s=2,2,328,0.182222,0.158537,0.365243,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,quality_violation,s=2,2,328,0.182222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_event_rate,deadline_violation,s=2,2,328,0.182222,0.841463,0.365243,0.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,proposed_ppo,service_event_rate,utm_conflict_violation,s=2,2,328,0.182222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,proposed_ppo,service_event_rate,resource_violation,s=2,2,328,0.182222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_accuracy_mean,s=0,0,653,0.362778,0.611036,0.146684,0.366667,0.567568,0.615385,0.692308,0.846154,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_accuracy_lcb,s=0,0,653,0.362778,0.516484,0.134059,0.299737,0.501795,0.504426,0.582880,0.750065,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_uncertainty,s=0,0,653,0.362778,0.334045,0.075335,0.143836,0.252290,0.377751,0.382893,0.382893,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_sample_count,s=0,0,653,0.362778,22.434916,20.274853,13.000000,13.000000,13.000000,30.000000,87.000000,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_payload_kb,s=0,0,653,0.362778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_quality_gap,s=0,0,653,0.362778,0.286671,0.146034,0.000000,0.237120,0.315574,0.318205,0.520263,
nominal_patrol,ppo_without_lcb,service_semantic_utility,delay_s,s=0,0,653,0.362778,0.238735,0.070388,0.148172,0.182292,0.223729,0.285184,0.509458,
nominal_patrol,ppo_without_lcb,service_semantic_utility,energy_j,s=0,0,653,0.362778,7.850000,0.000000,7.850000,7.850000,7.850000,7.850000,7.850000,
nominal_patrol,ppo_without_lcb,service_event_rate,semantic_success,s=0,0,653,0.362778,0.003063,0.055258,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,success,s=0,0,653,0.362778,0.003063,0.055258,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,quality_violation,s=0,0,653,0.362778,0.996937,0.055258,0.000000,1.000000,1.000000,1.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,deadline_violation,s=0,0,653,0.362778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,utm_conflict_violation,s=0,0,653,0.362778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,resource_violation,s=0,0,653,0.362778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_accuracy_mean,s=1,1,821,0.456111,0.843939,0.180916,0.615385,0.615385,1.000000,1.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_accuracy_lcb,s=1,1,821,0.456111,0.612646,0.197380,0.355225,0.355225,0.771898,0.771898,0.771898,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_uncertainty,s=1,1,821,0.456111,0.402203,0.055312,0.182008,0.391401,0.391401,0.454021,0.454021,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_sample_count,s=1,1,821,0.456111,16.377588,12.852150,13.000000,13.000000,13.000000,13.000000,87.000000,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_payload_kb,s=1,1,821,0.456111,1.150049,0.118857,0.745409,1.188101,1.188101,1.188401,1.188401,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_quality_gap,s=1,1,821,0.456111,0.176866,0.186948,0.000000,0.000000,0.048102,0.404775,0.464775,
nominal_patrol,ppo_without_lcb,service_semantic_utility,delay_s,s=1,1,821,0.456111,3.700522,2.306682,0.702555,1.993083,3.636370,4.986101,13.440879,
nominal_patrol,ppo_without_lcb,service_semantic_utility,energy_j,s=1,1,821,0.456111,484.869303,345.977959,34.896539,226.251899,474.928423,684.080909,1897.301176,
nominal_patrol,ppo_without_lcb,service_event_rate,semantic_success,s=1,1,821,0.456111,0.265530,0.441615,0.000000,0.000000,0.000000,1.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,success,s=1,1,821,0.456111,0.142509,0.349572,0.000000,0.000000,0.000000,0.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,quality_violation,s=1,1,821,0.456111,0.734470,0.441615,0.000000,0.000000,1.000000,1.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,deadline_violation,s=1,1,821,0.456111,0.400731,0.490047,0.000000,0.000000,0.000000,1.000000,1.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,utm_conflict_violation,s=1,1,821,0.456111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,ppo_without_lcb,service_event_rate,resource_violation,s=1,1,821,0.456111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
nominal_patrol,ppo_without_lcb,service_semantic_utility,semantic_accuracy_mean,s=2,2,326,0.181111,0.974118,0.030785,0.937500,0.937500,1.000000,1.000000,1.000000,
