channel,method,snr_db,qtype,split,accuracy,n,lcb,ucb,mean_payload_bytes,mean_channel_uses,cbr
rician,M1_image,15.0,presence,test,0.75,104,0.6589,0.8233,258852.0,436372.1,0.151366
rician,M1_image,15.0,counting,test,0.4231,52,0.2987,0.5581,258852.0,436372.1,0.151366
rician,M1_image,15.0,comparison,test,0.5962,104,0.5001,0.6854,277577.0,467938.8,0.162316
rician,M1_image,15.0,co_presence,test,0.5096,104,0.4149,0.6036,277577.0,467938.8,0.162316
rician,M1_image,15.0,threshold,test,0.6058,104,0.5097,0.6943,277577.0,467938.8,0.162316
rician,M1_image,20.0,all,test,0.5791,468,0.5339,0.623,277217.2,349020.1,0.121066
rician,M1_image,20.0,presence,test,0.7596,104,0.6692,0.8315,271346.4,341628.7,0.118502
rician,M1_image,20.0,counting,test,0.4038,52,0.2816,0.5393,271346.4,341628.7,0.118502
rician,M1_image,20.0,comparison,test,0.5577,104,0.4619,0.6494,280152.6,352715.8,0.122348
rician,M1_image,20.0,co_presence,test,0.5,104,0.4056,0.5944,280152.6,352715.8,0.122348
rician,M1_image,20.0,threshold,test,0.5865,104,0.4905,0.6765,280152.6,352715.8,0.122348
rician,M3_token,-5.0,all,test,0.6709,468,0.6271,0.712,943.1,15090.4,0.005234
rician,M3_token,-5.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M3_token,-5.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.2,0.005323
rician,M3_token,-5.0,comparison,test,0.8462,104,0.7646,0.903,1072.3,17156.8,0.005951
rician,M3_token,-5.0,co_presence,test,0.6635,104,0.5683,0.747,945.9,15134.6,0.00525
rician,M3_token,-5.0,threshold,test,0.5962,104,0.5001,0.6854,943.9,15102.6,0.005239
rician,M3_token,0.0,all,test,0.6709,468,0.6271,0.712,943.1,15089.8,0.005234
rician,M3_token,0.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M3_token,0.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M3_token,0.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.8,0.005953
rician,M3_token,0.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.2,0.005249
rician,M3_token,0.0,threshold,test,0.5962,104,0.5001,0.6854,943.7,15099.2,0.005238
rician,M3_token,5.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M3_token,5.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M3_token,5.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M3_token,5.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,5.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,5.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M3_token,10.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M3_token,10.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M3_token,10.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M3_token,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,10.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M3_token,15.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M3_token,15.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M3_token,15.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M3_token,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M3_token,20.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M3_token,20.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M3_token,20.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M3_token,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive12,-5.0,all,test,0.6709,468,0.6271,0.712,943.1,15090.4,0.005234
rician,M4_adaptive12,-5.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive12,-5.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.2,0.005323
rician,M4_adaptive12,-5.0,comparison,test,0.8462,104,0.7646,0.903,1072.3,17156.8,0.005951
rician,M4_adaptive12,-5.0,co_presence,test,0.6635,104,0.5683,0.747,945.9,15134.6,0.00525
rician,M4_adaptive12,-5.0,threshold,test,0.5962,104,0.5001,0.6854,943.9,15102.6,0.005239
rician,M4_adaptive12,0.0,all,test,0.6709,468,0.6271,0.712,943.1,15089.8,0.005234
rician,M4_adaptive12,0.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive12,0.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive12,0.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.8,0.005953
rician,M4_adaptive12,0.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.2,0.005249
rician,M4_adaptive12,0.0,threshold,test,0.5962,104,0.5001,0.6854,943.7,15099.2,0.005238
rician,M4_adaptive12,5.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive12,5.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive12,5.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive12,5.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive12,5.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive12,5.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive12,10.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive12,10.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive12,10.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive12,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive12,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive12,10.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive12,15.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive12,15.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive12,15.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive12,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive12,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive12,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive12,20.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive12,20.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive12,20.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive12,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive12,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive12,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive123,-5.0,all,test,0.6709,468,0.6271,0.712,943.1,15090.4,0.005234
rician,M4_adaptive123,-5.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive123,-5.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.2,0.005323
rician,M4_adaptive123,-5.0,comparison,test,0.8462,104,0.7646,0.903,1072.3,17156.8,0.005951
rician,M4_adaptive123,-5.0,co_presence,test,0.6635,104,0.5683,0.747,945.9,15134.6,0.00525
rician,M4_adaptive123,-5.0,threshold,test,0.5962,104,0.5001,0.6854,943.9,15102.6,0.005239
rician,M4_adaptive123,0.0,all,test,0.6709,468,0.6271,0.712,943.1,15089.8,0.005234
rician,M4_adaptive123,0.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive123,0.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive123,0.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.8,0.005953
rician,M4_adaptive123,0.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.2,0.005249
rician,M4_adaptive123,0.0,threshold,test,0.5962,104,0.5001,0.6854,943.7,15099.2,0.005238
rician,M4_adaptive123,5.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive123,5.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive123,5.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive123,5.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive123,5.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive123,5.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive123,10.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive123,10.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive123,10.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive123,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive123,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive123,10.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive123,15.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive123,15.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive123,15.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive123,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive123,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive123,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive123,20.0,all,test,0.6709,468,0.6271,0.712,943.0,15088.7,0.005234
rician,M4_adaptive123,20.0,presence,test,0.7115,104,0.6182,0.7898,802.5,12840.2,0.004454
rician,M4_adaptive123,20.0,counting,test,0.4038,52,0.2816,0.5393,959.1,15345.5,0.005323
rician,M4_adaptive123,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive123,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive123,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M5_oracle12,-5.0,all,test,0.7885,468,0.7492,0.823,22997.6,476813.3,0.165394
rician,M5_oracle12,-5.0,presence,test,0.8269,104,0.7429,0.8876,19429.7,402783.2,0.139715
rician,M5_oracle12,-5.0,counting,test,0.5192,52,0.3869,0.649,19392.0,401309.4,0.139204
rician,M5_oracle12,-5.0,comparison,test,0.9231,104,0.8555,0.9605,18969.5,391805.1,0.135907
rician,M5_oracle12,-5.0,co_presence,test,0.8173,104,0.7322,0.8798,31549.1,655779.3,0.227473
rician,M5_oracle12,-5.0,threshold,test,0.7212,104,0.6283,0.7983,23844.9,494637.7,0.171577
rician,M5_oracle12,0.0,all,test,0.8013,468,0.7627,0.8349,19499.2,172182.5,0.059726
rician,M5_oracle12,0.0,presence,test,0.8558,104,0.7756,0.9106,18934.1,166400.6,0.05772
rician,M5_oracle12,0.0,counting,test,0.5192,52,0.3869,0.649,16705.9,148587.7,0.051541
rician,M5_oracle12,0.0,comparison,test,0.9038,104,0.832,0.9469,8971.4,83911.1,0.029107
rician,M5_oracle12,0.0,co_presence,test,0.8077,104,0.7215,0.8719,26134.0,228642.2,0.07931
rician,M5_oracle12,0.0,threshold,test,0.7788,104,0.69,0.8479,25353.8,221573.5,0.076858
rician,M5_oracle12,5.0,all,test,0.8056,468,0.7673,0.8389,25515.7,116591.7,0.040443
rician,M5_oracle12,5.0,presence,test,0.8365,104,0.7537,0.8954,22176.0,101318.3,0.035145
rician,M5_oracle12,5.0,counting,test,0.5577,52,0.4234,0.6841,36169.3,161195.5,0.055915
rician,M5_oracle12,5.0,comparison,test,0.9327,104,0.8675,0.967,16980.2,82676.5,0.028678
rician,M5_oracle12,5.0,co_presence,test,0.7981,104,0.711,0.864,24728.0,113379.0,0.039328
rician,M5_oracle12,5.0,threshold,test,0.7788,104,0.69,0.8479,32851.7,146691.1,0.050883
rician,M5_oracle12,10.0,all,test,0.8184,468,0.7809,0.8507,36582.0,101589.0,0.035239
rician,M5_oracle12,10.0,presence,test,0.8462,104,0.7646,0.903,31241.0,86969.3,0.030167
rician,M5_oracle12,10.0,counting,test,0.5769,52,0.4419,0.7013,43515.1,118629.3,0.041149
rician,M5_oracle12,10.0,comparison,test,0.9327,104,0.8675,0.967,22228.4,68276.2,0.023683
rician,M5_oracle12,10.0,co_presence,test,0.8173,104,0.7322,0.8798,37412.6,103695.8,0.035969
rician,M5_oracle12,10.0,threshold,test,0.7981,104,0.711,0.864,51979.5,138894.5,0.048179
rician,M5_oracle12,15.0,all,test,0.8098,468,0.7718,0.8428,38090.6,75820.1,0.0263
rician,M5_oracle12,15.0,presence,test,0.875,104,0.7978,0.9255,43412.0,82902.5,0.028757
rician,M5_oracle12,15.0,counting,test,0.5769,52,0.4419,0.7013,46681.8,90048.8,0.031236
rician,M5_oracle12,15.0,comparison,test,0.9135,104,0.8437,0.9538,20304.2,48476.1,0.016815
rician,M5_oracle12,15.0,co_presence,test,0.7981,104,0.711,0.864,37496.9,74982.8,0.02601
rician,M5_oracle12,15.0,threshold,test,0.7692,104,0.6795,0.8397,46853.8,89804.5,0.031151
rician,M5_oracle12,20.0,all,test,0.8077,468,0.7695,0.8408,38090.2,59990.9,0.020809
rician,M5_oracle12,20.0,presence,test,0.8846,104,0.8091,0.9328,45752.4,67507.6,0.023417
rician,M5_oracle12,20.0,counting,test,0.5577,52,0.4234,0.6841,41501.8,64186.1,0.022264
rician,M5_oracle12,20.0,comparison,test,0.9135,104,0.8437,0.9538,21337.5,41512.9,0.0144
rician,M5_oracle12,20.0,co_presence,test,0.7981,104,0.711,0.864,37109.8,58843.3,0.020411
rician,M5_oracle12,20.0,threshold,test,0.7596,104,0.6692,0.8315,46455.3,70002.1,0.024282
rician,M5_oracle123,-5.0,all,test,0.8333,468,0.7969,0.8644,23500.0,487531.3,0.169112
rician,M5_oracle123,-5.0,presence,test,0.875,104,0.7978,0.9255,19729.6,409227.5,0.14195
rician,M5_oracle123,-5.0,counting,test,0.5769,52,0.4419,0.7013,19549.5,404806.2,0.140417
rician,M5_oracle123,-5.0,comparison,test,0.9615,104,0.9053,0.9849,19786.2,409100.1,0.141906
rician,M5_oracle123,-5.0,co_presence,test,0.8269,104,0.7429,0.8876,31731.6,659653.0,0.228817
rician,M5_oracle123,-5.0,threshold,test,0.7981,104,0.711,0.864,24728.0,513507.1,0.178122
rician,M5_oracle123,0.0,all,test,0.8355,468,0.7992,0.8663,20175.3,177696.8,0.061638
rician,M5_oracle123,0.0,presence,test,0.875,104,0.7978,0.9255,19088.2,167607.6,0.058139
rician,M5_oracle123,0.0,counting,test,0.5769,52,0.4419,0.7013,16941.5,150285.5,0.05213
rician,M5_oracle123,0.0,comparison,test,0.9519,104,0.8924,0.9793,10606.3,97470.5,0.03381
rician,M5_oracle123,0.0,co_presence,test,0.8365,104,0.7537,0.8954,26912.7,235033.9,0.081527
rician,M5_oracle123,0.0,threshold,test,0.8077,104,0.7215,0.8719,25710.8,224381.0,0.077832
rician,M5_oracle123,5.0,all,test,0.8462,468,0.8107,0.876,26522.0,120339.2,0.041743
rician,M5_oracle123,5.0,presence,test,0.8558,104,0.7756,0.9106,22368.0,101957.7,0.035366
rician,M5_oracle123,5.0,counting,test,0.5962,52,0.4607,0.7184,36414.3,161905.8,0.056161
rician,M5_oracle123,5.0,comparison,test,0.9808,104,0.9326,0.9947,19432.1,92353.8,0.032035
rician,M5_oracle123,5.0,co_presence,test,0.8173,104,0.7322,0.8798,25246.9,115328.0,0.040004
rician,M5_oracle123,5.0,threshold,test,0.8558,104,0.7756,0.9106,34094.9,150933.8,0.052355
rician,M5_oracle123,10.0,all,test,0.8483,468,0.813,0.8779,37583.7,103672.9,0.035961
rician,M5_oracle123,10.0,presence,test,0.8654,104,0.7866,0.9181,31484.1,87382.4,0.030311
rician,M5_oracle123,10.0,counting,test,0.6154,52,0.4796,0.7353,43828.6,119043.6,0.041293
rician,M5_oracle123,10.0,comparison,test,0.9615,104,0.9053,0.9849,24348.6,73168.6,0.02538
rician,M5_oracle123,10.0,co_presence,test,0.8462,104,0.7646,0.903,38578.8,106168.2,0.036827
rician,M5_oracle123,10.0,threshold,test,0.8365,104,0.7537,0.8954,52800.8,140287.0,0.048662
rician,M5_oracle123,15.0,all,test,0.8483,468,0.813,0.8779,39800.4,78192.9,0.027123
rician,M5_oracle123,15.0,presence,test,0.8846,104,0.8091,0.9328,43536.3,83011.5,0.028795
rician,M5_oracle123,15.0,counting,test,0.6154,52,0.4796,0.7353,47103.1,90374.9,0.031349
rician,M5_oracle123,15.0,comparison,test,0.9423,104,0.8798,0.9733,22711.3,52038.9,0.018051
rician,M5_oracle123,15.0,co_presence,test,0.8365,104,0.7537,0.8954,40979.3,80374.8,0.02788
rician,M5_oracle123,15.0,threshold,test,0.8462,104,0.7646,0.903,48323.5,91255.5,0.031654
rician,M5_oracle123,20.0,all,test,0.8526,468,0.8176,0.8818,41963.6,64222.7,0.022277
rician,M5_oracle123,20.0,presence,test,0.9038,104,0.832,0.9469,46286.0,67972.6,0.023578
rician,M5_oracle123,20.0,counting,test,0.5962,52,0.4607,0.7184,42197.2,64665.9,0.022431
rician,M5_oracle123,20.0,comparison,test,0.9423,104,0.8798,0.9733,25654.1,46433.5,0.016107
rician,M5_oracle123,20.0,co_presence,test,0.8365,104,0.7537,0.8954,44040.1,67075.7,0.023267
rician,M5_oracle123,20.0,threshold,test,0.8558,104,0.7756,0.9106,51757.3,75187.4,0.026081
rician,M6_roi,-5.0,all,test,0.5833,468,0.5382,0.6271,11419.6,238788.0,0.082829
rician,M6_roi,-5.0,presence,test,0.7019,104,0.6081,0.7814,6239.1,130462.2,0.045254
rician,M6_roi,-5.0,counting,test,0.3462,52,0.2315,0.482,7627.2,159487.3,0.055322
rician,M6_roi,-5.0,comparison,test,0.5288,104,0.4336,0.622,19271.1,402964.8,0.139778
rician,M6_roi,-5.0,co_presence,test,0.6058,104,0.5097,0.6943,13735.8,287219.2,0.099629
rician,M6_roi,-5.0,threshold,test,0.6154,104,0.5194,0.7032,8328.7,174156.1,0.06041
rician,M6_roi,0.0,all,test,0.5791,468,0.5339,0.623,16682.8,142052.1,0.049274
rician,M6_roi,0.0,presence,test,0.7115,104,0.6182,0.7898,9134.2,77776.9,0.026979
rician,M6_roi,0.0,counting,test,0.3462,52,0.2315,0.482,11176.1,95163.6,0.03301
rician,M6_roi,0.0,comparison,test,0.5192,104,0.4242,0.6128,28219.6,240286.9,0.083349
rician,M6_roi,0.0,co_presence,test,0.6346,104,0.5388,0.7208,20093.5,171093.8,0.059348
rician,M6_roi,0.0,threshold,test,0.5673,104,0.4714,0.6585,12037.2,102495.3,0.035553
rician,M6_roi,5.0,all,test,0.5726,468,0.5274,0.6167,21447.9,89917.8,0.03119
rician,M6_roi,5.0,presence,test,0.7212,104,0.6283,0.7983,11709.7,49091.4,0.017029
rician,M6_roi,5.0,counting,test,0.3462,52,0.2315,0.482,14371.7,60251.6,0.0209
rician,M6_roi,5.0,comparison,test,0.5192,104,0.4242,0.6128,36389.1,152557.2,0.052918
rician,M6_roi,5.0,co_presence,test,0.5673,104,0.4714,0.6585,25869.5,108455.0,0.03762
rician,M6_roi,5.0,threshold,test,0.5962,104,0.5001,0.6854,15361.4,64400.8,0.022339
rician,M6_roi,10.0,all,test,0.5684,468,0.5231,0.6125,28183.5,69887.9,0.024242
rician,M6_roi,10.0,presence,test,0.7212,104,0.6283,0.7983,15226.7,37758.2,0.013097
rician,M6_roi,10.0,counting,test,0.3654,52,0.248,0.5013,18787.2,46587.4,0.01616
rician,M6_roi,10.0,comparison,test,0.5,104,0.4056,0.5944,48075.4,119214.6,0.041352
rician,M6_roi,10.0,co_presence,test,0.5577,104,0.4619,0.6494,34143.7,84667.6,0.029369
rician,M6_roi,10.0,threshold,test,0.5962,104,0.5001,0.6854,19986.5,49561.4,0.017192
rician,M6_roi,15.0,all,test,0.5769,468,0.5317,0.6209,38625.7,65115.1,0.022587
rician,M6_roi,15.0,presence,test,0.7115,104,0.6182,0.7898,20683.5,34868.2,0.012095
rician,M6_roi,15.0,counting,test,0.3462,52,0.2315,0.482,25582.4,43126.8,0.01496
rician,M6_roi,15.0,comparison,test,0.4904,104,0.3964,0.5851,66110.5,111448.9,0.038659
rician,M6_roi,15.0,co_presence,test,0.5962,104,0.5001,0.6854,46859.2,78995.2,0.027401
rician,M6_roi,15.0,threshold,test,0.625,104,0.5291,0.712,27371.2,46142.4,0.016006
rician,M6_roi,20.0,all,test,0.562,468,0.5167,0.6062,70289.4,88495.2,0.030697
rician,M6_roi,20.0,presence,test,0.7308,104,0.6384,0.8067,38636.6,48644.0,0.016873
rician,M6_roi,20.0,counting,test,0.3269,52,0.2152,0.4624,46686.2,58778.5,0.020389
rician,M6_roi,20.0,comparison,test,0.4904,104,0.3964,0.5851,118894.3,149689.5,0.051923
rician,M6_roi,20.0,co_presence,test,0.4904,104,0.3964,0.5851,84025.4,105789.1,0.036695
rician,M6_roi,20.0,threshold,test,0.6538,104,0.5584,0.7383,51402.7,64716.6,0.022449
