channel,method,snr_db,qtype,split,accuracy,n,lcb,ucb,mean_payload_bytes,mean_channel_uses,cbr
awgn,M3_token,15.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
awgn,M3_token,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M3_token,20.0,all,test,0.601,624,0.562,0.6387,871.5,13944.2,0.004837
awgn,M3_token,20.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
awgn,M3_token,20.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,-5.0,all,test,0.6282,624,0.5896,0.6652,131041.8,2643176.5,0.91685
awgn,M4_adaptive,-5.0,presence,test,0.7195,410,0.6741,0.7608,198929.9,4014636.9,1.392574
awgn,M4_adaptive,-5.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,0.0,all,test,0.6506,624,0.6124,0.687,102422.6,822057.8,0.285151
awgn,M4_adaptive,0.0,presence,test,0.7537,410,0.7097,0.7929,155372.9,1242983.0,0.431159
awgn,M4_adaptive,0.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,5.0,all,test,0.6715,624,0.6337,0.7072,128958.5,505502.0,0.175346
awgn,M4_adaptive,5.0,presence,test,0.7854,410,0.7431,0.8224,195759.2,761200.5,0.264041
awgn,M4_adaptive,5.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,10.0,all,test,0.6651,624,0.6271,0.701,167079.6,390955.1,0.135612
awgn,M4_adaptive,10.0,presence,test,0.7756,410,0.7328,0.8133,253777.8,586865.8,0.203569
awgn,M4_adaptive,10.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,15.0,all,test,0.6635,624,0.6255,0.6994,183864.1,297377.3,0.103152
awgn,M4_adaptive,15.0,presence,test,0.7732,410,0.7302,0.8111,279322.9,444444.9,0.154166
awgn,M4_adaptive,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M4_adaptive,20.0,all,test,0.6683,624,0.6304,0.7041,185348.7,227653.0,0.078967
awgn,M4_adaptive,20.0,presence,test,0.7805,410,0.7379,0.8178,281582.4,338327.9,0.117357
awgn,M4_adaptive,20.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
awgn,M5_oracle,-5.0,all,test,0.6827,624,0.6452,0.718,16763.9,334929.5,0.116178
awgn,M5_oracle,-5.0,presence,test,0.8,410,0.7586,0.8359,24490.8,491223.5,0.170393
awgn,M5_oracle,-5.0,counting,test,0.4579,214,0.3925,0.5249,1959.9,35487.9,0.01231
awgn,M5_oracle,0.0,all,test,0.7003,624,0.6632,0.735,15819.4,132934.6,0.046112
awgn,M5_oracle,0.0,presence,test,0.8171,410,0.7768,0.8515,22354.0,184545.5,0.064014
awgn,M5_oracle,0.0,counting,test,0.4766,214,0.4107,0.5434,3299.8,34053.9,0.011812
awgn,M5_oracle,5.0,all,test,0.7131,624,0.6764,0.7472,23169.1,99630.9,0.034559
awgn,M5_oracle,5.0,presence,test,0.8366,410,0.7977,0.8692,32707.2,135646.9,0.047052
awgn,M5_oracle,5.0,counting,test,0.4766,214,0.4107,0.5434,4895.1,30628.2,0.010624
awgn,M5_oracle,10.0,all,test,0.7179,624,0.6814,0.7518,30147.8,80452.4,0.027907
awgn,M5_oracle,10.0,presence,test,0.839,410,0.8003,0.8714,41594.2,105734.0,0.036676
awgn,M5_oracle,10.0,counting,test,0.486,214,0.4199,0.5526,8217.9,32015.6,0.011105
awgn,M5_oracle,15.0,all,test,0.7163,624,0.6797,0.7503,33154.4,64071.9,0.022225
awgn,M5_oracle,15.0,presence,test,0.839,410,0.8003,0.8714,46248.8,83638.2,0.029012
awgn,M5_oracle,15.0,counting,test,0.4813,214,0.4153,0.548,8067.1,26585.0,0.009222
awgn,M5_oracle,20.0,all,test,0.7196,624,0.683,0.7534,33780.3,52179.0,0.0181
awgn,M5_oracle,20.0,presence,test,0.8439,410,0.8056,0.8758,47315.9,67121.9,0.023283
awgn,M5_oracle,20.0,counting,test,0.4813,214,0.4153,0.548,7847.6,23549.9,0.008169
awgn,M2_analog,-5.0,all,test,0.4984,624,0.4593,0.5375,0.0,300000.0,0.104062
awgn,M2_analog,-5.0,presence,test,0.6244,410,0.5766,0.6699,0.0,300000.0,0.104062
awgn,M2_analog,-5.0,counting,test,0.257,214,0.2031,0.3195,0.0,300000.0,0.104062
awgn,M2_analog,0.0,all,test,0.5369,624,0.4976,0.5756,0.0,300000.0,0.104062
awgn,M2_analog,0.0,presence,test,0.6902,410,0.6439,0.7331,0.0,300000.0,0.104062
awgn,M2_analog,0.0,counting,test,0.243,214,0.1904,0.3047,0.0,300000.0,0.104062
awgn,M2_analog,5.0,all,test,0.5593,624,0.5201,0.5978,0.0,300000.0,0.104062
awgn,M2_analog,5.0,presence,test,0.722,410,0.6767,0.7631,0.0,300000.0,0.104062
awgn,M2_analog,5.0,counting,test,0.2477,214,0.1946,0.3096,0.0,300000.0,0.104062
awgn,M2_analog,10.0,all,test,0.5833,624,0.5443,0.6214,0.0,300000.0,0.104062
awgn,M2_analog,10.0,presence,test,0.7439,410,0.6995,0.7838,0.0,300000.0,0.104062
awgn,M2_analog,10.0,counting,test,0.2757,214,0.2202,0.3391,0.0,300000.0,0.104062
awgn,M2_analog,15.0,all,test,0.5833,624,0.5443,0.6214,0.0,300000.0,0.104062
awgn,M2_analog,15.0,presence,test,0.7415,410,0.697,0.7815,0.0,300000.0,0.104062
awgn,M2_analog,15.0,counting,test,0.2804,214,0.2245,0.344,0.0,300000.0,0.104062
awgn,M2_analog,20.0,all,test,0.5946,624,0.5556,0.6324,0.0,300000.0,0.104062
awgn,M2_analog,20.0,presence,test,0.761,410,0.7174,0.7997,0.0,300000.0,0.104062
awgn,M2_analog,20.0,counting,test,0.2757,214,0.2202,0.3391,0.0,300000.0,0.104062
awgn,M0_naive,-5.0,all,test,0.3686,1872,0.347,0.3907,16003.5,5320859.4,1.845669
awgn,M0_naive,-5.0,presence,test,0.4488,1230,0.4212,0.4767,16029.5,5323747.2,1.84667
awgn,M0_naive,-5.0,counting,test,0.215,642,0.1849,0.2484,15953.6,5315326.7,1.843749
awgn,M0_naive,0.0,all,test,0.4952,1872,0.4726,0.5178,57130.5,5320859.4,1.845669
awgn,M0_naive,0.0,presence,test,0.6415,1230,0.6143,0.6678,57151.4,5323747.2,1.84667
awgn,M0_naive,0.0,counting,test,0.215,642,0.1849,0.2484,57090.7,5315326.7,1.843749
awgn,M0_naive,5.0,all,test,0.6074,1872,0.5851,0.6293,327867.3,5320859.4,1.845669
awgn,M0_naive,5.0,presence,test,0.7756,1230,0.7515,0.798,328037.6,5323747.2,1.84667
awgn,M0_naive,5.0,counting,test,0.285,642,0.2515,0.3212,327541.0,5315326.7,1.843749
awgn,M0_naive,10.0,all,test,0.609,1872,0.5867,0.6308,332276.2,5320859.4,1.845669
awgn,M0_naive,10.0,presence,test,0.7756,1230,0.7515,0.798,332452.7,5323747.2,1.84667
awgn,M0_naive,10.0,counting,test,0.2897,642,0.256,0.326,331938.2,5315326.7,1.843749
awgn,M0_naive,15.0,all,test,0.609,1872,0.5867,0.6308,332553.7,5320859.4,1.845669
awgn,M0_naive,15.0,presence,test,0.7756,1230,0.7515,0.798,332734.2,5323747.2,1.84667
awgn,M0_naive,15.0,counting,test,0.2897,642,0.256,0.326,332207.9,5315326.7,1.843749
awgn,M0_naive,20.0,all,test,0.609,1872,0.5867,0.6308,332553.7,5320859.4,1.845669
awgn,M0_naive,20.0,presence,test,0.7756,1230,0.7515,0.798,332734.2,5323747.2,1.84667
awgn,M0_naive,20.0,counting,test,0.2897,642,0.256,0.326,332207.9,5315326.7,1.843749
awgn,M0_errorfree,-5.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
awgn,M0_errorfree,-5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,-5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,0.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
awgn,M0_errorfree,0.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,0.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,5.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
awgn,M0_errorfree,5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,10.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
awgn,M0_errorfree,10.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,10.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,15.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
awgn,M0_errorfree,15.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,15.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
awgn,M0_errorfree,20.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
awgn,M0_errorfree,20.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
awgn,M0_errorfree,20.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M1_image,-5.0,all,test,0.5369,624,0.4976,0.5756,168279.8,3720066.0,1.290395
rayleigh,M1_image,-5.0,presence,test,0.6878,410,0.6414,0.7307,168895.0,3733666.1,1.295112
rayleigh,M1_image,-5.0,counting,test,0.2477,214,0.1946,0.3096,167101.2,3694009.9,1.281357
rayleigh,M1_image,0.0,all,test,0.5801,624,0.541,0.6182,175614.9,1634405.3,0.566933
rayleigh,M1_image,0.0,presence,test,0.7415,410,0.697,0.7815,175486.4,1633209.6,0.566518
rayleigh,M1_image,0.0,counting,test,0.271,214,0.2159,0.3342,175861.0,1636696.2,0.567728
rayleigh,M1_image,5.0,all,test,0.5994,624,0.5604,0.6371,178103.5,831107.3,0.28829
rayleigh,M1_image,5.0,presence,test,0.7561,410,0.7123,0.7952,178310.4,832072.9,0.288625
rayleigh,M1_image,5.0,counting,test,0.2991,214,0.2417,0.3635,177707.1,829257.5,0.287648
rayleigh,M1_image,10.0,all,test,0.6042,624,0.5653,0.6418,233101.6,642086.3,0.222723
rayleigh,M1_image,10.0,presence,test,0.7634,410,0.72,0.802,233055.6,641959.7,0.222679
rayleigh,M1_image,10.0,counting,test,0.2991,214,0.2417,0.3635,233189.7,642328.9,0.222807
rayleigh,M1_image,15.0,all,test,0.6138,624,0.575,0.6512,275404.4,509069.7,0.176583
rayleigh,M1_image,15.0,presence,test,0.7854,410,0.7431,0.8224,275234.6,508755.9,0.176474
rayleigh,M1_image,15.0,counting,test,0.285,214,0.2288,0.3489,275729.6,509670.9,0.176792
rayleigh,M1_image,20.0,all,test,0.6138,624,0.575,0.6512,279853.3,380619.7,0.132027
rayleigh,M1_image,20.0,presence,test,0.7829,410,0.7405,0.8201,279887.7,380666.4,0.132043
rayleigh,M1_image,20.0,counting,test,0.2897,214,0.2331,0.3538,279787.5,380530.2,0.131996
rayleigh,M3_token,-5.0,all,test,0.6026,624,0.5637,0.6402,873.5,13976.1,0.004848
rayleigh,M3_token,-5.0,presence,test,0.678,410,0.6313,0.7214,819.1,13105.2,0.004546
rayleigh,M3_token,-5.0,counting,test,0.4579,214,0.3925,0.5249,977.8,15644.6,0.005427
rayleigh,M3_token,0.0,all,test,0.5946,624,0.5556,0.6324,871.9,13949.7,0.004839
rayleigh,M3_token,0.0,presence,test,0.678,410,0.6313,0.7214,817.5,13080.3,0.004537
rayleigh,M3_token,0.0,counting,test,0.4346,214,0.3699,0.5016,976.0,15615.3,0.005417
rayleigh,M3_token,5.0,all,test,0.5994,624,0.5604,0.6371,871.6,13946.2,0.004838
rayleigh,M3_token,5.0,presence,test,0.678,410,0.6313,0.7214,817.2,13075.7,0.004536
rayleigh,M3_token,5.0,counting,test,0.4486,214,0.3835,0.5156,975.9,15613.9,0.005416
rayleigh,M3_token,10.0,all,test,0.601,624,0.562,0.6387,871.6,13945.9,0.004837
rayleigh,M3_token,10.0,presence,test,0.678,410,0.6313,0.7214,817.2,13075.4,0.004536
rayleigh,M3_token,10.0,counting,test,0.4533,214,0.388,0.5202,975.9,15613.8,0.005416
rayleigh,M3_token,15.0,all,test,0.601,624,0.562,0.6387,871.5,13944.2,0.004837
rayleigh,M3_token,15.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rayleigh,M3_token,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rayleigh,M3_token,20.0,all,test,0.5994,624,0.5604,0.6371,871.5,13944.2,0.004837
rayleigh,M3_token,20.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rayleigh,M3_token,20.0,counting,test,0.4486,214,0.3835,0.5156,975.8,15612.2,0.005415
rayleigh,M4_adaptive,-5.0,all,test,0.609,624,0.5701,0.6465,111308.0,2458575.3,0.852816
rayleigh,M4_adaptive,-5.0,presence,test,0.6878,410,0.6414,0.7307,168895.0,3733666.1,1.295112
rayleigh,M4_adaptive,-5.0,counting,test,0.4579,214,0.3925,0.5249,977.8,15644.6,0.005427
rayleigh,M4_adaptive,0.0,all,test,0.6362,624,0.5977,0.673,115638.3,1078457.7,0.374089
rayleigh,M4_adaptive,0.0,presence,test,0.7415,410,0.697,0.7815,175486.4,1633209.6,0.566518
rayleigh,M4_adaptive,0.0,counting,test,0.4346,214,0.3699,0.5016,976.0,15615.3,0.005417
rayleigh,M4_adaptive,5.0,all,test,0.6506,624,0.6124,0.687,117493.8,552069.3,0.191499
rayleigh,M4_adaptive,5.0,presence,test,0.7561,410,0.7123,0.7952,178310.4,832072.9,0.288625
rayleigh,M4_adaptive,5.0,counting,test,0.4486,214,0.3835,0.5156,975.9,15613.9,0.005416
rayleigh,M4_adaptive,10.0,all,test,0.6571,624,0.6189,0.6932,153464.2,427155.2,0.148169
rayleigh,M4_adaptive,10.0,presence,test,0.7634,410,0.72,0.802,233055.6,641959.7,0.222679
rayleigh,M4_adaptive,10.0,counting,test,0.4533,214,0.388,0.5202,975.9,15613.8,0.005416
rayleigh,M4_adaptive,15.0,all,test,0.6715,624,0.6337,0.7072,181177.9,339632.9,0.11781
rayleigh,M4_adaptive,15.0,presence,test,0.7854,410,0.7431,0.8224,275234.6,508755.9,0.176474
rayleigh,M4_adaptive,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rayleigh,M4_adaptive,20.0,all,test,0.6683,624,0.6304,0.7041,184235.2,255471.5,0.088616
rayleigh,M4_adaptive,20.0,presence,test,0.7829,410,0.7405,0.8201,279887.7,380666.4,0.132043
rayleigh,M4_adaptive,20.0,counting,test,0.4486,214,0.3835,0.5156,975.8,15612.2,0.005415
rayleigh,M5_oracle,-5.0,all,test,0.6811,624,0.6435,0.7165,13734.4,298652.9,0.103595
rayleigh,M5_oracle,-5.0,presence,test,0.7927,410,0.7508,0.8291,19653.9,430010.4,0.149159
rayleigh,M5_oracle,-5.0,counting,test,0.4673,214,0.4016,0.5341,2393.2,46986.7,0.016298
rayleigh,M5_oracle,0.0,all,test,0.6859,624,0.6484,0.7211,15607.3,150627.7,0.052249
rayleigh,M5_oracle,0.0,presence,test,0.8073,410,0.7664,0.8426,22625.6,215394.3,0.074715
rayleigh,M5_oracle,0.0,counting,test,0.4533,214,0.388,0.5202,2161.0,26542.1,0.009207
rayleigh,M5_oracle,5.0,all,test,0.7099,624,0.6731,0.7442,20399.0,104130.5,0.03612
rayleigh,M5_oracle,5.0,presence,test,0.8244,410,0.7846,0.8582,27130.7,134632.8,0.046701
rayleigh,M5_oracle,5.0,counting,test,0.4907,214,0.4244,0.5572,7501.8,45691.3,0.015849
rayleigh,M5_oracle,10.0,all,test,0.7131,624,0.6764,0.7472,27119.0,85137.6,0.029532
rayleigh,M5_oracle,10.0,presence,test,0.8293,410,0.7898,0.8626,36751.3,110569.0,0.038354
rayleigh,M5_oracle,10.0,counting,test,0.4907,214,0.4244,0.5572,8664.8,36413.8,0.012631
rayleigh,M5_oracle,15.0,all,test,0.7212,624,0.6847,0.7549,33423.2,72848.4,0.025269
rayleigh,M5_oracle,15.0,presence,test,0.8463,410,0.8082,0.878,46842.1,96381.0,0.033432
rayleigh,M5_oracle,15.0,counting,test,0.4813,214,0.4153,0.548,7714.1,27762.8,0.00963
rayleigh,M5_oracle,20.0,all,test,0.7196,624,0.683,0.7534,34116.5,57850.1,0.020067
rayleigh,M5_oracle,20.0,presence,test,0.8439,410,0.8056,0.8758,47299.8,74491.7,0.025839
rayleigh,M5_oracle,20.0,counting,test,0.4813,214,0.4153,0.548,8858.7,25966.6,0.009007
rayleigh,M2_analog,-5.0,all,test,0.4631,624,0.4244,0.5024,0.0,300000.0,0.104062
rayleigh,M2_analog,-5.0,presence,test,0.5805,410,0.5322,0.6273,0.0,300000.0,0.104062
rayleigh,M2_analog,-5.0,counting,test,0.2383,214,0.1862,0.2997,0.0,300000.0,0.104062
rayleigh,M2_analog,0.0,all,test,0.484,624,0.445,0.5232,0.0,300000.0,0.104062
rayleigh,M2_analog,0.0,presence,test,0.6073,410,0.5593,0.6534,0.0,300000.0,0.104062
rayleigh,M2_analog,0.0,counting,test,0.2477,214,0.1946,0.3096,0.0,300000.0,0.104062
rayleigh,M2_analog,5.0,all,test,0.5288,624,0.4896,0.5677,0.0,300000.0,0.104062
rayleigh,M2_analog,5.0,presence,test,0.6683,410,0.6213,0.7121,0.0,300000.0,0.104062
rayleigh,M2_analog,5.0,counting,test,0.2617,214,0.2074,0.3244,0.0,300000.0,0.104062
rayleigh,M2_analog,10.0,all,test,0.5513,624,0.5121,0.5899,0.0,300000.0,0.104062
rayleigh,M2_analog,10.0,presence,test,0.7073,410,0.6615,0.7493,0.0,300000.0,0.104062
rayleigh,M2_analog,10.0,counting,test,0.2523,214,0.1989,0.3145,0.0,300000.0,0.104062
rayleigh,M2_analog,15.0,all,test,0.5881,624,0.5491,0.6261,0.0,300000.0,0.104062
rayleigh,M2_analog,15.0,presence,test,0.7463,410,0.7021,0.786,0.0,300000.0,0.104062
rayleigh,M2_analog,15.0,counting,test,0.285,214,0.2288,0.3489,0.0,300000.0,0.104062
rayleigh,M2_analog,20.0,all,test,0.5865,624,0.5475,0.6245,0.0,300000.0,0.104062
rayleigh,M2_analog,20.0,presence,test,0.7415,410,0.697,0.7815,0.0,300000.0,0.104062
rayleigh,M2_analog,20.0,counting,test,0.2897,214,0.2331,0.3538,0.0,300000.0,0.104062
rayleigh,M0_naive,-5.0,all,test,0.4087,1872,0.3866,0.4311,23697.4,5282832.0,1.832478
rayleigh,M0_naive,-5.0,presence,test,0.5122,1230,0.4843,0.54,23698.1,5285522.5,1.833411
rayleigh,M0_naive,-5.0,counting,test,0.2103,642,0.1805,0.2435,23696.0,5277677.4,1.83069
rayleigh,M0_naive,0.0,all,test,0.5417,1872,0.519,0.5641,103290.2,5282832.0,1.832478
rayleigh,M0_naive,0.0,presence,test,0.7073,1230,0.6813,0.7321,103384.9,5285522.5,1.833411
rayleigh,M0_naive,0.0,counting,test,0.2243,642,0.1937,0.2582,103108.8,5277677.4,1.83069
rayleigh,M0_naive,5.0,all,test,0.5978,1872,0.5754,0.6197,230549.6,5282832.0,1.832478
rayleigh,M0_naive,5.0,presence,test,0.7732,1230,0.7489,0.7957,230499.7,5285522.5,1.833411
rayleigh,M0_naive,5.0,counting,test,0.2617,642,0.2292,0.297,230645.2,5277677.4,1.83069
rayleigh,M0_naive,10.0,all,test,0.6122,1872,0.5899,0.634,297605.2,5282832.0,1.832478
rayleigh,M0_naive,10.0,presence,test,0.778,1230,0.754,0.8004,297751.5,5285522.5,1.833411
rayleigh,M0_naive,10.0,counting,test,0.2944,642,0.2604,0.3308,297324.7,5277677.4,1.83069
rayleigh,M0_naive,15.0,all,test,0.6042,1872,0.5818,0.6261,322173.8,5282832.0,1.832478
rayleigh,M0_naive,15.0,presence,test,0.7732,1230,0.7489,0.7957,322307.3,5285522.5,1.833411
rayleigh,M0_naive,15.0,counting,test,0.2804,642,0.247,0.3163,321918.1,5277677.4,1.83069
rayleigh,M0_naive,20.0,all,test,0.6138,1872,0.5915,0.6356,329533.6,5282832.0,1.832478
rayleigh,M0_naive,20.0,presence,test,0.7805,1230,0.7565,0.8027,329721.5,5285522.5,1.833411
rayleigh,M0_naive,20.0,counting,test,0.2944,642,0.2604,0.3308,329173.8,5277677.4,1.83069
rayleigh,M0_errorfree,-5.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rayleigh,M0_errorfree,-5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,-5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,0.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rayleigh,M0_errorfree,0.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,0.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,5.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rayleigh,M0_errorfree,5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,10.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rayleigh,M0_errorfree,10.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,10.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,15.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rayleigh,M0_errorfree,15.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,15.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,20.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rayleigh,M0_errorfree,20.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,20.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M1_image,-5.0,all,test,0.5561,624,0.5169,0.5946,197174.4,4122977.0,1.430154
rician,M1_image,-5.0,presence,test,0.7195,410,0.6741,0.7608,197292.0,4125437.1,1.431007
rician,M1_image,-5.0,counting,test,0.243,214,0.1904,0.3047,196949.0,4118263.8,1.428519
rician,M1_image,0.0,all,test,0.5801,624,0.541,0.6182,160934.6,1370341.2,0.475336
rician,M1_image,0.0,presence,test,0.739,410,0.6944,0.7792,160519.9,1366810.1,0.474111
rician,M1_image,0.0,counting,test,0.2757,214,0.2202,0.3391,161729.1,1377106.3,0.477683
rician,M1_image,5.0,all,test,0.6122,624,0.5734,0.6496,186958.2,783801.4,0.27188
rician,M1_image,5.0,presence,test,0.7805,410,0.7379,0.8178,187123.6,784494.8,0.272121
rician,M1_image,5.0,counting,test,0.2897,214,0.2331,0.3538,186641.3,782473.0,0.27142
rician,M1_image,10.0,all,test,0.609,624,0.5701,0.6465,244947.8,607407.0,0.210694
rician,M1_image,10.0,presence,test,0.7707,410,0.7276,0.8088,244934.4,607373.7,0.210682
rician,M1_image,10.0,counting,test,0.2991,214,0.2417,0.3635,244973.6,607470.8,0.210716
rician,M1_image,15.0,all,test,0.6074,624,0.5685,0.6449,277577.0,467938.8,0.162316
rician,M1_image,15.0,presence,test,0.7732,410,0.7302,0.8111,277487.0,467786.9,0.162263
rician,M1_image,15.0,counting,test,0.2897,214,0.2331,0.3538,277749.6,468229.7,0.162417
rician,M1_image,20.0,all,test,0.6122,624,0.5734,0.6496,280152.6,352715.8,0.122348
rician,M1_image,20.0,presence,test,0.7829,410,0.7405,0.8201,280187.7,352759.9,0.122363
rician,M1_image,20.0,counting,test,0.285,214,0.2288,0.3489,280085.5,352631.2,0.122319
