episode,raw_return,semantic_return,shaped_return,return,success_rate,mean_reward,mean_semantic_reward,mean_shaped_reward,mean_semantic_accuracy_lcb,mean_semantic_uncertainty,mean_semantic_payload_kb,mean_semantic_quality_gap,mean_q_quality,mean_q_deadline,mean_q_energy,mean_q_risk,mean_q_utm,mean_q_defer,mean_q_cache_stale,path_cache_ratio,path_token_ratio,path_image_ratio,path_defer_ratio,path_cache_update_ratio,expert_agreement,expert_path_cache_ratio,expert_path_token_ratio,expert_path_image_ratio,expert_path_defer_ratio,expert_path_cache_update_ratio,mean_defer_count,max_q_quality,max_q_deadline,max_q_energy,max_q_risk,max_q_utm,non_cache_ratio,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,escalation_cost,bc_loss,demo_samples,entropy_weight,service_prior_weight,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_escalation,lambda_quality,lambda_deadline
11.0,1.600615,-301.63035567836414,-301.63035567836414,1.600615,0.4,0.320123,-60.32607113567283,-60.32607113567283,0.4155972,0.1378646,0.5010351562500001,0.31220159999999997,0.5858047999999999,0.0,2424.5315652,0.0,0.0,0.0,0.6,0.4,0.6,0.0,0.0,0.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,1.5610079999999997,0.0,3031.826107,0.0,0.0,0.6,0.6,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.09266666666666667,0.6301388888888889,0.9969999999999999,0.5955004,0.4534999999999999,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,-12.270567999999999,-435.0401133835198,-435.0401133835198,-12.270567999999999,0.4,-2.4541136,-87.00802267670396,-87.00802267670396,0.6075584,0.11028160000000002,44.435507812500006,0.1392,0.2784,0.1523944,2600.4707437999996,1.8,1.4,0.0,0.4,0.2,0.6,0.2,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,0.0,0.696,0.19049300000000002,3979.038299,3.0,2.0,0.8,0.2,0.2,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,5.199634552001953,250.0,0.092,0.6283333333333334,0.89,0.7700002,0.5319999999999999,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,-3.265346,-402.3525057510385,-402.3525057510385,-3.265346,0.2,-0.6530692,-80.4705011502077,-80.4705011502077,0.1751838,0.3008494,0.15623046875,0.37120000000000003,1.2992000000000001,0.0,207.65744,0.0,0.0,0.0,2.8,0.8,0.2,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,1.856,0.0,1038.2872,0.0,0.0,0.2,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.09133333333333334,0.6265277777777778,0.89,0.1700008,0.138,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,3.379918,-327.45593090553194,-327.45593090553194,3.379918,0.6,0.6759836,-65.49118618110639,-65.49118618110639,0.46030360000000003,0.1585156,0.5582812500000001,0.2784,0.696,0.0,2089.1172828,0.0,0.0,0.0,1.0,0.4,0.6,0.0,0.0,0.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,1.392,0.0,3131.018139,0.0,0.0,0.6,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.09066666666666667,0.6247222222222223,0.99,0.5850004,0.429,0.11950000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,-9.566339000000001,-313.1460023153679,-313.1460023153679,-9.566339000000001,0.2,-1.9132678000000003,-62.62920046307359,-62.62920046307359,0.596549,0.06772180000000001,0.6295117187500001,0.1058,0.1058,0.0,2724.9361169999997,1.4,1.4,0.0,0.2,0.2,0.8,0.0,0.0,0.0,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.529,0.0,3805.973724,2.0,2.0,0.8,0.2,0.2,0.2,0.0,0.0,0.2,0.4,0.0,0.0,0.0,5.199634552001953,250.0,0.09000000000000001,0.6229166666666667,0.9629999999999999,0.7550002000000001,0.5780000000000001,0.4959999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,-6.700505000000001,-302.31207040751406,-302.31207040751406,-6.700505000000001,0.2,-1.3401010000000002,-60.462414081502814,-60.462414081502814,0.5622434000000001,0.06267479999999999,49.2041015625,0.1058,0.1058,0.114039,3008.207406,2.0,2.0,0.0,0.2,0.2,0.6,0.2,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,0.0,0.529,0.114039,4188.92423,3.0,3.0,0.8,0.2,0.4,0.2,0.0,0.0,0.4,0.6,0.0,0.0,0.0,5.199634552001953,250.0,0.08933333333333333,0.6211111111111112,1.0,0.8000002,0.5319999999999999,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,-5.719097,-457.1255047809609,-457.1255047809609,-5.719097,0.2,-1.1438194,-91.42510095619218,-91.42510095619218,0.3356026,0.2098952,48.7224609375,0.3842,1.3585999999999998,0.08886959999999995,1118.0607764000001,0.4,0.4,0.0,2.0,0.6,0.2,0.2,0.0,0.0,1.0,0.6,0.2,0.2,0.0,0.0,0.0,1.9209999999999998,0.22217399999999987,2281.569387,1.0,1.0,0.4,0.6,0.2,0.2,0.4,0.0,0.2,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.08866666666666667,0.6193055555555556,0.983,0.37450059999999996,0.28650000000000003,0.27049999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,-9.215000999999999,-339.5501380184315,-339.5501380184315,-9.215000999999999,0.0,-1.8430001999999999,-67.9100276036863,-67.9100276036863,0.85189,0.02098880000000003,144.2073046875,0.0,0.0,0.21476260000000016,3085.9313554,2.8,2.8,0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.40762900000000046,5183.1088150000005,4.0,4.0,1.0,0.0,0.6,0.0,0.0,0.2,0.4,0.8,0.0,0.0,0.0,5.199634552001953,250.0,0.08800000000000001,0.6174999999999999,0.966,0.9804999999999999,0.72,0.36099999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,-7.951464,-568.1410519489281,-568.1410519489281,-7.951464,0.2,-1.5902927999999998,-113.62821038978561,-113.62821038978561,0.31768779999999996,0.23978080000000004,48.716796875,0.4176,1.6704,0.02435320000000001,669.5907436,0.4,0.4,0.0,2.4,0.6,0.2,0.2,0.0,0.0,1.0,0.6,0.2,0.2,0.0,0.0,0.0,2.088,0.06088300000000002,2194.140937,1.0,1.0,0.4,0.6,0.2,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.08733333333333335,0.6156944444444444,0.89,0.3700006,0.276,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,-10.569072000000002,-621.1804595609716,-621.1804595609716,-10.569072000000002,0.0,-2.1138144000000003,-124.23609191219433,-124.23609191219433,0.14920819999999999,0.26326400000000005,43.96708984375,0.5234,1.7762,0.021506000000000115,491.48020560000003,0.4,0.4,0.0,2.6,0.8,0.0,0.2,0.0,0.0,1.0,0.8,0.0,0.2,0.0,0.0,0.0,2.617,0.053765000000000285,1228.700514,1.0,1.0,0.2,0.8,0.2,0.2,0.6,0.0,0.2,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.08666666666666667,0.6138888888888889,1.0,0.20000079999999998,0.14800000000000002,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,-20.593386000000002,-533.3509748325228,-533.3509748325228,-20.593386000000002,0.0,-4.1186772000000005,-106.67019496650455,-106.67019496650455,0.6206844,0.10936280000000002,134.85265625,0.1392,0.2784,0.2516426000000001,2837.3495998,2.8,2.4,0.0,0.4,0.2,0.2,0.6,0.0,0.0,1.0,0.2,0.2,0.6,0.0,0.0,0.0,0.696,0.2916970000000001,4386.827929,4.0,3.0,0.8,0.2,0.6,0.0,0.2,0.2,0.4,0.6,0.0,0.0,0.0,5.199634552001953,250.0,0.08600000000000001,0.6120833333333333,1.0,0.8000002,0.522,0.2819999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,-2.3322689999999993,-244.43892151650186,-244.43892151650186,-2.3322689999999993,0.2,-0.46645379999999986,-48.88778430330037,-48.88778430330037,0.8007906,0.019239799999999984,49.285908203125004,0.0,0.0,0.171821,2890.6306422000002,2.4,2.4,0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.171821,4584.577008,3.0,3.0,1.0,0.0,0.4,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,5.199634552001953,250.0,0.08533333333333334,0.6102777777777778,0.9869999999999999,0.97,0.7055,0.26099999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,-2.2965560000000007,-276.2985763834435,-276.2985763834435,-2.2965560000000007,0.6,-0.45931120000000014,-55.2597152766887,-55.2597152766887,0.5882126,0.1022284,44.52470703125,0.1392,0.4176,0.06659000000000007,2537.3017511999997,0.4,0.4,0.0,0.6,0.2,0.6,0.2,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,0.0,0.696,0.16647500000000015,4231.555812,1.0,1.0,0.8,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.08466666666666667,0.6084722222222222,0.9970000000000001,0.7850002,0.567,0.32649999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,-9.853195,-505.36186772813204,-505.36186772813204,-9.853195,0.0,-1.9706389999999998,-101.0723735456264,-101.0723735456264,0.21599519999999997,0.1626288,0.5357226562499999,0.44660479999999997,1.4066144,0.0,1677.7221866,0.6,0.6,0.0,1.2,0.4,0.6,0.0,0.0,0.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,2.233024,0.0,2714.554328,1.0,1.0,0.6,1.0,0.0,0.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.084,0.6066666666666667,0.9969999999999999,0.5955004,0.40449999999999997,0.11950000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,-8.602708999999999,-682.5119000726828,-682.5119000726828,-8.602708999999999,0.0,-1.7205418,-136.50238001453656,-136.50238001453656,0.07199839999999999,0.2728242,0.17857421874999999,0.5906016,1.8386048,0.0,629.4304296,1.0,0.6,0.0,2.4,0.8,0.2,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,2.9530079999999996,0.0,1049.050716,2.0,1.0,0.2,1.0,0.0,0.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.08333333333333334,0.6048611111111112,1.0,0.20000079999999998,0.138,0.038000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,-3.8064269999999993,-625.9591810254344,-625.9591810254344,-3.8064269999999993,0.2,-0.7612853999999999,-125.19183620508689,-125.19183620508689,0.15388459999999998,0.30930280000000004,0.15556640625,0.5568,1.9487999999999999,0.0,210.5988022,0.0,0.0,0.0,2.8,0.8,0.2,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,2.784,0.0,1052.994011,0.0,0.0,0.2,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.08266666666666667,0.6030555555555556,0.89,0.1700008,0.138,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,-9.021306000000001,-267.1141248523748,-267.1141248523748,-9.021306000000001,0.6,-1.8042612000000002,-53.42282497047496,-53.42282497047496,0.6054344,0.10505780000000002,47.2306640625,0.1392,0.696,0.0,1811.0635075999999,0.0,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,0.0,0.696,0.0,3796.6272059999997,0.0,0.0,0.8,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.082,0.6012500000000001,0.9800000000000001,0.7700001999999999,0.5720000000000001,0.27249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,-0.45736600000000016,-391.6064627639631,-391.6064627639631,-0.45736600000000016,0.4,-0.09147320000000003,-78.32129255279263,-78.32129255279263,0.301054,0.239577,0.3947265625,0.32480000000000003,1.1136000000000001,0.0,852.5140262000001,0.4,0.0,0.0,2.2,0.6,0.4,0.0,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.0,0.0,1.624,0.0,2133.236801,1.0,0.0,0.4,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.08133333333333334,0.5994444444444444,0.89,0.3700006,0.266,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,5.235566,-228.89905579515033,-228.89905579515033,5.235566,0.6,1.0471132,-45.77981115903007,-45.77981115903007,0.507402,0.13665360000000001,48.88369140625,0.24500000000000002,0.5234,0.0,2509.2349058,0.0,0.0,0.0,0.8,0.4,0.4,0.2,0.0,0.0,1.0,0.4,0.4,0.2,0.0,0.0,0.0,1.225,0.0,3342.958581,0.0,0.0,0.6,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.08066666666666666,0.5976388888888888,0.9969999999999999,0.5955004,0.4145,0.1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,-1.799161,-336.35155137311074,-336.35155137311074,-1.799161,0.4,-0.3598322,-67.27031027462215,-67.27031027462215,0.507402,0.12230420000000002,48.88369140625,0.24500000000000002,0.8018000000000001,0.11266620000000005,1937.5044851999999,0.6,0.6,0.0,1.2,0.4,0.4,0.2,0.0,0.0,1.0,0.4,0.4,0.2,0.0,0.0,0.0,1.225,0.18777700000000008,3182.213515,1.0,1.0,0.6,0.4,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.08,0.5958333333333333,0.994,0.5910004000000001,0.425,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,-6.8200210000000006,-453.8007509594736,-453.8007509594736,-6.8200210000000006,0.2,-1.3640042,-90.76015019189472,-90.76015019189472,0.306555,0.23639800000000002,47.00087890625,0.32480000000000003,1.1136000000000001,0.0,891.6096004000001,0.6,0.2,0.0,2.2,0.6,0.2,0.2,0.0,0.0,1.0,0.6,0.2,0.2,0.0,0.0,0.0,1.624,0.0,2329.9645600000003,2.0,1.0,0.4,0.6,0.2,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.07933333333333334,0.5940277777777778,1.0,0.4000006,0.246,0.10600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,-7.45373,-606.0480354516369,-606.0480354516369,-7.45373,0.2,-1.4907460000000001,-121.20960709032738,-121.20960709032738,0.33898700000000004,0.23419580000000004,48.7174609375,0.4176,1.5312,0.023987400000000124,965.4247916,1.0,0.6,0.0,2.2,0.6,0.2,0.2,0.0,0.0,1.0,0.6,0.2,0.2,0.0,0.0,0.0,2.088,0.03997900000000021,2323.6191719999997,2.0,1.0,0.4,0.6,0.2,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,5.199634552001953,250.0,0.07866666666666668,0.5922222222222222,0.89,0.3700006,0.276,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.655724,-457.00240020010875,-457.00240020010875,0.655724,0.4,0.1311448,-91.40048004002175,-91.40048004002175,0.34698320000000005,0.2337754,0.31746093750000004,0.4176,1.6704,0.0,593.0037732,0.0,0.0,0.0,2.4,0.6,0.4,0.0,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.0,0.0,2.088,0.0,1962.738226,0.0,0.0,0.4,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.078,0.5904166666666667,0.994,0.39100060000000003,0.28700000000000003,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,-15.979224,-708.0210608338912,-708.0210608338912,-15.979224,0.0,-3.1958448,-141.60421216677824,-141.60421216677824,0.265586,0.18882439999999995,0.598134765625,0.4128031999999999,1.4448111999999997,0.0,1662.2658892,3.0,1.6,0.0,1.4,0.4,0.6,0.0,0.0,0.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,2.0640159999999996,0.0,3049.478374,5.0,3.0,0.6,0.8,0.4,0.0,0.8,0.2,0.2,0.6,0.0,0.0,0.0,5.199634552001953,250.0,0.07733333333333334,0.5886111111111111,0.89,0.5700004,0.394,0.09400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,10.64287,-107.32796567239082,-107.32796567239082,10.64287,0.6,2.128574,-21.465593134478162,-21.465593134478162,0.8623814,0.020649000000000008,0.8011523437499999,0.0,0.0,0.0,2911.4482076,1.4,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4798.708964,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,5.199634552001953,250.0,0.07666666666666667,0.5868055555555556,0.9879999999999999,0.982,0.6920000000000001,0.25199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,-1.5091439999999996,-510.51570728001025,-510.51570728001025,-1.5091439999999996,0.2,-0.3018287999999999,-102.10314145600205,-102.10314145600205,0.1717994,0.2794172,0.16123046875,0.5234,1.7762,0.0,418.6174288,0.0,0.0,0.0,2.6,0.8,0.2,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,2.617,0.0,1046.543572,0.0,0.0,0.2,0.8,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.199634552001953,250.0,0.07600000000000001,0.5850000000000001,0.9969999999999999,0.1955008,0.14850000000000002,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
