run_index,step,formal_scenario,scenario,benchmark_split,uav_count_profile,task_arrival_profile,edge_load_profile,reward,episode,episode_step,task_id,task_type,question_type,risk_level,view_quality_bin,freshness_bin,uav_id,edge_id,answer_accuracy_est,delay_s,energy_j,payload_kb,quality_violation,deadline_violation,battery_violation,resource_violation,airspace_conflict,snr_bin,sensed_snr_db,sinr_db,rate_mbps,service_level,bandwidth_hz,power_w,cpu_share,gpu_share,uav_assignment,semantic_service_name,semantic_evidence_type,semantic_utility,semantic_efficiency,success,distance_3d_m,elevation_deg,los_probability,path_loss_db,interference_dbm,fading_db,cache_hit_probability,semantic_cache_hit,gpu_memory_ok,gpu_memory_used_mb,gpu_memory_capacity_mb,battery_remaining_j,bandwidth_unit,power_unit,fly_delay_s,sense_delay_s,tx_delay_s,queue_delay_s,infer_delay_s,load_delay_s,total_delay_s,fly_energy_j,hover_energy_j,tx_energy_j,compute_energy_j,total_energy_j
4,2,train_mixed_random,interference-heavy,train,M4,medium,medium,-5.341894,0,2,0000289_05201_d_0000837_0,counting,counting,critical,poor,expired,3,0,0.0,13.091773,1622.02023,37.365825,True,True,False,False,False,-5dB,32.550727,-2.980436,0.411794,2,700000.0,0.8,0.65,0.65,3,raw_image_evidence,full image evidence for VQA/VLM,-1.150486,0.0,False,184.613737,18.965751,0.31737,105.029193,-73.019072,-0.829324,0.28,False,True,2816.0,8192.0,14680.001648,Hz,W,9.699534,0.36,0.743335,0.347673,1.561231,0.38,13.091773,1466.569562,149.856,0.594668,5.0,1622.02023
4,3,train_mixed_random,interference-heavy,train,M4,medium,medium,-5.297399,0,3,0000289_05201_d_0000837_0,counting,counting,critical,poor,expired,3,0,0.0,11.703873,1470.485318,184.215198,True,True,False,False,False,20dB,43.305788,19.943365,4.64771,2,700000.0,0.8,0.65,0.65,3,raw_image_evidence,full image evidence for VQA/VLM,-1.268302,0.0,False,167.692975,20.964948,0.390309,94.274131,-85.206666,8.184052,0.28,False,True,2816.0,8192.0,13209.51633,Hz,W,8.699534,0.36,0.324696,0.378413,1.561231,0.38,11.703873,1315.369562,149.856,0.259756,5.0,1470.485318
5,0,train_mixed_random,mobility-stress,train,M8,high,heavy,-3.400404,0,0,0000271_06201_d_0000403_1,presence,presence,critical,poor,expired,6,0,0.975089,8.429285,866.976692,183.878006,False,True,False,False,False,20dB,45.313987,45.078633,13.477358,2,900000.0,0.7,0.55,0.55,6,raw_image_evidence,full image evidence for VQA/VLM,1.091116,0.010606,False,87.438957,43.329502,0.958206,90.594569,-120.0,-0.746476,0.28,False,True,2816.0,8192.0,8133.023308,Hz,W,5.3004,0.36,0.111767,0.432026,1.845091,0.38,8.429285,667.850455,194.048,0.078237,5.0,866.976692
5,1,train_mixed_random,mobility-stress,train,M8,high,heavy,2.340899,0,1,0000271_06201_d_0000403_1,presence,presence,critical,poor,expired,6,0,0.935943,5.702382,650.283348,1.141775,False,False,False,False,False,20dB,46.044141,45.808787,13.695649,1,900000.0,0.7,0.55,0.55,6,semantic_tokens,detector tags/boxes/tokens,2.748692,1.639452,True,84.166767,45.468944,0.969957,89.864415,-120.0,-0.518279,0.28,False,True,2816.0,8192.0,7482.73996,Hz,W,4.918816,0.16,0.000683,0.409792,0.173091,0.04,5.702382,619.77087,29.312,0.000478,1.2,650.283348
5,2,train_mixed_random,mobility-stress,train,M8,high,heavy,-14.598333,0,2,0000244_05400_d_0000012_4,presence,presence,critical,poor,expired,6,0,0.975089,53.164681,6494.102937,183.878006,False,True,True,False,False,20dB,22.628396,22.393042,6.702389,2,900000.0,0.7,0.55,0.55,6,raw_image_evidence,full image evidence for VQA/VLM,-1.135674,0.010606,False,602.50901,5.715191,0.052851,113.28016,-120.0,5.387656,0.28,False,True,2816.0,8192.0,988.637023,Hz,W,49.959505,0.36,0.224745,0.39534,1.845091,0.38,53.164681,6294.897616,194.048,0.157322,5.0,6494.102937
5,3,train_mixed_random,mobility-stress,train,M8,high,heavy,-13.677996,0,3,0000244_05400_d_0000012_4,presence,presence,critical,poor,expired,6,0,0.935943,50.726169,6326.195494,1.141775,False,True,True,False,False,20dB,22.589564,22.354211,6.690846,1,900000.0,0.7,0.55,0.55,6,semantic_tokens,detector tags/boxes/tokens,-0.910387,1.639452,False,602.58339,5.714483,0.052846,113.318991,-120.0,5.350093,0.28,False,True,2816.0,8192.0,0.0,Hz,W,49.965734,0.16,0.001398,0.385946,0.173091,0.04,50.726169,6295.682515,29.312,0.000979,1.2,6326.195494
6,0,test_conflict_heavy,conflict-heavy,test,M2,low,light,-5.264356,0,0,0000356_02745_d_0000643_3,counting,counting,critical,poor,stale,1,0,0.351474,4.91132,699.487669,1.148433,True,True,False,False,True,10dB,39.747409,11.88731,4.039399,1,1000000.0,0.2,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,-0.20229,0.612093,False,91.679495,29.395834,0.711551,90.262891,-79.147016,2.761172,0.68,False,True,2816.0,8192.0,19300.512331,Hz,W,4.43754,0.16,0.002329,0.081051,0.1904,0.04,4.91132,670.956003,27.3312,0.000466,1.2,699.487669
6,1,test_conflict_heavy,conflict-heavy,test,M2,low,light,-5.869351,0,1,0000356_02745_d_0000643_3,counting,counting,critical,poor,stale,1,0,0.0,6.606992,711.213779,131.73347,True,True,False,False,True,15dB,45.251441,13.958141,4.69365,2,1000000.0,0.3,0.5,0.5,1,raw_image_evidence,full image evidence for VQA/VLM,-1.088925,0.0,False,76.50885,36.027059,0.876957,86.519771,-75.709926,2.917213,0.68,False,True,2816.0,8192.0,18589.298552,Hz,W,3.43754,0.36,0.229919,0.169933,2.0296,0.38,6.606992,519.756003,186.3888,0.068976,5.0,711.213779
6,2,test_conflict_heavy,conflict-heavy,test,M2,low,light,-4.772654,0,2,0000356_02745_d_0000643_3,counting,counting,critical,poor,expired,1,0,0.369615,3.057531,397.087957,1.156385,True,True,False,False,True,15dB,49.554407,14.991739,5.025148,1,1000000.0,0.4,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,0.130963,0.63926,False,62.849649,45.724758,0.971127,83.466193,-72.438852,3.013222,0.28,False,True,2816.0,8192.0,18192.210595,Hz,W,2.43754,0.16,0.001885,0.227707,0.1904,0.04,3.057531,368.556003,27.3312,0.000754,1.2,397.087957
6,3,test_conflict_heavy,conflict-heavy,test,M2,low,light,-5.289449,0,3,0000356_02745_d_0000643_3,counting,counting,critical,poor,expired,1,0,0.0,4.667643,408.783852,96.203541,True,True,False,False,True,10dB,48.414233,11.877997,4.036494,2,1000000.0,0.2,0.5,0.5,1,raw_image_evidence,full image evidence for VQA/VLM,-1.003758,0.0,False,51.90908,60.100414,0.997028,81.596066,-70.464728,2.729597,0.28,False,True,2816.0,8192.0,17783.426743,Hz,W,1.43754,0.36,0.195244,0.265259,2.0296,0.38,4.667643,217.356003,186.3888,0.039049,5.0,408.783852
7,0,test_conflict_heavy,conflict-heavy,test,M4,medium,medium,-5.265972,0,0,0000280_00001_d_0000612_9,counting,counting,critical,poor,stale,2,0,0.351474,4.949268,684.554113,1.148433,True,True,False,False,True,10dB,37.963541,9.806303,3.401056,1,1000000.0,0.2,0.5,0.5,2,semantic_tokens,detector tags/boxes/tokens,-0.20414,0.612093,False,90.134799,29.950541,0.72942,92.046759,-78.849406,0.614701,0.68,False,True,2816.0,8192.0,19315.445887,Hz,W,4.338772,0.16,0.002766,0.21733,0.1904,0.04,4.949268,656.02236,27.3312,0.000553,1.2,684.554113
7,1,test_conflict_heavy,conflict-heavy,test,M4,medium,medium,-5.783191,0,1,0000280_00001_d_0000612_9,counting,counting,critical,poor,stale,2,0,0.0,6.561383,696.269509,96.203541,True,True,False,False,True,10dB,43.459842,11.927678,4.051997,2,1000000.0,0.3,0.5,0.5,2,raw_image_evidence,full image evidence for VQA/VLM,-1.051444,0.0,False,75.078343,36.82507,0.890085,88.311371,-75.470889,0.796777,0.68,False,True,2816.0,8192.0,18619.176378,Hz,W,3.338772,0.36,0.194497,0.258514,2.0296,0.38,6.561383,504.82236,186.3888,0.058349,5.0,696.269509
7,2,test_conflict_heavy,conflict-heavy,test,M4,medium,medium,-4.758509,0,2,0000280_00001_d_0000612_9,counting,counting,critical,poor,expired,2,0,0.369615,3.016672,382.154446,1.156385,True,True,False,False,True,15dB,47.129115,12.643084,4.27638,1,1000000.0,0.4,0.5,0.5,2,semantic_tokens,detector tags/boxes/tokens,0.141707,0.63926,False,61.621694,46.908388,0.975989,85.891485,-72.515515,0.341643,0.28,False,True,2816.0,8192.0,18237.021932,Hz,W,2.338772,0.16,0.002215,0.285284,0.1904,0.04,3.016672,353.62236,27.3312,0.000886,1.2,382.154446
7,3,test_conflict_heavy,conflict-heavy,test,M4,medium,medium,-5.280365,0,3,0000280_00001_d_0000612_9,counting,counting,critical,poor,expired,2,0,0.0,4.652073,393.859363,96.203541,True,True,False,False,True,10dB,46.222412,9.368047,3.269899,2,1000000.0,0.2,0.5,0.5,2,raw_image_evidence,full image evidence for VQA/VLM,-1.00211,0.0,False,51.046144,61.830555,0.997745,83.787888,-70.146531,0.36608,0.28,False,True,2816.0,8192.0,17843.162569,Hz,W,1.338772,0.36,0.241016,0.302685,2.0296,0.38,4.652073,202.42236,186.3888,0.048203,5.0,393.859363
8,0,test_conflict_heavy,conflict-heavy,test,M8,high,heavy,-4.315417,0,0,0000154_01201_d_0000001_3,presence,presence,critical,poor,stale,7,0,0.935943,5.191048,687.346178,1.134599,False,True,False,False,True,10dB,38.003674,9.907919,3.431651,1,1000000.0,0.2,0.5,0.5,7,semantic_tokens,detector tags/boxes/tokens,0.851837,1.649822,False,90.422953,29.84539,0.726087,92.006626,-78.910983,0.72269,0.68,False,True,2816.0,8192.0,19312.653822,Hz,W,4.357238,0.16,0.002709,0.440701,0.1904,0.04,5.191048,658.814437,27.3312,0.000542,1.2,687.346178
8,1,test_conflict_heavy,conflict-heavy,test,M8,high,heavy,-4.817632,0,1,0000154_01201_d_0000001_3,presence,presence,critical,poor,stale,7,0,0.967972,6.72696,699.062162,96.307687,False,True,False,False,True,10dB,43.545766,11.814616,4.016731,2,1000000.0,0.3,0.5,0.5,7,raw_image_evidence,full image evidence for VQA/VLM,0.543546,0.020102,False,75.344674,36.673569,0.887691,88.225447,-75.271766,0.943638,0.68,False,True,2816.0,8192.0,18613.59166,Hz,W,3.357238,0.36,0.196417,0.403706,2.0296,0.38,6.72696,507.614437,186.3888,0.058925,5.0,699.062162
8,2,test_conflict_heavy,conflict-heavy,test,M8,high,heavy,-3.782136,0,2,0000154_01201_d_0000001_3,presence,presence,critical,poor,expired,7,0,0.935943,3.129371,384.946466,1.141855,False,True,False,False,True,15dB,47.702655,13.38263,4.510347,1,1000000.0,0.4,0.5,0.5,7,semantic_tokens,detector tags/boxes/tokens,1.54412,1.639337,False,61.849248,46.683526,0.975131,85.317945,-72.681582,0.960636,0.28,False,True,2816.0,8192.0,18228.645194,Hz,W,2.357238,0.16,0.002074,0.379659,0.1904,0.04,3.129371,356.414437,27.3312,0.00083,1.2,384.946466
8,3,test_conflict_heavy,conflict-heavy,test,M8,high,heavy,-4.2972,0,3,0000154_01201_d_0000001_3,presence,presence,critical,poor,expired,7,0,0.967972,4.729623,396.650988,96.307687,False,True,False,False,True,10dB,46.373535,9.48385,3.304427,2,1000000.0,0.2,0.5,0.5,7,raw_image_evidence,full image evidence for VQA/VLM,0.921903,0.020102,False,51.203897,61.502671,0.997624,83.636765,-70.111204,0.548687,0.28,False,True,2816.0,8192.0,17831.994206,Hz,W,1.357238,0.36,0.238756,0.364028,2.0296,0.38,4.729623,205.214437,186.3888,0.047751,5.0,396.650988
9,0,test_interference_heavy,interference-heavy,test,M2,low,light,-5.90688,0,0,0000271_01201_d_0000379_0,counting,counting,critical,poor,stale,1,0,0.0,13.953553,1869.346357,184.215198,True,True,False,False,False,20dB,39.612333,23.659348,5.505965,2,700000.0,0.8,0.65,0.65,1,raw_image_evidence,full image evidence for VQA/VLM,-1.330685,0.0,False,212.717188,16.383468,0.235223,97.967587,-92.707737,8.520516,0.68,False,True,2816.0,8192.0,18130.653643,Hz,W,11.337772,0.36,0.274083,0.040467,1.561231,0.38,13.953553,1714.27109,149.856,0.219266,5.0,1869.346357
9,1,test_interference_heavy,interference-heavy,test,M2,low,light,-5.665808,0,1,0000271_01201_d_0000379_0,counting,counting,critical,poor,stale,1,0,0.0,13.050662,1718.113435,184.215198,True,True,False,False,False,20dB,42.620391,27.854169,6.478722,2,700000.0,0.8,0.65,0.65,1,raw_image_evidence,full image evidence for VQA/VLM,-1.306533,0.0,False,195.514005,17.871509,0.280706,94.959529,-93.930203,10.204208,0.68,False,True,2816.0,8192.0,16412.540208,Hz,W,10.337772,0.36,0.23293,0.178729,1.561231,0.38,13.050662,1563.07109,149.856,0.186344,5.0,1718.113435
9,2,test_interference_heavy,interference-heavy,test,M2,low,light,-5.228472,0,2,0000271_01201_d_0000379_0,counting,counting,critical,poor,expired,1,0,0.0,12.454046,1567.164246,55.398675,True,True,False,False,False,0dB,26.506221,1.058169,0.830506,2,700000.0,0.8,0.65,0.65,1,raw_image_evidence,full image evidence for VQA/VLM,-1.156656,0.0,False,178.468064,19.645197,0.341375,111.073698,-83.113372,-7.468712,0.28,False,True,2816.0,8192.0,14845.375962,Hz,W,9.337772,0.36,0.546445,0.268599,1.561231,0.38,12.454046,1411.87109,149.856,0.437156,5.0,1567.164246
9,3,test_interference_heavy,interference-heavy,test,M2,low,light,-5.032528,0,3,0000271_01201_d_0000379_0,counting,counting,critical,poor,expired,1,0,0.0,11.368905,1415.849401,96.203541,True,True,False,False,False,10dB,36.618082,7.736191,1.956122,2,700000.0,0.8,0.65,0.65,1,raw_image_evidence,full image evidence for VQA/VLM,-1.171478,0.0,False,161.629125,21.790891,0.422172,100.961837,-79.672751,0.785957,0.28,False,True,2816.0,8192.0,13429.526561,Hz,W,8.337772,0.36,0.402889,0.327014,1.561231,0.38,11.368905,1260.67109,149.856,0.322311,5.0,1415.849401
10,0,test_interference_heavy,interference-heavy,test,M4,medium,medium,-4.839779,0,0,0000289_01201_d_0000817_0,presence,presence,critical,poor,stale,2,0,0.97153,14.157881,1862.302742,131.640611,False,True,False,False,False,15dB,41.90245,12.511498,2.964469,2,700000.0,0.8,0.65,0.65,2,raw_image_evidence,full image evidence for VQA/VLM,-0.047723,0.01476,False,211.90465,16.448071,0.237088,95.67747,-79.163068,10.752726,0.68,False,True,2816.0,8192.0,18137.697258,Hz,W,11.290712,0.36,0.363775,0.202163,1.561231,0.38,14.157881,1707.155722,149.856,0.29102,5.0,1862.302742
10,1,test_interference_heavy,interference-heavy,test,M4,medium,medium,-4.528668,0,1,0000289_01201_d_0000817_0,presence,presence,critical,poor,stale,2,0,0.967972,13.258028,1711.117526,96.307687,False,True,False,False,False,10dB,34.902555,8.273322,2.063946,2,700000.0,0.8,0.65,0.65,2,raw_image_evidence,full image evidence for VQA/VLM,0.038062,0.020102,False,194.707984,17.948003,0.283184,102.677365,-81.929234,2.418749,0.68,False,True,2816.0,8192.0,16426.579732,Hz,W,10.290712,0.36,0.382255,0.283831,1.561231,0.38,13.258028,1555.955722,149.856,0.305804,5.0,1711.117526
10,2,test_interference_heavy,interference-heavy,test,M4,medium,medium,-4.334957,0,2,0000289_01201_d_0000817_0,presence,presence,critical,poor,expired,2,0,0.97153,12.238659,1559.859563,131.640611,False,True,False,False,False,15dB,36.492994,14.829009,3.480946,2,700000.0,0.8,0.65,0.65,2,raw_image_evidence,full image evidence for VQA/VLM,0.066279,0.01476,False,177.670531,19.737034,0.344686,101.086925,-86.914742,2.437871,0.28,False,True,2816.0,8192.0,14866.720169,Hz,W,9.290712,0.36,0.309801,0.336915,1.561231,0.38,12.238659,1404.755722,149.856,0.247841,5.0,1559.859563
10,3,test_interference_heavy,interference-heavy,test,M4,medium,medium,-4.180463,0,3,0000289_01201_d_0000817_0,presence,presence,critical,poor,expired,2,0,0.975089,11.24626,1408.638039,183.878006,False,True,False,False,False,20dB,47.207285,22.875978,5.324659,2,700000.0,0.8,0.65,0.65,2,raw_image_evidence,full image evidence for VQA/VLM,0.083016,0.010606,False,160.842892,21.902905,0.42655,90.372634,-84.233762,11.279353,0.28,False,True,2816.0,8192.0,13458.08213,Hz,W,8.290712,0.36,0.282897,0.37142,1.561231,0.38,11.24626,1253.555722,149.856,0.226317,5.0,1408.638039
