run_index,step,formal_scenario,scenario,benchmark_split,uav_count_profile,task_arrival_profile,edge_load_profile,reward,episode,episode_step,task_id,task_type,question_type,risk_level,view_quality_bin,freshness_bin,uav_id,edge_id,answer_accuracy_est,delay_s,energy_j,payload_kb,quality_violation,deadline_violation,battery_violation,resource_violation,airspace_conflict,utm_constraint_violation,operational_intent_id,operational_intent_state,operational_priority,strategic_conflict,strategic_conflict_count,strategic_conflict_task_ids,utm_spatial_buffer_m,utm_altitude_buffer_m,utm_temporal_buffer_steps,dss_available,dss_delay_s,subscription_notification_delay_s,conflict_notification_pending,snr_bin,sensed_snr_db,sinr_db,rate_mbps,service_level,bandwidth_hz,power_w,cpu_share,gpu_share,uav_assignment,semantic_service_name,semantic_evidence_type,semantic_utility,semantic_efficiency,success,distance_3d_m,elevation_deg,los_probability,path_loss_db,interference_dbm,fading_db,cache_hit_probability,semantic_cache_hit,gpu_memory_ok,gpu_memory_used_mb,gpu_memory_capacity_mb,battery_remaining_j,bandwidth_unit,power_unit,fly_delay_s,sense_delay_s,tx_delay_s,queue_delay_s,infer_delay_s,load_delay_s,total_delay_s,utm_dss_delay_s,utm_notification_delay_s,fly_energy_j,hover_energy_j,tx_energy_j,compute_energy_j,total_energy_j
2,0,test_utm_intent_conflict,conflict-heavy,test,default,default,default,-5.276868,0,0,0000327_01201_d_0000717_0,counting,counting,critical,poor,stale,0,0,0.351474,4.986159,693.349133,1.148433,True,True,False,False,True,True,oi_ep0_task0_area0,nonconforming,2.0,True,2,0000244_01000_d_0000003_1;0000115_00796_d_0000081_2,50.0,10.0,2,True,0.06,0.1,True,10dB,37.039576,10.430423,3.589987,1,1000000.0,0.2,0.5,0.5,0,semantic_tokens,detector tags/boxes/tokens,-0.208225,0.612093,False,91.043505,29.621572,0.718907,92.970724,-80.400339,-0.095601,0.68,False,True,2816.0,8192.0,19306.650867,Hz,W,4.396941,0.16,0.002621,0.036198,0.1904,0.04,4.986159,0.06,0.1,664.817409,27.3312,0.000524,1.2,693.349133
2,1,test_utm_intent_conflict,conflict-heavy,test,default,default,default,-5.805441,0,1,0000327_01201_d_0000717_0,counting,counting,critical,poor,stale,0,0,0.0,6.655044,705.062526,96.203541,True,True,False,False,True,True,oi_ep0_task0_area0,nonconforming,2.0,True,2,0000244_01000_d_0000003_1;0000115_00796_d_0000081_2,50.0,10.0,2,True,0.06,0.1,True,10dB,42.785649,12.394402,4.19815,2,1000000.0,0.3,0.5,0.5,0,raw_image_evidence,full image evidence for VQA/VLM,-1.05326,0.0,False,75.919052,36.351447,0.882449,88.985563,-76.612724,0.315392,0.68,False,True,2816.0,8192.0,18601.588341,Hz,W,3.396941,0.36,0.187725,0.140778,2.0296,0.38,6.655044,0.06,0.1,513.617409,186.3888,0.056318,5.0,705.062526
2,2,test_utm_intent_conflict,conflict-heavy,test,default,default,default,-4.790324,0,2,0000327_01201_d_0000717_0,counting,counting,critical,poor,expired,0,0,0.369615,3.158158,390.949433,1.156385,True,True,False,False,True,True,oi_ep0_task0_area0,nonconforming,2.0,True,2,0000244_01000_d_0000003_1;0000115_00796_d_0000081_2,50.0,10.0,2,True,0.06,0.1,True,15dB,46.57706,13.652863,4.596293,1,1000000.0,0.4,0.5,0.5,0,semantic_tokens,detector tags/boxes/tokens,0.109771,0.63926,False,62.341679,46.205651,0.973208,86.44354,-74.078018,-0.066313,0.28,False,True,2816.0,8192.0,18210.638908,Hz,W,2.396941,0.16,0.002061,0.208756,0.1904,0.04,3.158158,0.06,0.1,362.417409,27.3312,0.000824,1.2,390.949433
2,3,test_utm_intent_conflict,conflict-heavy,test,default,default,default,-5.312588,0,3,0000327_01201_d_0000717_0,counting,counting,critical,poor,expired,0,0,0.0,4.795607,402.649434,96.203541,True,True,False,False,True,True,oi_ep0_task0_area0,nonconforming,2.0,True,2,0000244_01000_d_0000003_1;0000115_00796_d_0000081_2,50.0,10.0,2,True,0.06,0.1,True,10dB,45.911223,10.615606,3.646493,2,1000000.0,0.2,0.5,0.5,0,raw_image_evidence,full image evidence for VQA/VLM,-1.004425,0.0,False,51.54869,60.80458,0.997344,84.099077,-71.705666,0.155035,0.28,False,True,2816.0,8192.0,17807.989474,Hz,W,1.396941,0.36,0.216125,0.252941,2.0296,0.38,4.795607,0.06,0.1,211.217409,186.3888,0.043225,5.0,402.649434
2,4,test_utm_intent_conflict,conflict-heavy,test,default,default,default,-3.283968,0,4,0000327_01201_d_0000717_0,counting,counting,critical,poor,expired,0,0,0.351474,1.231256,88.549285,1.148433,True,False,False,False,True,True,oi_ep0_task0_area0,nonconforming,2.0,True,2,0000244_01000_d_0000003_1;0000115_00796_d_0000081_2,50.0,10.0,2,True,0.06,0.1,True,10dB,49.012472,12.318159,4.174214,1,1000000.0,0.3,0.5,0.5,0,semantic_tokens,detector tags/boxes/tokens,0.212106,0.612093,False,45.563692,80.978104,0.999894,82.75874,-70.306616,0.261346,0.28,False,True,2816.0,8192.0,17719.440189,Hz,W,0.396941,0.16,0.002254,0.281662,0.1904,0.04,1.231256,0.06,0.1,60.017409,27.3312,0.000676,1.2,88.549285
3,0,test_utm_dss_outage,nominal,test,default,default,default,3.646838,0,0,0000360_00197_d_0000714_2,counting,counting,critical,poor,fresh,1,0,0.917365,0.109891,1.61,0.0,False,False,False,False,False,False,oi_ep0_task2_area2,contingent,2.0,False,0,,25.0,0.0,1,False,0.0,0.0,False,20dB,31.675705,31.463321,10.452918,0,1000000.0,0.2,0.5,0.5,1,cache_answer,cached semantic answer,2.833469,1.834729,True,133.850609,26.632162,0.61319,98.334595,-120.0,-0.530729,0.96,True,True,2816.0,8192.0,19998.39,Hz,W,0.0,0.0,0.0,0.049891,0.02,0.04,0.109891,0.0,0.0,0.0,1.56,0.0,0.05,1.61
3,1,test_utm_dss_outage,nominal,test,default,default,default,-2.439595,0,1,0000291_01201_d_0000874_6,presence,presence,critical,poor,stale,1,0,0.935943,5.773831,706.364092,1.141775,False,True,False,False,False,True,oi_ep0_task6_area2,contingent,2.0,False,0,,25.0,0.0,1,False,0.75,0.0,False,20dB,38.695998,38.483614,12.784184,1,1000000.0,0.3,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,0.843089,1.639452,False,100.556356,36.632512,0.887034,93.075215,-120.0,-1.078376,0.68,False,True,2816.0,8192.0,19292.025908,Hz,W,4.48302,0.16,0.000732,0.149679,0.1904,0.04,5.773831,0.75,0.0,677.832672,27.3312,0.000219,1.2,706.364092
3,2,test_utm_dss_outage,nominal,test,default,default,default,-3.119558,0,2,0000291_01201_d_0000874_6,presence,presence,critical,poor,expired,1,0,0.975089,7.322881,718.06376,183.878006,False,True,False,False,False,True,oi_ep0_task6_area2,contingent,2.0,False,0,,25.0,0.0,1,False,0.75,0.0,False,20dB,43.104075,42.891691,14.248385,2,1000000.0,0.4,0.5,0.5,1,raw_image_evidence,full image evidence for VQA/VLM,0.470026,0.010606,False,86.778935,43.741988,0.960771,89.916525,-120.0,-0.170681,0.28,False,True,2816.0,8192.0,18573.962148,Hz,W,3.48302,0.36,0.105719,0.214542,2.0296,0.38,7.322881,0.75,0.0,526.632672,186.3888,0.042288,5.0,718.06376
3,3,test_utm_dss_outage,nominal,test,default,default,default,-1.063984,0,3,0000291_01201_d_0000874_6,presence,presence,critical,poor,expired,1,0,0.269822,0.316702,1.61,0.0,True,False,False,False,False,False,oi_ep0_task6_area2,contingent,2.0,False,0,,25.0,0.0,1,False,0.0,0.0,False,20dB,41.080263,40.867879,13.576134,0,1000000.0,0.2,0.5,0.5,1,cache_answer,cached semantic answer,-0.013862,0.539644,False,74.817019,53.317349,0.991254,88.930037,-120.0,-0.968822,0.28,False,True,2816.0,8192.0,18572.352148,Hz,W,0.0,0.0,0.0,0.256702,0.02,0.04,0.316702,0.0,0.0,0.0,1.56,0.0,0.05,1.61
3,4,test_utm_dss_outage,nominal,test,default,default,default,-1.945507,0,4,0000291_01201_d_0000874_6,presence,presence,critical,poor,expired,1,0,0.935943,3.908188,403.964071,1.141775,False,True,False,False,False,True,oi_ep0_task6_area2,contingent,2.0,False,0,,25.0,0.0,1,False,0.75,0.0,False,20dB,42.759574,42.54719,14.133951,1,1000000.0,0.3,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,1.356275,1.639452,False,74.817019,53.317349,0.991254,89.011639,-120.0,-1.050423,0.28,False,True,2816.0,8192.0,18168.388077,Hz,W,2.48302,0.16,0.000662,0.284106,0.1904,0.04,3.908188,0.75,0.0,375.432672,27.3312,0.000199,1.2,403.964071
4,0,test_utm_notification_delay,conflict-heavy,test,default,default,default,-5.425679,0,0,0000360_02941_d_0000728_3,counting,counting,critical,poor,stale,1,0,0.351474,5.755097,680.90569,1.148433,True,True,False,False,True,True,oi_ep0_task3_area0,nonconforming,2.0,True,2,0000356_03921_d_0000649_1;0000271_04801_d_0000396_2,45.0,10.0,2,True,0.06,0.85,True,10dB,37.845516,7.752871,2.799204,1,1000000.0,0.2,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,-0.265528,0.612093,False,89.758715,30.088963,0.733769,92.164784,-76.911609,0.407981,0.68,False,True,2816.0,8192.0,19319.09431,Hz,W,4.314642,0.16,0.003361,0.136695,0.1904,0.04,5.755097,0.06,0.85,652.373818,27.3312,0.000672,1.2,680.90569
4,1,test_utm_notification_delay,conflict-heavy,test,default,default,default,-5.954839,0,1,0000360_02941_d_0000728_3,counting,counting,critical,poor,stale,1,0,0.0,7.426896,692.630583,96.203541,True,True,False,False,True,True,oi_ep0_task3_area0,nonconforming,2.0,True,2,0000356_03921_d_0000649_1;0000271_04801_d_0000396_2,45.0,10.0,2,True,0.06,0.85,True,10dB,42.831711,10.063633,3.478661,2,1000000.0,0.3,0.5,0.5,1,raw_image_evidence,full image evidence for VQA/VLM,-1.059736,0.0,False,74.731112,37.02467,0.89317,88.939501,-74.234218,0.089406,0.68,False,True,2816.0,8192.0,18626.463727,Hz,W,3.314642,0.36,0.226553,0.206101,2.0296,0.38,7.426896,0.06,0.85,501.173818,186.3888,0.067966,5.0,692.630583
4,2,test_utm_notification_delay,conflict-heavy,test,default,default,default,-4.927407,0,2,0000360_02941_d_0000728_3,counting,counting,critical,poor,expired,1,0,0.351474,3.868539,378.50593,1.148433,True,True,False,False,True,True,oi_ep0_task3_area0,nonconforming,2.0,True,2,0000356_03921_d_0000649_1;0000271_04801_d_0000396_2,45.0,10.0,2,True,0.06,0.85,True,10dB,47.426664,12.155949,4.123367,1,1000000.0,0.4,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,-0.055596,0.612093,False,61.325781,47.204735,0.977075,85.593936,-71.730575,0.580204,0.28,False,True,2816.0,8192.0,18247.957797,Hz,W,2.314642,0.16,0.002282,0.251216,0.1904,0.04,3.868539,0.06,0.85,349.973818,27.3312,0.000913,1.2,378.50593
4,3,test_utm_notification_delay,conflict-heavy,test,default,default,default,-5.454578,0,3,0000360_02941_d_0000728_3,counting,counting,critical,poor,expired,1,0,0.0,5.530429,390.213747,96.203541,True,True,False,False,True,True,oi_ep0_task3_area0,nonconforming,2.0,True,2,0000356_03921_d_0000649_1;0000271_04801_d_0000396_2,45.0,10.0,2,True,0.06,0.85,True,10dB,47.027821,8.734585,3.082766,2,1000000.0,0.2,0.5,0.5,1,raw_image_evidence,full image evidence for VQA/VLM,-1.010529,0.0,False,50.842537,62.262063,0.997895,82.982479,-68.707408,1.130784,0.28,False,True,2816.0,8192.0,17857.74405,Hz,W,1.314642,0.36,0.255647,0.28054,2.0296,0.38,5.530429,0.06,0.85,198.773818,186.3888,0.051129,5.0,390.213747
4,4,test_utm_notification_delay,conflict-heavy,test,default,default,default,-3.416233,0,4,0000360_02941_d_0000728_3,counting,counting,critical,poor,expired,1,0,0.351474,1.917469,76.105865,1.148433,True,False,False,False,True,True,oi_ep0_task3_area0,nonconforming,2.0,True,2,0000356_03921_d_0000649_1;0000271_04801_d_0000396_2,45.0,10.0,2,True,0.06,0.85,True,10dB,49.001922,9.566338,3.329079,1,1000000.0,0.3,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,0.206488,0.612093,False,45.354997,82.826661,0.999921,82.769291,-67.564911,0.205639,0.28,False,True,2816.0,8192.0,17781.638185,Hz,W,0.314642,0.16,0.002826,0.299601,0.1904,0.04,1.917469,0.06,0.85,47.573818,27.3312,0.000848,1.2,76.105865
