scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std
edge_overload,no_mobility_actor,"0,1,2",3,50,1800,rl,0.707778,0.022628,0.674445,0.080352,0.677219,0.008987,0.857054,0.001052,0.340828,0.013854,0.046525,0.005649,0.623511,0.000308,0.632009,0.000124,0.62,0.0,0.64,0.0,0.480817,0.05485,0.465282,0.805891,484.641168,839.423126,0.0,0.0,242.431806,284.804242,0.900323,1.559405,0.032283,0.055916,0.376817,0.020305,2.203001,1.614072,306.26146,281.594943,0.7895,0.018579,0.055556,0.096225,0.0,0.0,0.057778,0.013977,0.942222,0.013977,0.0,0.0
edge_overload,semantic_greedy,"0,1,2",3,50,1800,heuristic,0.0,0.0,0.0,0.0,0.287357,0.00589,0.563334,0.011547,0.79495,0.0,0.352643,0.00589,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,2.300686,0.038286,6.392396,0.053114,1540.897903,8.918215,0.0,0.0,263.707026,1.158019,1.30807,0.005744,0.030317,5.2e-05,0.436655,0.005603,5.269146,0.006656,472.768675,1.158638,161.893799,0.0,0.33,0.001667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
low_snr_blockage,always_cache,"0,1,2",3,50,1800,heuristic,0.053333,0.001667,0.053333,0.001667,0.342821,0.00064,0.365022,0.000621,0.083976,4.1e-05,0.464909,0.000877,0.803133,0.000405,0.803286,0.000432,0.78,0.0,0.82,0.0,2.751873,0.007896,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172964,0.000195,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_image,"0,1,2",3,50,1800,heuristic,0.672778,0.011097,0.001667,0.0,0.623409,0.010106,0.643881,0.010479,0.073454,0.000393,0.264611,0.009078,0.808222,3.9e-05,0.808652,0.000327,0.78,0.0,0.82,0.0,1.719667,0.057115,240.069616,2.472855,11632.298002,190.560148,0.0,0.0,1808.992843,31.243078,11.964238,0.206634,0.012331,0.001614,0.143603,0.000875,35.055616,0.654375,2037.673937,31.650012,53.87244,1.421941,0.988333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
low_snr_blockage,always_semantic_token,"0,1,2",3,50,1800,heuristic,0.660556,0.012057,0.017778,0.000962,0.634156,0.007149,0.672895,0.00721,0.091524,0.000123,0.210345,0.006968,0.808089,3.8e-05,0.80847,0.000368,0.78,0.0,0.82,0.0,1.357589,0.043338,71.951559,1.210569,10452.793423,179.539975,0.0,0.0,1873.970819,24.85376,12.393987,0.164377,0.014852,0.001421,0.143795,0.00091,13.674115,0.173635,1909.434522,24.86289,1.047477,0.001548,0.955,0.001667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,50,1800,heuristic,0.053333,0.001667,0.053333,0.001667,0.342821,0.00064,0.365022,0.000621,0.083976,4.1e-05,0.464909,0.000877,0.803133,0.000405,0.803286,0.000432,0.78,0.0,0.82,0.0,2.751873,0.007896,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172964,0.000195,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,no_mobility_actor,"0,1,2",3,50,1800,rl,0.955556,0.003469,0.025555,0.002546,0.834411,0.002058,0.865001,0.001976,0.082746,0.000456,0.023443,0.001844,0.808089,0.000102,0.808486,0.000693,0.78,0.0,0.82,0.0,0.079633,0.005167,77.926977,1.47972,11538.299384,209.979325,0.0,0.0,2399.279615,35.324887,15.868251,0.23363,0.041564,0.00187,0.091628,0.001744,17.285267,0.340337,2424.149037,36.320692,0.658372,0.010702,0.974445,0.002546,0.0,0.0,0.370556,0.011344,0.629444,0.011344,0.0,0.0
low_snr_blockage,semantic_greedy,"0,1,2",3,50,1800,heuristic,0.95,0.0,0.087222,0.002546,0.856044,0.000296,0.897491,0.000208,0.097484,0.000106,0.004896,0.0,0.802806,0.000423,0.814333,0.0,0.65,0.0,0.82,0.0,0.021245,0.0,74.50004,0.81239,9851.361666,122.892147,0.0,0.0,1849.872363,17.887666,12.20222,0.11834,0.025953,0.001685,0.13926,0.000696,15.411408,0.388795,1896.657889,17.465041,2.557237,0.001319,0.912778,0.002546,0.0,0.0,0.062778,0.001924,0.887222,0.001924,0.05,0.0
nominal_patrol,always_cache,"0,1,2",3,50,1800,heuristic,0.0,0.0,0.0,0.0,0.339639,0.000161,0.432735,0.000148,0.373604,2e-05,0.449628,0.000673,0.789267,0.000577,0.789267,0.000577,0.76,0.0,0.82,0.0,2.461359,0.004217,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184914,0.000129,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nominal_patrol,always_image,"0,1,2",3,50,1800,heuristic,0.110555,0.009477,0.012778,0.002546,0.349875,0.007865,0.453296,0.010165,0.391246,0.000269,0.45424,0.007632,0.8028,0.000346,0.808123,0.000562,0.76,0.0,0.82,0.0,2.797256,0.050067,15.066065,0.030702,1244.854774,5.03516,0.0,0.0,247.117955,3.591484,1.634378,0.023753,0.037911,0.000436,0.128073,0.000481,5.106347,0.024278,456.307099,3.77597,198.090857,0.293476,0.897222,0.005853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nominal_patrol,always_semantic_token,"0,1,2",3,50,1800,heuristic,0.105555,0.004811,0.061111,0.002546,0.494877,0.002371,0.732189,0.001885,0.415352,0.000967,0.303927,0.002238,0.797384,0.000115,0.802001,0.00031,0.76,0.0,0.82,0.0,1.775796,0.017552,6.887188,0.103602,1044.519948,16.252482,0.0,0.0,367.882935,5.625603,2.433088,0.037206,0.048463,0.000521,0.099908,0.00144,3.200711,0.040402,407.329177,5.909665,1.142354,0.002648,0.358333,0.004409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nominal_patrol,lyapunov_greedy,"0,1,2",3,50,1800,heuristic,0.0,0.0,0.0,0.0,0.339639,0.000161,0.432735,0.000148,0.373604,2e-05,0.449628,0.000673,0.789267,0.000577,0.789267,0.000577,0.76,0.0,0.82,0.0,2.461359,0.004217,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184914,0.000129,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nominal_patrol,no_mobility_actor,"0,1,2",3,50,1800,rl,0.211111,0.004194,0.083334,0.002887,0.565841,0.003023,0.775799,0.001914,0.389203,0.001701,0.234178,0.002631,0.795,0.000416,0.800649,0.000597,0.76,0.0,0.82,0.0,1.260382,0.011307,8.540488,0.113865,1235.505658,21.698114,0.0,0.0,431.93,5.947784,2.85668,0.039337,0.054839,0.000673,0.073052,0.000536,3.81319,0.050916,485.376845,7.027029,12.264066,0.007028,0.409444,0.005092,0.0,0.0,0.103333,0.003334,0.823333,0.003334,0.073333,0.0
nominal_patrol,semantic_greedy,"0,1,2",3,50,1800,heuristic,0.087222,0.004811,0.036111,0.002546,0.338338,0.0037,0.436637,0.004748,0.388271,0.000471,0.466535,0.003587,0.803617,0.000173,0.807548,0.000226,0.76,0.0,0.82,0.0,2.882346,0.032238,14.948896,0.151102,1314.695838,20.586647,0.0,0.0,269.325066,5.890418,1.780391,0.038958,0.040767,0.00054,0.106262,0.001144,5.051514,0.039016,465.27434,5.933708,180.499893,1.16681,0.865555,0.002546,0.0,0.0,0.001667,0.0,0.078889,0.004812,0.919445,0.004811
utm_conflict,always_cache,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.312757,0.000193,0.404872,0.000178,0.37393,2.4e-05,0.507243,0.000193,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.619422,0.00193,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177971,0.000233,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_image,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.365365,0.008913,0.473333,0.011547,0.391401,0.0,0.454635,0.008913,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.500492,0.049022,43.700603,0.156084,4214.531076,2.735231,0.988,0.086,827.393206,0.519048,5.472178,0.003433,0.076013,0.000543,0.017394,0.00086,9.137321,0.005918,1036.494639,0.519881,198.512916,0.181004,1.0,0.0,0.176,0.007211,0.0,0.0,0.0,0.0,1.0,0.0
utm_conflict,always_semantic_token,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.551061,0.005069,0.796154,0.004679,0.42459,0.000761,0.268939,0.005069,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.472913,0.026707,28.629266,0.158428,3321.933651,3.774067,0.988667,0.089047,838.952084,2.243949,5.548625,0.014841,0.077863,0.000459,0.017358,0.001191,6.424285,0.017552,873.848821,2.243954,1.18826,3e-06,0.882667,0.001155,0.176,0.010583,0.0,0.0,1.0,0.0,0.0,0.0
utm_conflict,lyapunov_greedy,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.312757,0.000193,0.404872,0.000178,0.37393,2.4e-05,0.507243,0.000193,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.619422,0.00193,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177971,0.000233,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,no_mobility_actor,"0,1,2",3,50,1500,rl,0.0,0.0,0.0,0.0,0.56749,0.002866,0.795231,0.003598,0.417225,0.000108,0.25251,0.002866,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.320733,0.007866,27.818042,0.148123,3291.623065,4.872304,0.729333,0.082978,838.952084,2.243949,5.548625,0.014841,0.077863,0.000459,0.014509,0.001304,6.329761,0.019545,870.603191,2.340118,1.045665,0.00823,0.882667,0.001155,0.146667,0.009238,0.12,0.006928,0.88,0.006928,0.0,0.0
utm_conflict,semantic_greedy,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.365365,0.008913,0.473333,0.011547,0.391401,0.0,0.454635,0.008913,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,2.500492,0.049022,43.700603,0.156084,4214.531076,2.735231,0.988,0.086,827.393206,0.519048,5.472178,0.003433,0.076013,0.000543,0.017394,0.00086,9.137321,0.005918,1036.494639,0.519881,198.512916,0.181004,1.0,0.0,0.176,0.007211,0.0,0.0,0.0,0.0,1.0,0.0
