scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std
edge_overload,always_image,"0,1,2",3,20,720,heuristic,0.0,0.0,0.0,0.0,0.22246,0.002454,0.436111,0.004812,0.79495,0.0,0.41754,0.002454,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,2.749432,0.028224,5.291272,0.217463,1542.645435,21.100344,0.0,0.0,264.673228,3.746316,1.312863,0.018583,0.029805,0.001045,0.432149,0.009236,5.27638,0.018717,473.735452,3.746455,161.893799,0.0,0.301389,0.012028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
edge_overload,always_semantic_token,"0,1,2",3,20,720,heuristic,0.680556,0.009623,0.4,0.011024,0.667465,0.002011,0.866407,0.001292,0.371842,0.001564,0.060378,0.001176,0.624639,4.8e-05,0.634528,0.000292,0.62,0.0,0.64,0.0,0.616625,0.011015,3.144066,0.032628,2351.68041,2.980072,0.0,0.0,763.901915,1.566744,3.789196,0.007772,0.101258,0.000646,0.414008,0.0043,5.107357,0.008748,831.388577,1.666626,0.852391,0.000771,0.384722,0.008674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
edge_overload,lyapunov_greedy,"0,1,2",3,20,720,heuristic,0.0,0.0,0.0,0.0,0.19418,0.0,0.3375,0.0,0.715742,0.0,0.44582,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,3.046108,0.001155,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357126,7.5e-05,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
edge_overload,proposed_two_timescale_ppo,"0,1,2",3,20,720,rl,0.729167,0.018162,0.597222,0.246586,0.676925,0.009946,0.857223,0.002849,0.342657,0.020908,0.049302,0.007428,0.623722,0.000674,0.633677,0.001521,0.62,0.0,0.64,0.0,0.513378,0.07679,3.846262,6.661922,1432.665586,2481.449585,0.0,0.0,373.828512,512.390013,1.595834,2.764066,0.026321,0.045589,0.347042,0.004667,2.771375,2.576901,427.852118,491.042667,0.796185,0.020186,0.163889,0.283864,0.0,0.0,0.051389,0.008673,0.948611,0.008673,0.0,0.0
edge_overload,proposed_v2_deadline_guard,"0,1,2",3,20,720,rl,0.729167,0.018162,0.597222,0.246586,0.676925,0.009946,0.857223,0.002849,0.342657,0.020908,0.049302,0.007428,0.623722,0.000674,0.633677,0.001521,0.62,0.0,0.64,0.0,0.513378,0.07679,3.846262,6.661922,1432.665586,2481.449585,0.0,0.0,373.828512,512.390013,1.595834,2.764066,0.026321,0.045589,0.347042,0.004667,2.771375,2.576901,427.852118,491.042667,0.796185,0.020186,0.163889,0.283864,0.0,0.0,0.051389,0.008673,0.948611,0.008673,0.0,0.0
edge_overload,proposed_v2_nearest_uav_mobility,"0,1,2",3,20,720,rl,0.7375,0.004167,0.7375,0.004167,0.682215,0.001335,0.854908,0.001275,0.330283,0.000294,0.045237,0.000756,0.623333,0.0,0.6327,0.000202,0.62,0.0,0.64,0.0,0.47119,0.008138,0.0,0.0,0.0,0.0,0.0,0.0,120.642844,73.859572,0.34049,0.589747,-0.014121,0.024458,0.271899,0.141153,1.586645,0.52897,171.553664,47.371477,0.781722,0.001839,0.0,0.0,0.0,0.0,0.059722,0.002406,0.940278,0.002406,0.0,0.0
edge_overload,proposed_v2_no_image_under_low_snr,"0,1,2",3,20,720,rl,0.729167,0.018162,0.597222,0.246586,0.676925,0.009946,0.857223,0.002849,0.342657,0.020908,0.049302,0.007428,0.623722,0.000674,0.633677,0.001521,0.62,0.0,0.64,0.0,0.513378,0.07679,3.846262,6.661922,1432.665586,2481.449585,0.0,0.0,373.828512,512.390013,1.595834,2.764066,0.026321,0.045589,0.347042,0.004667,2.771375,2.576901,427.852118,491.042667,0.796185,0.020186,0.163889,0.283864,0.0,0.0,0.051389,0.008673,0.948611,0.008673,0.0,0.0
edge_overload,semantic_greedy,"0,1,2",3,20,720,heuristic,0.0,0.0,0.0,0.0,0.22246,0.002454,0.436111,0.004812,0.79495,0.0,0.41754,0.002454,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,2.749432,0.028224,5.291272,0.217463,1542.645435,21.100344,0.0,0.0,264.673228,3.746316,1.312863,0.018583,0.029805,0.001045,0.432149,0.009236,5.27638,0.018717,473.735452,3.746455,161.893799,0.0,0.301389,0.012028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
low_snr_blockage,always_cache,"0,1,2",3,20,720,heuristic,0.027778,0.004811,0.027778,0.004811,0.329265,0.001849,0.350791,0.001791,0.081195,0.000118,0.478196,0.002375,0.804611,0.000962,0.805083,0.000967,0.78,0.0,0.82,0.0,2.875006,0.02149,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173956,2.9e-05,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_image,"0,1,2",3,20,720,heuristic,0.825,0.028868,0.004167,0.0,0.766025,0.0265,0.790807,0.027429,0.077984,0.000977,0.138944,0.023576,0.806833,0.0,0.793586,0.003476,0.78,0.0,0.82,0.0,0.937667,0.152709,208.467378,34.88204,10092.336457,203.956128,0.0,0.0,1564.557468,29.450323,10.347602,0.194777,0.009896,0.001046,0.145623,0.0,30.831561,5.208327,1790.630151,33.251084,64.260798,2.224015,0.983333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
low_snr_blockage,always_semantic_token,"0,1,2",3,20,720,heuristic,0.794444,0.03155,0.029167,0.0,0.73031,0.019627,0.769391,0.019744,0.092371,0.000268,0.121532,0.018593,0.806833,0.0,0.795087,0.003117,0.78,0.0,0.82,0.0,0.75076,0.117989,61.427593,1.810664,9003.086098,158.470996,0.0,0.0,1673.675329,19.676735,11.069281,0.130137,0.014425,0.001399,0.1458,8.7e-05,12.298487,0.205894,1709.087117,19.713138,1.056412,0.002315,0.931944,0.002405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,20,720,heuristic,0.027778,0.004811,0.027778,0.004811,0.329265,0.001849,0.350791,0.001791,0.081195,0.000118,0.478196,0.002375,0.804611,0.000962,0.805083,0.000967,0.78,0.0,0.82,0.0,2.875006,0.02149,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173956,2.9e-05,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,proposed_two_timescale_ppo,"0,1,2",3,20,720,rl,1.0,0.0,0.027778,0.004811,0.921582,0.000153,0.952314,0.000247,0.084086,0.000125,0.0,0.0,0.804611,0.000962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4284.864411,963.449752,3098.239856,969.253919,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.152378,0.001968,666.307106,120.564009,944.400824,121.503493,36.445947,0.18036,0.972222,0.004811,0.0,0.0,0.027778,0.004811,0.0,0.0,0.972222,0.004811
low_snr_blockage,proposed_v2_deadline_guard,"0,1,2",3,20,720,rl,0.933333,0.034105,0.058333,0.007217,0.844188,0.008927,0.888857,0.00575,0.102235,0.005792,0.010156,0.008006,0.803444,0.001417,0.82,0.0,0.82,0.0,0.82,0.0,0.048164,0.038955,131.465614,54.695579,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.153819,0.002656,26.674006,9.489078,139.600657,8.741268,0.967855,0.01901,0.9375,0.0125,0.0,0.0,0.0375,0.008333,0.9625,0.008333,0.0,0.0
low_snr_blockage,proposed_v2_nearest_uav_mobility,"0,1,2",3,20,720,rl,0.695833,0.332081,0.105556,0.117876,0.757409,0.075832,0.807543,0.047095,0.119674,0.056204,0.090738,0.057033,0.806708,0.000217,0.808964,0.001764,0.736667,0.075056,0.82,0.0,0.410654,0.294364,70.267106,12.484355,6471.321139,5570.099409,0.0,0.0,1305.684693,1063.213227,8.463523,7.329671,0.012092,0.010488,0.106218,0.010631,15.394268,3.318096,1353.648825,1030.105317,1.494426,1.245161,0.713889,0.430607,0.0,0.0,0.2375,0.052042,0.7375,0.014434,0.025,0.043301
low_snr_blockage,proposed_v2_no_image_under_low_snr,"0,1,2",3,20,720,rl,0.933333,0.034105,0.058333,0.007217,0.844188,0.008927,0.888857,0.00575,0.102235,0.005792,0.010156,0.008006,0.803444,0.001417,0.82,0.0,0.82,0.0,0.82,0.0,0.048164,0.038955,131.465614,54.695579,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.153819,0.002656,26.674006,9.489078,139.600657,8.741268,0.967855,0.01901,0.9375,0.0125,0.0,0.0,0.0375,0.008333,0.9625,0.008333,0.0,0.0
low_snr_blockage,semantic_greedy,"0,1,2",3,20,720,heuristic,0.995833,0.0,0.080556,0.006365,0.863459,0.000322,0.902475,0.00015,0.093326,0.000251,0.001213,0.0,0.803792,0.001014,0.65,0.0,0.65,0.0,0.65,0.0,0.001213,0.0,56.504518,0.063502,8395.461098,74.351016,0.0,0.0,1570.999849,22.259618,10.36585,0.14423,0.015461,0.005206,0.149032,0.002332,11.75188,0.267243,1606.237853,22.048919,1.135943,0.006142,0.919444,0.006365,0.0,0.0,0.047222,0.006365,0.948611,0.006365,0.004167,0.0
