scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std,semantic_path_cache_ratio_mean,semantic_path_cache_ratio_std,semantic_path_token_ratio_mean,semantic_path_token_ratio_std,semantic_path_image_ratio_mean,semantic_path_image_ratio_std,semantic_path_defer_ratio_mean,semantic_path_defer_ratio_std,semantic_path_cache_update_ratio_mean,semantic_path_cache_update_ratio_std,cache_eligible_ratio_mean,cache_eligible_ratio_std,joint_feasible_selection_ratio_mean,joint_feasible_selection_ratio_std,deadline_infeasible_selection_ratio_mean,deadline_infeasible_selection_ratio_std,utm_infeasible_selection_ratio_mean,utm_infeasible_selection_ratio_std,average_selected_path_deadline_slack_s_mean,average_selected_path_deadline_slack_s_std,average_q_defer_mean,average_q_defer_std,average_q_cache_stale_mean,average_q_cache_stale_std,expert_path_agreement_rate_mean,expert_path_agreement_rate_std,expert_path_cache_ratio_mean,expert_path_cache_ratio_std,expert_path_token_ratio_mean,expert_path_token_ratio_std,expert_path_image_ratio_mean,expert_path_image_ratio_std,expert_path_defer_ratio_mean,expert_path_defer_ratio_std,expert_path_cache_update_ratio_mean,expert_path_cache_update_ratio_std,average_defer_count_mean,average_defer_count_std,bc_loss_mean,bc_loss_std
edge_overload,semantic_greedy,"0,1,2",3,50,1500,heuristic,0.08,0.003464,0.0,0.0,0.325545,0.003918,0.587974,0.005395,0.74928,0.002052,0.325019,0.003395,0.63836,6.9e-05,0.639957,1e-06,0.62,0.0,0.64,0.0,1.90065,0.024461,6.759248,0.075818,1903.164979,2.148605,0.0,0.0,565.170562,1.966082,2.803425,0.009752,0.065067,0.000174,0.403219,0.004438,6.589366,0.000807,763.798865,1.509083,149.007902,0.558252,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.574766,0.019136,0.0,0.0,0.0,0.0,0.08,0.003464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload,semantic_path_two_timescale_ppo,"0,1,2",3,50,1500,rl,0.320667,0.245637,0.082,0.056321,0.344822,0.236682,0.458629,0.296809,0.225663,0.131198,0.330367,0.204876,0.629347,0.003864,0.633513,0.001236,0.62,0.0,0.64,0.0,1.863037,0.958719,0.68361,0.77847,357.563549,470.575924,0.0,0.0,182.735592,84.513065,0.81976,0.461103,0.004845,0.015706,0.119486,0.073873,1.442432,0.539654,207.42998,85.080315,0.421037,0.256678,0.296667,0.225036,0.0,0.0,0.522667,0.309208,0.477333,0.309208,0.0,0.0,0.096667,0.07382,0.477333,0.309208,0.0,0.0,0.426,0.382502,0.0,0.0,0.054,0.033045,0.131333,0.007572,0.795333,0.090782,0.0,0.0,-0.309795,1.999697,2.193333,1.990193,0.591333,0.608872,0.476,0.2596,0.048,0.031177,0.952,0.031177,0.0,0.0,0.0,0.0,0.0,0.0,1.035333,0.92691,0.015885,0.010958
low_snr_blockage,always_cache,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.130982,0.0,0.0,0.0,0.0,0.0,2.132047,0.011817,0.0,0.0,3.438287,0.0,0.130982,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_image,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.606726,0.007914,0.641033,0.008084,0.096598,9.4e-05,0.248847,0.006987,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,1.197981,0.035908,209.740206,2.171756,9642.196784,75.737505,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,54.720768,0.879998,2731.167739,9.949856,36.863845,0.092303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,1.0,0.0,0.0,0.0,-52.92589,0.874832,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.644836,0.004363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_semantic_token,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.612769,0.006108,0.662909,0.006076,0.112802,0.000136,0.202812,0.005685,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,0.955259,0.028534,59.092732,0.488149,8723.13013,76.017097,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,18.243136,0.092574,2522.087397,9.302287,0.985814,0.00031,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,1.0,0.0,0.0,0.0,-16.448258,0.088222,0.0,0.0,0.0,0.0,0.644836,0.004363,0.355164,0.004363,0.644836,0.004363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.130982,0.0,0.0,0.0,0.0,0.0,2.132047,0.011817,0.0,0.0,3.438287,0.0,0.130982,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,semantic_greedy,"0,1,2",3,50,1191,heuristic,0.946263,0.001454,0.234257,0.006665,0.820933,0.000446,0.866327,0.000548,0.107145,7.4e-05,0.012574,0.000423,0.77843,5.8e-05,0.657972,0.000212,0.65,0.0,0.82,0.0,0.013548,0.000423,43.216381,0.476628,6228.660489,119.473851,0.0,0.0,1848.09054,19.144377,12.09591,0.130147,0.013263,0.001527,0.087435,0.001403,14.737389,0.229267,1893.655154,18.817004,2.433422,0.039731,0.765743,0.006665,0.0,0.0,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.0,0.0,0.0,0.0,0.287154,0.004362,0.041981,0.001454,0.753988,0.007271,0.0,0.0,-12.798732,0.224363,0.0,0.0,0.896726,0.035265,0.497061,0.008097,0.287154,0.004362,0.712846,0.004362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,semantic_path_two_timescale_ppo,"0,1,2",3,50,1191,rl,0.821998,0.008846,0.276239,0.013873,0.753591,0.004081,0.791896,0.003785,0.101568,0.000889,0.071163,0.003191,0.776834,0.001079,0.730386,0.001157,0.65,0.0,0.82,0.0,0.204904,0.012908,46.730115,10.931723,0.0,0.0,0.0,0.0,78.397607,0.0,0.005229,0.0,-2.1e-05,0.0,0.066856,0.001202,14.189535,3.003488,111.244365,2.686001,0.563832,0.008137,0.610411,0.012425,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.427372,0.008097,0.572628,0.008097,0.0,0.0,0.0,0.0,0.0,0.0,0.277078,0.009082,0.047019,0.001454,0.5911,0.011904,0.0,0.0,-8.804415,0.258432,0.0,0.0,1.415617,0.061132,0.392947,0.002519,0.277078,0.009082,0.722922,0.009082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015964,0.011799
low_snr_soft,always_cache,"0,1,2",3,50,1650,heuristic,0.078788,0.00105,0.078788,0.00105,0.401332,0.002576,0.48884,0.002855,0.330556,0.001664,0.215343,0.002091,0.608345,0.00139,0.607455,0.001254,0.52,0.0,0.697,0.0,1.126428,0.009833,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175264,0.000213,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206061,0.0021,0.206061,0.0021,0.0,0.0,0.0,0.0,4.44716,0.013433,0.0,0.0,4.454545,0.0,0.135151,0.00105,0.135151,0.00105,0.864849,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,always_image,"0,1,2",3,50,1650,heuristic,0.650909,0.009621,0.0,0.0,0.502436,0.007426,0.650909,0.009621,0.391401,0.0,0.219393,0.005762,0.629,0.000915,0.628484,0.000987,0.595,0.0,0.697,0.0,1.266592,0.039431,6.915386,0.12644,6759.401419,43.255219,0.0,0.0,1037.930607,6.060679,3.634211,0.021221,0.076107,0.0001,0.141676,0.0,7.281794,0.025793,1247.174049,6.065045,144.027315,1.279732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.509067,0.025793,0.0,0.0,0.0,0.0,0.0,0.0,0.263636,0.004811,0.730909,0.00481,0.0,0.0,0.005455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,always_semantic_token,"0,1,2",3,50,1650,heuristic,0.544849,0.008198,0.058182,0.001818,0.550554,0.001884,0.770029,0.002987,0.408515,0.000493,0.156503,0.000949,0.625144,0.00106,0.636185,0.001298,0.52,0.0,0.697,0.0,1.044838,0.020162,0.654694,0.0156,6221.443451,27.078586,0.0,0.0,1116.464299,6.560114,3.909189,0.02297,0.077868,0.000176,0.131067,0.001819,4.671183,0.025314,1155.50424,6.71181,1.109053,0.002923,0.771515,0.013647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.069091,0.003149,0.771515,0.013647,0.0,0.0,-0.709971,0.043426,0.0,0.0,0.0,0.0,0.729091,0.004811,0.265454,0.004811,0.729091,0.004811,0.0,0.0,0.005455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,lyapunov_greedy,"0,1,2",3,50,1650,heuristic,0.078788,0.00105,0.078788,0.00105,0.401332,0.002576,0.48884,0.002855,0.330556,0.001664,0.215343,0.002091,0.608345,0.00139,0.607455,0.001254,0.52,0.0,0.697,0.0,1.126428,0.009833,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175264,0.000213,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206061,0.0021,0.206061,0.0021,0.0,0.0,0.0,0.0,4.44716,0.013433,0.0,0.0,4.454545,0.0,0.135151,0.00105,0.135151,0.00105,0.864849,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,semantic_greedy,"0,1,2",3,50,1650,heuristic,0.71697,0.00105,0.135758,0.00105,0.549565,0.000881,0.691621,0.001227,0.368845,0.000106,0.181354,0.00076,0.623735,0.000964,0.643443,0.000199,0.52,0.0,0.697,0.0,0.863435,0.001491,1.352638,0.02647,5857.975201,23.992964,0.0,0.0,1068.964503,4.63212,3.724996,0.016045,0.064806,0.000292,0.095904,0.000869,5.26722,0.019664,1156.069588,4.787025,42.048773,0.254987,0.855151,0.00105,0.0,0.0,0.065455,0.001819,0.651515,0.002099,0.28303,0.00105,0.065455,0.001819,0.651515,0.002099,0.28303,0.00105,0.0,0.0,0.0,0.0,0.277576,0.002778,0.12303,0.00105,0.855151,0.00105,0.0,0.0,-0.931681,0.027801,0.0,0.0,0.185455,0.0,0.549091,0.00481,0.217576,0.006385,0.77697,0.006385,0.0,0.0,0.005455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,semantic_path_two_timescale_ppo,"0,1,2",3,50,1650,rl,0.372121,0.008592,0.318182,0.011355,0.460044,0.009799,0.590808,0.0123,0.337617,0.001729,0.18351,0.009893,0.586018,0.001593,0.590317,0.001748,0.52,0.0,0.697,0.0,0.950691,0.056225,0.0,0.0,0.0,0.0,0.0,0.0,77.858182,0.0,0.0,0.0,0.0,0.0,0.078978,0.000478,0.576993,0.000999,96.716979,0.049285,0.601031,0.001741,0.145454,0.003149,0.0,0.0,0.349091,0.001818,0.650909,0.001818,0.0,0.0,0.347273,0.001818,0.650909,0.001818,0.0,0.0,0.001818,0.0,0.0,0.0,0.287273,0.006555,0.196969,0.005845,0.544242,0.002778,0.0,0.0,-0.774482,0.02391,0.012727,0.0,1.457576,0.002099,0.643636,0.003637,0.212727,0.003149,0.785455,0.003149,0.0,0.0,0.001818,0.0,0.0,0.0,0.005455,0.0,0.102529,0.016677
normal_patrol,always_cache,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148215,0.001256,0.0,0.0,5.465726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
