episode,raw_return,semantic_return,shaped_return,return,success_rate,mean_reward,mean_semantic_reward,mean_shaped_reward,mean_semantic_accuracy_lcb,mean_semantic_uncertainty,mean_semantic_payload_kb,mean_semantic_quality_gap,mean_q_quality,mean_q_deadline,mean_q_energy,mean_q_risk,mean_q_utm,max_q_quality,max_q_deadline,max_q_energy,max_q_risk,max_q_utm,non_cache_ratio,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,bc_loss,demo_samples,entropy_weight,service_prior_weight,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_quality,lambda_deadline
10.0,-62.303833000000004,-62.303833000000004,-62.303833000000004,-62.303833000000004,0.0,-6.230383300000001,-6.230383300000001,-6.230383300000001,0.7098336000000001,0.38921120000000003,144.97566120000002,0.1101664,0.6990117999999998,55.918833799999994,4477.117398,5.3,4.6,1.101664,103.09807599999999,7716.041158999999,9.0,8.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.04625,0.2375,0.8583004425764085,0.27612668757716413,0.25105789928883315,0.43646582067012785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,-69.468042,-69.468042,-69.468042,-69.468042,0.0,-6.9468042,-6.9468042,-6.9468042,0.050442600000000004,0.39055020000000007,171.9839016,0.7695574000000001,4.3586722,61.2724066,4736.2141767,4.0,3.7,7.695574000000001,103.56884,7532.531954,8.0,7.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.045875,0.23625,0.8647098678946495,0.22548579971695543,0.2795265820622444,0.4629400607645512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,-60.079632999999994,-60.079632999999994,-60.079632999999994,-60.079632999999994,0.0,-6.007963299999999,-6.007963299999999,-6.007963299999999,0.10088520000000001,0.3896994000000001,152.8745792,0.7191148,3.6020331999999997,48.900419,3872.1894530000004,4.2,2.4,7.191148,102.30498899999999,7777.47299,6.0,4.0,0.8,1.0,0.8,0.0,1.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0455,0.235,0.858027615070343,0.19346038094569445,0.1824579452872276,0.34572253830730915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,-55.839523,-55.839523,-55.839523,-55.839523,0.0,-5.5839523,-5.5839523,-5.5839523,0.6477692000000002,0.38702140000000007,165.414904,0.17223080000000004,1.1334625999999999,55.94748279999999,4474.500285599999,2.4,2.4,1.7223080000000004,106.98177199999998,8137.74152,5.0,5.0,0.8,1.0,0.8,0.0,1.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.045125,0.23375,0.9115992325544358,0.2070545448254466,0.1801397792249918,0.2853207691013814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,-68.60126199999999,-68.60126199999999,-68.60126199999999,-68.60126199999999,0.0,-6.860126199999999,-6.860126199999999,-6.860126199999999,0.7529962000000001,0.3900360000000001,186.091767,0.06700379999999997,0.4346771999999999,63.448227999999986,4985.1268967,5.1,4.2,0.6700379999999998,126.97485699999999,9493.930421000001,9.0,8.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.044750000000000005,0.23249999999999998,0.91434990298748,0.18942726144956648,0.1800813511237502,0.43874223667383194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,-65.80299500000001,-65.80299500000001,-65.80299500000001,-65.80299500000001,0.0,-6.580299500000001,-6.580299500000001,-6.580299500000001,0.7098336000000001,0.38921120000000003,186.091767,0.1101664,0.5748829999999998,68.7808966,5378.6535173,4.4,3.9,1.101664,125.29766799999999,9327.010426,8.0,7.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.044375000000000005,0.23125,0.9205775864124297,0.13214621205272375,0.17597004505246877,0.35446686907112596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,-57.86212,-57.86212,-57.86212,-57.86212,0.0,-5.786212,-5.786212,-5.786212,0.6477692000000002,0.38702140000000007,165.414904,0.17223080000000004,1.3196557999999998,51.4740216,4152.171883700001,4.5,2.8,1.7223080000000004,105.28610600000002,8092.704944000001,8.0,6.0,0.8,1.0,0.8,0.0,1.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.044000000000000004,0.23,0.9445531176328659,0.12158879804738312,0.17794432891905307,0.39619597217440605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,-59.451488,-59.451488,-59.451488,-59.451488,0.0,-5.9451488,-5.9451488,-5.9451488,0.7098336000000001,0.3892112000000001,144.97566120000002,0.1101664,0.8852049999999998,51.91015229999999,4047.7865654000007,4.9,3.9,1.101664,101.46753299999999,7436.070009000002,8.0,7.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.043625000000000004,0.22875,0.913544534087181,0.13148626708815098,0.24920976842939851,0.33370425266027454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,-70.64804699999999,-70.64804699999999,-70.64804699999999,-70.64804699999999,0.0,-7.064804699999999,-7.064804699999999,-7.064804699999999,0.050442600000000004,0.39055020000000007,171.9839016,0.7695574000000001,4.005574,59.236627899999995,4663.392294599999,5.0,4.0,7.695574000000001,108.370667,8112.448391,8.0,7.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.043250000000000004,0.2275,0.9395918416976929,0.11993256072903276,0.24400423936545854,0.3385547151863575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,-58.625277000000004,-58.625277000000004,-58.625277000000004,-58.625277000000004,0.0,-5.8625277,-5.8625277,-5.8625277,0.7529962000000001,0.3900360000000001,186.091767,0.06700379999999997,0.45357899999999984,61.25377149999999,4852.4847027,3.3,3.3,0.6700379999999998,114.76786999999999,8701.439613999999,5.0,5.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.042875,0.22625,0.9319246860742568,0.19285030574927328,0.27021537487208847,0.29722196546196933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,-63.891639999999995,-63.891639999999995,-63.891639999999995,-63.891639999999995,0.0,-6.389163999999999,-6.389163999999999,-6.389163999999999,0.7529962000000001,0.3900360000000001,186.091767,0.06700379999999997,0.4346771999999999,64.80521990000001,5113.0226471999995,4.1,3.2,0.6700379999999998,127.254625,9572.981845,7.0,6.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.6,0.0,0.0,0.0,0.0,0.0425,0.225,0.9149388884305953,0.158538997074759,0.1850538640841842,0.24929194749146694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,-62.46787500000001,-62.46787500000001,-62.46787500000001,-62.46787500000001,0.0,-6.246787500000001,-6.246787500000001,-6.246787500000001,0.7098336000000001,0.3892112000000001,186.091767,0.1101664,0.7610761999999998,65.8835139,5192.817482700001,4.5,3.7,1.101664,121.030112,9101.367321000002,7.0,6.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.6,0.0,0.0,0.0,0.0,0.042125,0.22375,0.9238083729743958,0.17594055318663118,0.16889745443314313,0.3480278154164552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,-82.763525,-82.763525,-82.763525,-82.763525,0.0,-8.2763525,-8.2763525,-8.2763525,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,73.21350850000002,5581.826975100001,5.0,5.0,8.200000000000001,132.19345800000002,9507.417442,9.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.04175,0.2225,0.9455558391809463,0.14589865596964954,0.1766292404308915,0.2685257912650704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,-73.264713,-73.264713,-73.264713,-73.264713,0.0,-7.3264713,-7.3264713,-7.3264713,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,71.0731532,5495.2700633,4.3,4.3,8.200000000000001,121.87681299999998,8918.711146,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.041375,0.22125,0.9347530335187912,0.16895029381848872,0.25427826035022744,0.28590777557343244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,-77.78878,-77.78878,-77.78878,-77.78878,0.0,-7.778878000000001,-7.778878000000001,-7.778878000000001,0.050442600000000004,0.3905502,171.9839016,0.7695574000000001,4.1569018,68.81593319999999,5367.9462378,5.2,4.5,7.695574000000001,129.08542500000001,9596.388943,9.0,8.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.041,0.22,0.9059509607553482,0.16317530461510868,0.18332817200943827,0.26338419432938104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,-66.853442,-66.853442,-66.853442,-66.853442,0.0,-6.6853442,-6.6853442,-6.6853442,0.050442600000000004,0.39055020000000007,171.9839016,0.7695574000000001,4.005574,67.6735658,5415.7405311,2.7,1.7,7.695574000000001,133.219843,10218.341395000001,4.0,3.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.040625,0.21875,0.9269246417284013,0.14331378663348254,0.14651238739117983,0.2179224315285683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,-84.05367199999999,-84.05367199999999,-84.05367199999999,-84.05367199999999,0.0,-8.405367199999999,-8.405367199999999,-8.405367199999999,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,80.64053410000001,6287.0488365,4.6,4.6,8.200000000000001,147.744222,10957.406508999999,8.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.04025,0.2175,0.9135825548171995,0.11167936276178807,0.16794361769035462,0.22486431699618695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,-64.57911,-64.57911,-64.57911,-64.57911,0.0,-6.457911,-6.457911,-6.457911,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,77.7005475,6139.3001919,2.6,2.6,0.4810199999999998,136.33103699999998,10193.823581,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.039875,0.21625,0.9371225854158401,0.11006688608787954,0.16719913976639508,0.2704332995265722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,-71.154648,-71.154648,-71.154648,-71.154648,0.0,-7.1154648,-7.1154648,-7.1154648,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,84.8277623,6656.941109900001,2.9,2.9,0.4810199999999998,154.533088,11531.644335,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0395,0.215,0.9280317231416703,0.106988361524418,0.15404386685788632,0.2609636889174581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,-86.771244,-86.771244,-86.771244,-86.771244,0.0,-8.6771244,-8.6771244,-8.6771244,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,83.3588488,6485.908970699999,5.0,5.0,8.200000000000001,159.490796,11878.052388,8.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.039125,0.21375,0.9476779613494873,0.10551599771250038,0.16793127124756574,0.17604421037808066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,-74.421012,-74.421012,-74.421012,-74.421012,0.0,-7.442101200000001,-7.442101200000001,-7.442101200000001,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,76.3876927,5915.6846428,2.2,2.2,8.200000000000001,137.455088,10020.324641,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.03875,0.2125,0.9436316012144088,0.10751594975590706,0.1684553199708462,0.19004657421261073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,-62.626973,-62.626973,-62.626973,-62.626973,0.0,-6.2626973,-6.2626973,-6.2626973,0.7098336000000001,0.3892112000000001,186.091767,0.1101664,0.8852049999999998,71.18435480000001,5683.0856463,3.6,2.6,1.101664,142.238357,10944.472338999998,5.0,4.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.4,0.0,0.0,0.0,0.0,0.038375,0.21125,0.9507755789756775,0.11287845881114004,0.13325384906679394,0.20996510802954432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,-76.822485,-76.822485,-76.822485,-76.822485,0.0,-7.6822485,-7.6822485,-7.6822485,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,86.33833359999997,6761.9526289000005,4.1,4.1,0.4810199999999998,158.32505399999997,11805.256825,8.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.038,0.21,0.9443833707571029,0.13479867448098956,0.1298252477683127,0.30094499495625493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,-76.60136600000001,-76.60136600000001,-76.60136600000001,-76.60136600000001,0.0,-7.660136600000001,-7.660136600000001,-7.660136600000001,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,99.4689226,7650.070961200002,2.5,2.5,0.4810199999999998,178.61857999999998,13105.691749,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.037625,0.20875,0.9607252517938614,0.11217902498319746,0.10423122086375951,0.1681817313991487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,-70.57243199999999,-70.57243199999999,-70.57243199999999,-70.57243199999999,0.0,-7.057243199999999,-7.057243199999999,-7.057243199999999,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,84.4627692,6610.8474849,3.5,3.5,0.4810199999999998,152.0146,11335.347263000001,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.037250000000000005,0.2075,0.9629103193283081,0.13302974800579248,0.1656928405538201,0.24229622921720143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,-82.215647,-82.215647,-82.215647,-82.215647,0.0,-8.2215647,-8.2215647,-8.2215647,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,91.76169730000001,7168.9333357,3.1,3.1,8.200000000000001,170.861421,12803.743574999999,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.036875,0.20625,0.9730029276609422,0.1315690517425537,0.12723293845355513,0.17844816867262128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,-74.78366900000002,-74.78366900000002,-74.78366900000002,-74.78366900000002,0.0,-7.478366900000002,-7.478366900000002,-7.478366900000002,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,97.70232150000001,7628.5714431,2.3,2.3,0.4810199999999998,191.05581600000002,14342.832047,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.036500000000000005,0.20500000000000002,0.9807723636627197,0.12966743445023896,0.16779676926136017,0.12544011229649185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,-86.515056,-86.515056,-86.515056,-86.515056,0.0,-8.6515056,-8.6515056,-8.6515056,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,92.6942397,7275.585534000001,3.1,3.1,8.200000000000001,179.062254,13451.853708,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.036125000000000004,0.20375,0.9802602841854096,0.13891880847513674,0.13364825442433356,0.17469644440338014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,-83.420847,-83.420847,-83.420847,-83.420847,0.0,-8.3420847,-8.3420847,-8.3420847,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,86.9800625,6636.324897099999,5.5,5.5,0.4810199999999998,166.61911800000001,12154.12875,10.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035750000000000004,0.2025,0.9872753454446794,0.11326515995897354,0.18102528474852442,0.1852083432469517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,-76.70154099999999,-76.70154099999999,-76.70154099999999,-76.70154099999999,0.0,-7.6701540999999995,-7.6701540999999995,-7.6701540999999995,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,96.6526929,7438.054534099999,3.0,3.0,0.4810199999999998,189.280362,14025.23628,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.035375000000000004,0.20124999999999998,0.983692155957222,0.09890558106824755,0.1589999923929572,0.1411930427271873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-83.643877,-83.643877,-83.643877,-83.643877,0.0,-8.3643877,-8.3643877,-8.3643877,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,90.64319189999999,6989.1333862,3.1,3.1,8.200000000000001,177.337741,13136.157806,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.035,0.2,0.9893583545684814,0.09684640829451382,0.17542748311907055,0.1873166256826371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,-98.490866,-98.490866,-98.490866,-98.490866,0.0,-9.8490866,-9.8490866,-9.8490866,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,104.8944821,8270.716643700001,3.7,3.6,8.200000000000001,220.34745500000002,16748.775493,8.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7,0.2,0.0,0.0,0.0,0.034625,0.19875,0.9902206932306289,0.11044178464449943,0.14746792395040392,0.12298277224227787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,-98.93829500000001,-98.93829500000001,-98.93829500000001,-98.93829500000001,0.0,-9.8938295,-9.8938295,-9.8938295,0.7718980000000001,0.39140100000000005,206.76862999999997,0.04810199999999998,0.2645609999999999,113.53999979999999,8745.629359800001,4.8,4.8,0.4810199999999998,244.013468,18250.571478,9.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9,0.2,0.0,0.0,0.0,0.03425,0.1975,0.9911201530694964,0.07735248626675457,0.14626305836066603,0.09496906807459889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,-117.572505,-117.572505,-117.572505,-117.572505,0.0,-11.757250500000001,-11.757250500000001,-11.757250500000001,0.0,0.39140100000000005,191.093224,0.8200000000000001,4.510000000000001,136.0140268,10678.5361048,3.4,3.4,8.200000000000001,302.953633,23149.780869,7.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7,0.3,0.0,0.0,0.0,0.033875,0.19625,0.9923798898458482,0.08199396007694304,0.10120857078488917,0.07426349564455448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,-99.514133,-99.514133,-99.514133,-99.514133,0.0,-9.9514133,-9.9514133,-9.9514133,0.050442600000000004,0.3905502,171.9839016,0.7695574000000001,4.1569018,123.49955279999999,9803.252548,1.7,1.7,7.695574000000001,253.885494,19558.745805,5.0,5.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.5,0.2,0.0,0.0,0.0,0.0335,0.195,0.9901778417825697,0.0662618829022929,0.09589003546070307,0.05305613511614502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-114.41790599999999,-114.41790599999999,-114.41790599999999,-114.41790599999999,0.0,-11.4417906,-11.4417906,-11.4417906,0.050442600000000004,0.39055020000000007,171.9839016,0.7695574000000001,4.005574,123.9255249,9700.454303999999,5.5,4.5,7.695574000000001,277.09162200000003,21220.195266,10.0,9.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.9,0.2,0.0,0.0,0.0,0.033125,0.19375,0.9917375445365906,0.06697052592335492,0.08182887933123857,0.053256403291597955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
