policy,scenario,episodes,tasks,semantic_success_rate,task_success_rate,average_accuracy,average_accuracy_mean,average_uncertainty,average_delay,average_energy,average_payload_kb,average_semantic_payload_kb,average_semantic_quality_gap,average_epsilon_k,failed_epsilon_k_mean,failed_epsilon_k_min,failed_epsilon_k_max,average_q_quality,average_q_deadline,average_q_energy,average_q_risk,average_q_utm,average_mobility_energy_j,average_arrival_delay_s,average_coverage_gain,average_utm_conflict_risk,payload_reduction_vs_always_image,quality_violation_rate,deadline_violation_rate,battery_violation_rate,resource_violation_rate,airspace_conflict_rate,utm_constraint_violation_rate,utm_conflict_violation_rate,service_level_0_ratio,service_level_1_ratio,service_level_2_ratio,service_level_3_ratio,semantic_path_cache_ratio,semantic_path_token_ratio,semantic_path_image_ratio,semantic_path_defer_ratio,semantic_path_cache_update_ratio,cache_eligible_ratio,average_q_defer,average_q_cache_stale,average_reward,seed,benchmark_policy,variant_kind
lyapunov_greedy,disaster_hotspot,50,150,0.12,0.12,0.457299,0.529319,0.308907,0.334779,85.85,0.0,0.0,0.383661,0.84,0.84,0.84,0.84,0.716263,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.901296,1,lyapunov_greedy,heuristic
ppo,disaster_hotspot,50,150,0.313333,0.273333,0.718698,0.875482,0.342696,0.586606,96.255419,0.646549,0.646549,0.131939,0.84,0.84,0.84,0.84,0.253906,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.553333,0.0,0.686667,0.146667,0.0,0.0,0.0,0.0,0.0,0.446667,0.553333,0.0,0.0,0.446667,0.506667,0.0,0.0,0.046667,0.18,0.0,0.86,0.068511,1,semantic_path_two_timescale_ppo,rl
always_cache,disaster_hotspot,50,150,0.12,0.12,0.449527,0.520088,0.312123,0.33469,85.85,0.0,0.0,0.391433,0.84,0.84,0.84,0.84,0.735692,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.901278,2,always_cache,heuristic
always_semantic_token,disaster_hotspot,50,150,0.193333,0.0,0.604794,0.808471,0.362771,3.304378,411.885906,1.172078,1.172078,0.247005,0.84,0.84,0.84,0.84,0.500267,3.545252,59.280454,0.0,0.0,376.989314,2.493316,0.469096,1.0,0.993857,0.806667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.383974,2,always_semantic_token,heuristic
always_image,disaster_hotspot,50,150,0.193333,0.0,0.468071,0.575184,0.335975,5.985367,586.064308,190.788786,190.788786,0.393095,0.84,0.84,0.84,0.84,0.791356,8.681231,288.298277,0.0,0.0,376.989314,2.493316,0.469096,1.0,0.0,0.806667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.369077,2,always_image,heuristic
semantic_greedy,disaster_hotspot,50,150,0.313333,0.12,0.560463,0.671017,0.338938,4.862974,503.583635,133.353957,133.353957,0.292295,0.84,0.84,0.84,0.84,0.589756,6.614299,211.939078,0.0,0.0,352.328655,2.268311,0.428767,0.88,0.301039,0.686667,0.88,0.0,0.0,0.0,0.0,0.0,0.12,0.193333,0.686667,0.0,0.12,0.193333,0.686667,0.0,0.0,0.0,0.0,0.24,-3.780736,2,semantic_greedy,heuristic
lyapunov_greedy,disaster_hotspot,50,150,0.12,0.12,0.449527,0.520088,0.312123,0.33469,85.85,0.0,0.0,0.391433,0.84,0.84,0.84,0.84,0.735692,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.901278,2,lyapunov_greedy,heuristic
ppo,disaster_hotspot,50,150,0.306667,0.273333,0.715946,0.874884,0.347176,0.583022,96.075108,0.638728,0.638728,0.134284,0.84,0.84,0.84,0.84,0.260341,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.546667,0.0,0.693333,0.14,0.0,0.0,0.0,0.0,0.0,0.453333,0.546667,0.0,0.0,0.453333,0.506667,0.0,0.0,0.04,0.173333,0.0,0.873333,0.069316,2,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111729,0,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.408,0.004,0.566052,0.885935,0.573518,4.445756,709.475924,0.985626,0.985626,0.127184,0.63132,0.639122,0.62,0.64,0.818756,1.963696,1618.061688,0.0,0.0,656.163864,3.254781,0.075347,0.404823,0.993891,0.592,0.892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.0,-1.69375,0,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816827,777.153913,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.839537,1927.062487,5.5,0.0,564.065885,2.797946,0.064866,0.400388,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.404886,0,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.589331,762.958049,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.674541,1905.001761,5.37,0.0,564.065885,2.797946,0.064866,0.400388,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,0.0,-3.32971,0,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386946,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111729,0,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.4,0.028,0.555958,0.875341,0.577932,5.692698,973.980585,0.964568,0.964568,0.13217,0.63144,0.639067,0.62,0.64,0.849654,5.153933,2697.899993,0.0,0.0,939.864994,4.650422,0.04505,0.39061,0.0,0.6,0.864,0.0,0.0,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.03,0.874,0.0,0.0,0.096,0.034,0.0,0.248,-2.052861,0,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111627,1,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.392,0.004,0.562124,0.887573,0.581907,4.424841,706.139839,0.991631,0.991631,0.129262,0.63164,0.639145,0.62,0.64,0.828369,1.950671,1604.856483,0.0,0.0,653.506689,3.241601,0.075223,0.403097,0.993853,0.608,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.0,-1.708245,1,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.048,0.0,0.32035,0.582015,0.75061,6.816066,777.093349,161.329484,161.329484,0.328913,0.6384,0.639328,0.62,0.64,1.917996,6.947399,1922.862906,5.5,0.0,564.005273,2.797645,0.065167,0.400935,0.0,0.952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.404709,1,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.078,0.0,0.323283,0.584859,0.750465,6.588578,762.897494,149.330209,149.330209,0.326979,0.6384,0.639957,0.62,0.64,1.914772,6.782447,1900.802227,5.37,0.0,564.005273,2.797645,0.065167,0.400935,0.074377,0.922,1.0,0.0,0.922,0.0,0.0,0.0,0.0,0.078,0.922,0.0,0.0,0.078,0.922,0.0,0.0,0.0,0.0,0.0,-3.329535,1,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173775,0.295959,0.666674,0.386437,85.85,0.0,0.0,0.464625,0.6384,0.6384,0.62,0.64,2.728933,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111627,1,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.72,0.212,0.679718,0.867999,0.353253,2.098983,237.504357,0.810984,0.810984,0.048733,0.624,0.634286,0.62,0.64,0.42514,0.0,0.0,0.0,0.0,205.928531,1.021471,-0.015441,0.123441,0.0,0.28,0.556,0.0,0.0,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.04,0.732,0.0,0.0,0.228,0.13,0.0,0.348,-0.044264,1,semantic_path_two_timescale_ppo,rl
always_cache,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111605,2,always_cache,heuristic
always_semantic_token,edge_overload,50,500,0.398,0.004,0.565904,0.889416,0.577533,4.44477,709.829681,0.989133,0.989133,0.126388,0.63152,0.639136,0.62,0.64,0.810053,1.965784,1609.986454,0.0,0.0,656.941944,3.258641,0.075222,0.410496,0.993867,0.602,0.896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034,0.0,0.0,-1.713702,2,always_semantic_token,heuristic
always_image,edge_overload,50,500,0.054,0.0,0.32749,0.59164,0.746966,6.8355,780.829047,161.285091,161.285091,0.323033,0.63828,0.639323,0.62,0.64,1.875629,6.999894,1927.935866,5.5,0.0,567.440529,2.814685,0.065167,0.408334,0.0,0.946,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.400002,2,always_image,heuristic
semantic_greedy,edge_overload,50,500,0.084,0.0,0.33007,0.594203,0.74691,6.59019,765.541053,148.363288,148.363288,0.321098,0.63828,0.639956,0.62,0.64,1.872405,6.820757,1903.69095,5.358,0.0,567.440529,2.814685,0.065167,0.408334,0.080118,0.916,1.0,0.0,0.916,0.0,0.0,0.0,0.0,0.084,0.916,0.0,0.0,0.084,0.916,0.0,0.0,0.0,0.0,0.0,-3.318981,2,semantic_greedy,heuristic
lyapunov_greedy,edge_overload,50,500,0.0,0.0,0.173198,0.294021,0.662911,0.386326,85.85,0.0,0.0,0.465082,0.63828,0.63828,0.62,0.64,2.739276,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.111605,2,lyapunov_greedy,heuristic
ppo,edge_overload,50,500,0.706,0.454,0.677698,0.867142,0.354353,1.128233,118.735044,0.817757,0.817757,0.049038,0.624,0.633605,0.62,0.64,0.422734,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.400723,0.0,0.294,0.288,0.0,0.0,0.0,0.0,0.0,0.032,0.968,0.0,0.0,0.032,0.148,0.0,0.0,0.82,0.228,0.0,0.28,0.952581,2,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509544,0,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.639798,0.0,0.605775,0.655957,0.112945,18.181345,2513.840224,0.986161,0.986161,0.209328,0.778766,0.777972,0.65,0.82,0.987673,58.714274,8657.656419,0.06801,0.0,2472.23802,16.350781,0.014593,0.115748,0.973323,0.360202,1.0,0.042821,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,0.0,-5.988866,0,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.639798,0.0,0.597701,0.631818,0.096518,54.473652,2722.732187,36.966317,36.966317,0.256842,0.778766,0.777972,0.65,0.82,1.238722,211.262141,9578.621891,0.118388,0.0,2472.23802,16.350781,0.014593,0.115748,0.0,0.360202,1.0,0.073048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,0.0,-13.400325,0,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.944584,0.241814,0.82044,0.865704,0.107082,14.946022,1873.328852,2.4793,2.4793,0.013063,0.778463,0.657727,0.65,0.82,0.014037,42.710482,6101.774822,0.04534,0.0,1827.321023,11.954214,0.012941,0.085882,0.932931,0.055416,0.758186,0.027708,0.0,0.0,0.0,0.0,0.254408,0.690176,0.055416,0.0,0.254408,0.690176,0.055416,0.0,0.0,0.284635,0.0,0.937028,-4.60041,0,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509544,0,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.934509,0.284635,0.810879,0.851783,0.102258,13.116099,110.579627,0.659068,0.659068,0.021721,0.777531,0.682692,0.65,0.82,0.072778,40.65308,0.0,0.0,0.0,77.214106,0.0,0.0,0.081777,0.0,0.065491,0.687657,0.0,0.0,0.0,0.0,0.0,0.327456,0.672544,0.0,0.0,0.31738,0.448363,0.0,0.010076,0.224181,0.267003,0.070529,1.11335,-3.410578,0,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.510045,1,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.657431,0.0,0.61705,0.6672,0.112785,18.198491,2520.251065,0.985565,0.985565,0.198862,0.778766,0.777647,0.65,0.82,0.933936,58.920205,8705.236029,0.070529,0.0,2478.661189,16.393262,0.014117,0.11578,0.973209,0.342569,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.360202,0.0,0.0,-5.977226,1,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.657431,0.0,0.61248,0.64693,0.096701,53.990748,2728.630463,36.787224,36.787224,0.243917,0.778766,0.777647,0.65,0.82,1.170936,207.253171,9621.976111,0.118388,0.0,2478.661189,16.393262,0.014117,0.11578,0.0,0.342569,1.0,0.078086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.360202,0.0,0.0,-13.288113,1,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.229219,0.821051,0.866539,0.107226,14.491942,1897.16919,2.410415,2.410415,0.01233,0.778463,0.658095,0.65,0.82,0.013304,43.281651,6245.209594,0.047859,0.0,1851.91957,12.1234,0.011923,0.087813,0.934477,0.052897,0.770781,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.292191,0.0,0.881612,-4.527853,1,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.510045,1,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.926952,0.254408,0.806095,0.847924,0.103843,17.881595,115.107061,0.684946,0.684946,0.025202,0.777179,0.685172,0.65,0.82,0.088061,56.205461,0.0,0.0,0.0,77.017632,0.0,0.0,0.084215,0.0,0.073048,0.712846,0.0,0.0,0.0,0.0,0.0,0.302267,0.697733,0.0,0.0,0.289673,0.453401,0.0,0.012594,0.244332,0.287154,0.083123,0.957179,-4.345549,1,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509443,2,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.654912,0.0,0.615483,0.665571,0.112675,18.349571,2532.170903,0.985716,0.985716,0.200247,0.778665,0.777372,0.65,0.82,0.944167,59.643716,8806.497943,0.070529,0.0,2490.542704,16.471843,0.016499,0.116017,0.973242,0.345088,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,0.0,-6.014729,2,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.654912,0.0,0.609998,0.64435,0.096576,55.697905,2742.140567,36.837994,36.837994,0.245781,0.778665,0.777372,0.65,0.82,1.184286,210.705306,9725.992349,0.115869,0.0,2490.542704,16.471843,0.016499,0.116017,0.0,0.345088,1.0,0.075567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,0.0,-13.637569,2,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.231738,0.821309,0.866737,0.107128,14.774202,1910.46742,2.410552,2.410552,0.01233,0.778363,0.658095,0.65,0.82,0.013304,43.65701,6338.99705,0.047859,0.0,1865.031026,12.210116,0.014926,0.088611,0.934563,0.052897,0.768262,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.284635,0.0,0.871537,-4.575726,2,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509443,2,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.93199,0.274559,0.810594,0.852087,0.103616,20.999579,118.106075,0.672019,0.672019,0.021071,0.775264,0.675185,0.65,0.82,0.063275,66.922399,0.0,0.0,0.0,77.410579,0.0,0.0,0.086154,0.0,0.06801,0.697733,0.0,0.0,0.0,0.0,0.0,0.314861,0.685139,0.0,0.0,0.307305,0.448363,0.0,0.007557,0.236776,0.279597,0.052897,1.050378,-4.963203,2,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_soft,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509544,0,always_cache,heuristic
always_semantic_token,low_snr_soft,50,397,0.639798,0.0,0.605775,0.655957,0.112945,18.181345,2513.840224,0.986161,0.986161,0.209328,0.778766,0.777972,0.65,0.82,0.987673,58.714274,8657.656419,0.06801,0.0,2472.23802,16.350781,0.014593,0.115748,0.973323,0.360202,1.0,0.042821,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,0.0,-5.988866,0,always_semantic_token,heuristic
always_image,low_snr_soft,50,397,0.639798,0.0,0.597701,0.631818,0.096518,54.473652,2722.732187,36.966317,36.966317,0.256842,0.778766,0.777972,0.65,0.82,1.238722,211.262141,9578.621891,0.118388,0.0,2472.23802,16.350781,0.014593,0.115748,0.0,0.360202,1.0,0.073048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,0.0,-13.400325,0,always_image,heuristic
