scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std,semantic_path_cache_ratio_mean,semantic_path_cache_ratio_std,semantic_path_token_ratio_mean,semantic_path_token_ratio_std,semantic_path_image_ratio_mean,semantic_path_image_ratio_std,semantic_path_defer_ratio_mean,semantic_path_defer_ratio_std,semantic_path_cache_update_ratio_mean,semantic_path_cache_update_ratio_std,semantic_path_reject_ratio_mean,semantic_path_reject_ratio_std,admission_success_rate_mean,admission_success_rate_std,admitted_task_success_rate_mean,admitted_task_success_rate_std,reject_ratio_mean,reject_ratio_std,correct_reject_ratio_mean,correct_reject_ratio_std,wrong_reject_ratio_mean,wrong_reject_ratio_std,reject_feasible_ratio_mean,reject_feasible_ratio_std,average_expected_saved_energy_j_mean,average_expected_saved_energy_j_std,average_expected_saved_delay_s_mean,average_expected_saved_delay_s_std,infeasibility_aware_utility_mean,infeasibility_aware_utility_std,cache_eligible_ratio_mean,cache_eligible_ratio_std,joint_feasible_selection_ratio_mean,joint_feasible_selection_ratio_std,deadline_infeasible_selection_ratio_mean,deadline_infeasible_selection_ratio_std,utm_infeasible_selection_ratio_mean,utm_infeasible_selection_ratio_std,average_selected_path_deadline_slack_s_mean,average_selected_path_deadline_slack_s_std,average_q_defer_mean,average_q_defer_std,average_q_cache_stale_mean,average_q_cache_stale_std,expert_path_agreement_rate_mean,expert_path_agreement_rate_std,expert_path_cache_ratio_mean,expert_path_cache_ratio_std,expert_path_token_ratio_mean,expert_path_token_ratio_std,expert_path_image_ratio_mean,expert_path_image_ratio_std,expert_path_defer_ratio_mean,expert_path_defer_ratio_std,expert_path_cache_update_ratio_mean,expert_path_cache_update_ratio_std,expert_mobility_agreement_rate_mean,expert_mobility_agreement_rate_std,mobility_stay_ratio_mean,mobility_stay_ratio_std,mobility_serve_task_ratio_mean,mobility_serve_task_ratio_std,mobility_reposition_ratio_mean,mobility_reposition_ratio_std,mobility_avoid_conflict_ratio_mean,mobility_avoid_conflict_ratio_std,mobility_return_base_ratio_mean,mobility_return_base_ratio_std,utm_safe_service_ratio_mean,utm_safe_service_ratio_std,oracle_path_feasible_ratio_mean,oracle_path_feasible_ratio_std,oracle_mobility_feasible_ratio_mean,oracle_mobility_feasible_ratio_std,infeasible_oracle_ratio_mean,infeasible_oracle_ratio_std,selected_mobility_deadline_infeasible_ratio_mean,selected_mobility_deadline_infeasible_ratio_std,selected_mobility_utm_infeasible_ratio_mean,selected_mobility_utm_infeasible_ratio_std,bottleneck_none_ratio_mean,bottleneck_none_ratio_std,bottleneck_semantic_quality_ratio_mean,bottleneck_semantic_quality_ratio_std,bottleneck_queue_delay_ratio_mean,bottleneck_queue_delay_ratio_std,bottleneck_tx_delay_ratio_mean,bottleneck_tx_delay_ratio_std,bottleneck_resource_ratio_mean,bottleneck_resource_ratio_std,bottleneck_mobility_ratio_mean,bottleneck_mobility_ratio_std,bottleneck_utm_ratio_mean,bottleneck_utm_ratio_std,bottleneck_expired_ratio_mean,bottleneck_expired_ratio_std,average_defer_count_mean,average_defer_count_std,bc_loss_mean,bc_loss_std
edge_overload,semantic_greedy,"0,1,2",3,50,1500,heuristic,0.08,0.003464,0.0,0.0,0.325545,0.003918,0.587974,0.005395,0.74928,0.002052,0.325019,0.003395,0.63836,6.9e-05,0.639957,1e-06,0.62,0.0,0.64,0.0,1.90065,0.024461,6.759248,0.075818,1903.164979,2.148605,0.0,0.0,565.170562,1.966082,2.803425,0.009752,0.065067,0.000174,0.403219,0.004438,6.589366,0.000807,763.798865,1.509083,149.007902,0.558252,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.574766,0.019136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284667,0.008083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.284667,0.008083,0.718,0.003464,0.282,0.003464,1.0,0.0,0.0,0.0,0.0,0.0,0.404667,0.005774,0.0,0.0,0.0,0.0,0.519333,0.002309,0.076,0.003464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload,semantic_path_two_timescale_ppo,"0,1,2",3,50,1777,rl,0.056277,0.003566,0.028138,0.001002,0.093848,0.003668,0.150782,0.004761,0.922223,0.003698,0.538435,0.003058,0.623376,3e-06,0.623578,1.7e-05,0.62,0.0,0.64,0.0,3.304065,0.021688,0.031963,0.055362,148.060595,256.448473,0.0,0.0,43.99438,39.204865,0.179475,0.209338,0.000108,0.005212,0.042047,0.000931,0.401803,0.213534,51.469867,39.387684,0.163574,0.004388,0.03433,0.003545,0.0,0.0,0.020822,0.000985,0.160948,0.005028,0.0,0.0,0.020822,0.000985,0.160948,0.005028,0.0,0.0,0.0,0.0,0.0,0.0,0.818229,0.005599,0.846367,0.004611,0.154785,0.001079,0.818229,0.005599,0.818229,0.005599,0.0,0.0,0.818229,0.005599,47.622317,0.514367,0.388113,0.005239,0.812038,0.008153,0.108048,0.00178,0.948226,0.002625,0.051774,0.002625,0.0,0.0,1.444655,0.026768,0.0,0.0,0.0287,2.8e-05,0.948226,0.002625,0.072596,0.003437,0.109174,0.002678,0.0,0.0,0.0,0.0,0.0,0.0,0.912764,0.02837,0.918387,0.041999,0.023086,0.039986,0.0,0.0,0.058527,0.002632,0.0,0.0,1.0,0.0,0.181771,0.005599,0.592572,0.000577,0.407428,0.000577,0.027576,0.001975,0.0,0.0,0.129997,0.003049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051774,0.002625,0.0,0.0,0.220034,0.001098,0.0,0.0,0.119343,0.003094
edge_overload_soft,always_cache,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.202289,0.001664,0.341865,0.002184,0.70054,0.00031,0.349244,0.001685,0.551534,2.1e-05,0.551534,2.1e-05,0.5336,0.0,0.552,0.0,1.914616,0.006852,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258801,0.000212,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937366,0.003085,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.790667,0.001155,0.209333,0.001155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload_soft,always_image,"0,1,2",3,50,1500,heuristic,0.055333,0.001155,0.0,0.0,0.290774,0.005011,0.534153,0.010565,0.759822,0.000718,0.272528,0.005253,0.550871,2.1e-05,0.551883,0.0,0.5336,0.0,0.552,0.0,1.527107,0.031758,0.724836,0.00909,1254.333461,4.959308,0.0,0.0,390.704891,0.955102,1.788942,0.004373,0.055669,0.000224,0.674369,0.001268,5.371779,0.005785,602.850705,1.008175,161.690775,0.004655,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.95,0.0,0.008,0.0,0.012,0.0,0.95,0.0,0.0,0.0,-2.241613,0.005416,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.668667,0.001155,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.672667,0.001155,0.788667,0.001155,0.211333,0.001155,0.95,0.0,0.0,0.0,0.012,0.0,0.456,0.010392,0.0,0.0,0.0,0.0,0.316667,0.008327,0.215333,0.003055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload_soft,always_semantic_token,"0,1,2",3,50,1497,heuristic,0.799599,0.0,0.151637,0.001157,0.668926,0.00085,0.862209,0.000766,0.359023,0.000683,0.027426,0.000484,0.537287,0.0,0.552,0.0,0.552,0.0,0.552,0.0,0.246668,0.004362,0.0,0.0,1531.478738,2.018297,0.0,0.0,597.304645,1.3516,2.734911,0.006189,0.083504,0.000534,0.649043,0.002862,3.910657,0.00599,666.129739,1.351601,0.844864,0.000269,0.647963,0.001157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151637,0.001157,0.151637,0.001157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.496326,0.002314,0.179025,0.002314,0.352037,0.001157,0.647963,0.001157,0.0,0.0,-0.696395,0.008693,0.0,0.0,0.0,0.0,0.352037,0.001157,0.1169,0.002314,0.352037,0.001157,0.0,0.0,0.0,0.0,0.0,0.0,0.340013,0.001157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.468938,0.002004,0.697395,0.002004,0.302605,0.002004,0.647963,0.001157,0.0,0.0,0.352037,0.001157,0.0,0.0,0.0,0.0,0.0,0.0,0.138277,0.004008,0.509686,0.004172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload_soft,lyapunov_greedy,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.202289,0.001664,0.341865,0.002184,0.70054,0.00031,0.349244,0.001685,0.551534,2.1e-05,0.551534,2.1e-05,0.5336,0.0,0.552,0.0,1.914616,0.006852,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258801,0.000212,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937366,0.003085,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.790667,0.001155,0.209333,0.001155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload_soft,semantic_greedy,"0,1,2",3,50,1500,heuristic,0.073333,0.001155,0.01,0.0,0.294634,0.005011,0.533768,0.010565,0.753521,0.000707,0.271433,0.005253,0.55065,2.1e-05,0.552,0.0,0.552,0.0,0.552,0.0,1.524252,0.031758,0.588558,0.007833,1233.193066,4.803432,0.0,0.0,394.91345,0.955102,1.807497,0.004373,0.055716,0.000224,0.67093,0.001268,5.205827,0.003,594.177181,0.821336,150.076065,0.186078,0.938,0.0,0.0,0.0,0.002,0.0,0.071333,0.001155,0.926667,0.001155,0.002,0.0,0.071333,0.001155,0.926667,0.001155,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.928,0.0,0.018,0.0,0.022,0.0,0.938,0.0,0.0,0.0,-2.078001,0.002341,0.0,0.0,0.018,0.0,0.008,0.0,0.008,0.0,0.656667,0.001155,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.002,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.664667,0.001155,0.788667,0.001155,0.211333,0.001155,0.938,0.0,0.0,0.0,0.022,0.0,0.458,0.010392,0.0,0.0,0.0,0.0,0.294667,0.008327,0.225333,0.003055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload_soft,semantic_path_two_timescale_ppo,"0,1,2",3,50,1764,rl,0.260828,0.029978,0.151961,0.017447,0.267724,0.022644,0.383979,0.024644,0.772165,0.022556,0.323902,0.014726,0.536948,0.000227,0.538128,0.000198,0.5336,0.0,0.552,0.0,1.651076,0.119712,0.357376,0.387418,230.953401,213.447771,0.0,0.0,122.942208,21.920391,0.561707,0.100369,-0.016424,0.005017,0.151016,0.014424,1.035939,0.091284,148.129805,20.976075,0.403647,0.019371,0.120749,0.008525,0.0,0.0,0.003401,1e-05,0.435988,0.026645,0.0,0.0,0.003401,1e-05,0.435988,0.026645,0.0,0.0,0.0,0.0,0.0,0.0,0.560611,0.026654,0.712572,0.010854,0.345124,0.020987,0.560611,0.026654,0.560611,0.026654,0.0,0.0,0.560611,0.026654,27.211711,1.508819,0.098893,0.009232,0.591823,0.018449,0.296511,0.013152,0.814025,0.017545,0.185975,0.017545,0.0,0.0,0.576289,0.104896,0.0,0.0,0.0,0.0,0.784557,0.014161,0.218844,0.014169,0.250013,0.016699,0.0,0.0,0.0,0.0,0.0,0.0,0.583273,0.030821,0.564012,0.026645,0.019261,0.016774,0.0,0.0,0.416727,0.030821,0.0,0.0,1.0,0.0,0.439389,0.026654,0.641178,0.011236,0.358822,0.011236,0.106596,0.010116,0.0,0.0,0.253414,0.016703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185975,0.017545,0.0,0.0,0.218798,0.011887,0.0,0.0,0.130526,0.003937
low_snr_blockage,always_cache,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344249,0.01018,0.344249,0.01018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344249,0.01018,0.130982,0.0,0.130982,0.0,0.0,0.0,0.0,0.0,2.132047,0.011817,0.0,0.0,3.438287,0.0,0.130982,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823678,0.007557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.374475,0.005817,0.625525,0.005817,0.0,0.0,0.0,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_image,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.606726,0.007914,0.641033,0.008084,0.096598,9.4e-05,0.248847,0.006987,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,1.197981,0.035908,209.740206,2.171756,9642.196784,75.737505,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,54.720768,0.879998,2731.167739,9.949856,36.863845,0.092303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.355164,0.004363,0.0,0.0,1.0,0.0,0.0,0.0,-52.92589,0.874832,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.644836,0.004363,0.0,0.0,0.0,0.0,0.0,0.0,0.010915,0.003847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.314022,0.002908,0.406381,0.005243,0.593619,0.005243,1.0,0.0,0.0,0.0,0.0,0.0,0.331654,0.009536,0.0,0.0,0.293871,0.040171,0.0,0.0,0.321578,0.031696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,always_semantic_token,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.612769,0.006108,0.662909,0.006076,0.112802,0.000136,0.202812,0.005685,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,0.955259,0.028534,59.092732,0.488149,8723.13013,76.017097,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,18.243136,0.092574,2522.087397,9.302287,0.985814,0.00031,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.355164,0.004363,0.0,0.0,1.0,0.0,0.0,0.0,-16.448258,0.088222,0.0,0.0,0.0,0.0,0.644836,0.004363,0.355164,0.004363,0.644836,0.004363,0.0,0.0,0.0,0.0,0.0,0.0,0.20403,0.009082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.355164,0.004363,0.4534,0.006664,0.5466,0.006664,1.0,0.0,0.0,0.0,0.0,0.0,0.334173,0.009536,0.0,0.0,0.0,0.0,0.0,0.0,0.633921,0.008097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344249,0.01018,0.344249,0.01018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344249,0.01018,0.130982,0.0,0.130982,0.0,0.0,0.0,0.0,0.0,2.132047,0.011817,0.0,0.0,3.438287,0.0,0.130982,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823678,0.007557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.374475,0.005817,0.625525,0.005817,0.0,0.0,0.0,0.0,0.130982,0.0,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,semantic_greedy,"0,1,2",3,50,1191,heuristic,0.946263,0.001454,0.234257,0.006665,0.820933,0.000446,0.866327,0.000548,0.107145,7.4e-05,0.012574,0.000423,0.77843,5.8e-05,0.657972,0.000212,0.65,0.0,0.82,0.0,0.013548,0.000423,43.216381,0.476628,6228.660489,119.473851,0.0,0.0,1848.09054,19.144377,12.09591,0.130147,0.013263,0.001527,0.087435,0.001403,14.737389,0.229267,1893.655154,18.817004,2.433422,0.039731,0.765743,0.006665,0.0,0.0,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.0,0.0,0.0,0.0,0.0,0.0,0.234257,0.006665,0.234257,0.006665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.531486,0.013329,0.287154,0.004362,0.041981,0.001454,0.753988,0.007271,0.0,0.0,-12.798732,0.224363,0.0,0.0,0.896726,0.035265,0.497061,0.008097,0.287154,0.004362,0.712846,0.004362,0.0,0.0,0.0,0.0,0.0,0.0,0.193955,0.005038,0.246012,0.007271,0.753988,0.007271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.287154,0.004362,0.429891,0.005817,0.570109,0.005817,0.753988,0.007271,0.0,0.0,0.041981,0.001454,0.240134,0.008097,0.0,0.0,0.006717,0.002909,0.0,0.0,0.686818,0.006339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_blockage,semantic_path_two_timescale_ppo,"0,1,2",3,50,1191,rl,0.832913,0.014323,0.496222,0.190489,0.764009,0.010773,0.804228,0.012483,0.107937,0.005874,0.056243,0.014129,0.770873,0.004098,0.728091,0.002688,0.65,0.0,0.82,0.0,0.161069,0.043283,20.85747,31.133219,100.031772,160.621004,0.0,0.0,144.505482,99.410397,0.45631,0.677261,9.8e-05,0.00017,0.044527,0.020104,7.163079,8.523584,170.327723,95.523737,0.463822,0.086185,0.398824,0.177423,0.0,0.0,0.509656,0.070589,0.490344,0.070589,0.0,0.0,0.509656,0.070589,0.490344,0.070589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496222,0.190489,0.496222,0.190489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097397,0.36783,0.214106,0.057218,0.047859,0.002519,0.513014,0.066374,0.0,0.0,-8.170137,0.682025,0.0,0.0,1.875734,0.388141,0.393787,0.02036,0.214106,0.057218,0.785894,0.057218,0.0,0.0,0.0,0.0,0.0,0.0,0.755668,0.10085,0.968094,0.038559,0.025189,0.037276,0.0,0.0,0.006717,0.003848,0.0,0.0,1.0,0.0,0.193115,0.055492,0.305626,0.086759,0.694374,0.086759,0.286314,0.02523,0.0,0.0,0.047859,0.002519,0.468514,0.076235,0.010915,0.007271,0.0,0.0,0.0,0.0,0.472712,0.083896,0.0,0.0,0.0,0.0,0.0,0.0,0.074341,0.015994
low_snr_soft,always_cache,"0,1,2",3,50,1650,heuristic,0.078788,0.00105,0.078788,0.00105,0.401332,0.002576,0.48884,0.002855,0.330556,0.001664,0.215343,0.002091,0.608345,0.00139,0.607455,0.001254,0.52,0.0,0.697,0.0,1.126428,0.009833,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175264,0.000213,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078788,0.00105,0.078788,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078788,0.00105,0.206061,0.0021,0.206061,0.0021,0.0,0.0,0.0,0.0,4.44716,0.013433,0.0,0.0,4.454545,0.0,0.135151,0.00105,0.135151,0.00105,0.864849,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.828485,0.002777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230303,0.00105,0.52606,0.007569,0.47394,0.007569,0.0,0.0,0.0,0.0,0.206061,0.0021,0.793939,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,always_image,"0,1,2",3,50,1650,heuristic,0.650909,0.009621,0.0,0.0,0.502436,0.007426,0.650909,0.009621,0.391401,0.0,0.219393,0.005762,0.629,0.000915,0.628484,0.000987,0.595,0.0,0.697,0.0,1.266592,0.039431,6.915386,0.12644,6759.401419,43.255219,0.0,0.0,1037.930607,6.060679,3.634211,0.021221,0.076107,0.0001,0.141676,0.0,7.281794,0.025793,1247.174049,6.065045,144.027315,1.279732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.363636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.509067,0.025793,0.0,0.0,0.0,0.0,0.0,0.0,0.263636,0.004811,0.730909,0.00481,0.0,0.0,0.005455,0.0,0.0,0.0,0.085455,0.003149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.457576,0.004199,0.621212,0.002777,0.378788,0.002777,1.0,0.0,0.0,0.0,0.0,0.0,0.349091,0.009621,0.0,0.0,0.0,0.0,0.284849,0.005845,0.366061,0.006385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
